NLC,"Entries  Standard  ",Entries Reduced,"Entries Seasons ",Exits Standard," Exits Reduced",Exits Seasons,Total Entries and Exits
6821,36087,36381,64615.5,37098,36905,64480.5,275567
5604,66647.032,107267.092,240083.4155,53508.326,112820.115,231365.4155,811691.396
5073,64185.474,119279.111,314452.7265,55429.395,126978.734,311031.2265,991356.667
2248,35665,65974,377.5,29659,62883,377.5,194936
6110,37950,88682,156245.5,34533,96121,156230.5,569762
1555,542802,955719,489153.5,518053,947242,489153.5,3942123
1268,144624,270987,138021,143517,267950,138021,1103120
5670,164934,317073,298340,163786,319732,294777,1558642
6287,4980,38,150,4797,42,150,10157
2983,51668,94892,60954.5,48555,100060,60954.5,417084
6140,18350,64070,17469,19869,66798,17469,204025
6968,13004.182,11588.51,47223.911,14648.579,11307.542,43709.911,141482.635
7458,59018,60844,236473.5,42159,64896,224964,688354.5
2159,200,7,100,262,3,100,672
6834,513431,335671,54485.5,519972,328578,54485.5,1806623
6833,23926,40165,77552.5,21682,49369,77552.5,290247
5228,31295,96470,210508.5,25258,104907,210508.5,678947
3250,25899,3530,4925,22902,3540,4925,65721
8221,30127,27464,9756,28001,28190,9756,133294
3413,5640,5314,15094.5,5860,5313,15094.5,52316
1977,4395,3283,448,5097,3287,448,16958
1043,26820,28006,2523,26803,27963,2523,114638
8469,69082,56014,12222,68363,55892,12222,273795
9842,29576,25532,12791.5,35351,25533,12791.5,141575
6092,326004,619501,428935.5,286335,637425,425857.5,2724058
9553,19928,15870,5686.5,20828,15860,5686.5,83859
1386,635,2573,1795.5,691,2705,1795.5,10195
9554,27568,28365,25988.5,31095,28367,25988.5,167372
9888,235236,294678,100440,229212,294370,100440,1254376
2771,251069,606792,91566,239651,611591,91566,1892235
7513,11618,6150,5057,14015,6149,5057,48046
8451,3951,4521,46.5,4874,4447,46.5,17886
7975,7445,12285,3069,8990,12420,3069,47278
1467,18071,33325,45753,16903,33369,45753,193174
6934,17961.369,36888.149,175027.2215,22373.423,36950.485,174885.7215,464086.369
1314,162166,413919,46972,162868,409899,46972,1242796
1316,7575,1753,1720,8232,1805,1720,22805
5248,7043,6518,25140.5,10695,9765,25031,84192.5
1454,45037.072,74316.273,201080.585,36622.083,77873.273,192307.585,627236.871
5240,7089,16288,62057.5,5520,19120,62057.5,172132
8964,36810,43181,34084.5,48607,43169,34084.5,239936
4770,15313,24698,6791.5,17284,24775,6791.5,95653
5606,59560.592,87448.491,180822.609,44447.806,98804.02,177301.109,648384.627
4646,60874,88504,150603,54726,87020,150603,592330
4643,41574,54697,33693,43230,58066,33693,264953
7355,57602,60302,53069,60774,60169,53069,344985
9555,6537,15478,0,7077,15573,0,44665
6969,172371.296,455468.191,1111862.1135,177763.806,424246.874,1066411.1135,3408123.394
4558,45406,161280,39751,43645,157197,39751,487030
8673,1994,1459,0,2383,1455,0,7291
5607,54588.149,95484.026,136716.6465,40482.629,97575.031,131468.6465,556315.128
5383,64739.452,103314.781,381345.744,70186.803,114223.459,370359.244,1104169.483
5384,124300.953,221537.745,599600.794,96653.958,240429.068,594213.294,1876735.812
5435,95210.837,200368.973,478143.903,63071.192,210951.779,470858.903,1518605.587
8543,8677,5487,51,5081,4629,51,23976
2810,0,1,0,0,1,0,2
2834,495,1155,50.5,372,1272,50.5,3395
8674,266,116,5,270,120,5,782
5191,83809,138321,106147.5,75402,142926,105882,652487.5
4771,31914,67863,11539,33853,68012,11539,224720
5029,6790,9471,9647.5,6397,9735,9647.5,51688
2868,158,79,0,338,81,0,656
1483,2069.386,271.667,1675.4675,1140.338,302.667,1675.4675,7134.993
1484,2266.1,1296.667,2982.257,2696.737,1400.667,2982.257,13624.685
7098,5811,38485,33690,4668,41124,33690,157468
4157,16,7,0,17,8,0,48
9959,12425,12556,3474,15888,12556,3474,60373
5608,31405,84117,91904,29033,89671,89330,415460
7640,312464,321547,26173,214821,360686,26173,1261864
5155,17011,18453,93092.25,9978.004,20946,92829.25,252309.504
5671,57173,105780,89815,50239,112834,89760,505601
5675,2014,3365,4237.5,1809,3965,4237.5,19628
5571,404629.56,912394.868,1196818.831,317767.238,962168.156,1174359.831,4968138.484
1861,11570,21677,8924,12583,21700,8924,85378
5385,310936.611,665019.048,1168686.031,287257.537,661627.103,1161222.031,4254748.361
1044,91414,110311,15941,98588,110706,15941,442901
5436,7198.004,5606.039,10329.4685,5021.106,9628.055,10168.9685,47951.641
5249,600,489,159,946,479,159,2832
5075,76004,215437,330386.5,62796,228082,329579,1242284.5
5156,13196,29234,34549,9655,33644,34466.5,154744.5
4222,161264,405217,48933.5,146485,404034,48933.5,1214867
5920,37411,40609,54840.5,40607,41099,54840.5,269407
5884,9319,17268,9830,10800,18209,9830,75256
5933,9506,11611,15919,10780,11785,15919,75520
6355,1422,179,179,2329,179,179,4467
3333,267111,432969,250166.5,270755,433983,250166.5,1905151
6228,242,43,328,320,47,328,1308
6686,28519,63738,9469.5,27691,61173,9469.5,200060
2800,8320,20925,4768,7680,23267,4768,69728
5437,87897.31,166555.402,389359.8955,58217.029,181184.109,386683.3955,1269897.141
5085,25432.328,43638.624,105572.3635,15909.752,50086.414,104656.8635,345296.345
5609,19789.709,18273.439,10547.362,26522.349,16599.441,10532.362,102264.662
1900,40081,5145,17927.5,34238,5197,17927.5,120516
3195,2772,3287,3628,3630,3308,3628,20253
5386,9628,13767,23236.5,6374,17303,23236.5,93545
3880,25834,30861,20709,28096,30879,20709,157088
8676,1878,1159,0,1921,1158,0,6116
4479,957,1054,0,891,961,0,3863
4355,4224,1958,82.5,4811,2117,82.5,13275
2463,709,90,0,740,90,0,1629
1010,21998,42061,1346,20777,42030,1346,129558
1322,61694,92991,80174.5,70322,95809,80174.5,481165
3151,16369,21281,24316,16341,24026,24238.5,126571.5
5387,5929,22447,15497,4480,23544,15497,87394
3471,74745,238378,20682.5,74195,237844,20682.5,666527
8727,2012,846,0,3042,865,0,6765
5572,131202.904,223614.935,335085.5075,94055.876,235441.505,318924.5075,1338325.235
7521,15,20,0,51,24,0,110
3430,23822,63813,50295,26890,63810,50295,278925
4691,90194,219510,75460,93718,223381,75460,777723
5837,3962,15952,5144.5,3641,16241,5144.5,50085
4110,11060,19781,120.5,11511,19757,120.5,62350
5193,15274,23702,36318.5,17160,27303,36318.5,156076
5610,66132,138484,61218,34091,126505,60334.5,486764.5
3152,47339,52646,71331,49737,54788,71331,347172
2264,10930,25696,540.5,10090,26167,540.5,73964
4523,15160,21439,736,13712,21014,736,72797
4538,2796,1493,1131.5,3270,1859,1131.5,11681
3153,46170,23018,59699.5,55743,24671,59699.5,269001
6949,30627,30380,74315,21260,30515,71535.5,258632.5
7203,11707,27191,6491,12409,27415,6491,91704
8191,17809,28261,20551,19040,28370,20551,134582
7976,31651,36798,12781,35168,37041,12781,166220
6530,23627,56939,20259,24900,56235,20259,202219
6531,4,5,0,11,8,0,28
5849,365,541,51,511,541,51,2060
9812,17738,13535,5465,22050,13534,5465,77787
6210,611,1,206.5,752,1,206.5,1778
5388,90178.436,220953.462,519565.5965,60770.694,233239.462,501201.0965,1625908.747
9825,3932,2199,1749,3954,2199,1749,15782
7460,33812,70471,221237.5,29144,72878,221237.5,648780
6267,344,33,481,332,34,481,1705
6857,5263,20534,35984.5,5886,20867,35984.5,124519
5491,162009,304271,439273,160193,309953,439197.5,1814896.5
5028,1291,2112,802,2072,2130,802,9209
6203,570,30,0,704,32,0,1336
8282,6777,16473,2108.5,7107,16491,2108.5,51065
8677,5909,12883,0,5453,12891,0,37136
7356,5941,947,796,4550,953,796,13983
7461,37,567,5,287,570,5,1471
7462,49264,73220,86018,44533,74864,82144,410043
1035,18536,32855,20094.5,18375,32742,20094.5,142697
3154,39861,38369,80749,37661,39815,80687.5,317142.5
2985,2,4,0,2,4,0,12
1159,20400,32313,17628.5,20550,32272,17628.5,140792
4025,4381,12578,4240,4782,12582,4240,42803
5798,17167,30701,19887.5,15567,33052,19887.5,136262
3474,20529,57247,12718,21877,56736,12718,181825
2677,39883,60132,13692,43369,62476,13692,233244
5573,25721.237,33041.162,51827.732,23242.545,36326.162,51733.232,221892.07
3897,11990,26329,7082,14129,26339,7082,92951
5229,213938,523696,927724,194111,525483,927719,3312671
4271,5149,7585,2312.5,4856,7586,2312.5,29801
4432,55,106,0,61,108,0,330
3882,12309,35986,7561,14252,35989,7561,113658
5389,31740.218,48646.381,148746.902,42306.475,52896.716,140653.402,464990.094
5758,11597,24855,9291.5,11945,23212,9291.5,90192
3434,20431,104000,10321.5,21219,103962,10321.5,270255
3432,10552,6712,27447,9752,6712,27447,88622
3558,24460,105456,21803.5,25929,104877,21803.5,304329
5921,19813,27445,33027,21495,28544,33027,163351
2283,33879,41035,15698.5,31498,41131,15698.5,178940
2969,6054,4981,3195.5,5164,5809,3195.5,28399
3887,93540,148869,42031.5,77712,148815,42031.5,552999
3886,3111,129,1930,3432,131,1930,10663
3888,3812,8793,2196,4315,8794,2196,30106
3889,9710,31113,16596.5,8633,31119,16596.5,113768
3891,18751,40094,9867.5,17979,40098,9867.5,136657
7225,3091,3656,420,2682,3656,420,13925
1393,34411,73239,121990,24060,91230,121990,466920
4276,3931,8903,17164,3695,8897,17164,59754
9562,81253,81153,75382.5,93612,81162,75382.5,487945
3348,60105,77681,34904.5,62797,77716,34904.5,348108
3540,114911,165176,7688.5,110798,163770,7688.5,570032
8837,698,202,0,596,204,0,1700
5390,66499.191,81461.48,261566.051,43660.883,89586.946,257391.051,800165.602
5230,184595,519363,680977,162143,541733,680962,2769773
6952,25059.541,24049.118,73550.2745,21532.13,23038.178,66876.2745,234105.516
1783,11332,7790,2407.5,11294,8213,2407.5,43444
5574,228732.241,503883.091,505909.125,208341.019,521029.186,501621.125,2469515.787
3155,96758,171519,188136,83886,185434,188053.5,913786.5
2439,445,816,845,512,885,845,4348
3817,10286,6186,7491,8889,6186,7491,46529
4357,131,187,0,152,196,0,666
8728,1184,604,0,1241,607,0,3636
4518,23312,11590,2179.5,21346,11543,2179.5,72150
4433,12992,16183,12466,13211,15674,12466,82992
5334,7229,14706,29635,6477,16323,29635,104005
9776,104334,83747,89315,112747,83756,89315,563214
6211,3231,16,1843.5,3201,16,1843.5,10151
8261,1395,42,1411.5,1374,43,1411.5,5677
2010,23221,49947,5858.5,24546,50609,5858.5,160040
5826,1789,2384,2808.5,2263,2391,2808.5,14444
4504,141998,207434,10357,124040,205660,10357,699846
9373,39762,25901,25730.5,45033,25916,25730.5,188073
2364,4080,2006,621,4260,1995,621,13583
7464,341075.305,338326.197,1056601.215,286692.176,313260.197,974630.215,3310585.305
5613,7036,11533,41052,7778,11821,40106.5,119326.5
1524,9916.345,25279.821,27479.497,9691.68,25210.084,27479.497,125056.924
8838,13,17,0,51,18,0,99
5391,36798,57404,165507,27061,62848,165334,514952
2141,7533,1430,396.5,7878,1445,396.5,19079
5967,5561,7822,3760.5,5943,8022,3760.5,34869
2938,19875,37640,12067.5,16702,39273,12067.5,137625
1342,23428,16417,7317.5,23999,16721,7317.5,95200
2440,1687,1502,3973,1563,1504,3973,14202
5597,101498,182533,209957.5,45814,118875,209937,868614.5
5426,3624855,9335122,16943260.5,4531442,8763323,16943215,60141217.5
5676,41319,78476,60398.5,35007,87130,60153.5,362484
5392,26670.001,30830.117,89759.5955,25314.033,31355.117,89749.5955,293678.459
5393,0.034,1.07,406.058,0.037,1.07,406.058,814.327
5231,19460,59202,110213,16174,66075,110213,381337
6268,11227,1437,33908,13361,1458,33908,95299
8584,304,327,0,385,422,0,1438
8591,298821,386138,48266.5,309250,391263,48266.5,1482005
2612,18185,26955,8393.5,15162,29668,8393.5,106757
2154,39183,60294,381,42500,69558,381,212297
2265,36641,53162,1593.5,26861,38513,1593.5,158364
5394,86485.516,157044.508,347124.8435,68758.326,159144.526,347124.8435,1165682.563
9365,17803,8040,8063.5,18079,8040,8063.5,68089
5041,17088,26772,35749,16990,28596,35749,160944
1216,77230,171650,12832,77385,171719,12832,523648
2665,13661,11134,8945.5,13557,12169,8945.5,68412
6823,70482,59051,184064.5,56986,60450,178974.5,610008
6953,104137.567,540872.774,1381895.701,68402.649,521384.556,1356404.701,3973097.948
7407,8474.996,5590.108,13380.3085,10792.228,5982.278,13380.3085,57600.227
2251,13086,20438,1130.5,11298,16804,1130.5,63887
6858,3229,37297,14901.5,3133,38048,14901.5,111510
5575,151533,297384,358865.5,135166,313965,357901.5,1614815
5639,4752,8233,7240.5,4146,11058,7240.5,42670
5395,86660.319,137695.494,221171.4115,58849.659,149214.576,219888.9115,873480.371
5372,12336.752,7187.73,19570.6515,11144.319,7724.73,19570.6515,77534.834
5576,70557.293,88636.972,251855.2455,74618.422,94140.248,251850.2455,831658.426
7408,8811.438,3496.442,8920.4515,8281.052,3624.442,8920.4515,42054.277
5264,7635,4969,12386.5,9031,5579,12386.5,51987
6824,86060,84649,118367,77425,84790,116638,567929
5959,30332,81886,21923.5,27642,84781,21923.5,268488
3158,5689,10597,11030,6175,14067,11030,58588
5505,28077,61200,16267.5,31307,61485,16267.5,214604
5316,517,647,853,712,820,853,4402
2384,170145,262865,40498.5,239160,263517,40498.5,1016684
2390,89216,78892,33537.5,38914,78086,33537.5,352183
4600,58197,70561,46422.5,59952,70223,46422.5,351778
2965,1,7,0,6,7,0,21
1121,4234,8523,6182.5,6861,8514,6182.5,40497
7079,13647,13026,22382,16696,14405,22382,102538
5241,5043,12046,9198.5,4842,13714,9198.5,54042
2133,88410,152843,2089.5,93870,180932,2089.5,520234
5598,2806417,11308796,18920264.5,4413251,10638373,18920187,67007288.5
1455,26531,130358,50871,31255,115558,49749,404322
1402,329401,905689,617851,305638,922847,615710,3697136
1403,5921,8671,15398.5,6190,8830,15398.5,60409
1401,7,31,5,7,32,5,87
1456,18,11,5,21,20,5,80
7057,4827,8563,4105,9004,8961,4105,39565
6095,7153,7626,23604,10343,8581,23559,80866
3796,3270,3123,2002.5,3315,3126,2002.5,16839
1357,2055,956,3668,1667,957,3668,12971
6859,182,2580,3374.5,1883,3993,3374.5,15387
8509,9979,8642,6572,10884,10212,6572,52861
6073,11864,10055,23327.5,16842,11912,23327.5,97328
5128,91506.158,122100.016,630928.0205,56499.238,138665.213,625335.5205,1665034.166
1940,53276,72700,107648.5,56869,72855,107648.5,470997
4690,42645,92100,34923.5,42254,94115,34923.5,340961
4434,10158,13910,836.5,11711,14417,836.5,51869
6183,215773,279837,289791,200350,282692,286815.5,1555258.5
6096,33299,49499,101339.5,31823,54824,100900.5,371685
1347,11981,19462,4655,12888,19514,4655,73155
1423,94374.352,220072.109,306738.104,65121.376,221760.109,284427.104,1192493.154
1509,10507.66,64447.406,4886.0255,17283.793,64458.406,4886.0255,166469.316
9673,36993,20788,14057.5,40674,20783,14057.5,147353
1466,32811,70697,61467.5,30460,71657,61467.5,328560
2681,725,419,92.5,710,422,92.5,2461
2266,5204,6241,275.5,3885,5798,275.5,21679
5684,82958,155997,207972,76199,167002,207412,897540
9250,16304,11790,11228.5,19051,11794,11228.5,81396
5411,97174.599,140246.259,332114.819,16341.11,87961.632,331800.319,1005638.738
3174,45930.351,141264.909,137082.5265,39067.456,151065.297,126736.5265,641147.066
5086,40948.214,88434.09,188937.8715,23684.376,98140.426,186102.3715,626247.349
3188,28341.342,53805.286,226163.994,17715.562,57278.834,219567.494,602872.512
1421,43163.263,74967.468,118580.4325,79510.57,97447.619,118580.4325,532249.785
1525,79309.693,85359.593,274292.5975,14997.283,66596.593,274287.5975,794843.357
7466,18667,17453,83324.5,17909,18971,80244,236568.5
9564,25387,19138,15223.5,27211,19144,15223.5,121327
2201,50177,100385,1414.5,46854,102319,1414.5,302564
5129,30318,67224,110157.5,27128,75750,110157.5,420735
5438,57952.757,123657.608,297413.442,35154.766,132634.959,294692.442,941505.974
3059,2,5,0,2,5,0,14
7329,2088,2180,248.5,2569,2195,248.5,9529
5242,9705,16989,24757.5,10317,16499,24757.5,103025
5293,12516.015,10173.175,24655.6185,6907.045,13698.175,24270.6185,92220.647
5054,40807.451,39493,192639.172,24271.636,47490,192596.172,537297.431
5278,27372,71189,58218,24633,73642,58213,313267
5712,35517,56834,19582,39536,57108,19582,228159
7476,49415,95371,187585.5,55918,98040,178928.5,665258
5151,73805.087,102055.295,226010.694,30847.249,111110.295,224863.194,768691.814
5030,919,2535,6120.5,755,2926,6120.5,19376
9231,6986,4057,2240,9629,4057,2240,29209
7226,1084,928,374.5,1026,917,374.5,4704
9998,112303,76175,57087,110435,76177,57087,489264
5195,6533,17207,16616,5986,17598,16616,80556
2619,11137,14263,5477.5,8747,15443,5477.5,60545
3388,4530,2217,1420,4853,2267,1420,16707
3391,80580,166974,55343.5,82662,167243,55343.5,608146
7572,2804,1446,45,3125,1445,45,8910
5577,171102,263432,330557.5,162999,274490,330532,1533112.5
5965,38290,234863,23549,34945,233167,23549,588363
2772,11314,24361,5973.5,10653,24469,5973.5,82744
2736,7951,9431,1854,8776,9648,1854,39514
1585,6166,5346,76,6746,5356,76,23766
9753,37896,25729,11541.5,40910,25735,11541.5,153353
5759,3398,6479,5662.5,4916,6485,5662.5,32603
9665,6797,4448,1055,8341,4448,1055,26144
2161,16524,25777,945,14326,22985,945,81502
8184,9840,18243,45728,9352,18240,45728,147131
5527,10172,13539,39180.5,10222,14936,39180.5,127230
1348,8964,13658,5759,9999,13713,5759,57852
3896,3291,5262,1067.5,3099,5262,1067.5,19049
6956,35697.149,76975.055,85341.3945,38001.477,74838.332,83947.8945,394801.302
6846,38,1353,5125.5,2138,1506,5125.5,15286
9777,51000,36061,29234,51786,36075,29234,233390
2885,6,17,0,8,17,0,48
2048,32122,34593,5814.5,35904,34634,5814.5,148882
4111,6536,9741,1213.5,6746,9704,1213.5,35154
8130,561,29,5,565,34,5,1199
4539,1711,2161,5,2898,2260,5,9040
5196,29114,86437,161603.5,28047,90661,161603.5,557466
7187,1945,804,2573.5,2146,868,2573.5,10910
7047,14618,16027,64026.5,14225,17199,64026.5,190122
5611,59340.324,105980.22,182742.662,40356.101,110114.441,182298.662,680832.41
6551,3652,6853,186.5,3747,6735,186.5,21360
5396,21061,35606,53720,14801,37991,53583,216762
5439,7461,11324,21156.5,6945,12415,21104,80405.5
8680,2880,5255,0,2344,5236,0,15715
6891,100999,218725,665802.5,99362,221306,635002.5,1941197
7227,3879,2804,458,4035,2793,458,14427
7695,1345,93,932.5,627,96,932.5,4026
2391,40798,30499,13062.5,43762,30564,13062.5,171748
4528,35142,37352,4868,31824,37304,4868,151358
2363,170775,346734,55069.5,186469,359935,55069.5,1174052
2406,35103,104498,23507.5,16192,93177,23507.5,295985
2098,7716,8721,4196.5,9481,8726,4196.5,43037
3965,2018,2730,516,1981,2731,516,10492
1457,104693.214,181645.489,313714.4375,84257.505,178502.592,308147.9375,1170961.175
9781,49944,34705,55753,51395,34714,55753,282264
1905,3397,3868,631.5,3219,4026,631.5,15773
4568,6071,1967,540.5,7013,2078,540.5,18210
2774,89848,107394,38768,93768,107255,38768,475801
1056,4620,2454,8089.5,6193,2709,8089.5,32155
5578,1846111.272,1492836.004,2782507.8705,701323.679,1549673.28,2691034.3705,11063486.476
5612,8098.559,7224.909,3861.5655,6302.265,10934.247,3856.5655,40278.111
5042,393,2124,953.5,743,2268,953.5,7435
5924,208683,524516,483088,203702,529679,483088,2432756
5528,18605,31778,63141.5,16005,35768,63141.5,228439
6024,49497.72,52080.3,220655.347,29034.533,53181.3,219052.847,623502.047
1978,30594,80915,3503,30906,80185,3503,229606
3175,126224,358726,122649,122125,357241,122084.5,1209049.5
5672,60100,295078,61017,55997,298449,60697.5,831338.5
5697,37884,39512,71752,42238,41023,71752,304161
5698,31800,24088,28662.5,32863,24439,28662.5,170515
2269,6854,20128,2212,8060,20503,2212,59969
9694,26906,19900,21097.5,29375,19899,21097.5,138275
6844,62317,265198,546667.5,59675,279400,538685.5,1751943
5640,14105,18099,50729.5,12838,22136,50729.5,168637
1011,8653,29272,204,13227,29356,204,80916
5341,24983,60869,140403,25181,65733,140403,457572
6860,8053,41308,74663.5,7038,42650,74663.5,248376
1539,6114,11022,9622,5622,12816,9622,54818
5685,481046,1010985,986448.5,468372,1038062,985418.5,4970332
5696,198909,268143,241730.5,203986,275691,241710,1430169.5
5440,16619,31286,39430,15484,33259,39425,175503
1218,253385,634764,179482.5,263816,635405,179482.5,2146335
1364,8306,17804,50202,9025,21426,50202,156965
6688,15114,30210,5460.5,17621,29449,5460.5,103315
4536,2815,1622,1696,3367,2173,1696,13369
6954,44631.841,41701,111321.0795,33158.037,43398,108612.5795,382822.537
7228,12056,16155,2708.5,11456,17059,2708.5,62143
7467,5100.115,3054.164,11066.86,5463.062,3036.198,11066.86,38787.259
9639,8846,5762,1719.5,9536,5764,1719.5,33347
6892,18414,40711,229719.5,18218,45137,229719.5,581919
6732,1750,2481,1046,2395,2362,1046,11080
8578,33148,15218,3742.5,27433,13280,3742.5,96564
2835,4295,4937,2074,3636,5975,2074,22991
5441,8754.108,14361,68039.178,4527.108,15694,68039.178,179414.572
5055,0,1,0.3525,0,1,0.3525,2.705
2773,11930,15895,10271.5,11576,18231,10271.5,78175
5960,17795,36803,13989.5,19142,38170,13989.5,139889
5925,12029,8703,16001,12259,9307,16001,74300
5152,176075.372,378538.714,602744.001,118837.236,381291.582,590178.001,2247664.906
5153,26497.006,35907.417,103649.942,20124.009,39648.417,103414.442,329241.233
4540,1633,1825,914.5,1946,2051,914.5,9284
4893,52784,97409,144051.5,23817,75415,144051.5,537528
5579,79741.416,127696.807,475806.944,56675.192,139311.807,451969.944,1331202.11
4891,187264,223006,173849,214105,237223,173849,1209296
2040,29625,24099,18264.5,30358,24104,18264.5,144715
6574,51486,73161,20546,51929,73741,20546,291409
3390,12217,5807,4920.5,13057,5923,4920.5,46845
5686,12231,6385,33821,10972,7655,33821,104885
7326,3906,1659,942,5002,1655,942,14106
5279,110578,458900,185557,106523,464253,185519,1511330
6907,327,2007,3308,572,2343,3308,11865
5673,2787,3704,5224.5,3987,6703,5224.5,27630
1350,1704,1759,5,1839,1757,5,7069
8123,169,118,406.5,160,119,406.5,1379
4486,276,1070,63.5,799,1149,63.5,3421
4487,98299,65655,6613,96058,65433,6613,338671
5031,10978,30747,19573.5,10587,32706,19573.5,124165
7514,18264,14947,4785,19820,14919,4785,77520
1138,36949,35286,3988.5,38416,35305,3988.5,153933
7383,4732,3949,2024.5,5494,3987,2024.5,22211
4532,5610,4988,4683.5,5571,5250,4683.5,30786
5232,3923,6259,2734,4350,6775,2734,26775
4537,36392,34649,2506,34075,34896,2506,145024
7917,20646,12643,2715.5,22468,12778,2715.5,73966
3380,24254,9174,14427,24210,9293,14427,95785
3392,33623,30611,26033.5,34958,30793,26033.5,182052
5827,1762,1409,1736.5,2081,1413,1736.5,10138
5838,11096,54202,4272,11378,55410,4272,140630
5856,11397,27500,1946.5,11941,27526,1946.5,82257
5857,1278,1917,218,1536,1919,218,7086
3818,3122,6795,2225,2395,6794,2225,23556
9990,23252,17438,10961,27823,17437,10961,107872
8263,586801,1240895,355973.5,577162,1237855,355973.5,4354660
1351,1475,945,53.5,1543,949,53.5,5019
4026,19644,40203,24909,20251,40206,24909,170122
3871,10839,24182,5266,11872,24181,5266,81606
