NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0708        Entries & Exits," 0708 Interchanges"
3098,4304,7792,37316,49413,6136,7839,37316,51292,100705,
5703,14171,74505,24124,112800,14703,75623,24124,114450,227250,12037
8359,73590,68455,8404,150449,77709,69658,8404,155771,306220,4579
2919,11536,28055,10000,49591,11215,29539,10000,50754,100345,
7914,2557,329,5,2891,2395,322,5,2722,5613,
5351,62078,94168,258892,415138,64872,94908,258892,418672,833810,
5077,72273,76405,376155,524833,74960,77018,378174,530152,1054985,110452
5047,100087,126398,650355,876839,87424,125949,648336,861709,1738548,97264
3820,102633,69667,86894,259194,93865,69090,86894,249849,509043,
9795,71363,46686,67322,185371,82649,46687,67322,196658,382029,1436
8232,9267,7224,6807,23298,9487,7214,6807,23508,46806,
3568,89,1325,232,1646,81,1512,232,1825,3471,
2425,3404,93,51,3548,4102,94,51,4247,7795,
6874,153558,175965,845710,1175233,155814,175959,845710,1177483,2352716,
7447,253859,421553,339223,1014635,290444,421527,339223,1051194,2065829,
539,17298,36565,119401,173264,20034,36671,119401,176106,349370,
7469,135423,109640,413016,658079,131704,109826,413016,654546,1312625,
5836,35686,38583,30669,104938,38637,38743,30669,108049,212987,
2762,6285,14980,2860,24125,6198,15989,2860,25047,49172,
5820,3,68,31,102,2,73,31,106,208,
6664,45117,32535,15441,93093,50275,32518,15441,98234,191327,
7051,2013,6314,6390,14717,2448,6348,6390,15186,29903,
5097,9720,13364,19587,42671,12292,13654,19587,45533,88204,
9911,290474,144986,329572,765032,238946,144792,329572,713310,1478342,
3004,30153,48974,40158,119285,29693,50290,40158,120141,239426,
5144,105896,161435,489635,756965,97978,161157,489635,748770,1505735,228386
5008,7792,13757,10054,31603,11752,14122,10054,35928,67531,
2947,6222,3134,6461,15817,3933,3923,6461,14317,30134,
9707,4764,4182,2736,11682,4880,4182,2736,11798,23480,
5199,275528,481860,871418,1628806,294152,467427,871418,1632997,3261803,30079
7792,321,368,208,897,368,374,208,950,1847,
2870,70832,103094,40820,214746,61734,106814,40820,209368,424114,1931
5352,87094,116421,353436,556951,82563,116689,353436,552688,1109639,
1372,9075,11444,18296,38815,8533,13407,18296,40236,79051,
2764,5954,5468,2434,13856,6267,5462,2434,14163,28019,
6836,619019,847086,2241872,3707977,647871,849976,2241872,3739719,7447696,31105
5098,51379,37750,387908,477038,44916,37900,387908,470725,947763,
4731,181912,402440,83984,668336,182214,404321,83984,670519,1338855,130269
3774,27706,34837,9669,72212,29013,35444,9669,74126,146338,
2573,9097,1827,1335,12259,9141,1851,1335,12327,24586,
5553,82253,51501,159270,293024,84209,51483,159270,294962,587986,
6814,172761,195210,476136,844107,181430,190528,476136,848094,1692201,191146
5582,42532,66796,198810,308139,36985,66794,198810,302589,610728,
5554,36398,83909,170106,290413,37622,83937,170106,291665,582078,
2412,354304,851849,101444,1307597,348538,850256,101444,1300238,2607835,523365
1130,63795,82234,2487,148516,63075,82152,2487,147714,296230,
6615,205238,291141,90266,586645,212355,291879,90266,594500,1181145,61737
7736,31108,28567,32628,92303,39269,28319,32628,100216,192519,
5200,10058,14456,60869,85383,11559,14895,60869,87323,172706,
5840,246,372,171,789,366,373,171,910,1699,
5255,304867,541616,544515,1390998,285542,541783,544515,1371840,2762838,14352
5009,3792,8024,7324,19140,5371,8220,7324,20915,40055,
5296,2793,2319,3232,8344,3279,2589,3232,9100,17444,
6914,110503,139607,473340,723450,103279,139625,473340,716244,1439694,
2823,14479,15348,7476,37303,15716,15390,7476,38582,75885,2520
3267,159501,342300,232379,734180,157610,349392,232379,739381,1473561,24580
5353,13315,17863,51543,82721,12737,17953,51543,82233,164954,
4449,10838,9905,3774,24517,12337,10060,3774,26171,50688,
5099,84191,104377,404008,592577,75171,104208,404008,583387,1175964,
5583,106169,75889,217987,400045,99074,75934,217987,392994,793039,
3031,19514,37534,37431,94479,20049,38280,37431,95760,190239,
2745,175022,82551,105779,363352,175507,85431,105779,366717,730069,
546,15502,53054,180430,248986,16871,53113,180430,250414,499400,
5879,56706,77397,49052,183155,56390,79484,49052,184926,368081,
5319,11353,23105,35488,69946,10819,22984,35488,69291,139237,
2556,11257,2909,1829,15995,11396,2927,1829,16152,32147,
8233,16136,2807,12223,31166,18401,2795,12223,33419,64585,1297
4365,13535,28228,20490,62253,14952,28260,20490,63702,125955,
3785,418,144,0,562,521,149,0,670,1232,
5121,225109,321573,2132930,2679612,237144,320385,2132974,2690504,5370116,116
6850,60169,146545,147613,354327,54572,147683,147613,349868,704195,
5555,23573,22154,44263,89990,21853,22097,44263,88213,178203,
2653,2055,843,0,2898,2210,849,0,3059,5957,
5301,18656,14061,88204,120920,19185,14113,88204,121501,242421,
5595,1763468,1919632,5320549,9003648,1810953,2045590,5320549,9177091,18180739,17863239
6926,53116,41882,179788,274786,45907,41922,179788,267617,542403,2
4069,1439,588,0,2027,1501,599,0,2100,4127,
9792,80162,58702,76408,215272,92608,58694,76408,227710,442982,
4593,457,133,411,1001,793,154,411,1358,2359,
5556,60806,65406,165743,291955,66166,65477,165743,297386,589341,
6274,52711,66170,2429,121310,51344,65827,2429,119600,240910,
9718,12335,10761,9640,32736,13409,10767,9640,33816,66552,
2795,23,23,5,51,74,22,5,101,152,
3202,42931,6084,49794,98809,49831,5963,49794,105588,204397,
2574,64770,44951,12132,121853,58143,45368,12132,115643,237496,
5048,72185,100753,427815,600753,66512,100791,427815,595118,1195871,2606
4070,6860,1711,25,8596,7104,1714,25,8843,17439,
9855,67086,55789,39636,162511,76247,55801,39636,171684,334195,
9747,10145,7645,2267,20057,11741,7658,2267,21666,41723,
9752,75406,65195,93568,234169,79230,65195,93568,237993,472162,
9762,50144,46445,49615,146204,48999,46443,49615,145057,291261,
5557,74857,81374,149856,306087,81323,81381,149856,312560,618647,
4616,9020,11071,6400,26491,10954,11233,6400,28587,55078,
3828,31372,34004,16717,82093,35525,34039,16717,86281,168374,
6861,293755,692299,1266993,2253047,292483,705370,1265715,2263569,4516616,313905
6853,41073,74594,107961,223628,41699,77203,109239,228141,451769,
9882,10468,7539,6417,24424,9632,7482,6417,23531,47955,
6349,11084,378,3201,14663,11519,398,3201,15118,29781,
5457,12604,19776,28988,61368,14261,19759,28988,63008,124376,
2562,20097,10142,2061,32300,19970,10202,2061,32233,64533,
4876,7637,8965,10012,26614,10696,9062,10012,29770,56384,
2451,36817,77307,16371,130495,37237,77483,16371,131090,261585,2942
3005,354,60,667,1081,232,62,667,961,2042,
7515,873,32,564,1469,909,32,564,1505,2974,
1227,36923,26823,23430,87176,40329,26844,23430,90603,177779,
6488,10459,13987,6137,30583,11708,13963,6137,31808,62391,
8708,1404,666,0,2070,1323,665,0,1988,4058,
8470,23695,7415,30964,62074,27402,7470,30964,65836,127910,
3624,138440,249614,626,388680,125367,249580,626,375573,764253,
2486,2911,7821,1564,12296,4272,7868,1564,13704,26000,
5458,10217,28827,14017,53061,10786,28734,14017,53537,106598,
3019,20837,29093,43555,93485,21114,31650,43555,96319,189804,
5336,2624,1944,13032,17600,2474,2221,13032,17727,35327,
3570,2,27,0,29,3,22,0,25,54,
5821,261,1687,250,2198,220,1895,250,2365,4563,
7504,7707,23256,3022,33985,8107,23284,3022,34413,68398,
9627,37104,20878,18691,76673,38497,20879,18691,78067,154740,
2049,5098,226,5895,11219,5238,223,5895,11356,22575,
8824,639,513,0,1152,770,511,0,1281,2433,
8825,4564,1541,0,6105,5534,1587,0,7121,13226,
3905,48998,44928,44253,138179,39111,44829,44253,128193,266372,
1143,22514,37719,2931,63164,22846,37684,2931,63461,126625,
4617,10447,16831,2152,29430,11011,16930,2152,30093,59523,
5896,128244,144280,65184,337708,121233,144652,65184,331069,668777,
8056,20414,35381,40896,96691,25784,35460,40896,102140,198831,
8505,14732,5313,7996,28041,13072,5292,7996,26360,54401,
5408,95158,143383,506180,744721,88180,215558,506180,809917,1554638,
1030,417785,933102,164510,1515397,431272,928364,164510,1524146,3039543,223356
5409,2618,4479,8947,16044,3358,4120,8947,16425,32469,
9185,22412,34148,16486,73046,23562,32963,16486,73011,146057,
4639,58798,76889,9850,145537,53723,79223,9850,142796,288333,
9970,21396,21519,47057,89972,21943,21514,47057,90514,180486,
7579,15688,10142,17030,42860,17686,10161,17030,44877,87737,
3634,13991,23664,11863,49518,14537,23629,11863,50029,99547,3463
5484,174631,405754,359589,939974,195163,404224,359589,958976,1898950,5539
5100,83128,104386,496127,683641,82937,103485,496127,682549,1366190,
5754,1792,10211,1235,13238,1721,11228,1235,14184,27422,
6837,1968,2147,14073,18188,3052,2248,14073,19373,37561,
2225,41420,43536,523,85479,40839,43568,523,84930,170409,
1874,6891,11505,1322,19718,6345,11484,1322,19151,38869,
1243,302842,517586,134207,954635,303607,507706,134207,945520,1900155,996926
5832,9193,36651,2861,48705,7711,39238,2861,49810,98515,
6007,3465,8992,14744,27201,10501,9067,14744,34312,61513,
8826,3448,2158,0,5606,3563,1994,0,5557,11163,10942
4312,6386,1078,5082,12546,6644,1062,5082,12788,25334,
1519,87105,123896,396466,607468,82195,125180,396466,603842,1211310,
9778,24818,20492,33660,78970,28852,20500,33660,83012,161982,
5078,49576,45925,235853,331355,41387,46054,235853,323294,654649,
7295,35912,49203,5504,90619,36506,48916,5504,90927,181546,
1822,4047,3841,677,8565,4309,3853,677,8839,17404,
9628,20878,17697,16153,54728,26165,17693,16153,60011,114739,
8473,77803,43159,29378,150340,71568,43618,29378,144564,294904,
8554,50848,33025,20386,104259,54667,33814,20386,108867,213126,
9814,39631,30420,89610,159661,46173,30419,89610,166202,325863,
9902,0,3,0,3,2,3,0,5,8,
9796,68268,43070,53799,165137,84290,43071,53799,181160,346297,
2313,8117,11048,1745,20910,8273,11047,1745,21065,41975,
7406,8410,14311,98106,120827,10968,14316,98106,123391,244218,
5325,26052,37863,117946,181861,29114,36737,117946,183797,365658,
5233,2911,6624,16916,26451,3848,6816,16916,27580,54031,
6524,3925,7787,2618,14330,4208,7866,2618,14692,29022,
5628,32887,53336,49586,135809,34376,55029,49586,138991,274800,
9943,136988,240893,131687,509568,136233,179759,131687,447679,957247,
5356,115706,138889,579635,834231,118247,138871,579635,836754,1670985,134980
2305,12046,10877,2525,25448,12917,10885,2525,26327,51775,
6008,66387,65371,174986,306744,68866,66298,174986,310150,616894,
3107,4735,2950,15653,23338,4831,3010,15653,23494,46832,
8625,744,188,0,932,662,191,0,853,1785,
9721,40508,47227,20794,108529,45890,43518,20794,110202,218731,2716
9121,40526,53923,20525,114974,41279,52434,20525,114238,229212,
9218,10331,4443,6365,21139,8944,6873,6365,22182,43321,
5201,7319,7171,6166,20656,8319,7358,6166,21843,42499,
3981,4380,3969,758,9107,6012,3989,758,10759,19866,
3738,36032,62774,21503,120309,37709,62833,21503,122045,242354,
4147,604,118,0,722,583,125,0,708,1430,
7440,17645,26969,321642,366257,19915,27026,321642,368583,734840,
2777,19510,31193,9159,59862,12141,34490,9159,55790,115652,
9135,37526,41342,54291,133159,40918,42550,54291,137759,270918,
8711,1372,409,0,1781,1465,406,0,1871,3652,
9790,13432,11680,5071,30183,14274,11681,5071,31026,61209,
9415,48742,51944,90189,190875,54787,50990,90189,195966,386841,
9992,128101,75978,103138,307217,131670,75978,103138,310786,618003,17415
9864,37844,31398,89046,158288,39666,31398,89046,160110,318398,
9483,26650,21929,27982,76561,30063,21950,27982,79995,156556,
2077,8647,702,3573,12922,9738,710,3573,14021,26943,
1429,137509,158424,944994,1240927,101008,158379,944994,1204381,2445308,
1957,6748,8936,237,15921,7175,8993,237,16405,32326,
8628,605,343,0,948,674,353,0,1027,1975,
7915,3102,716,2384,6202,3250,724,2384,6358,12560,
3797,14405,8462,10338,33205,12954,8433,10338,31725,64930,
4519,993,956,589,2538,1270,1445,589,3304,5842,
7877,338380,579224,132182,1049785,341057,576457,132182,1049695,2099480,253933
6729,845,626,555,2026,1099,626,555,2280,4306,
7211,5482,13187,665,19334,6468,13395,665,20528,39862,
5101,295514,403052,946229,1644795,317900,402548,946229,1666677,3311472,567252
8420,26515,24004,12609,63128,26174,24660,12609,63443,126571,
2576,56826,40364,21594,118784,66662,40622,21594,128878,247662,
5668,51105,50462,56632,158199,54419,50483,56632,161534,319733,
2770,25007,33912,34275,93194,19740,36256,34275,90271,183465,
3408,22222,134186,30838,187246,20894,130404,30838,182136,369382,
3409,1847,40185,1168,43200,2020,47864,1168,51052,94252,
5011,46020,106594,89665,242279,48888,109664,89665,248217,490496,
5942,1626,2207,1703,5536,1732,2516,1703,5951,11487,
2877,3422,7956,2470,13848,3048,9862,2470,15380,29228,
2963,13486,41934,7593,63013,15024,44346,7613,66982,129995,
2480,1397,634,614,2645,1838,649,614,3101,5746,
8441,11205,4629,1313,17147,9157,4636,1313,15106,32253,
2306,3569,9937,488,13994,3786,9952,488,14226,28220,
8432,26775,17924,7588,52287,28192,17931,7588,53711,105998,
3052,26971,52476,50295,129742,27846,52462,50295,130603,260345,
3060,1301,2165,4589,8055,2405,2164,4589,9158,17213,
5421,225051,258859,1036202,1520111,210933,257497,1036202,1504633,3024744,49176
2103,2294,1075,0,3369,2626,1092,0,3718,7087,
2855,5,13,0,18,20,15,0,35,53,
5145,66440,86759,228846,382045,60151,86718,228846,375716,757761,
1823,406079,882764,212284,1501127,400872,873078,212284,1486234,2987361,540348
7212,7277,9903,2039,19219,8136,9925,2039,20100,39319,
2652,3005,8324,1814,13143,3041,8969,1814,13823,26966,
3579,1562,2541,4347,8450,1647,3006,4347,9000,17450,
8326,190719,208027,38888,437634,188420,210193,38888,437501,875135,
3030,224712,444819,536552,1206083,225409,448591,536552,1210552,2416635,105584
5753,32939,59685,32675,125299,34803,54675,32675,122153,247452,
5502,1624,1356,2023,5003,1689,1348,2023,5060,10063,
3830,13778,16313,6876,36967,16402,16358,6876,39636,76603,
3901,8383,15082,3612,27076,14781,15086,3612,33479,60555,
3861,5029,4176,2321,11526,6239,4172,2321,12732,24258,
8632,17269,15269,1803,34341,17108,11152,1803,30063,64404,186
7897,3422,1907,1474,6803,3789,1903,1474,7166,13969,
2893,11507,18223,6110,35840,9195,18885,6110,34190,70030,
2765,11391,22508,935,34834,9933,22735,935,33603,68437,
7348,62823,138998,70796,272617,69337,139031,70796,279164,551781,
3588,314,889,1068,2271,475,1110,1068,2653,4924,
6781,6588,5440,1040,13068,6673,5438,1040,13151,26219,
4188,454,224,0,678,458,238,0,696,1374,
5036,29,7,0,36,15,5,0,20,56,
2538,428,20,0,448,372,20,0,392,840,
2452,2299,174,0,2473,2543,169,0,2712,5185,
6417,522245,741175,187457,1450877,520989,744016,187457,1452462,2903339,785508
5961,61355,119497,15999,196850,57341,119525,15999,192865,389715,269
5962,10631,18223,2890,31744,12586,18741,2890,34217,65961,132
6690,18872,11006,4386,34264,20369,11005,4386,35760,70024,
5357,104359,170035,266982,541375,97053,173084,266982,537119,1078494,68268
5412,51563,89596,98614,239774,59537,97334,98614,255486,495260,51925
5297,4,9,5,18,7,22,5,34,52,
5413,7870,10800,42453,61123,8759,10792,42453,62004,123127,
4525,49496,87533,13850,150879,51453,88336,13850,153639,304518,
2766,685,2029,0,2714,749,2054,0,2803,5517,
5033,134601,230826,124470,489897,122671,223369,124470,470510,960407,119264
6901,14591,21835,38651,75077,12059,21741,38651,72451,147528,
4436,581,111,258,950,629,141,258,1028,1978,936
7055,36883,85124,57240,179247,38219,86727,57240,182186,361433,
3099,1883,6340,30994,39217,3679,6345,30994,41018,80235,
6000,11934,10111,118148,140193,10794,10109,118148,139050,279243,
9317,17818,12563,17357,47738,20067,14573,17357,51997,99735,
8057,22612,47695,35237,105544,24605,47942,35237,107784,213328,
1994,2523,310,1979,4812,2953,307,1979,5239,10051,
4878,112517,32906,42719,188142,121805,33292,42719,197816,385958,40031
6616,5928,860,1901,8689,6246,874,1901,9021,17710,
9994,67443,43378,43760,154581,67593,43380,43760,154733,309314,
9967,7664,7911,4568,20143,10701,7932,4568,23201,43344,
9757,33051,27286,25822,86159,29095,27288,25822,82205,168364,
9993,43716,33918,28276,105910,41495,33923,28276,103694,209604,
1040,16220,11863,1272,29355,17395,11828,1272,30495,59850,
1212,28340,47013,1340,76693,29826,47370,1340,78536,155229,
1691,5416,3162,1928,10506,6211,3169,1928,11308,21814,
8681,414,35,0,449,310,42,0,352,801,
9906,14726,9387,3947,28060,16831,9421,3947,30199,58259,
7027,2941,2267,7822,13030,3615,2256,7822,13693,26723,
9866,111020,90503,120340,321863,128008,90462,120340,338810,660673,111312
9868,63216,64052,28926,156194,69547,64044,28926,162517,318711,
9622,17374,17046,8427,42847,24144,17045,8427,49616,92463,
9490,24841,140486,4940,170267,23503,139718,4940,168161,338428,56
5034,3988,8165,9468,21621,6231,8448,9468,24147,45768,
9397,9525,79562,74698,163785,10221,83673,74698,168592,332377,
8713,75103,139832,46895,261830,78832,124065,46895,249792,511622,
8682,213,31,0,244,209,32,0,241,485,
9039,256426,441979,101749,800154,257335,440821,101749,799906,1600060,49068
9187,28265,30879,40450,99594,29611,32822,40450,102883,202477,
9186,81599,120657,120926,323182,87691,106118,120926,314735,637917,
8763,4348,5459,62,9869,5216,5709,62,10987,20856,
9492,10820,9764,8103,28687,14304,9760,8103,32167,60854,
8642,174,16,0,190,185,48,0,233,423,
7744,36,37,1378,1451,62,40,1378,1480,2931,
5102,5587,5051,41788,52426,7432,6008,41788,55228,107654,
7745,255334,550670,129609,935613,244493,548363,129609,922465,1858078,2838
5282,72450,125486,141862,339798,68786,124925,141862,335573,675371,
8905,141306,40277,51736,233319,127823,40757,51736,220316,453635,
4455,5315,526,2042,7883,5682,542,2042,8266,16149,
7916,16506,10016,9960,36482,19410,10076,9960,39446,75928,
3190,302828,442079,1106376,1851283,295708,443164,1106376,1845248,3696531,77745
2292,51475,44791,17986,114252,49431,44599,17986,112016,226268,25742
5694,71626,76888,77849,226363,68247,78664,77849,224760,451123,
5584,403685,447501,1971234,2822421,389316,446585,1971234,2807136,5629557,
5414,22554,21421,132305,176280,21381,21756,132305,175442,351722,
4520,3679,10069,1946,15694,4333,10459,1946,16738,32432,
5355,1523735,2679690,6390659,10594083,1504299,2754558,6388335,10647192,21241275,5926714
2949,34155,46420,26296,106871,28020,52745,26296,107061,213932,
5358,115195,118893,443448,677535,118727,120378,443448,682552,1360087,
5234,3832,2419,3152,9403,4072,2505,3152,9729,19132,
8472,35107,25755,29404,90266,31505,25816,29404,86725,176991,
5486,98821,182751,373333,654905,110951,178488,373333,662772,1317677,
9793,153341,96848,147927,398116,151293,96837,147927,396057,794173,
5134,6554,9486,37388,53428,10599,10180,37388,58167,111595,
7471,50441,54540,65528,170509,46221,54548,65528,166297,336806,
5283,26823,39875,105998,172696,34880,40138,105998,181016,353712,
5448,183103,805926,779572,1768601,193843,803109,779572,1776524,3545125,7537
3795,26562,32996,22274,81832,27177,32978,22274,82429,164261,
9894,59199,37821,52097,149117,63083,37938,52097,153118,302235,
2128,44049,40954,796,85799,43508,40973,796,85277,171076,
5899,200600,240987,243250,684837,190947,245454,243250,679651,1364488,109528
8114,208,53,87,348,202,53,87,342,690,
9915,2690,22691,1067,26448,2222,22682,1067,25971,52419,
2950,11891,17149,7105,36145,11762,18511,7105,37378,73523,
7370,736,67,31,834,727,51,31,809,1643,
2227,12029,12374,200,24603,11113,11689,200,23002,47605,
2824,8041,19730,851,28622,9132,19926,851,29909,58531,
5056,36977,47344,168239,252561,32881,47386,168239,248506,501067,
5473,9498,16716,28503,54717,10289,21251,30131,61671,116388,31099
5359,30395,54258,102725,187378,31295,55039,101097,187431,374809,10782
2169,7516,10221,134,17871,7812,8575,134,16521,34392,15091
9395,85939,24316,79694,189949,81209,31792,79694,192695,382644,
9328,2032300,4150137,1821529,8003967,2072495,4271302,1821529,8165327,16169294,553391
6941,104057,241718,806678,1152454,92553,241402,806678,1140634,2293088,17548
5642,38787,40077,72517,151381,37532,40085,72517,150134,301515,12473
5822,989,7164,851,9004,935,7868,851,9654,18658,
5669,272713,339399,395132,1007244,281679,339020,395132,1015831,2023075,
7918,1304,262,3830,5396,1313,259,3830,5402,10798,
5246,169404,271549,1365751,1806704,222620,272141,1365517,1860279,3666983,202396
8977,45553,68783,10262,124598,44678,67124,10262,122064,246662,
2121,36075,44561,8382,89018,49054,44785,8382,102221,191239,83
5049,58070,72300,350668,481038,53307,72302,350668,476276,957314,
5135,86036,102886,415941,604863,76206,102757,415941,594904,1199767,
7349,12504,10987,3671,27162,13718,11046,3671,28435,55597,
6667,19225,20657,5524,45406,21979,20629,5524,48132,93538,
6832,19133,16521,54285,89939,20466,16735,54285,91486,181425,
1542,247972,432477,1156103,1836551,244903,446488,1156103,1847494,3684045,
5103,201740,215573,747158,1164470,171127,216098,747158,1134383,2298853,
6238,25,8,0,33,115,9,0,124,157,
7068,160286,283434,307584,751304,160991,285851,307584,754426,1505730,176284
7473,4835,3818,24022,32675,6128,3822,24022,33972,66647,
5257,38816,54309,63942,157067,43134,54849,63942,161925,318992,
6010,86065,105161,470214,661440,76449,104393,470049,650891,1312331,4936
6815,74355,104232,293593,472180,80210,104259,293593,478063,950243,
6959,109719,203346,538557,851622,93397,203410,538722,835529,1687151,
2747,1740,2241,380,4361,1743,2272,380,4395,8756,
5360,446312,498249,899613,1844174,480304,496691,899613,1876608,3720782,178806
5361,6735,7952,19743,34430,7651,7976,19743,35370,69800,
1041,76639,88341,3576,168556,75293,88567,3576,167436,335992,
5459,8228,11482,27647,47357,8879,10994,27647,47520,94877,
5104,59441,68455,233324,361219,54897,68423,233324,356643,717862,
5558,122949,127382,289504,539835,133303,127132,289504,549939,1089774,
6004,18869,18586,154103,191558,20255,18588,154103,192946,384504,
5217,13255,29304,75205,117764,14411,30454,75205,120070,237834,
2080,11957,5960,3092,21009,13739,6047,3092,22878,43887,
4740,22938,63936,18071,104945,25416,65932,18071,109419,214364,647
5415,48659,37366,122330,208355,56957,37390,122330,216677,425032,
5586,99716,107709,292461,499886,102523,107702,292461,502686,1002572,
5755,109607,463292,126403,699302,107555,452058,126403,686016,1385318,25897
3410,137486,788377,67637,993500,148526,772765,67637,988928,1982428,453764
3414,8136,28885,4662,41683,8538,27794,4662,40994,82677,
9914,163318,165468,103306,432092,165441,165621,103306,434368,866460,
5756,51623,253583,40582,345788,49217,261753,40582,351551,697339,
5760,1373,3818,751,5942,1227,4294,751,6272,12214,
5065,11224,13902,49531,74657,14619,14295,49531,78445,153102,
2951,7965,20882,7678,36525,7489,24178,7678,39345,75870,
4416,16218,976,1045,18239,17232,999,1045,19276,37515,
2780,1227,1758,690,3675,636,1997,690,3323,6998,
9452,7150,5595,3336,16081,8505,5601,3336,17442,33523,
3873,4815,3084,4564,12463,5645,3076,4564,13285,25748,
5137,81954,66402,351093,499449,73706,66469,351093,491268,990717,
9930,90119,124424,72754,287297,86039,114940,72754,273733,561030,16954
9931,131466,216293,177587,525347,140976,183888,177587,502452,1027799,2783
8726,57,28,0,85,47,28,0,75,160,
5337,116232,286781,116828,519841,90985,282334,116828,490147,1009988,
3508,1959,26669,2981,31609,2700,29874,2981,35555,67164,
3591,6121,32774,6233,45128,6937,33342,6233,46512,91640,
5900,222570,279553,204977,707100,216646,286316,204977,707939,1415039,117111
5521,355148,391143,579357,1325648,352524,396487,579357,1328368,2654016,3815
5688,34580,44148,90850,169578,38036,45578,90850,174464,344042,
5643,92221,95268,161888,349377,95627,95102,161888,352617,701994,
5545,181119,216411,331813,729343,177879,227911,331813,737603,1466946,261
5105,18456,24443,68058,110957,17174,26376,68058,111608,222565,
2811,3631,7340,1143,12114,2584,7989,1143,11716,23830,
577,215107,89382,571487,875975,165160,91670,571487,828317,1704292,571318
9245,10018,8184,4332,22534,10504,8396,4332,23232,45766,
5167,121734,221738,428458,771930,119772,224950,428458,773180,1545110,66279
5493,1499,303,2121,3923,1647,309,2121,4077,8000,
2126,81204,82528,844,164576,83018,82405,844,166267,330843,
8637,1118,184,592,1894,855,2240,592,3687,5581,
8544,17121,14684,77,31882,17589,14708,77,32374,64256,
7214,30144,61584,11887,103615,31358,61727,11887,104972,208587,
5559,366950,440245,928221,1735416,358933,436069,928221,1723222,3458638,
5808,7509,17756,5810,31075,7170,17598,5810,30578,61653,
1377,1693,4450,3021,9164,1683,4550,3021,9254,18418,
3862,5710,6237,868,12815,6681,6223,868,13772,26587,
8061,13129,2106,6503,21738,16197,2126,6503,24826,46564,
4074,6273,1226,2786,10285,6975,1231,2786,10992,21277,
4066,869,108,0,977,897,107,0,1004,1981,
8062,10642,33473,4327,48442,14939,33390,4327,52656,101098,
3235,94966,35061,100373,230400,95504,31334,100373,227211,457611,
1445,38477,51149,332330,421956,36053,51158,332330,419542,841498,
6119,397611,644531,1762415,2804557,336182,642739,1762402,2741324,5545881,2421899
3012,232,28,319,579,181,16,319,516,1095,
5261,7589,8208,17857,33654,9582,8268,17857,35707,69361,
5284,13582,20566,18206,52354,15351,20649,18206,54206,106560,
4076,1651,11862,0,13513,1941,9301,0,11242,24755,
6351,3812,234,1380,5426,3781,237,1380,5398,10824,
8583,34438,26752,8919,70109,34972,28144,8919,72035,142144,92
4503,115346,158218,8850,282414,114787,157799,8850,281436,563850,
5522,174126,218700,387848,780674,181475,223208,387848,792531,1573205,8284
2026,1990,801,15,2806,2197,791,15,3003,5809,
2513,29335,61518,18502,109355,29419,61898,18502,109819,219174,
1532,64214,198900,357406,620520,61662,208022,357406,627090,1247610,
2935,11684,10958,8002,30644,8696,12683,8002,29381,60025,
2786,13607,28181,17936,59724,12679,31230,17936,61845,121569,
5035,94629,190355,187768,472753,102121,186231,188047,476399,949152,1526
5027,18626,31461,43643,93730,22562,31209,43365,97136,190866,
5258,11078,19006,15629,45713,12111,18872,15629,46612,92325,85055
6876,82866,163577,773755,1020198,80118,163317,773755,1017189,2037387,
5362,214196,272722,1087305,1574223,193512,272690,1087305,1553507,3127730,
2354,123707,155391,1677,280775,115274,155820,1677,272771,553546,
8638,15660,25285,5892,46837,16258,24739,5892,46889,93726,
8639,486,146,0,632,480,144,0,624,1256,
9675,20135,17500,16771,54406,20127,17486,16771,54384,108790,
8827,28260,35313,-7,63566,21629,35145,-7,56767,120333,211
1042,58799,79224,3250,141273,52775,79317,3250,135342,276615,
2046,3252,4136,125,7513,3993,4369,125,8487,16000,
7029,6233,7918,16330,30481,8323,8284,16330,32937,63418,
5218,5502,9347,35318,50167,6290,9866,35318,51474,101641,
5509,262688,343628,132685,739001,242317,350601,132685,725603,1464604,109474
2355,69219,71958,907,142084,68689,72092,907,141688,283772,
3344,6076,4082,2238,12396,6775,4143,2238,13156,25552,
5683,46148,33805,31269,111221,41727,37495,31269,110490,221711,
6854,14252,32270,39199,85721,13954,32729,39199,85882,171603,
8556,63933,37434,37405,138772,62627,37864,37405,137896,276668,
2284,18757,18345,5879,42981,21411,18397,5879,45687,88668,
5707,14541,25293,9063,48897,15542,25472,9063,50077,98974,
5587,40304,49602,152647,242553,37682,49567,152647,239896,482449,
2952,2555,4346,704,7605,2334,4339,704,7377,14982,
3144,14203,13562,43899,71664,14971,15642,43899,74512,146176,
6465,363,175,0,538,414,175,0,589,1127,0
6424,26320,25135,7156,58611,27850,25237,7156,60243,118854,111
9971,1305,810,391,2506,1454,805,391,2650,5156,
8474,125038,72477,63902,261417,119588,72884,63902,256374,517791,
2654,5697,1481,278,7456,6368,1476,278,8122,15578,
9904,66403,52385,159909,278697,73390,52386,159909,285685,564382,
9979,39492,27027,29723,96242,38596,27028,29723,95347,191589,
2104,3024,1786,0,4810,4263,1810,0,6073,10883,
1559,11198,11536,23313,46047,10240,13479,23313,47032,93079,
2335,34477,31881,6435,72793,36194,31893,6435,74522,147315,
9723,18969,15907,19436,54312,21308,15911,19436,56655,110967,
