NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1011 Entries & Exits,1011 interchanges
2186,51941,7816,6188,65945,51941,7816,6188,65945,131890,0
3542,210,26999,458,27667,210,26999,458,27667,55334,0
9112,10341,13764,4305,28410,10341,13764,4305,28410,56820,0
3815,192473,52343,131758,376574,192473,52343,131758,376574,753148,0
3899,1653918,2676735,1299331,5629984,1653918,2676735,1299331,5629984,11259968,1271046
3900,655608,125170,424941,1205719,655608,125170,424941,1205719,2411438,617247
9624,26623,18592,30043,75258,26623,18592,30043,75258,150516,0
9969,27549,22359,63920,113828,27549,22359,63920,113828,227656,0
9877,12715,13013,14816,40544,12715,13013,14816,40544,81088,0
1964,15317,8959,3686,27962,15317,8959,3686,27962,55924,0
2118,269389,544281,56600,870270,269389,544281,56600,870270,1740540,250449
6201,4218,2722,3116,10056,4218,2722,3116,10056,20112,0
9702,53465,44614,58862,156941,53465,44614,58862,156941,313882,0
4068,111223,60655,27515,199393,111223,60655,27515,199393,398786,7264
9769,25474,17538,20545,63557,25474,17538,20545,63557,127114,0
2640,52294,31232,14960,98486,52294,31232,14960,98486,196972,11015
9028,21735,13934,10201,45870,21735,13934,10201,45870,91740,0
9897,42208,32506,30889,105603,42208,32506,30889,105603,211206,0
1442,138691,150594,63603,352888,138691,150594,63603,352888,705776,0
8621,1479,914,166,2559,1479,914,166,2559,5118,0
5405,128306,126969,338113,593388,128306,126969,338113,593388,1186776,0
5406,91593,83400,220389,395382,91593,83400,220389,395382,790764,0
9704,2610,794,1936,5340,2610,794,1936,5340,10680,1969
9680,19192,15868,16903,51963,19192,15868,16903,51963,103926,0
3098,14459,17767,30020,62246,14459,17767,30020,62246,124492,0
5703,13061,87583,28966,129610,13061,87583,28966,129610,259220,18006
8359,57942,87299,51647,196888,57942,87299,51647,196888,393776,6814
2919,11733,34395,17168,63296,11733,34395,17168,63296,126592,0
7914,2137,445,0,2582,2137,445,0,2582,5164,0
5351,102420,86218,295062,483700,102420,86218,295062,483700,967400,0
5077,78891,66706,321273,466870,78893,67018,321868,467779,934649,35437
5047,139702,164084,613322,917108,139700,163773,612738,916211,1833319,22063
3820,172494,58604,119443,350541,172494,58604,119443,350541,701082,0
9795,82055,62149,104679,248883,82055,62149,104679,248883,497766,1691
8232,10227,10308,6059,26594,10227,10308,6059,26594,53188,0
3568,68,1258,11,1337,68,1258,11,1337,2674,0
2425,3921,407,314,4642,3921,407,314,4642,9284,0
6874,189675,214434,668389,1072498,189675,214434,668389,1072498,2144996,0
7447,315853,459360,267549,1042762,315853,459360,267549,1042762,2085524,0
539,134896,140727,67621,343244,134896,140727,67621,343244,686488,0
7469,173486,125044,429977,728507,173486,125044,429977,728507,1457014,0
5836,40302,33684,38825,112811,40302,33684,38825,112811,225622,0
2762,5089,15029,2197,22315,5089,15029,2197,22315,44630,0
5820,25,70,0,95,25,70,0,95,190,0
6664,53827,39006,59239,152072,53827,39006,59239,152072,304144,0
7051,2205,7431,6742,16378,2205,7431,6742,16378,32756,0
5097,8938,10636,18331,37905,8938,10636,18331,37905,75810,0
5143,2708113,5078859,10823861,18610833,2708125,5079119,10824221,18611465,37222298,1044729
9911,268038,164681,385272,817991,268038,164681,385272,817991,1635982,0
3004,25028,57132,40133,122293,25028,57132,40133,122293,244586,0
5144,137811,170710,527904,836425,137811,170710,527904,836425,1672850,315428
5008,9970,11798,10400,32168,9970,11798,10400,32168,64336,0
2947,5213,3917,11060,20190,5213,3917,11060,20190,40380,0
9707,9696,8085,10777,28558,9696,8085,10777,28558,57116,0
5199,300809,442099,699057,1441965,300809,442099,699057,1441965,2883930,2018
7792,896,93,332,1321,896,93,332,1321,2642,0
2870,77890,130489,99726,308105,77890,130489,99726,308105,616210,2701
5352,108163,108310,309395,525868,108163,108310,309395,525868,1051736,0
1372,8653,9238,17451,35342,8653,9238,17451,35342,70684,0
2764,5684,6840,2393,14917,5684,6840,2393,14917,29834,0
6836,694810,797505,2175661,3667976,694810,797505,2175661,3667976,7335952,43626
5098,55826,39845,357412,453083,55826,39845,357412,453083,906166,0
4731,244459,517014,102150,863623,244459,517014,102150,863623,1727246,152426
3774,50533,30199,13455,94187,50533,30199,13455,94187,188374,0
2573,12739,2721,1096,16556,12739,2721,1096,16556,33112,0
5553,90053,59023,157168,306244,90053,59023,157168,306244,612488,0
6814,186184,195270,413587,795041,186184,195270,413587,795041,1590082,135041
5582,49581,65250,151428,266259,49581,65250,151428,266259,532518,0
5554,63339,52664,135288,251291,63339,52664,135288,251291,502582,0
2412,556273,796133,173997,1526403,556273,796133,173997,1526403,3052806,723987
1130,79076,88190,116564,283830,79076,88190,116564,283830,567660,0
6615,221007,389979,122009,732995,221007,389979,122009,732995,1465990,157485
7736,39577,26623,36586,102786,39577,26623,36586,102786,205572,0
5200,10297,14003,47087,71387,10297,14003,47087,71387,142774,0
5840,570,618,5,1193,570,618,5,1193,2386,0
5255,327218,636958,607921,1572097,327218,636958,607921,1572097,3144194,20788
5009,3739,8204,6779,18722,3739,8204,6779,18722,37444,0
5296,3381,3163,3671,10215,3381,3163,3671,10215,20430,0
6914,138840,161974,359149,659963,138840,161974,359149,659963,1319926,0
2823,17532,15024,17673,50229,17532,15024,17673,50229,100458,2841
3267,155175,427531,244066,826772,155175,427531,244066,826772,1653544,8996
5353,18852,15528,41034,75414,18852,15528,41034,75414,150828,0
4449,18036,9683,2459,30178,18036,9683,2459,30178,60356,0
5099,106852,109978,333987,550817,106852,109978,333987,550817,1101634,0
5583,141144,104528,190297,435969,141144,104528,190297,435969,871938,0
3031,15710,40382,37600,93692,15710,40382,37600,93692,187384,0
2745,178954,110004,120816,409774,178954,110004,120816,409774,819548,0
546,87317,112454,104686,304457,87317,112454,104686,304457,608914,0
5879,68348,91861,66763,226972,68348,91861,66763,226972,453944,0
5319,11843,22895,37321,72059,11843,22895,37321,72059,144118,0
2556,13731,2612,3434,19777,13731,2612,3434,19777,39554,0
8233,20201,1681,13435,35317,20201,1681,13435,35317,70634,917
4365,32601,12821,14073,59495,32601,12821,14073,59495,118990,0
3785,539,306,0,845,539,306,0,845,1690,0
5121,406204,530592,1736089,2672885,406208,530619,1736384,2673211,5346096,2288
6850,66553,155297,135149,356999,66553,155297,135149,356999,713998,0
5555,23859,21106,49185,94150,23859,21106,49185,94150,188300,0
2653,2865,555,56,3476,2865,555,56,3476,6952,0
5301,36965,29877,77237,144079,36965,29877,77237,144079,288158,0
5595,2584913,2665737,4585021,9835671,2584913,2665737,4585021,9835671,19671342,20667636
6926,97627,159499,242574,499700,97627,159499,242574,499700,999400,2
4069,2355,1061,0,3416,2355,1061,0,3416,6832,0
9792,89533,66364,102046,257943,89533,66364,102046,257943,515886,0
4593,468,339,340,1147,468,339,340,1147,2294,0
5556,64191,67674,166373,298238,64191,67674,166373,298238,596476,0
6274,36039,84907,1604,122550,36039,84907,1604,122550,245100,0
9718,13673,13019,10684,37376,13673,13019,10684,37376,74752,0
2795,13,72,0,85,13,72,0,85,170,0
3202,112219,24757,79568,216544,112219,24757,79568,216544,433088,0
2574,77549,40891,16403,134843,77549,40891,16403,134843,269686,0
5048,98224,108684,359731,566639,98224,108684,359731,566639,1133278,0
4070,7929,3107,0,11036,7929,3107,0,11036,22072,0
9855,72251,63402,60947,196600,72251,63402,60947,196600,393200,0
9747,10730,8044,5603,24377,10730,8044,5603,24377,48754,0
9752,82386,77438,110046,269870,82386,77438,110046,269870,539740,0
9762,50562,46656,68107,165325,50562,46656,68107,165325,330650,0
5557,81431,86350,124446,292227,81431,86350,124446,292227,584454,0
4616,16329,16449,19698,52476,16329,16449,19698,52476,104952,0
3828,70966,5119,26386,102471,70966,5119,26386,102471,204942,0
6861,324196,714496,1143225,2181917,324111,714251,1142635,2180997,4362914,318131
6853,40810,68455,80891,190156,40895,68700,81481,191076,381232,0
9882,36144,13668,26084,75896,36144,13668,26084,75896,151792,0
6349,16228,1998,5922,24148,16228,1998,5922,24148,48296,0
5457,17369,24681,33380,75430,17369,24681,33380,75430,150860,0
2562,32698,8169,3707,44574,32698,8169,3707,44574,89148,0
4876,11046,10131,9501,30678,11046,10131,9501,30678,61356,12
2451,63844,67664,18103,149611,63844,67664,18103,149611,299222,3846
3005,336,636,301,1273,336,636,301,1273,2546,0
7515,1299,245,442,1986,1299,245,442,1986,3972,0
1227,42038,50630,31006,123674,42038,50630,31006,123674,247348,0
6488,12327,14570,16150,43047,12327,14570,16150,43047,86094,0
8708,1313,715,0,2028,1313,715,0,2028,4056,0
8470,27625,9454,33726,70805,27625,9454,33726,70805,141610,0
3624,295558,393161,173063,861782,295558,393161,173063,861782,1723564,0
2486,7406,6041,2631,16078,7406,6041,2631,16078,32156,0
5458,9185,31878,15956,57019,9185,31878,15956,57019,114038,0
3019,20184,32422,48638,101244,20184,32422,48638,101244,202488,0
5336,2646,2364,15675,20685,2646,2364,15675,20685,41370,0
3570,5,14,0,19,5,14,0,19,38,0
5821,551,4403,58,5012,551,4403,58,5012,10024,0
7504,10131,26264,4449,40844,10131,26264,4449,40844,81688,0
1847,16885,53334,18134,88353,16885,53334,18134,88353,176706,615
9627,45817,25741,34419,105977,45817,25741,34419,105977,211954,0
2049,8280,278,2935,11493,8280,278,2935,11493,22986,0
8824,810,467,0,1277,810,467,0,1277,2554,0
8825,4811,1580,0,6391,4811,1580,0,6391,12782,0
3905,86948,3525,51855,142328,86948,3525,51855,142328,284656,0
1143,28042,45622,62315,135979,28042,45622,62315,135979,271958,0
4617,13525,24460,4551,42536,13525,24460,4551,42536,85072,0
5896,165376,181736,80480,427592,165376,181736,80480,427592,855184,0
8056,22235,34299,40005,96539,22235,34299,40005,96539,193078,0
8505,15941,7910,21584,45435,15941,7910,21584,45435,90870,0
5408,150262,179568,415188,745018,150262,179568,415188,745018,1490036,0
1030,588730,1104922,884226,2577878,588730,1104922,884226,2577878,5155756,192952
5409,3448,5554,10019,19021,3448,5554,10019,19021,38042,0
9185,21520,34794,14263,70577,21520,34794,14263,70577,141154,0
4639,67419,101740,173757,342916,67419,101740,173757,342916,685832,0
9970,21388,23168,54747,99303,21388,23168,54747,99303,198606,0
7579,15886,11510,15331,42727,15886,11510,15331,42727,85454,0
3634,27497,13372,8387,49256,27497,13372,8387,49256,98512,5032
5484,205458,404289,367142,976889,205458,404289,367142,976889,1953778,6413
5100,101752,116645,451977,670374,101752,116645,451977,670374,1340748,0
5754,3582,17070,1385,22037,3582,17070,1385,22037,44074,0
6837,2565,2217,9986,14768,2565,2217,9986,14768,29536,0
2225,62752,87615,60171,210538,62752,87615,60171,210538,421076,0
1874,7331,13775,2755,23861,7331,13775,2755,23861,47722,0
1243,370613,562091,190533,1123237,370613,562091,190533,1123237,2246474,1111836
5832,10501,44272,2700,57473,10501,44272,2700,57473,114946,0
6007,10118,70158,18686,98962,10118,70158,18686,98962,197924,0
8826,3742,3030,0,6772,3742,3030,0,6772,13544,2149
4312,6136,2630,2338,11104,6136,2630,2338,11104,22208,0
1519,93512,111104,291369,495985,93512,111104,291369,495985,991970,0
9778,27450,25280,33349,86079,27450,25280,33349,86079,172158,0
5078,59387,47880,178732,285999,59387,47880,178732,285999,571998,0
7295,33552,51785,4052,89389,33552,51785,4052,89389,178778,0
1822,6498,7956,1094,15548,6498,7956,1094,15548,31096,0
9628,24556,18399,17158,60113,24556,18399,17158,60113,120226,0
8473,73613,66527,100032,240172,73613,66527,100032,240172,480344,0
8554,52789,45777,68675,167241,52789,45777,68675,167241,334482,0
9814,46695,35183,60972,142850,46695,35183,60972,142850,285700,0
9902,20083,20891,12863,53837,20083,20891,12863,53837,107674,0
9796,83448,59168,89522,232138,83448,59168,89522,232138,464276,0
2313,8457,10642,1726,20825,8457,10642,1726,20825,41650,0
7406,45280,46926,68344,160550,45280,46926,68344,160550,321100,0
5325,32366,44967,104459,181792,32366,44967,104459,181792,363584,0
5233,3629,7154,8779,19562,3629,7154,8779,19562,39124,0
6524,3723,9546,2556,15825,3723,9546,2556,15825,31650,0
5628,31590,52313,50804,134707,31590,52313,50804,134707,269414,0
9943,145659,249258,175115,570032,145659,249258,175115,570032,1140064,0
5356,208810,243845,481628,934283,208810,243845,481628,934283,1868566,426251
2305,12450,14617,2425,29492,12450,14617,2425,29492,58984,0
6008,73771,67300,170923,311994,73771,67300,170923,311994,623988,0
3107,4476,3430,15101,23007,4476,3430,15101,23007,46014,0
8625,583,271,0,854,583,271,0,854,1708,0
9721,40468,45504,27688,113660,40468,45504,27688,113660,227320,2517
9121,35882,47934,18013,101829,35882,47934,18013,101829,203658,0
9218,10516,6980,7139,24635,10516,6980,7139,24635,49270,0
5201,7434,6736,5339,19509,7434,6736,5339,19509,39018,0
3981,7536,1218,863,9617,7536,1218,863,9617,19234,0
3738,105067,25196,28528,158791,105067,25196,28528,158791,317582,0
4147,637,177,0,814,637,177,0,814,1628,0
7440,31236,31580,109345,172161,31236,31580,109345,172161,344322,0
2777,19457,41318,59965,120740,19457,41318,59965,120740,241480,0
9135,39491,39175,44729,123395,39491,39175,44729,123395,246790,0
8711,1872,476,0,2348,1872,476,0,2348,4696,0
9790,14616,12919,10956,38491,14616,12919,10956,38491,76982,0
9415,44399,54307,76947,175653,44399,54307,76947,175653,351306,0
9992,133732,93986,144374,372092,133732,93986,144374,372092,744184,55526
9864,39306,36140,93159,168605,39306,36140,93159,168605,337210,0
9483,28350,25175,30272,83797,28350,25175,30272,83797,167594,0
2077,7877,1065,3470,12412,7877,1065,3470,12412,24824,0
1429,220233,345903,716361,1282497,220233,345903,716361,1282497,2564994,187533
1443,164936,324380,176474,665790,164936,324380,176474,665790,1331580,182753
1957,12262,7573,2305,22140,12262,7573,2305,22140,44280,0
8628,492,455,0,947,492,455,0,947,1894,0
7915,3214,880,1345,5439,3214,880,1345,5439,10878,0
3797,20048,929,9879,30856,20048,929,9879,30856,61712,0
4519,1431,952,1111,3494,1431,952,1111,3494,6988,0
7877,336070,624944,143623,1104637,336070,624944,143623,1104637,2209274,303643
6729,2133,889,2457,5479,2133,889,2457,5479,10958,0
7211,5331,15809,577,21717,5331,15809,577,21717,43434,0
5101,284838,398673,840839,1524350,284838,398673,840839,1524350,3048700,297168
8420,21980,26016,28090,76086,21980,26016,28090,76086,152172,0
2576,58261,46838,25950,131049,58261,46838,25950,131049,262098,0
5668,55309,52226,55325,162860,55309,52226,55325,162860,325720,0
2770,23163,42491,39786,105440,23163,42491,39786,105440,210880,0
3408,28957,155272,34642,218871,28957,155272,34642,218871,437742,0
3409,3536,59723,1902,65161,3536,59723,1902,65161,130322,0
5011,40767,93396,112468,246631,40767,93396,112468,246631,493262,0
5942,3542,5299,4514,13355,3542,5299,4514,13355,26710,0
2963,31533,91401,38404,161338,31533,91415,38422,161370,322708,0
5412,58223,84917,50416,193556,57354,83162,48122,188638,382194,91050
2480,4189,1676,915,6780,4189,1676,915,6780,13560,0
8441,10901,7321,8162,26384,10901,7321,8162,26384,52768,0
2306,4033,13006,430,17469,4033,13006,430,17469,34938,0
8432,27501,26609,14589,68699,27501,26609,14589,68699,137398,0
3052,46939,37598,61337,145874,46939,37598,61337,145874,291748,0
3060,3340,1479,4911,9730,3340,1479,4911,9730,19460,0
5421,350615,388562,1066604,1805781,350615,388562,1066604,1805781,3611562,76386
2103,4204,1075,0,5279,4204,1075,0,5279,10558,0
2855,14,12,0,26,14,12,0,26,52,0
5145,83016,133606,237081,453703,83016,133606,237081,453703,907406,0
1823,464869,905172,260020,1630061,464869,905172,260020,1630061,3260122,459752
7212,7296,9486,1990,18772,7296,9486,1990,18772,37544,0
3579,2114,4505,6884,13503,2114,4505,6884,13503,27006,0
8326,165444,264564,297934,727942,165444,264564,297934,727942,1455884,0
3030,234400,543379,559376,1337155,234400,543379,559376,1337155,2674310,161059
5753,40178,80764,34166,155108,40178,80764,34166,155108,310216,0
5502,2218,1897,2125,6240,2218,1897,2125,6240,12480,0
3901,23357,3189,2649,29195,23357,3189,2649,29195,58390,0
3830,28944,2364,8228,39536,28944,2364,8228,39536,79072,0
3861,9943,645,1417,12005,9943,645,1417,12005,24010,0
8632,24263,14990,3207,42460,24263,14990,3207,42460,84920,598
7897,6743,885,3099,10727,6743,885,3099,10727,21454,0
2893,10085,22300,23201,55586,10085,22300,23201,55586,111172,0
2765,10727,28239,22838,61804,10727,28239,22838,61804,123608,0
7348,66467,143815,90170,300452,66467,143815,90170,300452,600904,0
3588,300,1091,1312,2703,300,1091,1312,2703,5406,0
6781,6014,5393,4013,15420,6014,5393,4013,15420,30840,0
4188,478,284,453,1215,478,284,453,1215,2430,0
5036,268,74,1605,1947,268,74,1605,1947,3894,0
2538,167,69,0,236,167,69,0,236,472,0
2452,1442,1034,0,2476,1442,1034,0,2476,4952,0
6417,504397,877217,510762,1892376,504397,877217,510762,1892376,3784752,737717
5961,85806,149514,24887,260207,85806,149514,24887,260207,520414,204
5962,14310,19869,3459,37638,14310,19869,3459,37638,75276,0
6690,22961,13282,10171,46414,22961,13282,10171,46414,92828,0
5357,122548,190595,277767,590910,123417,192350,280040,595807,1186717,75499
5297,4,7,0,11,4,7,0,11,22,0
5413,8437,11434,35790,55661,8437,11434,35790,55661,111322,0
4525,58037,105458,141479,304974,58037,105458,141479,304974,609948,0
2766,625,2098,0,2723,625,2098,0,2723,5446,0
5033,123075,233432,110700,467207,123075,233432,110700,467207,934414,157992
6901,14735,22757,21571,59063,14735,22757,21571,59063,118126,0
4436,594,147,0,741,594,147,0,741,1482,941
7055,48721,96358,58266,203345,48721,96358,58266,203345,406690,0
3099,14635,14089,23642,52366,14635,14089,23642,52366,104732,0
6000,64352,37030,137690,239072,64352,37030,137690,239072,478144,0
9317,18445,13823,17836,50104,18445,13823,17836,50104,100208,0
8057,30168,55287,37751,123206,30168,55287,37751,123206,246412,0
1994,4188,318,1279,5785,4188,318,1279,5785,11570,0
4878,140950,39705,52229,232884,140950,39705,52229,232884,465768,61928
6616,36655,22777,12682,72114,36655,22777,12682,72114,144228,0
9994,69511,54619,61299,185429,69511,54619,61299,185429,370858,0
9967,10887,10883,8927,30697,10887,10883,8927,30697,61394,0
9757,6644,5927,16704,29275,6644,5927,16704,29275,58550,0
9993,42563,38436,33684,114683,42563,38436,33684,114683,229366,0
1040,20628,13106,36756,70490,20628,13106,36756,70490,140980,0
1212,32955,48887,58130,139972,32955,48887,58130,139972,279944,0
1691,11898,7278,5793,24969,11898,7278,5793,24969,49938,0
8681,354,50,0,404,354,50,0,404,808,0
9906,16828,14399,8813,40040,16828,14399,8813,40040,80080,0
7027,3578,2582,7078,13238,3578,2582,7078,13238,26476,0
9866,113860,92786,158982,365628,113860,92786,158982,365628,731256,121652
9868,66183,65835,46149,178167,66183,65835,46149,178167,356334,0
9622,22100,17982,14711,54793,22100,17982,14711,54793,109586,0
9490,26957,149098,3827,179882,26957,149098,3827,179882,359764,69
5034,3675,5057,8916,17648,3675,5057,8916,17648,35296,0
9397,11832,91874,63252,166958,11832,91874,63252,166958,333916,0
8713,70304,130252,48280,248836,70304,130252,48280,248836,497672,0
5944,4116,5310,4049,13475,4116,5310,4049,13475,26950,0
8682,265,36,0,301,265,36,0,301,602,0
9039,250428,499623,109871,859922,250428,499623,109871,859922,1719844,52468
9186,77489,120303,101443,299235,77489,120303,101443,299235,598470,0
9187,30504,34467,34890,99861,30504,34467,34890,99861,199722,0
8763,5577,7260,252,13089,5577,7260,252,13089,26178,0
9492,18337,14106,15449,47892,18337,14106,15449,47892,95784,0
8642,199,98,0,297,199,98,0,297,594,0
7744,61,81,982,1124,61,81,982,1124,2248,0
5102,5987,5380,52159,63526,5987,5380,52159,63526,127052,0
7745,241360,692480,156182,1090022,241360,692480,156182,1090022,2180044,3416
5282,68081,128711,146293,343085,68081,128711,146293,343085,686170,0
8905,176740,55286,57804,289830,176740,55286,57804,289830,579660,0
4455,6121,2083,1933,10137,6121,2083,1933,10137,20274,0
7916,31552,19956,10132,61640,31552,19956,10132,61640,123280,0
3190,588661,816551,920298,2325510,588661,816551,920298,2325510,4651020,91526
2292,54428,111136,43601,209165,54428,111136,43601,209165,418330,39842
5694,82455,88418,94470,265343,82455,88418,94470,265343,530686,0
5584,538917,531843,1635855,2706615,538917,531843,1635855,2706615,5413230,0
5414,28885,24858,152446,206189,28885,24858,152446,206189,412378,0
4520,3539,10723,1924,16186,3539,10723,1924,16186,32372,0
5355,1903573,2522262,5626631,10052466,1902998,2521666,5623508,10048172,20100638,7113300
2949,37172,66142,51793,155107,37172,66142,51793,155107,310214,0
5358,179708,206037,530691,916436,179708,206037,530691,916436,1832872,0
5234,4221,3314,5131,12666,4221,3314,5131,12666,25332,0
8472,27413,30433,75925,133771,27413,30433,75925,133771,267542,0
5486,108708,188457,381108,678273,108708,188457,381108,678273,1356546,0
9793,154382,113170,187405,454957,154382,113170,187405,454957,909914,0
5134,7219,9604,35647,52470,7219,9604,35647,52470,104940,0
1901,34816,66022,9029,109867,34816,66022,9029,109867,219734,17941
7471,52209,49093,57875,159177,52209,49093,57875,159177,318354,0
5283,29347,40505,102512,172364,29347,40505,102512,172364,344728,0
5448,213183,811641,742444,1767268,213183,811641,742444,1767268,3534536,23424
3795,56606,2294,24466,83366,56606,2294,24466,83366,166732,0
9894,61855,48544,97866,208265,61855,48544,97866,208265,416530,0
2128,82666,114105,50042,246813,82666,114105,50042,246813,493626,0
5899,219101,245089,287855,752045,219101,245089,287855,752045,1504090,139163
8114,124,108,711,943,124,108,711,943,1886,0
5566,94596,126829,137231,358656,94596,126829,137231,358656,717312,32864
9915,29250,78306,15803,123359,29250,78306,15803,123359,246718,0
2950,14334,26461,20121,60916,14334,26461,20121,60916,121832,0
7370,429,112,297,838,429,112,297,838,1676,0
2227,13817,54014,13202,81033,13817,54014,13202,81033,162066,0
2824,12313,20525,1183,34021,12313,20525,1183,34021,68042,0
5056,52599,54681,147128,254408,52599,54681,147128,254408,508816,0
5473,18006,33959,47997,99962,18491,35273,51075,104839,204801,9085
5359,21391,39355,92775,153521,20907,38040,89697,148644,302165,6568
2169,19106,34939,7477,61522,19106,34939,7477,61522,123044,27799
9328,2073236,6166878,1738559,9978673,2073236,6166878,1738559,9978673,19957346,818978
9395,114410,59816,85213,259439,114410,59816,85213,259439,518878,0
6941,119447,237582,590103,947132,119447,237582,590103,947132,1894264,15273
5642,36706,39672,57815,134193,36706,39672,57815,134193,268386,13385
5822,949,11228,573,12750,949,11228,573,12750,25500,0
5669,314889,366703,353049,1034641,314889,366703,353049,1034641,2069282,0
7918,1234,376,3105,4715,1234,376,3105,4715,9430,0
5246,161371,284375,878637,1324383,161373,284214,878451,1324038,2648421,23573
8977,51713,82307,14753,148773,51713,82307,14753,148773,297546,0
2121,107554,22295,15678,145527,107554,22295,15678,145527,291054,366
5049,81958,75351,341223,498532,81958,75351,341223,498532,997064,0
5135,101029,93348,386643,581020,101029,93348,386643,581020,1162040,0
7349,14843,11781,6245,32869,14843,11781,6245,32869,65738,0
6667,22260,22794,18760,63814,22260,22794,18760,63814,127628,0
6832,19322,16181,51037,86540,19322,16181,51037,86540,173080,0
1542,261489,450469,791643,1503601,261489,450469,791643,1503601,3007202,0
5103,222583,214287,632797,1069667,222583,214287,632797,1069667,2139334,0
6238,34,8,0,42,34,8,0,42,84,0
7068,181870,319580,364528,865978,181870,319580,364528,865978,1731956,221222
7473,15223,7177,18674,41074,15223,7177,18674,41074,82148,0
5257,46732,98292,68993,214017,46732,98292,68993,214017,428034,1260
6010,109846,117998,395698,623542,109844,117986,395331,623161,1246703,13988
6815,75915,103694,210165,389774,75915,103694,210165,389774,779548,0
6959,121262,167605,410845,699712,121264,167617,411212,700093,1399805,0
2747,1792,3261,718,5771,1792,3261,718,5771,11542,0
5360,482862,509610,813368,1805840,482862,509610,813368,1805840,3611680,170783
5361,13965,5702,15169,34836,13965,5702,15169,34836,69672,0
1041,84791,98462,108639,291892,84791,98462,108639,291892,583784,0
5459,10568,13826,36893,61287,10568,13826,36893,61287,122574,0
5104,65073,87515,207949,360537,65073,87515,207949,360537,721074,0
5558,129358,121085,282085,532528,129358,121085,282085,532528,1065056,0
6004,61405,37493,138272,237170,61405,37493,138272,237170,474340,0
5217,14793,29421,69142,113356,14793,29421,69142,113356,226712,0
1444,2606043,9371296,5064592,17041931,2604734,9367473,5059275,17031482,34073413,1808443
2080,17669,7448,3839,28956,17669,7448,3839,28956,57912,0
4740,22580,72915,15302,110797,22580,72915,15302,110797,221594,108
5415,68617,34798,96769,200184,68617,34798,96769,200184,400368,0
5586,136371,135671,279255,551297,136371,135671,279255,551297,1102594,0
5755,131283,571018,128441,830742,131283,571018,128441,830742,1661484,36280
3410,168016,889086,75923,1133025,168016,889086,75923,1133025,2266050,638146
3414,10804,39719,7563,58086,10804,39719,7563,58086,116172,0
9914,186155,230826,168918,585899,186155,230826,168918,585899,1171798,0
5756,49250,301293,39022,389565,49250,301293,39022,389565,779130,0
5760,2371,6458,827,9656,2371,6458,827,9656,19312,0
5065,13649,14629,48045,76323,13649,14629,48045,76323,152646,0
4416,15695,5646,1574,22915,15695,5646,1574,22915,45830,0
2780,1862,4092,2054,8008,1862,4092,2054,8008,16016,0
9452,8057,6798,5902,20757,8057,6798,5902,20757,41514,0
3873,9318,610,5514,15442,9318,610,5514,15442,30884,0
5137,102357,77051,311464,490872,102357,77051,311464,490872,981744,0
9930,77879,109571,67191,254641,77879,109571,67191,254641,509282,22499
9931,132438,205745,165908,504091,132438,205745,165908,504091,1008182,4161
8726,62,38,0,100,62,38,0,100,200,0
5337,115315,275733,109580,500628,115315,275733,109580,500628,1001256,0
3508,2590,37438,6445,46473,2590,37438,6445,46473,92946,0
3591,7357,63485,12981,83823,7357,63485,12981,83823,167646,0
6875,6331,5379,28461,40171,6331,5379,28461,40171,80342,0
5900,265385,298760,221399,785544,265385,298760,221399,785544,1571088,136440
5521,407237,441650,636004,1484891,407237,441650,636004,1484891,2969782,3151
5688,34337,47639,74423,156399,34337,47639,74423,156399,312798,0
5643,105867,104332,192892,403091,105867,104332,192892,403091,806182,0
5545,208889,225277,346789,780955,208889,225277,346789,780955,1561910,282
5105,15384,22073,65918,103375,15384,22073,65918,103375,206750,0
2811,2795,9614,5999,18408,2795,9614,5999,18408,36816,0
577,213369,169189,1933312,2315870,213369,169189,1933653,2316211,4632081,206441
9245,10347,8307,3598,22252,10347,8307,3598,22252,44504,0
5167,111500,223489,399234,734223,111500,223489,399234,734223,1468446,397350
5493,1347,380,2362,4089,1347,380,2362,4089,8178,0
2126,150001,163133,118920,432054,150001,163133,118920,432054,864108,0
8637,1283,1238,839,3360,1283,1238,839,3360,6720,0
8544,16797,18307,3773,38877,16797,18307,3773,38877,77754,0
7214,29285,57396,10312,96993,29285,57396,10312,96993,193986,0
5559,463500,463518,775949,1702967,463500,463518,775949,1702967,3405934,0
7490,1838761,1478742,5019766,8337269,1838761,1478742,5019732,8337235,16674504,213413
5808,8257,19157,4831,32245,8257,19157,4831,32245,64490,0
1377,1849,3676,3147,8672,1849,3676,3147,8672,17344,0
3862,9337,1361,759,11457,9337,1361,759,11457,22914,0
8061,13991,3061,8205,25257,13991,3061,8205,25257,50514,0
4074,5937,2053,2737,10727,5937,2053,2737,10727,21454,0
4066,766,385,0,1151,766,385,0,1151,2302,0
8062,30024,22106,5197,57327,30024,22106,5197,57327,114654,0
3235,142420,55982,141233,339635,142420,55982,141233,339635,679270,0
1445,96374,108265,247022,451661,96374,108265,247022,451661,903322,0
6119,865409,1145342,1658511,3669262,865101,1144681,1658253,3668035,7337297,1411339
3012,280,471,241,992,280,471,241,992,1984,0
5261,7609,9162,16273,33044,7609,9162,16273,33044,66088,0
5284,12891,20715,13631,47237,12891,20715,13631,47237,94474,0
