NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1011 Entries & Exits,1011 interchanges
5280,17961,29245,37427,84633,17961,29245,37427,84633,169266,0
6025,97299,119081,341100,557480,97299,119081,341100,557480,1114960,50433
9905,35860,27399,15415,78674,35860,27399,15415,78674,157348,0
9861,52057,57011,64210,173278,52057,57011,64210,173278,346556,0
1805,46555,41085,15013,102653,46555,41085,15013,102653,205306,0
7520,18864,2247,8476,29587,18864,2247,8476,29587,59174,0
9883,50722,110863,35578,197163,50722,110863,35578,197163,394326,0
8605,5353,2000,1538,8891,5353,2000,1538,8891,17782,0
7787,38669,53450,14996,107115,38669,53450,14996,107115,214230,544
6847,5140,5125,20993,31258,5140,5125,20993,31258,62516,0
1223,23377,8907,4953,37237,23377,8907,4953,37237,74474,0
6869,3868,3139,11347,18354,3868,3139,11347,18354,36708,0
6532,1419,2312,484,4215,1419,2312,484,4215,8430,0
8606,71,15,0,86,71,15,0,86,172,0
5544,79686,112198,168355,360239,79686,112198,168355,360239,720478,0
2806,56238,79402,102623,238263,56238,79402,102623,238263,476526,10
1198,31678,13676,23422,68776,31678,13676,23422,68776,137552,0
1678,6082,12150,1568,19800,6082,12150,1568,19800,39600,0
5250,4839,13118,6540,24497,4839,13118,6540,24497,48994,0
506,256769,311906,288184,856859,256769,311906,288184,856859,1713718,0
4236,6584,2550,494,9628,6584,2550,494,9628,19256,0
6358,1105,330,759,2194,1105,330,759,2194,4388,0
9965,85620,29315,173521,288456,85620,29315,173521,288456,576912,0
5510,111706,214253,218883,544842,111706,214253,218883,544842,1089684,874
5397,52331,70964,131156,254451,52331,70964,131156,254451,508902,0
6909,3758,1600,8965,14323,3758,1600,8965,14323,28646,0
5267,71997,181452,128960,382409,71997,181452,128960,382409,764818,0
9451,6694,51084,805,58583,6694,51084,805,58583,117166,0
9972,197152,144129,182698,523979,197152,144129,182698,523979,1047958,0
2662,11963,6102,2054,20119,11963,6102,2054,20119,40238,0
2052,27643,4088,3673,35404,27643,4088,3673,35404,70808,0
5003,4313,5889,6889,17091,4313,5889,6889,17091,34182,0
3109,1073,2278,1094,4445,1073,2278,1094,4445,8890,0
2396,19265,73204,20574,113043,19265,73204,20574,113043,226086,0
1430,52954,63275,84393,200622,52954,63275,84393,200622,401244,0
9079,70927,91805,39374,202106,70927,91805,39374,202106,404212,104
8613,3084,618,0,3702,3084,618,0,3702,7404,0
9962,772,274,0,1046,772,274,0,1046,2092,0
9453,32598,17807,7572,57977,32598,17807,7572,57977,115954,0
9569,32595,37786,44164,114545,32595,37786,44164,114545,229090,240
9455,2947,3472,3017,9436,2947,3472,3017,9436,18872,0
2960,122,132,80,334,122,132,80,334,668,0
9961,157199,121519,113099,391817,157199,121519,113099,391817,783634,0
8821,2465,1330,16,3811,2465,1330,16,3811,7622,0
6171,54095,62597,105648,222340,54095,62597,105648,222340,444680,0
990,1295,1169,3121,5585,1295,1169,3121,5585,11170,0
2054,3391,346,1105,4842,3391,346,1105,4842,9684,0
1963,29318,20934,7679,57931,29318,20934,7679,57931,115862,0
8045,405,624,588,1617,405,624,588,1617,3234,0
9963,2604,1783,5,4392,2604,1783,5,4392,8784,0
5251,21178,70166,46078,137422,21178,70166,46078,137422,274844,0
5666,176388,236811,129020,542219,176388,236811,129020,542219,1084438,261739
3003,369,348,112,829,369,348,112,829,1658,0
5641,35375,45262,54831,135468,35375,45262,54831,135468,270936,44054
5547,53853,60247,104618,218718,53853,60247,104618,218718,437436,136615
2941,8078,13022,14761,35861,8078,13022,14761,35861,71722,0
4700,13037,13879,7566,34482,13037,13879,7566,34482,68964,0
9953,12178,11065,4088,27331,12178,11065,4088,27331,54662,0
5667,110938,102463,243297,456698,110938,102463,243297,456698,913396,0
5004,286188,571943,703404,1561535,286188,571943,703404,1561535,3123070,531339
2850,1108,1337,294,2739,1108,1337,294,2739,5478,0
5347,134487,146183,266904,547574,134487,146183,266904,547574,1095148,0
2790,37987,139914,81662,259563,37987,139914,81662,259563,519126,0
5398,2434,3282,5447,11163,2434,3282,5447,11163,22326,0
5906,14590,15206,20758,50554,14590,15206,20758,50554,101108,0
6083,14640,8209,35011,57860,14640,8209,35011,57860,115720,0
1953,19773,689,9506,29968,19773,689,9506,29968,59936,0
6233,3727,2553,1042,7322,3727,2553,1042,7322,14644,0
2095,10530,3053,1784,15367,10530,3053,1784,15367,30734,0
1380,1645,2337,2841,6823,1645,2337,2841,6823,13646,0
1004,44155,63462,60516,168133,44155,63462,60516,168133,336266,48378
1074,16641,9503,6526,32670,16641,9503,6526,32670,65340,0
2584,35471,89761,80024,205256,35471,89761,80024,205256,410512,0
8608,180,83,0,263,180,83,0,263,526,0
1624,21056,3211,8752,33019,21056,3211,8752,33019,66038,0
7367,28112,36380,16313,80805,28112,36380,16313,80805,161610,0
9457,10008,9862,4422,24292,10008,9862,4422,24292,48584,0
7017,76415,106766,190192,373373,76415,106766,190192,373373,746746,2432
2215,20856,10517,16739,48112,20856,10517,16739,48112,96224,0
8610,26368,37884,1916,66168,26368,37884,1916,66168,132336,72
3265,4700,4164,961,9825,4700,4164,961,9825,19650,0
3200,27325,2628,11884,41837,27325,2628,11884,41837,83674,0
5714,21992,97691,6648,126331,21992,97691,6648,126331,252662,0
1492,164815,162628,206197,533640,164815,162628,206197,533640,1067280,3920
1090,6242,9880,11810,27932,6242,9880,11810,27932,55864,0
5162,17755,13956,16487,48198,17755,13956,16487,48198,96396,0
5197,10839,15739,9805,36383,10839,15739,9805,36383,72766,0
9463,270719,300988,185230,756937,270719,300988,185230,756937,1513874,45178
2187,61359,29060,8170,98589,61359,29060,8170,98589,197178,0
4186,2829,2810,3182,8821,2829,2810,3182,8821,17642,0
5681,29772,20823,22127,72722,29772,20823,22127,72722,145444,0
8552,41848,33734,35303,110885,41848,33734,35303,110885,221770,0
9763,17936,13609,16983,48528,17936,13609,16983,48528,97056,0
5492,9915,17494,31692,59101,9915,17494,31692,59101,118202,0
6084,70858,77134,100456,248448,70858,77134,100456,248448,496896,0
5399,593704,689112,1684754,2967570,593704,689112,1684754,2967570,5935140,367540
9862,82979,102674,87809,273462,82979,102674,87809,273462,546924,0
9013,30,12,139,181,30,12,139,181,362,0
2561,27187,5630,5763,38580,27187,5630,5763,38580,77160,0
2820,6824,5689,315,12828,6824,5689,315,12828,25656,0
8839,1429,1099,0,2528,1429,1099,0,2528,5056,0
4502,227275,452523,248704,928502,227275,452523,248704,928502,1857004,260447
2471,87469,202236,27127,316832,87469,202236,27127,316832,633664,1045
2238,25367,38894,21952,86213,25367,38894,21952,86213,172426,0
5348,15980,7909,33951,57840,15980,7909,33951,57840,115680,0
9466,25528,21058,22268,68854,25528,21058,22268,68854,137708,0
7563,1408,1195,623,3226,1408,1195,623,3226,6452,0
2690,49369,4626,14933,68928,49369,4626,14933,68928,137856,0
9764,14350,12920,17688,44958,14350,12920,17688,44958,89916,0
4011,36587,28373,19094,84054,36587,28373,19094,84054,168108,0
7492,896504,1157493,1203806,3257803,896504,1157493,1203806,3257803,6515606,380395
5133,14510,15429,31631,61570,14510,15429,31631,61570,123140,0
4445,52914,19618,11102,83634,52914,19618,11102,83634,167268,0
5089,102673,139886,550800,793359,102673,139886,550800,793359,1586718,0
5551,229725,185893,488056,903674,229725,185893,488056,903674,1807348,15151
5580,99675,70286,120533,290494,99675,70286,120533,290494,580988,0
6406,6218,20690,3855,30763,6218,20690,3855,30763,61526,2749
5252,83632,158112,249811,491555,83632,158112,249811,491555,983110,834438
9973,13869,10456,5141,29466,13869,10456,5141,29466,58932,0
6774,194879,278257,223841,696977,194879,278257,223841,696977,1393954,14157
5725,9937,156258,4969,171164,9937,156258,4969,171164,342328,0
1096,43089,28811,43773,115673,43089,28811,43773,115673,231346,37522
9674,102385,79327,126481,308193,102385,79327,126481,308193,616386,0
9467,1514,720,168,2402,1514,720,168,2402,4804,0
6212,774,179,0,953,774,179,0,953,1906,0
1954,149273,100595,49118,298986,149273,100595,49118,298986,597972,13303
1903,11822,11500,12359,35681,11822,11500,12359,35681,71362,0
3805,162130,15385,74302,251817,162130,15385,74302,251817,503634,0
3806,56490,3585,14302,74377,56490,3585,14302,74377,148754,0
3807,163726,38745,106702,309173,163726,38745,106702,309173,618346,0
9020,36,1,0,37,36,1,0,37,74,0
6207,19040,2687,1317,23044,19040,2687,1317,23044,46088,0
7494,365931,336348,541119,1243398,365931,336348,541119,1243398,2486796,0
5520,548837,1000156,902829,2451822,548837,1000156,902829,2451822,4903644,677911
5090,9338,12244,16126,37708,9338,12244,16126,37708,75416,0
3271,504301,1621297,483379,2608977,504301,1621297,483379,2608977,5217954,131932
9311,143397,116446,92330,352173,143397,116446,92330,352173,704346,0
8484,40943,41230,54146,136319,40943,41230,54146,136319,272638,0
7909,744,108,-114,738,744,108,-114,738,1476,0
5420,189017,279870,679738,1148625,189017,279870,679738,1148625,2297250,78545
5215,46937,102355,111595,260887,46937,102355,111595,260887,521774,0
6870,1500,1629,2232,5361,1500,1629,2232,5361,10722,0
6006,7447,4603,6153,18203,7447,4603,6153,18203,36406,0
3047,198703,152111,309302,660116,198703,152111,309302,660116,1320232,0
2420,330,142,0,472,330,142,0,472,944,0
9966,95641,72436,79650,247727,95641,72436,79650,247727,495454,0
5091,25040,56342,115462,196844,25040,56342,115462,196844,393688,0
8822,132,57,0,189,132,57,0,189,378,0
5890,1244,1733,536,3513,1244,1733,536,3513,7026,0
8877,12296,11995,638,24929,12296,11995,638,24929,49858,0
2188,235364,216405,149797,601566,235364,216405,149797,601566,1203132,0
7258,13862,26606,1413,41881,13862,26606,1413,41881,83762,0
5076,25384,27883,87539,140806,25384,27883,87539,140806,281612,0
5046,216130,251744,849064,1316938,216130,251744,849064,1316938,2633876,74766
1512,205795,677990,703852,1587637,205795,677990,703852,1587637,3175274,35628
1510,1239,2400,2445,6084,1239,2400,2445,6084,12168,0
5538,20867,16434,20632,57933,20867,16434,20632,57933,115866,0
3245,13993,10269,10741,35003,13993,10269,10741,35003,70006,0
1165,18421,2523,5614,26558,18421,2523,5614,26558,53116,0
3070,6217,28428,12647,47292,6217,28428,12647,47292,94584,0
1625,123382,76254,42469,242105,123382,76254,42469,242105,484210,46452
5198,4620,6823,7782,19225,4620,6823,7782,19225,38450,0
2785,1075,5172,1114,7361,1075,5172,1114,7361,14722,0
9895,90372,77443,52360,220175,90372,77443,52360,220175,440350,19712
5062,47654,41819,224454,313927,47654,41819,224454,313927,627854,0
9714,110229,90759,114224,315212,110229,90759,114224,315212,630424,40363
5350,16887,9710,43280,69877,16887,9710,43280,69877,139754,0
1679,27623,38130,14683,80436,27623,38130,14683,80436,160872,0
5227,2485,1561,3209,7255,2485,1561,3209,7255,14510,0
5092,68876,68485,204280,341641,68876,68485,204280,341641,683282,0
8047,2600,1644,799,5043,2600,1644,799,5043,10086,0
8564,31489,39337,19563,90389,31489,39337,19563,90389,180778,0
7439,376251,346335,720496,1443082,376251,346335,720496,1443082,2886164,0
2676,8077,1692,336,10105,8077,1692,336,10105,20210,0
5624,16199,12750,37948,66897,16199,12750,37948,66897,133794,0
8352,29817,12905,33775,76497,29817,12905,33775,76497,152994,0
3549,1801,11973,7059,20833,1801,11973,7059,20833,41666,0
3550,411,4510,2266,7187,411,4510,2266,7187,14374,0
1390,210730,226429,304799,741958,210730,226429,304799,741958,1483916,0
1045,24156,28127,42053,94336,24156,28127,42053,94336,188672,0
7330,560,283,0,843,560,283,0,843,1686,0
8431,6785,5314,3529,15628,6785,5314,3529,15628,31256,0
5581,38313,38397,102826,179536,38313,38397,102826,179536,359072,0
5323,6208,19150,13086,38444,6208,19150,13086,38444,76888,0
7791,13095,194873,19316,227284,13095,194873,19316,227284,454568,2851
2351,668,1145,29,1842,668,1145,29,1842,3684,0
1003,10015,18282,15657,43954,10015,18282,15657,43954,87908,0
5472,1905,2394,3986,8285,1905,2394,3986,8285,16570,0
6961,64256,81191,163224,308671,64256,81191,163224,308671,617342,0
2449,8576,7534,85,16195,8576,7534,85,16195,32390,0
8048,56726,129918,108358,295002,56726,129918,108358,295002,590004,15
5211,96185,233421,386481,716087,96185,233421,386481,716087,1432174,0
5093,92723,114236,371722,578681,92723,114236,371722,578681,1157362,0
5094,220744,218276,1027414,1466434,220744,218276,1027414,1466434,2932868,0
3048,116840,310982,185973,613795,116840,310982,185973,613795,1227590,0
3104,9421,56804,12498,78723,9421,56804,12498,78723,157446,0
5063,74203,69986,246602,390791,74203,69986,246602,390791,781582,2183
2136,51867,54483,30225,136575,51867,54483,30225,136575,273150,95081
6170,80982,121587,167247,369816,80982,121587,167247,369816,739632,0
4618,14588,11663,23866,50117,14588,11663,23866,50117,100234,0
6871,216237,236697,924957,1377891,216237,236697,924957,1377891,2755782,0
7910,19358,9140,5716,34214,19358,9140,5716,34214,68428,0
5464,36495,68867,113253,218615,36495,68867,113253,218615,437230,0
6235,6209,8579,2468,17256,6209,8579,2468,17256,34512,0
8553,160934,200552,215836,577322,160934,200552,215836,577322,1154644,0
3907,5642,547,3175,9364,5642,547,3175,9364,18728,0
5163,15834,33735,83792,133361,15834,33735,83792,133361,266722,0
2304,112018,76831,74591,263440,112018,76831,74591,263440,526880,0
5401,7834,4582,11407,23823,7834,4582,11407,23823,47646,0
2352,101407,183964,99681,385052,101407,183964,99681,385052,770104,0
2217,182600,205207,110031,497838,182600,205207,110031,497838,995676,0
2219,474223,429647,349845,1253715,474223,429647,349845,1253715,2507430,322081
2145,165593,170086,99213,434892,165593,170086,99213,434892,869784,72777
2220,203901,192301,147747,543949,203901,192301,147747,543949,1087898,0
4513,440,2850,363,3653,440,2850,363,3653,7306,0
1215,580503,841818,799818,2222139,580503,841818,799818,2222139,4444278,54261
4515,457773,967294,956504,2381571,456850,964549,953351,2374750,4756321,323033
1127,2721070,5191290,4426100,12338460,2722384,5195199,4430589,12348172,24686632,4319983
1006,398376,783177,1041273,2222826,397985,782013,1039937,2219935,4442761,154580
7835,32557,11814,2995,47366,32557,11814,2995,47366,94732,0
9940,104354,192165,93978,390497,104354,192165,93978,390497,780994,0
6800,260766,322160,649087,1232013,260766,322160,649087,1232013,2464026,52475
5402,3780,8918,2518,15216,3780,8918,2518,15216,30432,0
9620,87765,63455,98949,250169,87765,63455,98949,250169,500338,0
5945,18931,10930,11943,41804,18931,10930,11943,41804,83608,0
2737,344608,189714,93168,627490,344608,189714,93168,627490,1254980,67778
5112,968174,997403,4388594,6354171,968177,997264,4388463,6353904,12708075,555747
5095,299441,301149,831304,1431894,299441,301149,831304,1431894,2863788,22775
7400,91560,111379,19462,222401,91560,111379,19462,222401,444802,0
2739,334826,476988,44389,856203,334826,476988,44389,856203,1712406,4538
2738,17215,23219,563,40997,17215,23219,563,40997,81994,0
2740,34969,25123,5245,65337,34969,25123,5245,65337,130674,0
991,2350,2620,1227,6197,2350,2620,1227,6197,12394,0
2732,19066,20634,179121,218821,19066,20634,179121,218821,437642,0
5625,49370,106002,61283,216655,49370,106002,61283,216655,433310,0
2450,9595,11768,0,21363,9595,11768,0,21363,42726,0
8750,2251,4558,165,6974,2251,4558,165,6974,13948,0
9760,70271,64071,156843,291185,70271,64071,156843,291185,582370,0
1176,47087,33753,82158,162998,47087,33753,82158,162998,325996,0
4574,10601,4266,23190,38057,10601,4266,23190,38057,76114,0
9716,81983,71059,92060,245102,81983,71059,92060,245102,490204,0
7503,628,217,1297,2142,628,217,1297,2142,4284,0
6204,1516,183,227,1926,1516,183,227,1926,3852,0
1360,53372,129856,220667,403895,53372,129856,220667,403895,807790,60266
1141,6597,8776,5990,21363,6597,8776,5990,21363,42726,0
1018,8157,10002,6712,24871,8157,10002,6712,24871,49742,0
2123,241846,428303,197792,867941,241846,428303,197792,867941,1735882,0
1282,14455,10406,5220,30081,14455,10406,5220,30081,60162,0
3501,7453,99176,11309,117938,7453,99176,11309,117938,235876,0
2435,2463,808,386,3657,2463,808,386,3657,7314,0
5253,107907,287352,200047,595306,107907,287352,200047,595306,1190612,0
9668,5571,3582,3719,12872,5571,3582,3719,12872,25744,0
2599,289182,757071,483340,1529593,289182,757071,483340,1529593,3059186,556220
8536,9284,13958,7348,30590,9284,13958,7348,30590,61180,0
5626,40116,41135,55517,136768,40116,41135,55517,136768,273536,0
1993,4549,341,2583,7473,4549,341,2583,7473,14946,0
2195,158639,198470,108794,465903,158639,198470,108794,465903,931806,67
2239,104607,76309,79872,260788,104607,76309,79872,260788,521576,0
5130,33625,69432,111777,214834,33625,69432,111777,214834,429668,0
4304,23238,6296,510,30044,23238,6296,510,30044,60088,0
5254,12341,16068,22686,51095,12341,16068,22686,51095,102190,0
6216,36474,54212,13225,103911,36474,54212,13225,103911,207822,3702
5894,20656,17241,30071,67968,20656,17241,30071,67968,135936,0
6237,11027,8341,6821,26189,11027,8341,6821,26189,52378,0
3018,25983,37798,54827,118608,25983,37798,54827,118608,237216,75296
5876,341546,681578,268308,1291432,341546,681578,268308,1291432,2582864,58257
1112,95973,150210,146738,392921,95973,150210,146738,392921,785842,0
1381,2409,3879,11659,17947,2409,3879,11659,17947,35894,0
6027,35986,39468,287077,362531,35986,39468,287077,362531,725062,0
9968,6388,4077,5427,15892,6388,4077,5427,15892,31784,0
5403,7060,12604,11722,31386,7060,12604,11722,31386,62772,0
5693,359513,310704,318217,988434,359513,310704,318217,988434,1976868,0
8346,317005,338975,403074,1059054,317005,338976,403074,1059055,2118109,32793
8345,326171,523672,551934,1401777,326171,523672,551934,1401777,2803554,35284
3341,78603,87057,42641,208301,78603,87057,42641,208301,416602,3638
5530,26186,2126,3624,31936,26186,2126,3624,31936,63872,0
6801,59494,100390,255951,415835,59494,100390,255951,415835,831670,0
2053,9368,13270,9726,32364,9368,13270,9726,32364,64728,0
2944,22292,43441,49472,115205,22292,43441,49472,115205,230410,0
5500,26720,55626,43038,125384,26720,55626,43038,125384,250768,0
8496,45747,28846,83148,157741,45747,28846,83148,157741,315482,0
7565,2378,2103,330,4811,2378,2103,330,4811,9622,0
7259,1167,1742,504,3413,1167,1742,504,3413,6826,0
9938,18042,17890,12638,48570,18042,17890,12638,48570,97140,0
7200,19485,17946,4893,42324,19485,17946,4893,42324,84648,0
5875,38123,38221,40237,116581,38123,38221,40237,116581,233162,0
2045,425,54,506,985,425,54,506,985,1970,0
2779,15400,47485,25531,88416,15400,47485,25531,88416,176832,0
9251,30,4,0,34,30,4,0,34,68,0
5552,202241,128946,303387,634574,202241,128946,303387,634574,1269148,0
6872,304270,219494,686701,1210465,304270,219494,686701,1210465,2420930,0
1560,8839,6158,7456,22453,8839,6158,7456,22453,44906,0
9889,49811,38362,27542,115715,49811,38362,27542,115715,231430,0
8823,2183,913,0,3096,2183,913,0,3096,6192,0
3809,270117,315373,216982,802472,270117,315373,216982,802472,1604944,36360
9789,76582,56442,71594,204618,76582,56442,71594,204618,409236,0
3449,39118,80296,13048,132462,39118,80296,13048,132462,264924,0
8049,76158,104856,27935,208949,76158,104856,27935,208949,417898,151
2554,9677,1876,1060,12613,9677,1876,1060,12613,25226,0
6464,334,17,0,351,334,17,0,351,702,0
8514,36953,46033,28607,111593,36953,46033,28607,111593,223186,0
5268,1146641,4059185,2040679,7246505,1146641,4059185,2040679,7246505,14493010,1691352
6810,49879,58444,124437,232760,49879,58444,124437,232760,465520,0
2603,6322,23712,7530,37564,6322,23712,7530,37564,75128,0
3230,298655,558895,199888,1057438,298655,558895,199888,1057438,2114876,442901
3231,1071878,2258900,873892,4204670,1071878,2258900,873892,4204670,8409340,1107555
4012,3442,826,922,5190,3442,826,922,5190,10380,0
7932,188,5,284,477,188,5,284,477,954,0
4187,7584,5408,2882,15874,7584,5408,2882,15874,31748,0
5081,80266,82159,230375,392800,80266,82159,230385,392810,785610,0
2240,65902,206504,48898,321304,65902,206504,48898,321304,642608,0
2892,13464,31999,17777,63240,13464,31999,17777,63240,126480,0
5006,45699,139069,92188,276956,45699,139069,92188,276956,553912,0
5886,103062,179343,395077,677482,103062,179343,395077,677482,1354964,237259
8429,8437,10152,8420,27009,8437,10152,8420,27009,54018,0
5404,267453,396099,700137,1363689,267453,396099,700137,1363689,2727378,0
2190,130248,232334,77459,440041,130248,232334,77459,440041,880082,0
2191,64621,95533,38111,198265,64621,95533,38111,198265,396530,0
2697,42021,60159,68720,170900,42021,60159,68720,170900,341800,0
5096,41873,36507,233682,312062,41873,36507,233682,312062,624124,0
5064,622088,750144,1509599,2881831,622088,750144,1509599,2881831,5763662,604130
4715,79796,37202,115606,232604,79796,37202,115606,232604,465208,0
1437,106467,152455,326830,585752,106467,152455,326830,585752,1171504,0
1438,64353,70598,235766,370717,64353,70598,235766,370717,741434,0
6074,28198,19465,54164,101827,28198,19465,54164,101827,203654,0
5687,109912,89704,256518,456134,109912,89704,256518,456134,912268,53725
4175,468,111,242,821,468,111,242,821,1642,0
8050,293,94,666,1053,293,94,666,1053,2106,0
8618,2250,640,0,2890,2250,640,0,2890,5780,0
8051,42947,85886,41388,170221,42947,85886,41388,170221,340442,2080
9023,1307,715,659,2681,1307,715,659,2681,5362,0
6812,158673,175843,335601,670117,158673,175843,335601,670117,1340234,213561
6958,29175,44958,106680,180813,29175,44958,106680,180813,361626,0
7289,17127,20703,7467,45297,17127,20703,7467,45297,90594,679
7006,2448,2228,829,5505,2448,2228,829,5505,11010,0
8807,31705,14954,17807,64466,31705,14954,17807,64466,128932,0
3623,166153,186790,128683,481626,166153,186790,128683,481626,963252,0
5702,3784,8073,915,12772,3784,8073,915,12772,25544,0
2222,22801,41569,11110,75480,22801,41569,11110,75480,150960,0
7290,22,31,0,53,22,31,0,53,106,0
2422,22545,2138,1053,25736,22545,2138,1053,25736,51472,0
4182,1339,386,389,2114,1339,386,389,2114,4228,0
3502,57,1449,319,1825,57,1449,319,1825,3650,0
4317,3074,1488,0,4562,3074,1488,0,4562,9124,0
1865,11022,6010,7049,24081,11022,6010,7049,24081,48162,0
7085,4719,6275,14691,25685,4719,6275,14691,25685,51370,0
5483,123129,262818,436988,822935,123129,262818,436988,822935,1645870,0
8500,112658,92439,110959,316056,112658,92439,110959,316056,632112,0
8565,66589,80517,73433,220539,66589,80517,73433,220539,441078,0
2945,21747,47085,24760,93592,21747,47085,24760,93592,187184,0
1975,4546,2261,2213,9020,4546,2261,2213,9020,18040,0
3176,124413,170381,234704,529498,124413,170381,234704,529498,1058996,0
6873,23497,29428,77657,130582,23497,29428,77657,130582,261164,0
2743,5244,1190,556,6990,5244,1190,556,6990,13980,0
2550,49477,13092,10377,72946,49477,13092,10377,72946,145892,19
2549,65936,26074,16112,108122,65936,26074,16112,108122,216244,40
9767,58222,46328,59491,164041,58222,46328,59491,164041,328082,0
9107,22550,42628,30795,95973,22550,42628,30795,95973,191946,0
2279,30437,57438,23316,111191,30437,57438,23316,111191,222382,0
2280,5994,10797,1494,18285,5994,10797,1494,18285,36570,0
5927,12747,9656,7729,30132,12747,9656,7729,30132,60264,0
6200,2072,869,759,3700,2072,869,759,3700,7400,0
1658,105218,175332,78948,359498,105218,175332,78948,359498,718996,3555
7008,92109,129385,13256,234750,92109,129385,13256,234750,469500,217
9791,26754,19515,25596,71865,26754,19515,25596,71865,143730,0
6913,64907,76482,163877,305266,64907,76482,163877,305266,610532,0
1395,152236,161053,127690,440979,152236,161053,127690,440979,881958,0
1179,22039,26774,44384,93197,22039,26774,44384,93197,186394,0
4409,760,437,0,1197,760,437,0,1197,2394,0
5324,15644,20284,45712,81640,15644,20284,45712,81640,163280,0
2946,29906,107129,17393,154428,29906,107129,17393,154428,308856,0
5689,62717,41965,90412,195094,62717,41965,90412,195094,390188,0
4124,400,288,0,688,400,288,0,688,1376,0
3811,85529,4562,34766,124857,85529,4562,34766,124857,249714,0
2536,9453,848,792,11093,9453,848,792,11093,22186,0
3812,117522,100691,114451,332664,117522,100691,114451,332664,665328,0
4412,12252,8855,29,21136,12252,8855,29,21136,42272,0
992,1765,2150,1645,5560,1765,2150,1645,5560,11120,0
3680,19899,13349,8398,41646,19899,13349,8398,41646,83292,0
1439,55941,63676,168419,288036,55941,63676,168419,288036,576072,0
3562,1070,13367,2162,16599,1070,13367,2162,16599,33198,0
3238,24344,39085,13122,76551,24344,39085,13122,76551,153102,0
5682,82542,92426,47072,222040,82542,92426,47072,222040,444080,0
3504,13711,83335,26634,123680,13711,83335,26634,123680,247360,0
7022,1002027,1982236,1138445,4122708,1002027,1982236,1138445,4122708,8245416,758860
6962,28634,35929,47362,111925,28634,35929,47362,111925,223850,0
9768,119763,91922,133233,344918,119763,91922,133233,344918,689836,7576
1440,191506,222158,502984,916648,191506,222158,502984,916648,1833296,6074
9878,17297,16688,15318,49303,17297,16688,15318,49303,98606,0
1659,546468,849954,524,1396946,546468,849953,524,1396945,2793891,0
1129,20483,32258,45091,97832,20483,32258,45091,97832,195664,0
1016,37901,61803,12588,112292,37901,61803,12588,112292,224584,0
5142,883105,901938,8479011,10264054,883128,901938,8479147,10264213,20528267,200675
1441,79628,92852,214008,386488,79628,92852,214008,386488,772976,0
5164,133732,261339,183278,578349,133839,261857,184388,580084,1158433,8981
5007,191202,492824,277526,961552,191095,492306,276417,959818,1921370,48053
7292,3029,3460,1845,8334,3029,3460,1845,8334,16668,0
