NLC,Entries_Full,Entries_Reduced,Entries_Season,Entries_Total,Exits_Full,Exits_Reduced,Exits_Season,Exits_Total,1516 Entries & Exits,1516 Interchanges
3410,153107,1019675,111770,1284552,153107,1019675,111770,1284552,2569104,987193.080700001
3414,13070,49989,46557,109616,13070,49989,46557,109616,219232,0
9914,169297,528938,173029,871264,169297,528938,173029,871264,1742528,0
5756,53443,334453,74160,462056,53443,334453,74160,462056,924112,0
5760,1648,7587,1965,11200,1648,7587,1965,11200,22400,0
5065,18914,20519,47772,87205,18914,20519,47772,87205,174410,0
4416,15131,6335,792,22258,15131,6335,792,22258,44516,0
2780,3089,3314,5874,12277,3089,3314,5874,12277,24554,0
9452,4784,11104,3735,19623,4784,11104,3735,19623,39246,0
3873,18125,1633,15697,35455,18125,1633,15697,35455,70910,0
5137,159071,152925,244081,556077,159071,152925,244081,556077,1112154,0
9930,93067.478911813,153225.870366989,97746.1213255432,344039.470604345,93067.478911813,153225.870366989,97746.1213255432,344039.470604345,688078.94120869,93294.3728
9931,117608.521088187,193630.129633011,123520.878674457,434759.529395655,117608.521088187,193630.129633011,123520.878674457,434759.529395655,869519.05879131,5347.9783
8726,229,138,0,367,229,138,0,367,734,0
5337,156356,416266,94428,667050,156356,416266,94428,667050,1334100,0
3508,3620,48931,5688,58239,3620,48931,5688,58239,116478,0
3591,8135,76515,17084,101734,8135,76515,17084,101734,203468,0
5900,273396,359086,261118,893600,273396,359086,261118,893600,1787200,178584.6307
5521,402754.019339482,454570.672121392,637822.542249331,1495147.23371021,402754.019339482,454570.672121392,637822.542249331,1495147.23371021,2990294.46742042,10669.5965
5688,87079.9806605177,98283.3278786076,137904.457750669,323267.766289795,87079.9806605177,98283.3278786076,137904.457750669,323267.766289795,646535.53257959,5706.6776
5643,106021,108680,217572,432273,106021,108680,217572,432273,864546,0
5545,223474,246801,358206,828481,223474,246801,358206,828481,1656962,648.9783
5105,15571,25594,60629,101794,15571,25594,60629,101794,203588,0
2811,1814,2650,2119,6583,1814,2650,2119,6583,13166,0
577,1662839,1453504,2976377,6092720,1662839,1453504,2976377,6092720,12185440,152491.4491
9245,8202,10621,3766,22589,8202,10621,3766,22589,45178,0
5167,106400,249101,378502,734003,106400,249101,378502,734003,1468006,111029.5442
5493,1470,636,4505,6611,1470,636,4505,6611,13222,0
2126,118660,219952,205792,544404,118660,219952,205792,544404,1088808,0
8637,1830,608,260,2698,1830,608,260,2698,5396,0
8544,16826,13507,2679,33012,16826,13507,2679,33012,66024,0
7214,27670,55917,13301,96888,27670,55917,13301,96888,193776,0
5559,616560,674962,904493,2196015,616560,674962,904493,2196015,4392030,0
7490,2531039,1835490,4655770,9022299,2531039,1835490,4655770,9022299,18044598,612922.439299999
5808,9381,20489,7277,37147,9381,20489,7277,37147,74294,0
1377,2657,5451,5600,13708,2657,5451,5600,13708,27416,0
3862,10305,1378,1445,13128,10305,1378,1445,13128,26256,0
8061,13119,3160,6315,22594,13119,3160,6315,22594,45188,0
4074,5430,2461,1913,9804,5430,2461,1913,9804,19608,0
4066,1008,408,5,1421,1008,408,5,1421,2842,0
8062,32659,22811,4283,59753,32659,22811,4283,59753,119506,0
3235,241998,87526,181251,510775,241998,87526,181251,510775,1021550,0
1445,212988,313056,573902,1099946,212988,313056,573902,1099946,2199892,0
6119,570571,957858,1299964,2828393,570571,957858,1299964,2828393,5656786,1744097.8832
3012,464,95,326,885,464,95,326,885,1770,0
5261,10942,12358,15623,38923,10942,12358,15623,38923,77846,0
5284,17692,29292,14878,61862,17692,29292,14878,61862,123724,0
6680,3812,6161,0,9973,3812,6161,0,9973,19946,0
4076,1461,9862,0,11323,1461,9862,0,11323,22646,12.9942
6351,6341,877,2933,10151,6341,877,2933,10151,20302,0
8583,54579,50923,40957,146459,54579,50923,40957,146459,292918,229.1105
4503,191850,196002,405091,792943,191850,196002,405091,792943,1585886,0
5522,203612,271323,473120,948055,203612,271323,473120,948055,1896110,11903.2166
2026,3330,1679,1057,6066,3330,1679,1057,6066,12132,0
2513,63654,51005,18479,133138,63654,51005,18479,133138,266276,0
1532,107557,244176,388133,739866,107557,244176,388133,739866,1479732,0
2935,15594,14249,21984,51827,15594,14249,21984,51827,103654,0
2786,21600,36871,40194,98665,21600,36871,40194,98665,197330,0
5035,73206,216841,207237,497284,73206,216841,207237,497284,994568,12191.9613
5027,38258,120573,116571,275402,38258,120573,116571,275402,550804,10518.4642
5258,14831,23704,18424,56959,14831,23704,18424,56959,113918,111524.398
6876,274343,563930,1085094,1923367,274343,563930,1085094,1923367,3846734,0
5362,576050,939903,1116231,2632184,576050,939903,1116231,2632184,5264368,0
2354,139158,355460,197996,692614,139158,355460,197996,692614,1385228,0
8638,21310,37982,6037,65329,21310,37982,6037,65329,130658,0
8639,515,243,0,758,515,243,0,758,1516,0
9675,17952,32561,17108,67621,17952,32561,17108,67621,135242,0
8827,21650,48250,4,69904,21650,48250,4,69904,139808,339.1492
1042,62356,113705,174194,350255,62356,113705,174194,350255,700510,0
2046,10414,359,935,11708,10414,359,935,11708,23416,0
7029,10107,15086,18925,44118,10107,15086,18925,44118,88236,0
5218,8979,14339,39904,63222,8979,14339,39904,63222,126444,0
5509,280802,449534,127603,857939,280802,449534,127603,857939,1715878,68617.0520999999
2355,80061,216076,92769,388906,80061,216076,92769,388906,777812,0
3344,9887,7638,4055,21580,9887,7638,4055,21580,43160,0
5683,45235,33046,29428,107709,45235,33046,29428,107709,215418,0
6854,15748,43176,42774,101698,15748,43176,42774,101698,203396,0
8556,85339,47786,55300,188425,85339,47786,55300,188425,376850,0
2284,47295,22517,17847,87659,47295,22517,17847,87659,175318,0
5707,30826,46914,9582,87322,30826,46914,9582,87322,174644,2.3425
5587,71942,64847,104180,240969,71942,64847,104180,240969,481938,0
2952,2684,5384,1479,9547,2684,5384,1479,9547,19094,0
3144,18119,17442,55777,91338,18119,17442,55777,91338,182676,0
6465,569,105,2,676,569,105,2,676,1352,29.3391
6424,43249,21997,11397,76643,43249,21997,11397,76643,153286,99.0437
9329,31116,67834,7930,106880,31116,67834,7930,106880,213760,0
9971,1353,1622,928,3903,1353,1622,928,3903,7806,0
8474,126708,95070,115639,337417,126708,95070,115639,337417,674834,0
2654,11108,1356,821,13285,11108,1356,821,13285,26570,0
9904,56963,85796,88855,231614,56963,85796,88855,231614,463228,0
9979,27066,55107,33174,115347,27066,55107,33174,115347,230694,0
2104,6040,1797,5,7842,6040,1797,5,7842,15684,0
1559,9047,5669,21276,35992,9047,5669,21276,35992,71984,0
2335,27568,82213,43194,152975,27568,82213,43194,152975,305950,0
9723,21343,33715,23330,78388,21343,33715,23330,78388,156776,0
3961,5313,419,666,6398,5313,419,666,6398,12796,0
4148,296,233,0,529,296,233,0,529,1058,0
8640,1407,597,334,2338,1407,597,334,2338,4676,0
2397,13756,15495,14237,43488,13756,15495,14237,43488,86976,0
2953,44928,52153,63104,160185,44928,52153,63104,160185,320370,0
5416,5818056,2470636,725731,9014423,5818056,2470636,725731,9014423,18028846,1281095.2282
8641,508,278,0,786,508,278,0,786,1572,0
3051,205167,215986,309485,730638,205167,215986,309485,730638,1461276,58361.3671
6877,353343,423813,653117,1430273,353343,423813,653117,1430273,2860546,12765.2003
9794,49190,72219,49154,170563,49190,72219,49154,170563,341126,0
2655,5788,671,0,6459,5788,671,0,6459,12918,0
8117,8686,9951,7380,26017,8686,9951,7380,26017,52034,260.0808
4022,1098,173,670,1941,1098,173,670,1941,3882,0
5796,43298,127391,42141,212830,43298,127391,42141,212830,425660,0
5169,269499,451351,593772,1314622,269499,451351,593772,1314622,2629244,183321.8071
9956,9541,21621,12336,43498,9541,21621,12336,43498,86996,0
5363,236938,308294,438842,984074,236938,308294,438842,984074,1968148,0
9501,19463,40002,9073,68538,19463,40002,9073,68538,137076,0
7921,1611,116,7650,9377,1611,116,7650,9377,18754,0
2454,1067,540,267,1874,1067,540,267,1874,3748,0
9813,3130272,6958358,4911661,15000291,3130272,6958358,4911661,15000291,30000582,3486434.91979999
9950,1734616,4601306,1876110,8212032,1734616,4601306,1876110,8212032,16424064,1733728.751
8360,35794,41598,15707,93099,35794,41598,15707,93099,186198,0
2301,5102,5842,13246,24190,5102,5842,13246,24190,48380,0
8715,13415,16934,3000,33349,13415,16934,3000,33349,66698,0
8828,1671,3038,0,4709,1671,3038,0,4709,9418,0
9503,38637,56538,74611,169786,38637,56538,74611,169786,339572,0
9301,13841,20070,4433,38344,13841,20070,4433,38344,76688,0
2895,70078,157349,210595,438022,70078,157349,210595,438022,876044,0
4760,193129,439434,85286,717849,193129,439434,85286,717849,1435698,65722.7815999999
5338,8585,19097,11187,38869,8585,19097,11187,38869,77738,0
4457,54820,42640,9490,106950,54820,42640,9490,106950,213900,0
5629,185952,164245,342598,692795,185952,164245,342598,692795,1385590,0
2948,7728,16435,12428,36591,7728,16435,12428,36591,73182,0
5474,6938,13704,17829,38471,6938,13704,17829,38471,76942,0
8284,10964,11738,8553,31255,10964,11738,8553,31255,62510,0
9096,76,3,5,84,76,3,5,84,168,0
8643,1943,599,54,2596,1943,599,54,2596,5192,0
5298,6786,12325,9292,28403,6786,12325,9292,28403,56806,0
6878,337028,516972,1036363,1890363,337028,516972,1036363,1890363,3780726,0
8025,47989,72022,26785,146796,47989,72022,26785,146796,293592,1392.3165
1220,9219,8665,3542,21426,9219,8665,3542,21426,42852,0
6028,185492,192568,255155,633215,185492,192568,255155,633215,1266430,0
6391,9258,15203,5191,29652,9258,15203,5191,29652,59304,0
3033,32044,95580,77443,205067,32044,95580,77443,205067,410134,0
5272,57031,115632,119078,291741,57031,115632,119078,291741,583482,0
2962,10847,22932,16653,50432,10847,22932,16653,50432,100864,0
1409,350198,520755,443585,1314538,350198,520755,443585,1314538,2629076,1826322.1719
9635,83845,119024,78761,281630,83845,119024,78761,281630,563260,0
4131,24612,19067,27739,71418,24612,19067,27739,71418,142836,0
6206,5175,475,939,6589,5175,475,939,6589,13178,0
6029,66226,73742,62944,202912,66226,73742,62944,202912,405824,0
1965,38154,31449,6108,75711,38154,31449,6108,75711,151422,0
3839,63585,8065,26492,98142,63585,8065,26492,98142,196284,10183.5484
6469,100484,383609,170175,654268,100484,383609,170175,654268,1308536,214786.8357
5514,21635,37449,80996,140080,21635,37449,80996,140080,280160,0
1132,53568,82122,232323,368013,53568,82122,232323,368013,736026,0
5172,256627,513285,696103,1466015,256627,513285,696103,1466015,2932030,88538.7032000001
7443,608489,625194,675993,1909676,608489,625194,675993,1909676,3819352,94671.4283
7922,3369,176,5,3550,3369,176,5,3550,7100,0
6855,5519,9943,21893,37355,5519,9943,21893,37355,74710,0
7032,11783,13342,29798,54923,11783,13342,29798,54923,109846,0
6275,3920,486,289,4695,3920,486,289,4695,9390,0
4892,90387,92464,95655,278506,90387,92464,95655,278506,557012,24.5308
1463,71236,93179,148110,312525,71236,93179,148110,312525,625050,0
7328,37736,149394,17586,204716,37736,149394,17586,204716,409432,103.0264
2218,102073,50814,49721,202608,102073,50814,49721,202608,405216,0
1996,2280,107,1168,3555,2280,107,1168,3555,7110,0
2325,33093,29579,42003,104675,33093,29579,42003,104675,209350,0
9725,18201,25274,21982,65457,18201,25274,21982,65457,130914,0
2900,35809,62718,70820,169347,35809,62718,70820,169347,338694,0
3136,43159,47695,39212,130066,43159,47695,39212,130066,260132,0
5138,93258,134974,377531,605763,93258,134974,377531,605763,1211526,0
9681,46049,87096,63011,196156,46049,87096,63011,196156,392312,1024.266
9682,67347,107654,109809,284810,67347,107654,109809,284810,569620,0
5146,394172,517602,925658,1837432,394172,517602,925658,1837432,3674864,0
9610,3844,15435,191,19470,3844,15435,191,19470,38940,0
6276,1155,152,723,2030,1155,152,723,2030,4060,0
6280,65919,138246,6903,211068,65919,138246,6903,211068,422136,9686.2366
2825,13549,14557,1615,29721,13549,14557,1615,29721,59442,0
8155,4786,168,2632,7586,4786,168,2632,7586,15172,0
5139,253036,314956,716004,1283996,253036,314956,716004,1283996,2567992,704806
2955,36681,51167,60814,148662,36681,51167,60814,148662,297324,7318.8085
5631,1153940,1654428,1291954,4100322,1153940,1654428,1291954,4100322,8200644,1147803.7244
8567,220296,169383,239861,629540,220296,169383,239861,629540,1259080,0
5588,389078,313730,528480,1231288,389078,313730,528480,1231288,2462576,0
3563,1318,21758,3788,26864,1318,21758,3788,26864,53728,0
7299,2381,4081,749,7211,2381,4081,749,7211,14422,0
4300,14539,1025,2057,17621,14539,1025,2057,17621,35242,0
7930,12458,1122,1589,15169,12458,1122,1589,15169,30338,0
6281,6262,6908,1879,15049,6262,6908,1879,15049,30098,151.2198
5364,108985,120153,222918,452056,108985,120153,222918,452056,904112,0
6977,648723,1187150,1153392,2989265,648723,1187150,1153392,2989265,5978530,941530.1833
6867,265025,434625,433762,1133412,265025,434625,433762,1133412,2266824,1725703.9084
6978,228197,462755,361039,1051991,228197,462755,361039,1051991,2103982,172.6069
3053,85786,111330,204836,401952,85786,111330,204836,401952,803904,0
7300,2049,2942,1386,6377,2049,2942,1386,6377,12754,0
2896,31721,61846,79552,173119,31721,61846,79552,173119,346238,0
6075,56836,62637,83357,202830,56836,62637,83357,202830,405660,0
2585,5294,10495,10002,25791,5294,10495,10002,25791,51582,0
1022,412065,675712,505783,1593560,412065,675712,505783,1593560,3187120,0
4577,30350,27540,214269,272159,30350,27540,214269,272159,544318,0
9810,85551,114917,159162,359630,85551,114917,159162,359630,719260,0
2845,24271,35147,30488,89906,24271,35147,30488,89906,179812,0
7266,13315,30001,4668,47984,13315,30001,4668,47984,95968,0
2295,9237,32391,17152,58780,9237,32391,17152,58780,117560,0
8411,312388,392920,285766,991074,312388,392920,285766,991074,1982148,49251.6618
4521,48088,62845,95574,206507,48088,62845,95574,206507,413014,0
2572,20297,14455,23462,58214,20297,14455,23462,58214,116428,0
2229,18956,86073,24644,129673,18956,86073,24644,129673,259346,0
5173,7285,8227,13843,29355,7285,8227,13843,29355,58710,0
7568,9609,22353,2847,34809,9609,22353,2847,34809,69618,0
5037,5467,14294,31047,50808,5467,14294,31047,50808,101616,0
5947,19552,13556,22709,55817,19552,13556,22709,55817,111634,0
9726,97485,206780,108323,412588,97485,206780,108323,412588,825176,5638.6168
9727,119433,182085,165982,467500,119433,182085,165982,467500,935000,0
8241,4555,5136,3268,12959,4555,5136,3268,12959,25918,0
5450,59728,144109,96161,299998,59728,144109,96161,299998,599996,67909.0363
1413,388150,651566,626113,1665829,388150,651566,626113,1665829,3331658,0
5560,163867,159537,229609,553013,163867,159537,229609,553013,1106026,0
5561,258086,326408,274504,858998,258086,326408,274504,858998,1717996,0
5589,137056,164625,214380,516061,137056,164625,214380,516061,1032122,0
1033,16672,21722,33952,72346,16672,21722,33952,72346,144692,0
1145,27228,37097,76571,140896,27228,37097,76571,140896,281792,0
5940,27703,34152,20072,81927,27703,34152,20072,81927,163854,0
3007,40999,39017,55732,135748,40999,39017,55732,135748,271496,0
2767,54461,38004,41660,134125,54461,38004,41660,134125,268250,0
3191,57228,47309,67024,171561,57228,47309,67024,171561,343122,0
2557,5638,805,1084,7527,5638,805,1084,7527,15054,0
4458,20760,5697,33926,60383,20760,5697,33926,60383,120766,0
1521,120063,191306,200979,512348,120063,191306,200979,512348,1024696,0
7374,370,107,459,936,370,107,459,936,1872,0
1533,31442,64109,72233,167784,31442,64109,72233,167784,335568,0
6804,29282,24144,52460,105886,29282,24144,52460,105886,211772,0
6827,261043,350473,313918,925434,261043,350473,313918,925434,1850868,0
6879,332384,459924,672679,1464987,332384,459924,672679,1464987,2929974,0
1543,287518,565101,815966,1668585,287518,565101,815966,1668585,3337170,287.228
5140,9132,9906,18437,37475,9132,9906,18437,37475,74950,0
6012,157535,194677,238755,590967,157535,194677,238755,590967,1181934,0
7401,125939,228459,343235,697633,125939,228459,343235,697633,1395266,0
2027,6756,2593,3159,12508,6756,2593,3159,12508,25016,0
8213,264293,358625,156144,779062,264293,358625,156144,779062,1558124,1374.0357
1397,472430,856446,636332,1965208,472430,856446,636332,1965208,3930416,269193.01
598,462579,555615,179392,1197586,462579,555615,179392,1197586,2395172,0
2230,42136,74027,14047,130210,42136,74027,14047,130210,260420,0
4579,6910,2567,15567,25044,6910,2567,15567,25044,50088,0
8009,122795,142745,53608,319148,122795,142745,53608,319148,638296,1131.8719
9246,2543,3557,2287,8387,2543,3557,2287,8387,16774,0
6902,11790,24811,8911,45512,11790,24811,8911,45512,91024,0
6905,10001,26160,31537,67698,10001,26160,31537,67698,135396,0
5633,142210,281606,478211,902027,142210,281606,478211,902027,1804054,106679.0876
5489,83501,212169,399525,695195,83501,212169,399525,695195,1390390,0
5219,135430,566191,455519,1157140,135430,566191,455519,1157140,2314280,31369.8959
1398,83441,216719,53567,353727,83441,216719,53567,353727,707454,0
6070,330966,497604,345389,1173959,330966,497604,345389,1173959,2347918,0
6528,19826,16536,8759,45121,19826,16536,8759,45121,90242,2963.1585
6845,22307,32778,151180,206265,22307,32778,151180,206265,412530,0
2826,14274,16556,1726,32556,14274,16556,1726,32556,65112,0
2604,7615,13266,11279,32160,7615,13266,11279,32160,64320,0
4594,5924,3066,12909,21899,5924,3066,12909,21899,43798,0
5532,295800,485371,406649,1187820,295800,485371,406649,1187820,2375640,333869.4534
6260,75,1,5,81,75,1,5,81,162,0
4079,36245,31544,384,68173,36245,31544,384,68173,136346,0
2428,14043,1503,2016,17562,14043,1503,2016,17562,35124,0
2146,1281,710,539,2530,1281,710,539,2530,5060,0
9634,25237,37488,37903,100628,25237,37488,37903,100628,201256,0
7569,5488,6750,3750,15988,5488,6750,3750,15988,31976,0
5289,53107,42833,104184,200124,53107,42833,104184,200124,400248,0
3186,468899,633758,874656,1977313,468899,633758,874656,1977313,3954626,49461.7782
5050,138063,126686,298899,563648,138063,126686,298899,563648,1127296,0
3513,3344,30650,6872,40866,3344,30650,6872,40866,81732,0
9419,496767,554329,273851,1324947,496767,554329,273851,1324947,2649894,573358.1796
5490,298241,709008,1238631,2245880,298241,709008,1238631,2245880,4491760,649757.117700001
2768,72574,106805,146097,325476,72574,106805,146097,325476,650952,2660.6978
5220,40322,102378,162449,305149,40322,102378,162449,305149,610298,0
8498,94335,66059,39707,200101,94335,66059,39707,200101,400202,10.2887
1434,60186,121473,54848,236507,60186,121473,54848,236507,473014,0
2860,57635,82416,97332,237383,57635,82416,97332,237383,474766,3593.9872
6283,4625,668,20,5313,4625,668,20,5313,10626,0
3845,120087,12115,74341,206543,120087,12115,74341,206543,413086,0
3908,19520,2034,7479,29033,19520,2034,7479,29033,58066,0
,:,:,:,:,:,:,:,:,:,:
,:,:,:,:,:,:,:,:,:,:
,:,:,:,:,:,:,:,:,:,:
2861,96921,134576,147098,378595,96921,134576,147098,378595,757190,0
8524,124077,151660,102517,378254,124077,151660,102517,378254,756508,27894.348
6220,16607,8345,10518,35470,16607,8345,10518,35470,70940,0
5893,66153,79230,109108,254491,66153,79230,109108,254491,508982,0
1148,22287,38975,22215,83477,22287,38975,22215,83477,166954,0
7887,6349,513,2281,9143,6349,513,2281,9143,18286,0
9981,91300.9583654587,204415.035466461,109766.519275251,405482.51310717,91300.9583654587,204415.035466461,109766.519275251,405482.51310717,810965.02621434,181.0414
9982,1703.04163454125,3812.96453353894,2047.48072474942,7563.48689282961,1703.04163454125,3812.96453353894,2047.48072474942,7563.48689282961,15126.9737856592,0
2656,11952,1165,331,13448,11952,1165,331,13448,26896,2809.9834
8647,1736,1278,88,3102,1736,1278,88,3102,6204,0
2149,17831,15836,8278,41945,17831,15836,8278,41945,83890,6163.2953
1391,279414,400064,310874,990352,279414,400064,310874,990352,1980704,30142.1372
1522,119870,146832,322462,589164,119870,146832,322462,589164,1178328,0
4028,35771,3336,25460,64567,35771,3336,25460,64567,129134,0
4524,18316,18906,28763,65985,18316,18906,28763,65985,131970,0
3146,75743,171052,141346,388141,75743,171052,141346,388141,776282,0
8129,245,4,23,272,245,4,23,272,544,0
3607,130489,282362,200371,613222,130489,282362,200371,613222,1226444,51598.0924
5174,49239,120122,296216,465577,49239,120122,296216,465577,931154,0
5066,358513,442404,684693,1485610,358513,442404,684693,1485610,2971220,1688323.8491
5590,101773,80573,240509,422855,101773,80573,240509,422855,845710,0
6818,92276.2185177167,125598.481633831,222146.343364365,440021.043515912,92276.2185177167,125598.481633831,222146.343364365,440021.043515912,880042.087031824,0
6085,159430.781482283,217003.518366169,383814.656635635,760248.956484088,159430.781482283,217003.518366169,383814.656635635,760248.956484088,1520497.91296818,3693.9
8067,11803,3700,5489,20992,11803,3700,5489,20992,41984,0
2138,13286,9776,5268,28330,13286,9776,5268,28330,56660,0
5417,2999,10943,6071,20013,2999,10943,6071,20013,40026,0
7766,5752,1906,1791,9449,5752,1906,1791,9449,18898,158.811
7506,66231,71540,28162,165933,66231,71540,28162,165933,331866,2518.9435
3194,5508,7838,7292,20638,5508,7838,7292,20638,41276,0
2691,2362,2202,0,4564,2362,2202,0,4564,9128,0
5235,114769,187654,302325,604748,114769,187654,302325,604748,1209496,0
9909,109902,148529,109133,367564,109902,148529,109133,367564,735128,0
3054,383517,477954,545067,1406538,383517,477954,545067,1406538,2813076,78720.2377999999
5202,15814,18846,58818,93478,15814,18846,58818,93478,186956,0
6919,261297,321824,474887,1058008,261297,321824,474887,1058008,2116016,0
3314,30905,55674,10152,96731,30905,55674,10152,96731,193462,0
6009,3055114,5537667,5490439,14083220,3055114,5537667,5490439,14083220,28166440,2834363.38240001
2356,40868,81515,34758,157141,40868,81515,34758,157141,314282,0
5236,43159,57704,197477,298340,43159,57704,197477,298340,596680,0
9983,44203,68987,46148,159338,44203,68987,46148,159338,318676,0
9676,26225,37813,47512,111550,26225,37813,47512,111550,223100,0
9630,43952,40353,94493,178798,43952,40353,94493,178798,357596,0
2231,58763,116162,85883,260808,58763,116162,85883,260808,521616,0
5539,69239,39316,53866,162421,69239,39316,53866,162421,324842,6125.7451
5591,39791,37940,121937,199668,39791,37940,121937,199668,399336,0
1870,42846,64826,48370,156042,42846,64826,48370,156042,312084,0
2398,36851,68174,61706,166731,36851,68174,61706,166731,333462,18821.6434
5880,26472,31086,25995,83553,26472,31086,25995,83553,167106,0
6086,382477,528667,688532,1599676,382477,528667,688532,1599676,3199352,170270.5129
5107,337010,423964,899601,1660575,337010,423964,899601,1660575,3321150,1076250.614
6880,79968,116888,320388,517244,79968,116888,320388,517244,1034488,0
5141,4482,8005,12847,25334,4482,8005,12847,25334,50668,0
1221,38217,31135,17517,86869,38217,31135,17517,86869,173738,0
5308,7574,7198,15713,30485,7574,7198,15713,30485,60970,0
5941,8913,2739,3728,15380,8913,2739,3728,15380,30760,0
2437,30642,74550,4442,109634,30642,74550,4442,109634,219268,587.1879
9738,17124,26523,27146,70793,17124,26523,27146,70793,141586,2.6019
6979,546064,908455,871622,2326141,546064,908455,871622,2326141,4652282,0
4794,6622,17235,5132,28989,6622,17235,5132,28989,57978,0
5717,32408,118837,43647,194892,32408,118837,43647,194892,389784,4867.3307
8436,11217,6856,11269,29342,11217,6856,11269,29342,58684,0
5418,360377,552193,571950,1484520,360377,552193,571950,1484520,2969040,0
5523,91626,122234,197879,411739,91626,122234,197879,411739,823478,0
2193,220774,97685,97646,416105,220774,97685,97646,416105,832210,113489.4092
2432,11653,1115,1684,14452,11653,1115,1684,14452,28904,0
2828,12542,16510,2089,31141,12542,16510,2089,31141,62282,0
4189,287,101,489,877,287,101,489,877,1754,0
5365,156051,190904,191050,538005,156051,190904,191050,538005,1076010,0
8212,77048,40576,58683,176307,77048,40576,58683,176307,352614,0
6015,193021,227080,347379,767480,193021,227080,347379,767480,1534960,0
8499,204289,160944,180288,545521,204289,160944,180288,545521,1091042,988.0054
5309,253705,496557,670338,1420600,253705,496557,670338,1420600,2841200,184059.2062
5562,56512,60900,105599,223011,56512,60900,105599,223011,446022,0
2105,7022,1026,0,8048,7022,1026,0,8048,16096,0
8720,87641,69638,142679,299958,87641,69638,142679,299958,599916,0
2399,199,246,5,450,199,246,5,450,900,0
2303,38249,62712,38782,139743,38249,62712,38782,139743,279486,0
5563,165436,171503,254752,591691,165436,171503,254752,591691,1183382,2918.584
5273,209306,530995,485529,1225830,209306,530995,485529,1225830,2451660,472573.1116
7327,18882,36725,11050,66657,18882,36725,11050,66657,133314,0
1563,5155,3827,4920,13902,5155,3827,4920,13902,27804,0
8071,15918,22364,17637,55919,15918,22364,17637,55919,111838,0
1734,11044,14309,37090,62443,11044,14309,37090,62443,124886,0
1023,347114,625325,493512,1465951,347114,625325,493512,1465951,2931902,0
2194,84970,117136,50158,252264,84970,117136,50158,252264,504528,0
6221,101,10,149,260,101,10,149,260,520,0
1862,40842,17632,16836,75310,40842,17632,16836,75310,150620,0
8437,664128,1241986,614686,2520800,664128,1241986,614686,2520800,5041600,432297.4565
8126,229004,718718,178195,1125917,229004,718718,178195,1125917,2251834,69108.0064
2937,5473,3860,8202,17535,5473,3860,8202,17535,35070,0
2558,6387,720,4328,11435,6387,720,4328,11435,22870,0
3072,31601,72973,81328,185902,31601,72973,81328,185902,371804,0
8098,8212,3006,1340,12558,8212,3006,1340,12558,25116,0
6108,187645,381841,333280,902766,187645,381841,333280,902766,1805532,33.5735
8921,25208,17008,10707,52923,25208,17008,10707,52923,105846,0
2235,123921,369288,211974,705183,123921,369288,211974,705183,1410366,58686.5889
5463,43681,68773,221651,334105,43681,68773,221651,334105,668210,114598.4268
8099,4282,9446,5603,19331,4282,9446,5603,19331,38662,0
2160,99859,242476,159031,501366,99859,242476,159031,501366,1002732,18727.6691
2829,11424,16944,12388,40756,11424,16944,12388,40756,81512,0
2959,5920,5100,10976,21996,5920,5100,10976,21996,43992,0
6310,19334,6921,9273,35528,19334,6921,9273,35528,71056,0
9845,193393,395106,283302,871801,193393,395106,283302,871801,1743602,810197.5131
6851,16821,19800,42661,79282,16821,19800,42661,79282,158564,0
9618,1666,937,8405,11008,1666,937,8405,11008,22016,0
5495,32773,45989,95916,174678,32773,45989,95916,174678,349356,0
6881,737937,1435843,1925828,4099608,737937,1435843,1925828,4099608,8199216,44646.5602
8568,201856,266098,183951,651905,201856,266098,183951,651905,1303810,0
9586,426102,524694,694304,1645100,426102,524694,694304,1645100,3290200,0
2236,3303,5295,1977,10575,3303,5295,1977,10575,21150,0
2122,698,21,15,734,698,21,15,734,1468,0
6882,71050,69902,249967,390919,71050,69902,249967,390919,781838,0
8922,30929,12353,15907,59189,30929,12353,15907,59189,118378,0
8648,10963,2116,1448,14527,10963,2116,1448,14527,29054,0
8778,1298,351,497,2146,1298,351,497,2146,4292,0
9136,186522,361089,142811,690422,186522,361089,142811,690422,1380844,80818.4274
9646,11675,18002,16999,46676,11675,18002,16999,46676,93352,0
8649,239052,393366,20860,653278,239052,393366,20860,653278,1306556,64364.1068
8614,315,33,5,353,315,33,5,353,706,0
8924,106939,84226,75821,266986,106939,84226,75821,266986,533972,0
7217,343261,746241,552965,1642467,343261,746241,552965,1642467,3284934,579679.3265
2817,43563,47559,61673,152795,43563,47559,61673,152795,305590,0
9508,113785,231856,141772,487413,113785,231856,141772,487413,974826,0
5592,172359,168842,379626,720827,172359,168842,379626,720827,1441654,0
3110,686,2685,1870,5241,686,2685,1870,5241,10482,0
3170,25418,24503,62931,112852,25418,24503,62931,112852,225704,0
3555,2959,18504,5047,26510,2959,18504,5047,26510,53020,0
9507,11590,1831,2368,15789,11590,1831,2368,15789,31578,0
1097,53057,59318,101216,213591,53057,59318,101216,213591,427182,0
4081,2847,1505,0,4352,2847,1505,0,4352,8704,0
9648,145993,257908,253538,657439,145993,257908,253538,657439,1314878,0
9995,39462,78910,37891,156263,39462,78910,37891,156263,312526,0
2605,2428,2052,3276,7756,2428,2052,3276,7756,15512,0
5038,5516,8833,4715,19064,5516,8833,4715,19064,38128,0
