NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,Interchanges
1439,143018,228364,425941,797323,143018,228364,425941,797323,1594646,0
3562,860,13750,2985,17595,860,13750,2985,17595,35190,0
3238,30659,43407,14481,88547,30659,43407,14481,88547,177094,0
5682,84143,88855,54537,227535,84143,88855,54537,227535,455070,0
3504,14204,95361,32135,141700,14204,95361,32135,141700,283400,0
7022,1057998.5,2354848,1499583,4912429.5,1057998.5,2354848,1499583,4912429.5,9824859,503350.487
6962,44008,66354,68515,178877,44008,66354,68515,178877,357754,0
9768,101259,132863,124182,358304,101259,132863,124182,358304,716608,7379.71370000001
1440,406047,741475,1220674,2368196,406047,741475,1220674,2368196,4736392,13443.043
9878,21005,20867,16317,58189,21005,20867,16317,58189,116378,0
1659,1151091,1954704,1160,3106955,1151091,1954704,1160,3106955,6213910,0
1129,27736,50188,49327,127251,27736,50188,49327,127251,254502,0
1016,39125,67136,17710,123971,39125,67136,17710,123971,247942,0
5142,990185,1159093,8195233,10344511,990185,1159093,8195233,10344511,20689022,464605.2609
1441,249720,470675,650155,1370550,249720,470675,650155,1370550,2741100,2593585.49440003
5164,117551,239180,116069,472800,117551,239180,116069,472800,945600,15975.8521
5007,203420,636775,271480,1111675,203420,636775,271480,1111675,2223350,85895.4063
7292,3702,3757,1990,9449,3702,3757,1990,9449,18898,0
2186,42541,33024,19190,94755,42541,33024,19190,94755,189510,0
3542,5083,96450,358,101891,5083,96450,358,101891,203782,0
9112,10492,16022,4656,31170,10492,16022,4656,31170,62340,0
3815,231818,54656,223200,509674,231818,54656,223200,509674,1019348,0
3899,2296984,2078140,1494691,5869815,2296984,2078140,1494691,5869815,11739630,1697700.8795
3900,647832,82637,500881,1231350,647832,82637,500881,1231350,2462700,872077.0557
9624,25701,28943,46415,101059,25701,28943,46415,101059,202118,0
9969,19133,28789,65991,113913,19133,28789,65991,113913,227826,0
9877,13397,21519,17337,52253,13397,21519,17337,52253,104506,0
1964,16933,10700,4744,32377,16933,10700,4744,32377,64754,0
2118,259842,594135,53416,907393,259842,594135,53416,907393,1814786,327150.524699999
6201,3974,3002,3173,10149,3974,3002,3173,10149,20298,0
9702,54606,65157,65028,184791,54606,65157,65028,184791,369582,0
4068,110436,65594,33446,209476,110436,65594,33446,209476,418952,13840.1903
9769,20224,26181,19635,66040,20224,26181,19635,66040,132080,0
2640,50688,31266,21341,103295,50688,31266,21341,103295,206590,8528.9469
9028,28150,19476,12590,60216,28150,19476,12590,60216,120432,0
9897,43283,55331,42797,141411,43283,55331,42797,141411,282822,0
1442,145375,230070,66620,442065,145375,230070,66620,442065,884130,0
8621,1591,989,190,2770,1591,989,190,2770,5540,0
5405,155960,198978,322415,677353,155960,198978,322415,677353,1354706,0
5406,113461,149654,213250,476365,113461,149654,213250,476365,952730,0
9704,6684,5381,4634,16699,6684,5381,4634,16699,33398,616.5647
9680,17119,21909,16912,55940,17119,21909,16912,55940,111880,0
3098,21249,21157,36997,79403,21249,21157,36997,79403,158806,0
5703,11463,93041,17919,122423,11463,93041,17919,122423,244846,28084.7899
8359,69820,106207,101595,277622,69820,106207,101595,277622,555244,13078.6375
2919,12615,39754,19384,71753,12615,39754,19384,71753,143506,0
7914,2053,393,0,2446,2053,393,0,2446,4892,0
5351,108127,116263,303459,527849,108127,116263,303459,527849,1055698,0
5077,97546,98230,338673,534449,97546,98230,338673,534449,1068898,73567.0007
5047,165618,241830,607423,1014871,165618,241830,607423,1014871,2029742,30366.3399
3820,208211,44185,150927,403323,208211,44185,150927,403323,806646,0
9795,70663,82964,117789,271416,70663,82964,117789,271416,542832,1326.001
8232,10491,13437.5,4552,28480.5,10491,13437.5,4552,28480.5,56961,0
3568,71,992,36,1099,71,992,36,1099,2198,0
2425,3917,269,508,4694,3917,269,508,4694,9388,0
6874,268488,424606,650358,1343452,268488,424606,650358,1343452,2686904,0
7447,355671,459766,226477,1041914,355671,459766,226477,1041914,2083828,0
539,140450,158136,75493,374079,140450,158136,75493,374079,748158,0
7469,196573,144839,526239,867651,196573,144839,526239,867651,1735302,0
5836,41009,41176,39984,122169,41009,41176,39984,122169,244338,0
2762,4822,15798,2304,22924,4822,15798,2304,22924,45848,0
5820,25,91,0,116,25,91,0,116,232,0
6664,53958,41168,57307,152433,53958,41168,57307,152433,304866,0
7051,2836,9262,11890,23988,2836,9262,11890,23988,47976,0
5097,7493,10632,15493,33618,7493,10632,15493,33618,67236,0
5143,3052006,6266784,10766247,20085037,3052006,6266784,10766247,20085037,40170074,1992812.9161
9911,265735,275262.5,403375,944372.5,265735,275262.5,403375,944372.5,1888745,0
3004,29962,68702,45225,143889,29962,68702,45225,143889,287778,0
5144,140485,225978,490403,856866,140485,225978,490403,856866,1713732,253266.1819
5008,10791,13045,9254,33090,10791,13045,9254,33090,66180,0
2947,4780,4280,12686,21746,4780,4280,12686,21746,43492,0
9707,7621,12777,13076,33474,7621,12777,13076,33474,66948,0
5199,233410,429913,686417,1349740,233410,429913,686417,1349740,2699480,916.6276
7792,604,69,616,1289,604,69,616,1289,2578,0
2870,90245,158586,132316,381147,90245,158586,132316,381147,762294,4595.3376
5352,127675,142522,285247,555444,127675,142522,285247,555444,1110888,0
1372,9064,10633,17928,37625,9064,10633,17928,37625,75250,0
2764,6476,7803,1905,16184,6476,7803,1905,16184,32368,0
6836,691058,959082.5,2493299,4143439.5,691058,959082.5,2493299,4143439.5,8286879,53422.4876
5098,75107,50053,348453,473613,75107,50053,348453,473613,947226,0
4731,263314,580538,118523,962375,263314,580538,118523,962375,1924750,180043.489499999
3774,52246,37274,18995,108515,52246,37274,18995,108515,217030,0
2573,15282,3057,3998,22337,15282,3057,3998,22337,44674,0
5553,103616,63774,176688,344078,103616,63774,176688,344078,688156,0
6814,265075,327928,417836,1010839,265075,327928,417836,1010839,2021678,237277.2162
5582,60048,84632,151701,296381,60048,84632,151701,296381,592762,0
5554,66981,67722,127369,262072,66981,67722,127369,262072,524144,0
2412,617046,1246569,264647,2128262,617046,1246569,264647,2128262,4256524,919555.339799999
1130,75985,117934,205709,399628,75985,117934,205709,399628,799256,0
6615,211295,438897,132249,782441,211295,438897,132249,782441,1564882,182591.7791
7736,29995.5,33996.5,35573.43,99565.43,29995.5,33996.5,35573.43,99565.43,199130.86,0
5200,8623,14387,38766,61776,8623,14387,38766,61776,123552,0
5840,346,653,200,1199,346,653,200,1199,2398,0
5255,329361,687025,618136,1634522,329361,687025,618136,1634522,3269044,32625.9261
5009,3306,8952,6004,18262,3306,8952,6004,18262,36524,0
5296,3877,3451,4405,11733,3877,3451,4405,11733,23466,0
6914,178613,275752,370220,824585,178613,275752,370220,824585,1649170,0
2823,18152,15584,20403,54139,18152,15584,20403,54139,108278,892.1599
3267,160991,486206.5,265974,913171.5,160991,486206.5,265974,913171.5,1826343,22375.5518
5353,20942,22870,36662,80474,20942,22870,36662,80474,160948,0
4449,20433,10342,4548,35323,20433,10342,4548,35323,70646,0
5099,125940,146769,306935,579644,125940,146769,306935,579644,1159288,0
5583,143833,152163,200557,496553,143833,152163,200557,496553,993106,0
3031,19861,52621,47035,119517,19861,52621,47035,119517,239034,0
2745,180244,119654,121974,421872,180244,119654,121974,421872,843744,0
546,92716,122475,120649,335840,92716,122475,120649,335840,671680,0
5879,72072,108810,55082,235964,72072,108810,55082,235964,471928,0
5319,13075,34631,41946,89652,13075,34631,41946,89652,179304,0
2556,14858,2744,4160,21762,14858,2744,4160,21762,43524,0
8233,22264,1600,10751,34615,22264,1600,10751,34615,69230,1042.0339
4365,30010,14132,18917,63059,30010,14132,18917,63059,126118,0
3785,653,346,0,999,653,346,0,999,1998,0
5121,479393,601645,1928935,3009973,479393,601645,1928935,3009973,6019946,409.1555
6850,64468,184006,144315,392789,64468,184006,144315,392789,785578,0
5555,28643,24370,48018,101031,28643,24370,48018,101031,202062,0
2653,3347,537,0,3884,3347,537,0,3884,7768,0
5301,177549,204711,161990,544250,177549,204711,161990,544250,1088500,0
5595,2935490,4276098,5432037,12643625,2935490,4276098,5432037,12643625,25287250,26846858.9741999
6926,136365,219473,428434,784272,136365,219473,428434,784272,1568544,2.1457
4069,3509,1508,161,5178,3509,1508,161,5178,10356,0
9792,69959,90939,98338,259236,69959,90939,98338,259236,518472,0
4593,644,683,0,1327,644,683,0,1327,2654,0
5556,70989,73459,184292,328740,70989,73459,184292,328740,657480,0
6274,42898,93574,2390,138862,42898,93574,2390,138862,277724,0
9718,12796,19413.5,14157,46366.5,12796,19413.5,14157,46366.5,92733,0
2795,42,47,60,149,42,47,60,149,298,0
3202,142156,36311,108418,286885,142156,36311,108418,286885,573770,0
2574,69219,42532,47967,159718,69219,42532,47967,159718,319436,0
5048,123311,148780,314926,587017,123311,148780,314926,587017,1174034,0
4070,7790,4496,0,12286,7790,4496,0,12286,24572,0
9855,47987,80191.5,59726,187904.5,47987,80191.5,59726,187904.5,375809,0
9747,10528,12072,5558,28158,10528,12072,5558,28158,56316,0
9752,75332,124744,106456,306532,75332,124744,106456,306532,613064,0
9762,41401,50970,79185,171556,41401,50970,79185,171556,343112,0
5557,87926,92937,124290,305153,87926,92937,124290,305153,610306,0
4616,15043,18792,23868,57703,15043,18792,23868,57703,115406,0
3828,86378,8541,46511,141430,86378,8541,46511,141430,282860,0
6861,284980.261223004,768338.673804902,1147703.47816064,2201022.41318855,284980.261223004,768338.673804902,1147703.47816064,2201022.41318855,4402044.82637709,420976.4838
6853,49345.7387769959,133041.326195098,198730.521839359,381117.586811453,49345.7387769959,133041.326195098,198730.521839359,381117.586811453,762235.173622906,0
9882,64171,8297,34174,106642,64171,8297,34174,106642,213284,0
6349,18945,1938,6795,27678,18945,1938,6795,27678,55356,0
5457,20273,30724,59221,110218,20273,30724,59221,110218,220436,0
2562,33785,8273,6999,49057,33785,8273,6999,49057,98114,0
4876,11022,12759,8824,32605,11022,12759,8824,32605,65210,15
2451,70292,66520,15872,152684,70292,66520,15872,152684,305368,4166.4339
3005,783,59,0,842,783,59,0,842,1684,0
7515,1446,407,660,2513,1446,407,660,2513,5026,0
1227,44250,65556,35602,145408,44250,65556,35602,145408,290816,0
6488,12354,12962,12248,37564,12354,12962,12248,37564,75128,0
8708,1218,982,0,2200,1218,982,0,2200,4400,0
6393,4785,2752,1520,9057,4785,2752,1520,9057,18114,0
8470,27786,12934,44205,84925,27786,12934,44205,84925,169850,0
3624,208224,187438,135055,530717,208224,187438,135055,530717,1061434,0
2486,9472,7273,2746,19491,9472,7273,2746,19491,38982,0
5458,9010,32772,17248,59030,9010,32772,17248,59030,118060,0
3019,23331,33319,46677,103327,23331,33319,46677,103327,206654,0
5336,3426,2612,16117,22155,3426,2612,16117,22155,44310,0
3570,2,19,0,21,2,19,0,21,42,0
5821,887,5160,982,7029,887,5160,982,7029,14058,0
7504,8276,22146,5186.725,35608.725,8276,22146,5186.725,35608.725,71217.45,0
1847,24590,73693,29634,127917,24590,73693,29634,127917,255834,906.7285
9627,44450,38217,39849,122516,44450,38217,39849,122516,245032,0
2049,8712,530,6414,15656,8712,530,6414,15656,31312,0
8824,717,549,0,1266,717,549,0,1266,2532,0
8825,4827,1742,0,6569,4827,1742,0,6569,13138,0
3905,69584,5563,57742,132889,69584,5563,57742,132889,265778,0
1143,32193,72989,98367,203549,32193,72989,98367,203549,407098,0
4617,11749,23699,6378,41826,11749,23699,6378,41826,83652,0
5896,177058,205207,105606,487871,177058,205207,105606,487871,975742,0
8056,23752,38361,45751,107864,23752,38361,45751,107864,215728,0
8505,18575,13350,18637,50562,18575,13350,18637,50562,101124,0
5408,173380,239350,444431,857161,173380,239350,444431,857161,1714322,0
5382,26825,45844,79735,152404,26825,45844,79735,152404,304808,0
1030,699421,1475857,805257,2980535,699421,1475857,805257,2980535,5961070,329976.405199999
5409,3556,7374,14870,25800,3556,7374,14870,25800,51600,0
9185,25084.5,40861,15228,81173.5,25084.5,40861,15228,81173.5,162347,0
4639,71817,143728,147478,363023,71817,143728,147478,363023,726046,0
9970,17153,26105,61189,104447,17153,26105,61189,104447,208894,0
7579,20316,7583,14791.45,42690.45,20316,7583,14791.45,42690.45,85380.9,0
3634,25121,13134,12050,50305,25121,13134,12050,50305,100610,3811.7696
5484,205428.5,412215,391414,1009057.5,205428.5,412215,391414,1009057.5,2018115,6365.6162
5100,138459,183127,487367,808953,138459,183127,487367,808953,1617906,0
5754,2576,20320,2275,25171,2576,20320,2275,25171,50342,0
6837,3519,3290,13114,19923,3519,3290,13114,19923,39846,0
2225,55083,66420,110071,231574,55083,66420,110071,231574,463148,0
1874,7319,8571,1364,17254,7319,8571,1364,17254,34508,0
1243,411878,649665,194436,1255979,411878,649665,194436,1255979,2511958,1261846.33259999
5832,9952,52405,3223,65580,9952,52405,3223,65580,131160,0
6007,12936,72558,11990,97484,12936,72558,11990,97484,194968,0
8826,3733,2787,0,6520,3733,2787,0,6520,13040,20491.3349
4312,5824,2245,963,9032,5824,2245,963,9032,18064,0
1519,104520,165007,399621,669148,104520,165007,399621,669148,1338296,0
9778,23469,38795,35218,97482,23469,38795,35218,97482,194964,0
5078,79440,83615,181850,344905,79440,83615,181850,344905,689810,0
7295,30771,51359,11206,93336,30771,51359,11206,93336,186672,0
1822,5630,9685,2561,17876,5630,9685,2561,17876,35752,0
9628,22342,28430,15504,66276,22342,28430,15504,66276,132552,0
8473,78254,76904.5,82691,237849.5,78254,76904.5,82691,237849.5,475699,0
8554,55880,66603,109528,232011,55880,66603,109528,232011,464022,0
9814,40713,52006,56619,149338,40713,52006,56619,149338,298676,0
9902,35652,2731,21298,59681,35652,2731,21298,59681,119362,0
9796,86433,98976,97038,282447,86433,98976,97038,282447,564894,0
2313,8015,11085,4807,23907,8015,11085,4807,23907,47814,0
7406,82572,130755,181525,394852,82572,130755,181525,394852,789704,0
5325,32593,49380,123707,205680,32593,49380,123707,205680,411360,0
5233,3607,7577,6950,18134,3607,7577,6950,18134,36268,0
6524,2620,7483,1705,11808,2620,7483,1705,11808,23616,0
5628,39151,55682,53513,148346,39151,55682,53513,148346,296692,0
9943,141108,290353,188071,619532,141108,290353,188071,619532,1239064,0
5356,303626,481971,451170,1236767,303626,481971,451170,1236767,2473534,385863.1341
2305,10895,16798,4340,32033,10895,16798,4340,32033,64066,0
6008,76054,81681,190646,348381,76054,81681,190646,348381,696762,0
3107,7612,4833,18086,30531,7612,4833,18086,30531,61062,0
8625,247,67,0,314,247,67,0,314,628,0
9721,31692,48549,17795,98036,31692,48549,17795,98036,196072,2808.2325
9121,34212,47070.5,15854,97136.5,34212,47070.5,15854,97136.5,194273,0
9218,14169,9631,9081,32881,14169,9631,9081,32881,65762,0
5201,6982,6766,6179,19927,6982,6766,6179,19927,39854,0
3981,8795,873,471,10139,8795,873,471,10139,20278,0
3738,104403,27539,42002,173944,104403,27539,42002,173944,347888,0
4147,462,194,0,656,462,194,0,656,1312,0
7440,35590,33891.5,111497,180978.5,35590,33891.5,111497,180978.5,361957,0
2777,18786,46292,75019,140097,18786,46292,75019,140097,280194,0
9135,42972,48847,50326,142145,42972,48847,50326,142145,284290,0
8711,1678,638,0,2316,1678,638,0,2316,4632,0
9790,14742,27159,8279,50180,14742,27159,8279,50180,100360,0
9415,50843,72021,95153,218017,50843,72021,95153,218017,436034,0
9992,103865,134114,184930,422909,103865,134114,184930,422909,845818,112418.9673
9864,33978,47759,113811,195548,33978,47759,113811,195548,391096,0
9483,24544,39368,29468,93380,24544,39368,29468,93380,186760,0
2077,5823,1051,5133,12007,5823,1051,5133,12007,24014,0
1429,434695,1038904,1613696,3087295,434695,1038904,1613696,3087295,6174590,0
1443,374775,820031,405184,1599990,374775,820031,405184,1599990,3199980,360.069700000002
1957,13867,9006,4020,26893,13867,9006,4020,26893,53786,0
8628,642,439,155,1236,642,439,155,1236,2472,0
7915,3370,740,1308,5418,3370,740,1308,5418,10836,0
3797,24995,1814,15952,42761,24995,1814,15952,42761,85522,0
4519,1425,1511,700,3636,1425,1511,700,3636,7272,0
7877,288793,670451,144643.59,1103887.59,288793,670451,144643.59,1103887.59,2207775.18,430212.0284
6729,2635,1117,1699,5451,2635,1117,1699,5451,10902,0
7211,5567,19835,2347,27749,5567,19835,2347,27749,55498,0
5101,259355,423453,827258,1510066,259355,423453,827258,1510066,3020132,390301.8291
8420,23924,33759,37019,94702,23924,33759,37019,94702,189404,0
2576,67153,55177,37248,159578,67153,55177,37248,159578,319156,0
5668,50047,52125,59348,161520,50047,52125,59348,161520,323040,0
2770,27064,49876,66223,143163,27064,49876,66223,143163,286326,0
3408,25203,160217,56667,242087,25203,160217,56667,242087,484174,0
3409,3553,61886,4044,69483,3553,61886,4044,69483,138966,0
5011,38449,99500,96936,234885,38449,99500,96936,234885,469770,0
5942,3463,5001,4595,13059,3463,5001,4595,13059,26118,0
2963,31136.9872168826,104675.541154335,49444.8858357408,185257.414206958,31136.9872168826,104675.541154335,49444.8858357408,185257.414206958,370514.828413917,0
5412,49797.8091908092,81063.5754245754,101381.160839161,232242.545454546,49797.8091908092,81063.5754245754,101381.160839161,232242.545454546,464485.090909091,189825.9766
2480,3862,1466,361,5689,3862,1466,361,5689,11378,0
8441,12685,10883,25331,48899,12685,10883,25331,48899,97798,0
2306,4337,14499,2140,20976,4337,14499,2140,20976,41952,0
8432,29402,32605,28933,90940,29402,32605,28933,90940,181880,0
3052,39961,36374,75258,151593,39961,36374,75258,151593,303186,0
3060,3379,1842,5245,10466,3379,1842,5245,10466,20932,0
5421,644315,709498,1229207,2583020,644315,709498,1229207,2583020,5166040,108847.0001
2103,4167,704,0,4871,4167,704,0,4871,9742,0
2855,23,6,26,55,23,6,26,55,110,0
5145,106979,180269,295257,582505,106979,180269,295257,582505,1165010,0
1823,512782,945599,290857,1749238,512782,945599,290857,1749238,3498476,766472.184900002
7212,9485,10259,3424,23168,9485,10259,3424,23168,46336,0
3579,2476,5037,8420,15933,2476,5037,8420,15933,31866,0
8326,166971,405969,261939,834879,166971,405969,261939,834879,1669758,0
3030,270562,605730,596262,1472554,270562,605730,596262,1472554,2945108,492437.013099999
5753,41936,101990,242513,386439,41936,101990,242513,386439,772878,0
5502,3430,2205,4407,10042,3430,2205,4407,10042,20084,0
3901,25563,2141,3707,31411,25563,2141,3707,31411,62822,0
3830,29657,4189,14444,48290,29657,4189,14444,48290,96580,0
3861,19408,1632,8741,29781,19408,1632,8741,29781,59562,0
8632,30273,15667,5058,50998,30273,15667,5058,50998,101996,7834.4798
7897,13780.5,2703,5487,21970.5,13780.5,2703,5487,21970.5,43941,0
2893,11524,28704,33967,74195,11524,28704,33967,74195,148390,0
2765,12237,33437,38236,83910,12237,33437,38236,83910,167820,0
7348,65324,168354.5,104085,337763.5,65324,168354.5,104085,337763.5,675527,0
3588,398,1503,1584,3485,398,1503,1584,3485,6970,0
6781,7710,6471,4014,18195,7710,6471,4014,18195,36390,0
4188,417,286,0,703,417,286,0,703,1406,0
5036,237,39,3807,4083,237,39,3807,4083,8166,0
2538,275,115,24,414,275,115,24,414,828,0
2452,1060,934,98,2092,1060,934,98,2092,4184,0
6417,543338,822631.5,338925,1704894.5,543338,822631.5,338925,1704894.5,3409789,1250824.33150001
5961,65418.530647986,147890.593174611,26234.8193780471,239543.943200644,65418.530647986,147890.593174611,26234.8193780471,239543.943200644,479087.886401288,354.3825
5962,18238.469352014,41231.4068253893,7314.18062195295,66784.0567993562,18238.469352014,41231.4068253893,7314.18062195295,66784.0567993562,133568.113598712,0
6690,33191,20431,15598,69220,33191,20431,15598,69220,138440,0
5357,135083.712287712,219896.595404595,275010.965034965,629991.272727272,135083.712287712,219896.595404595,275010.965034965,629991.272727272,1259982.54545454,119291.7504
5297,6105.47852147852,9938.82917082917,12429.8741258741,28474.1818181818,6105.47852147852,9938.82917082917,12429.8741258741,28474.1818181818,56948.3636363636,0
5413,10305,12890,26277,49472,10305,12890,26277,49472,98944,0
4525,62268,141822,114978,319068,62268,141822,114978,319068,638136,0
2766,441,1750,0,2191,441,1750,0,2191,4382,0
5033,110701.5,240378,120625,471704.5,110701.5,240378,120625,471704.5,943409,133221.0922
6901,12054,26440,43072,81566,12054,26440,43072,81566,163132,0
4436,653,261,0,914,653,261,0,914,1828,1046.0623
7055,53432,108559,68037,230028,53432,108559,68037,230028,460056,0
3099,22083,18456,28261,68800,22083,18456,28261,68800,137600,0
6000,75458,45805,164946,286209,75458,45805,164946,286209,572418,0
9317,31262,31250,20508,83020,31262,31250,20508,83020,166040,0
8057,29844.5,54835.5,43151,127831,29844.5,54835.5,43151,127831,255662,0
1994,3378,285,1822,5485,3378,285,1822,5485,10970,0
4878,140053,49498,79811,269362,140053,49498,79811,269362,538724,66818.6776
6616,39014,25495,16728,81237,39014,25495,16728,81237,162474,0
9994,52398,80002,55719,188119,52398,80002,55719,188119,376238,0
9967,9326,13380,12208,34914,9326,13380,12208,34914,69828,0
9757,39579,61831,71081,172491,39579,61831,71081,172491,344982,0
9993,34800,57026,31699,123525,34800,57026,31699,123525,247050,0
1040,19920,15803,59451,95174,19920,15803,59451,95174,190348,0
1212,35487,70926,103035,209448,35487,70926,103035,209448,418896,0
1691,12428,9418,6373,28219,12428,9418,6373,28219,56438,0
8681,388,97,0,485,388,97,0,485,970,0
9906,19428,22391,13111,54930,19428,22391,13111,54930,109860,0
7027,3632,2586,12050,18268,3632,2586,12050,18268,36536,0
9866,78500,125228.5,150085,353813.5,78500,125228.5,150085,353813.5,707627,116532.835
9868,51413,84817,74668,210898,51413,84817,74668,210898,421796,0
9622,21680,28770,15225,65675,21680,28770,15225,65675,131350,0
9490,25098,154938,4220,184256,25098,154938,4220,184256,368512,84.5255
5034,2264,4367,7058,13689,2264,4367,7058,13689,27378,0
9397,13045,112921.5,74066,200032.5,13045,112921.5,74066,200032.5,400065,0
8713,72912.5,128574,52769,254255.5,72912.5,128574,52769,254255.5,508511,0
5944,4106,5692,4629,14427,4106,5692,4629,14427,28854,0
8682,241,26,0,267,241,26,0,267,534,0
9039,275906,482711,110105,868722,275906,482711,110105,868722,1737444,67746.2120000001
9186,81357.5,122622,101753,305732.5,81357.5,122622,101753,305732.5,611465,0
9187,29159,37127,37987,104273,29159,37127,37987,104273,208546,0
8763,6606,7655,701,14962,6606,7655,701,14962,29924,0
9492,13975,24666,10263,48904,13975,24666,10263,48904,97808,0
8642,307,151,0,458,307,151,0,458,916,0
7744,196,313,659,1168,196,313,659,1168,2336,0
5102,9096,8409,59938,77443,9096,8409,59938,77443,154886,0
7745,151313.5,892914.5,163471.8,1207699.8,151313.5,892914.5,163471.8,1207699.8,2415399.6,4664.6775
5282,64300,134863,134062,333225,64300,134863,134062,333225,666450,0
8905,246146,62554,96639,405339,246146,62554,96639,405339,810678,0
4455,5935,1927,434,8296,5935,1927,434,8296,16592,0
7916,34413,42309,11349.7,88071.7,34413,42309,11349.7,88071.7,176143.4,0
3190,592530,923070,1127481,2643081,592530,923070,1127481,2643081,5286162,91438.4635
2292,55503,123239,63906,242648,55503,123239,63906,242648,485296,54700.0492
5694,88175,101026,115414,304615,88175,101026,115414,304615,609230,0
5584,589098,736775,1790731,3116604,589098,736775,1790731,3116604,6233208,0
5414,33302,36542,163591,233435,33302,36542,163591,233435,466870,0
4520,2754,13334,2170,18258,2754,13334,2170,18258,36516,0
5355,2113217,3586822.5,5198555,10898594.5,2113217,3586822.5,5198555,10898594.5,21797189,6905570.30900001
2949,34748,60950,54995,150693,34748,60950,54995,150693,301386,0
5358,217046,259559,582904,1059509,217046,259559,582904,1059509,2119018,0
5234,4735,4574,4481,13790,4735,4574,4481,13790,27580,0
8472,27356,36486,47617,111459,27356,36486,47617,111459,222918,0
5486,127764,227349,426636,781749,127764,227349,426636,781749,1563498,0
9793,112958,172247.5,254560,539765.5,112958,172247.5,254560,539765.5,1079531,0
5134,6736,10688,32957,50381,6736,10688,32957,50381,100762,0
1901,41030,109340,13853,164223,41030,109340,13853,164223,328446,22083.1954
7471,55113,47057,58196,160366,55113,47057,58196,160366,320732,0
5283,30024,50649,97243,177916,30024,50649,97243,177916,355832,0
5448,181556,881985,782989,1846530,181556,881985,782989,1846530,3693060,10983.3716
3795,51926,4070,28573,84569,51926,4070,28573,84569,169138,0
9894,57098,66048,72656,195802,57098,66048,72656,195802,391604,0
2128,79307,47805,33099,160211,79307,47805,33099,160211,320422,0
5899,213760,278558,307537,799855,213760,278558,307537,799855,1599710,144567.4609
8114,410,221,238,869,410,221,238,869,1738,0
5566,172086,270361,188851,631298,172086,270361,188851,631298,1262596,53507.4326
9915,87717,16919,27133,131769,87717,16919,27133,131769,263538,0
2950,19617,30791,29219,79627,19617,30791,29219,79627,159254,0
7370,363,89,611,1063,363,89,611,1063,2126,0
2227,13488,32396,10946,56830,13488,32396,10946,56830,113660,0
2824,11768,22567,926,35261,11768,22567,926,35261,70522,0
5056,67823,79177,122064,269064,67823,79177,122064,269064,538128,0
5473,15447,31514,36121,83082,15447,31514,36121,83082,166164,155169.5473
5359,23240,48050,104450,175740,23240,48050,104450,175740,351480,129349.8743
2169,29139,21944,30842,81925,29139,21944,30842,81925,163850,12537.0588
9328,2369147,5690508,1943514,10003169,2369147,5690508,1943514,10003169,20006338,1190423.4662
9395,202243,133713,144170,480126,202243,133713,144170,480126,960252,0
6941,229647,424256,696108,1350011,229647,424256,696108,1350011,2700022,26441.4792
5642,45038,42860,66488,154386,45038,42860,66488,154386,308772,17566.4497
5822,734,9451,2895,13080,734,9451,2895,13080,26160,0
5669,326351,391660,331428,1049439,326351,391660,331428,1049439,2098878,0
7918,1400,514,3870,5784,1400,514,3870,5784,11568,0
5246,194053,310494,971859,1476406,194053,310494,971859,1476406,2952812,151173.0004
8977,59150,88311.5,19807,167268.5,59150,88311.5,19807,167268.5,334537,0
2121,83829,78526,35410,197765,83829,78526,35410,197765,395530,380.3192
5049,108992,118586,326561,554139,108992,118586,326561,554139,1108278,0
5135,122759,126087,428900,677746,122759,126087,428900,677746,1355492,0
7349,15441,13601,11237,40279,15441,13601,11237,40279,80558,0
6667,22304,23385,29343,75032,22304,23385,29343,75032,150064,0
6832,20659,19917,50550,91126,20659,19917,50550,91126,182252,0
1542,344025.5,580842,883290,1808157.5,344025.5,580842,883290,1808157.5,3616315,0
5103,274070,337953,599861,1211884,274070,337953,599861,1211884,2423768,0
6238,65,18,0,83,65,18,0,83,166,0
7068,199023,363343,425701,988067,199023,363343,425701,988067,1976134,340508.8361
7473,29747,15843,18059,63649,29747,15843,18059,63649,127298,0
5257,48003,84773,71406,204182,48003,84773,71406,204182,408364,4523.5918
375,3889,250,3830,7969,3889,250,3830,7969,15938,0
6010,138240,147506,377614,663360,138240,147506,377614,663360,1326720,11768.8355
6815,111277,184006,220667,515950,111277,184006,220667,515950,1031900,0
6959,170370,295472,446815,912657,170370,295472,446815,912657,1825314,0
2747,2432,4125,824,7381,2432,4125,824,7381,14762,0
5360,514265,535003,932089,1981357,514265,535003,932089,1981357,3962714,220287.613
5361,17310,11137,15050,43497,17310,11137,15050,43497,86994,0
1041,70948,116332,228276,415556,70948,116332,228276,415556,831112,0
5459,11511,15695,40750,67956,11511,15695,40750,67956,135912,0
5104,77122,123821,188921,389864,77122,123821,188921,389864,779728,0
5558,129916,129646,320603,580165,129916,129646,320603,580165,1160330,0
6004,78862,48366,158938,286166,78862,48366,158938,286166,572332,0
5217,14386,31856,60807,107049,14386,31856,60807,107049,214098,0
1444,2958972,11649679,6347202,20955853,2958972,11649679,6347202,20955853,41911706,3474090.82360001
2080,15652,8111,5528,29291,15652,8111,5528,29291,58582,0
4740,22021,79161,21624,122806,22021,79161,21624,122806,245612,304.1239
5415,84432,70118,97547,252097,84432,70118,97547,252097,504194,0
