NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,Interchanges
4614,12764,14922,16993,44679,12764,14922,16993,44679,89358,0
2760,41448,45533,28230,115211,41448,45533,28230,115211,230422,0
3145,9103,15291,14332,38726,9103,15291,14332,38726,77452,0
5623,206668,274337,219597,700602,206668,274337,219597,700602,1401204,141995.2987
5280,22660,44947,45861,113468,22660,44947,45861,113468,226936,0
6025,129168,158412,353651,641231,129168,158412,353651,641231,1282462,56486.5203
9905,38872,44508,39453,122833,38872,44508,39453,122833,245666,0
9861,40739,67386,65403,173528,40739,67386,65403,173528,347056,0
1805,49842,51372,19319,120533,49842,51372,19319,120533,241066,0
7520,19854.5,2985,6693.25,29532.75,19854.5,2985,6693.25,29532.75,59065.5,0
9883,47304,104421,40168,191893,47304,104421,40168,191893,383786,0
8605,9223,3021,1654,13898,9223,3021,1654,13898,27796,0
7787,48772,70011,22833.365,141616.365,48772,70011,22833.365,141616.365,283232.73,1247.393
6847,5774,6587,16379,28740,5774,6587,16379,28740,57480,0
1223,26887,12429,9707,49023,26887,12429,9707,49023,98046,0
6869,4904,4845,11754,21503,4904,4845,11754,21503,43006,0
6532,1018,2050,134,3202,1018,2050,134,3202,6404,0
8606,58,11,0,69,58,11,0,69,138,0
5544,79583,115247,153823,348653,79583,115247,153823,348653,697306,0
2806,42068,72645,122468,237181,42068,72645,122468,237181,474362,0
1198,27839,14084,37863,79786,27839,14084,37863,79786,159572,0
1678,6092,10441,3391,19924,6092,10441,3391,19924,39848,0
5250,5210,13823,10336,29369,5210,13823,10336,29369,58738,0
506,368526,399191,314468,1082185,368526,399191,314468,1082185,2164370,0
4236,6485,3393,78,9956,6485,3393,78,9956,19912,0
6358,1833,321,2285,4439,1833,321,2285,4439,8878,0
9965,76154,47195,178064,301413,76154,47195,178064,301413,602826,0
5510,113051,237117,239433,589601,113051,237117,239433,589601,1179202,1191.467
5397,90831,140940,136195,367966,90831,140940,136195,367966,735932,0
6909,4651,2122,35084,41857,4651,2122,35084,41857,83714,0
5267,71857,214785,154933,441575,71857,214785,154933,441575,883150,0
9451,7221,56251,1366,64838,7221,56251,1366,64838,129676,0
9972,169072,208154,156131,533357,169072,208154,156131,533357,1066714,0
2662,11764,6315,2827,20906,11764,6315,2827,20906,41812,0
2052,25737,3173,2390,31300,25737,3173,2390,31300,62600,2.0584
5003,3588,6392,10078,20058,3588,6392,10078,20058,40116,0
3109,993,1832,1588,4413,993,1832,1588,4413,8826,0
2396,17013,73377,30479,120869,17013,73377,30479,120869,241738,0
1430,61594,78465,103128,243187,61594,78465,103128,243187,486374,0
9079,67524.5,84205.5,42576,194306,67524.5,84205.5,42576,194306,388612,777.4652
8613,3536,628,239,4403,3536,628,239,4403,8806,0
9962,827,1456,0,2283,827,1456,0,2283,4566,0
9453,34597,27591,185,62373,34597,27591,185,62373,124746,0
9569,26187,48110,35022,109319,26187,48110,35022,109319,218638,344.2073
9455,2535,4282,3787,10604,2535,4282,3787,10604,21208,0
2960,120,148,16,284,120,148,16,284,568,0
9961,165622,350823,168519,684964,165622,350823,168519,684964,1369928,0
8821,2255,1442,0,3697,2255,1442,0,3697,7394,0
6171,69921,86510,124933,281364,69921,86510,124933,281364,562728,0
990,23127,28842,30379,82348,23127,28842,30379,82348,164696,0
2054,3557,446,62,4065,3557,446,62,4065,8130,0
1963,28904,20426,8402,57732,28904,20426,8402,57732,115464,0
8045,192,400,358,950,192,400,358,950,1900,0
9963,3401,1767,163,5331,3401,1767,163,5331,10662,0
5251,20731,74234,55480,150445,20731,74234,55480,150445,300890,0
5666,195508,264859,129193,589560,195508,264859,129193,589560,1179120,310385.7316
3003,1053,143,232,1428,1053,143,232,1428,2856,0
5641,37242,42478,57657,137377,37242,42478,57657,137377,274754,32993.705
5547,55404,61525,110457,227386,55404,61525,110457,227386,454772,135336.6711
2941,11167,16976,17522,45665,11167,16976,17522,45665,91330,0
4700,15302,16565,10053,41920,15302,16565,10053,41920,83840,0
9953,12005,19444,5631,37080,12005,19444,5631,37080,74160,0
5667,117608,123582,246785,487975,117608,123582,246785,487975,975950,0
5004,289394.5,688546.5,762597,1740538,289394.5,688546.5,762597,1740538,3481076,802628.721299999
2850,933,1341,654,2928,933,1341,654,2928,5856,0
5347,151491,163825,309558,624874,151491,163825,309558,624874,1249748,0
2790,35475,131064,68751,235290,35475,131064,68751,235290,470580,0
5398,2318,4437,5560,12315,2318,4437,5560,12315,24630,0
5906,13554,18175,26941,58670,13554,18175,26941,58670,117340,0
6083,14011,9931,41632,65574,14011,9931,41632,65574,131148,0
1953,18996,476,12121,31593,18996,476,12121,31593,63186,0
6233,3520.5,3298.5,3731,10550,3520.5,3298.5,3731,10550,21100,0
2095,8482,2899,1704,13085,8482,2899,1704,13085,26170,0
1380,903,2321,3218,6442,903,2321,3218,6442,12884,0
1004,51455,86053,104608,242116,51455,86053,104608,242116,484232,51630.8845
1074,23933,17976,8078,49987,23933,17976,8078,49987,99974,0
2584,29817,90098,96968,216883,29817,90098,96968,216883,433766,0
8608,359,140,0,499,359,140,0,499,998,0
1624,28214,4949,14215,47378,28214,4949,14215,47378,94756,0
7367,24070,33914,19102,77086,24070,33914,19102,77086,154172,0
9457,9839,13772,4372,27983,9839,13772,4372,27983,55966,0
7017,73352,133155,212895,419402,73352,133155,212895,419402,838804,5242.8346
2215,20625,36909,32336,89870,20625,36909,32336,89870,179740,0
8610,27291,40560.5,2804,70655.5,27291,40560.5,2804,70655.5,141311,81.9703
3265,4786,4396,515,9697,4786,4396,515,9697,19394,0
3200,38509,3794,13417,55720,38509,3794,13417,55720,111440,0
5714,18429,119569,39857,177855,18429,119569,39857,177855,355710,0
1492,160064,180940,211195,552199,160064,180940,211195,552199,1104398,3047.6528
1090,10528,13318,26597,50443,10528,13318,26597,50443,100886,0
5162,17430,14803,24100,56333,17430,14803,24100,56333,112666,0
5197,9476,14226,10486,34188,9476,14226,10486,34188,68376,0
9463,221016,377801,139390,738207,221016,377801,139390,738207,1476414,46348.0485
2187,63333,75861,21332,160526,63333,75861,21332,160526,321052,0
4186,6024,1983,3269,11276,6024,1983,3269,11276,22552,0
5681,30391,23979,28217,82587,30391,23979,28217,82587,165174,0
8552,39171,32378,36696,108245,39171,32378,36696,108245,216490,0
9763,16712,23488,15783,55983,16712,23488,15783,55983,111966,0
5492,12163,22819,27464,62446,12163,22819,27464,62446,124892,0
6084,75587,98150,110354,284091,75587,98150,110354,284091,568182,0
5399,642109,1069265,1746736,3458110,642109,1069265,1746736,3458110,6916220,353962.3416
9862,61954,132183,64088,258225,61954,132183,64088,258225,516450,0
9013,57,28,638,723,57,28,638,723,1446,0
2561,27409,5939,10922,44270,27409,5939,10922,44270,88540,0
2820,7075,6427,385,13887,7075,6427,385,13887,27774,0
8839,1469,1367,0,2836,1469,1367,0,2836,5672,0
4502,268599,503697,318027,1090323,268599,503697,318027,1090323,2180646,350392.621899999
2471,99452,206134,25899,331485,99452,206134,25899,331485,662970,2747.6462
2238,21473,34879,24086,80438,21473,34879,24086,80438,160876,0
5348,20297,15528,29866,65691,20297,15528,29866,65691,131382,0
9466,21763,31927,23462,77152,21763,31927,23462,77152,154304,0
7563,1488,1828,755,4071,1488,1828,755,4071,8142,0
2690,46921,6070,30872,83863,46921,6070,30872,83863,167726,0
9764,13421,17399,13186,44006,13421,17399,13186,44006,88012,0
4011,67198,4660,32639,104497,67198,4660,32639,104497,208994,0
7492,1028306,1621232,1515778,4165316,1028306,1621232,1515778,4165316,8330632,617494.9491
5133,17192,16534,30102,63828,17192,16534,30102,63828,127656,0
4445,45540,20710,8894,75144,45540,20710,8894,75144,150288,0
5089,123869,193654,530378,847901,123869,193654,530378,847901,1695802,0
5551,251419,299233,502438,1053090,251419,299233,502438,1053090,2106180,22391.1054
5580,106129,111566,137683,355378,106129,111566,137683,355378,710756,0
6406,5876,19891.5,4951,30718.5,5876,19891.5,4951,30718.5,61437,2796.6524
5252,77422,171556,248653,497631,77422,171556,248653,497631,995262,917509.3931
9973,13491,12986,10329,36806,13491,12986,10329,36806,73612,0
6774,205978,275733,193266,674977,205978,275733,193266,674977,1349954,22056.5574
5725,9342,159441,23334,192117,9342,159441,23334,192117,384234,0
1096,40459,30260,59634,130353,40459,30260,59634,130353,260706,35724.8454
9674,77534,115167,135056,327757,77534,115167,135056,327757,655514,0
9467,1541,3943,123,5607,1541,3943,123,5607,11214,0
6212,987,61,16,1064,987,61,16,1064,2128,0
1954,155397,100477,59657,315531,155397,100477,59657,315531,631062,16778.2335
1903,12604,11878,20205,44687,12604,11878,20205,44687,89374,0
3805,153910,22533,103109,279552,153910,22533,103109,279552,559104,3027.6986
3806,66837,6026,28949,101812,66837,6026,28949,101812,203624,0
3807,146369,26232,138011,310612,146369,26232,138011,310612,621224,0
9020,19,1,0,20,19,1,0,20,40,0
6207,18551,1731,1193,21475,18551,1731,1193,21475,42950,0
7494,404036,343748,634416,1382200,404036,343748,634416,1382200,2764400,0
5520,571399,1038645,1076830,2686874,571399,1038645,1076830,2686874,5373748,870787.784599999
5090,10535,10719,17837,39091,10535,10719,17837,39091,78182,0
3271,577368,1865885,551884,2995137,577368,1865885,551884,2995137,5990274,187574.1392
9311,149504,208758,172081,530343,149504,208758,172081,530343,1060686,0
8484,41180,58471,48372,148023,41180,58471,48372,148023,296046,0
7909,672,124,0,796,672,124,0,796,1592,0
5420,179486,284877,736939,1201302,179486,284877,736939,1201302,2402604,3824.8406
5215,49463,99319,79547,228329,49463,99319,79547,228329,456658,0
6870,2226,2423,2756,7405,2226,2423,2756,7405,14810,0
6006,7061,7698,5920,20679,7061,7698,5920,20679,41358,0
3047,214779,183957,346297,745033,214779,183957,346297,745033,1490066,0
2420,310,97,203,610,310,97,203,610,1220,0
9966,83277,109027,76639,268943,83277,109027,76639,268943,537886,0
5091,23916,59500,112323,195739,23916,59500,112323,195739,391478,0
8822,182,71,0,253,182,71,0,253,506,0
5890,1287,2951,1127,5365,1287,2951,1127,5365,10730,0
8877,14403,13279,1291,28973,14403,13279,1291,28973,57946,0
2188,197789,145644,100586,444019,197789,145644,100586,444019,888038,0
7258,12568,32863,5209,50640,12568,32863,5209,50640,101280,0
5076,37828,41848,76480,156156,37828,41848,76480,156156,312312,0
5046,263201,339286,778016,1380503,263201,339286,778016,1380503,2761006,75322.4549
1512,230335.602609174,783043.310877208,722494.533482994,1735873.44696938,230335.602609174,783043.310877208,722494.533482994,1735873.44696938,3471746.89393875,42514.0900999999
1510,10806.3973908255,36737.1891227922,33896.4665170062,81440.0530306239,10806.3973908255,36737.1891227922,33896.4665170062,81440.0530306239,162880.106061248,0
5538,23020,19040,30674,72734,23020,19040,30674,72734,145468,0
3245,19970,11811,9840,41621,19970,11811,9840,41621,83242,0
1165,25071,3253,6729,35053,25071,3253,6729,35053,70106,0
3070,7063,31817,16876,55756,7063,31817,16876,55756,111512,0
1625,140239,93098,52937,286274,140239,93098,52937,286274,572548,83959.8348999999
5198,3816,6209,4321,14346,3816,6209,4321,14346,28692,0
2785,753,3666,642,5061,753,3666,642,5061,10122,0
9895,95996,113155,80969,290120,95996,113155,80969,290120,580240,24220.7837
5062,64561,68425,232488,365474,64561,68425,232488,365474,730948,0
9714,91305.5,138958.5,181915,412179,91305.5,138958.5,181915,412179,824358,44971.023
5350,19668,13162,41817,74647,19668,13162,41817,74647,149294,0
1679,31022,43047,22610,96679,31022,43047,22610,96679,193358,0
5227,1643,1349,2953,5945,1643,1349,2953,5945,11890,0
5092,85339,125542,197181,408062,85339,125542,197181,408062,816124,0
8047,2550,1795,814,5159,2550,1795,814,5159,10318,0
8564,30712,43681,24838,99231,30712,43681,24838,99231,198462,0
7439,404714,352984.5,942813,1700511.5,404714,352984.5,942813,1700511.5,3401023,0
2676,9588,1981,478,12047,9588,1981,478,12047,24094,0
5624,14340,12511,44523,71374,14340,12511,44523,71374,142748,0
8352,31507,11478,16531,59516,31507,11478,16531,59516,119032,0
3549,1530,11462,6389,19381,1530,11462,6389,19381,38762,0
3550,548,5367,2821,8736,548,5367,2821,8736,17472,0
1390,217251,278501,334167,829919,217251,278501,334167,829919,1659838,0
1045,26287,37928,67655,131870,26287,37928,67655,131870,263740,0
7330,371,357,27,755,371,357,27,755,1510,0
8431,3998,6643,2039,12680,3998,6643,2039,12680,25360,0
5581,43706,55631,95169,194506,43706,55631,95169,194506,389012,0
5323,6405,18746,13912,39063,6405,18746,13912,39063,78126,0
7791,14600.5,215879,33100,263579.5,14600.5,215879,33100,263579.5,527159,1167.4174
2351,512,1030,31,1573,512,1030,31,1573,3146,0
1003,10836,25213,32224,68273,10836,25213,32224,68273,136546,0
5472,2100,2570,4640,9310,2100,2570,4640,9310,18620,0
6961,86456,118402,202730,407588,86456,118402,202730,407588,815176,0
2449,10084,7441,175,17700,10084,7441,175,17700,35400,0
8048,57035,142583,102389,302007,57035,142583,102389,302007,604014,11.9197
5211,88800,238641,461404,788845,88800,238641,461404,788845,1577690,0
5093,117365,158408,374489,650262,117365,158408,374489,650262,1300524,0
5094,262325,327502,996706,1586533,262325,327502,996706,1586533,3173066,0
3048,149796,416268,244318,810382,149796,416268,244318,810382,1620764,0
3104,12824,76864,14260,103948,12824,76864,14260,103948,207896,0
5063,102868,110849,237595,451312,102868,110849,237595,451312,902624,2353.0464
2136,53835,50128,42673,146636,53835,50128,42673,146636,293272,96849.5408
6170,95507,146965,186765,429237,95507,146965,186765,429237,858474,0
4618,15926,13332,31016,60274,15926,13332,31016,60274,120548,0
6871,232388,305327,970859,1508574,232388,305327,970859,1508574,3017148,0
7910,21955.5,9407,5384,36746.5,21955.5,9407,5384,36746.5,73493,0
5464,39390,79903,122828,242121,39390,79903,122828,242121,484242,0
6235,6832,10071,2990,19893,6832,10071,2990,19893,39786,0
8553,161884,239549,189688,591121,161884,239549,189688,591121,1182242,0
3907,8867,710,7410,16987,8867,710,7410,16987,33974,0
5163,14711,34359,96818,145888,14711,34359,96818,145888,291776,0
2304,116323,88806,86598,291727,116323,88806,86598,291727,583454,0
5401,16549,13979,21527,52055,16549,13979,21527,52055,104110,0
2352,82756,259437,115423,457616,82756,259437,115423,457616,915232,0
2217,163036,185420,106733,455189,163036,185420,106733,455189,910378,0
2219,399229,424140,295504,1118873,399229,424140,295504,1118873,2237746,226814.2171
2145,163498,101029,76943,341470,163498,101029,76943,341470,682940,52329.4314
2220,175821,126683,80298,382802,175821,126683,80298,382802,765604,0
4513,544,5004,669,6217,544,5004,669,6217,12434,0
1215,681227,1079851,668411,2429489,681227,1079851,668411,2429489,4858978,66194.6394999999
4515,604954,1248150,1261713,3114817,604954,1248150,1261713,3114817,6229634,393486.010999999
1127,3288239,6922777,7163476,17374492,3288239,6922777,7163476,17374492,34748984,5193617.55760001
1006,337748,660489,1219754,2217991,337748,660489,1219754,2217991,4435982,257661.9974
7835,35248.5,13050,6219.1,54517.6,35248.5,13050,6219.1,54517.6,109035.2,0
9940,88733,206903,81516,377152,88733,206903,81516,377152,754304,0
6800,283122.5,405197,771774,1460093.5,283122.5,405197,771774,1460093.5,2920187,82687.0863000001
5402,3880,9528,2030,15438,3880,9528,2030,15438,30876,0
9620,63122,96288,133976,293386,63122,96288,133976,293386,586772,0
5945,18893,15787,17604,52284,18893,15787,17604,52284,104568,0
2737,335297,186329,144710,666336,335297,186329,144710,666336,1332672,94558.3213999999
5112,1192030,1247759,4766294,7206083,1192030,1247759,4766294,7206083,14412166,1364885.5424
5095,331156,424657,771946,1527759,331156,424657,771946,1527759,3055518,16230.8559
7400,135128,221700,49938,406766,135128,221700,49938,406766,813532,0
2739,320223,448851,57226,826300,320223,448851,57226,826300,1652600,5656.728
2738,18235,26732,513,45480,18235,26732,513,45480,90960,0
2740,36596,27930,3858,68384,36596,27930,3858,68384,136768,0.7722
991,7813,8570,7282,23665,7813,8570,7282,23665,47330,0
2732,18648,25020,250845,294513,18648,25020,250845,294513,589026,0
5625,58958,114106,68882,241946,58958,114106,68882,241946,483892,0
2450,9612,12318,484,22414,9612,12318,484,22414,44828,0
8750,2133,4469,440,7042,2133,4469,440,7042,14084,0
9760,52454,78622,92877,223953,52454,78622,92877,223953,447906,0
1176,45101,46732,77318,169151,45101,46732,77318,169151,338302,0
4574,10891,4839,28896,44626,10891,4839,28896,44626,89252,0
9716,69662,116869,114741,301272,69662,116869,114741,301272,602544,0
7503,595,437,1469,2501,595,437,1469,2501,5002,0
6204,1537,208,154,1899,1537,208,154,1899,3798,0
1360,58866,163966,240924,463756,58866,163966,240924,463756,927512,80126.2647
1141,10043,11364,363,21770,10043,11364,363,21770,43540,0
1018,11043,12645,25,23713,11043,12645,25,23713,47426,0
2123,163859,333802,164503,662164,163859,333802,164503,662164,1324328,0
1282,16236,11826,6160,34222,16236,11826,6160,34222,68444,0
3501,6309,95443,10896,112648,6309,95443,10896,112648,225296,0
2435,1712,862,245,2819,1712,862,245,2819,5638,0
5253,104397,309163,202133,615693,104397,309163,202133,615693,1231386,0
9668,5447,4655,8963,19065,5447,4655,8963,19065,38130,0
2599,291060,845476,710989,1847525,291060,845476,710989,1847525,3695050,592449.860500001
8536,9778,14499,8813,33090,9778,14499,8813,33090,66180,0
5626,45521,44770.5,62095,152386.5,45521,44770.5,62095,152386.5,304773,0
1993,4868,295,585,5748,4868,295,585,5748,11496,0
2195,129226,235992,111279,476497,129226,235992,111279,476497,952994,326.0661
2239,81502,96885,120638,299025,81502,96885,120638,299025,598050,0
5130,33476,70351,102036,205863,33476,70351,102036,205863,411726,0
4304,19029,7270,57,26356,19029,7270,57,26356,52712,0
5254,13406,18166,20004,51576,13406,18166,20004,51576,103152,0
6216,36623,54543,12331,103497,36623,54543,12331,103497,206994,0
5894,20559,21062,30019,71640,20559,21062,30019,71640,143280,0
6237,9055,6698,7958,23711,9055,6698,7958,23711,47422,0
3018,29751,37364,59007,126122,29751,37364,59007,126122,252244,58269.0218
5876,306177,783343,222294,1311814,306177,783343,222294,1311814,2623628,69292.6488000001
1112,100856,190572,222307,513735,100856,190572,222307,513735,1027470,0
1381,2345,4116,11957,18418,2345,4116,11957,18418,36836,0
6027,46434,39978,397878,484290,46434,39978,397878,484290,968580,0
9968,4262,6466,17182,27910,4262,6466,17182,27910,55820,0
5403,8594,18942,14421,41957,8594,18942,14421,41957,83914,0
5693,394330,340554,369082,1103966,394330,340554,369082,1103966,2207932,0
8346,307585,375209,339193,1021987,307585,375209,339193,1021987,2043974,49521.0365
8345,315514,667281,512352,1495147,315514,667281,512352,1495147,2990294,65581.2023
3341,91339,103348,55046,249733,91339,103348,55046,249733,499466,4789.5719
5530,20052,2271,5474,27797,20052,2271,5474,27797,55594,0
6801,55384.5,112927,234924,403235.5,55384.5,112927,234924,403235.5,806471,0
2053,9942,18910,7955,36807,9942,18910,7955,36807,73614,0
2944,23704,51124,62393,137221,23704,51124,62393,137221,274442,0
5500,27351,55463,42386,125200,27351,55463,42386,125200,250400,0
8496,49640,45299,63627,158566,49640,45299,63627,158566,317132,0
7565,3243.5,3668,1999,8910.5,3243.5,3668,1999,8910.5,17821,0
7259,1234,2035,373,3642,1234,2035,373,3642,7284,0
9938,16848,23646,16602,57096,16848,23646,16602,57096,114192,0
7200,19963,20526,10556,51045,19963,20526,10556,51045,102090,0
5875,38714,49535,41159,129408,38714,49535,41159,129408,258816,0
2045,259,46,5,310,259,46,5,310,620,0
2779,15973,49101,42201,107275,15973,49101,42201,107275,214550,0
9251,21,11,0,32,21,11,0,32,64,0
5552,241127,195348,327407,763882,241127,195348,327407,763882,1527764,0
6872,343931,329568,731290,1404789,343931,329568,731290,1404789,2809578,0
1560,7321,5820,8414,21555,7321,5820,8414,21555,43110,0
9889,52247.5,42102.5,35007,129357,52247.5,42102.5,35007,129357,258714,0
8823,2135,831,0,2966,2135,831,0,2966,5932,0
3809,273731,264728,296481,834940,273731,264728,296481,834940,1669880,57113.8626000001
9789,92083,115841,115563,323487,92083,115841,115563,323487,646974,0
3449,41509,90497,14956,146962,41509,90497,14956,146962,293924,0
8049,76657.5,102275,32845,211777.5,76657.5,102275,32845,211777.5,423555,195.3658
2554,10648,2138,4719,17505,10648,2138,4719,17505,35010,0
6464,397,64,0,461,397,64,0,461,922,0
8514,46064,91071,48698,185833,46064,91071,48698,185833,371666,0
5268,1170922.5,4743478.5,2555981,8470382,1170922.5,4743478.5,2555981,8470382,16940764,2032097.2237
6810,74169,103568,151343,329080,74169,103568,151343,329080,658160,0
2603,5890,20703,10768,37361,5890,20703,10768,37361,74722,0
3230,294680,597556,215669,1107905,294680,597556,215669,1107905,2215810,687153.954899999
3231,1217498,2569956,973966,4761420,1217498,2569956,973966,4761420,9522840,1434465.3981
4012,4601,482,1675,6758,4601,482,1675,6758,13516,0
7932,230,2,477,709,230,2,477,709,1418,0
4187,12095,2340,3250,17685,12095,2340,3250,17685,35370,0
5081,109636,135076,226562,471274,109636,135076,226562,471274,942548,0
2240,76658,106003,107719,290380,76658,106003,107719,290380,580760,0
2892,14689,36187,27037,77913,14689,36187,27037,77913,155826,0
5006,40367,164882.5,84864,290113.5,40367,164882.5,84864,290113.5,580227,0
5886,88639,188483,301001,578123,88639,188483,301001,578123,1156246,252884.4371
8429,10583,11904,7143,29630,10583,11904,7143,29630,59260,0
5404,393465,680589,791636,1865690,393465,680589,791636,1865690,3731380,0
2190,128002,116353,48888,293243,128002,116353,48888,293243,586486,0
2191,67362,52481,29085,148928,67362,52481,29085,148928,297856,0
2697,36873,71515,84677,193065,36873,71515,84677,193065,386130,0
5096,46172,46038,221755,313965,46172,46038,221755,313965,627930,0
5064,723259,1220203,1491046,3434508,723259,1220203,1491046,3434508,6869016,783435.685800001
4715,89296,48127,148074,285497,89296,48127,148074,285497,570994,0
1437,185928,380204,795056,1361188,185928,380204,795056,1361188,2722376,0
1438,118163,162222,614566,894951,118163,162222,614566,894951,1789902,0
6074,28659,24756,60322,113737,28659,24756,60322,113737,227474,0
5687,120722,92924,269479,483125,120722,92924,269479,483125,966250,52223.0253
4175,278,86,631,995,278,86,631,995,1990,0
8050,219,111,333,663,219,111,333,663,1326,0
8618,2471,719,0,3190,2471,719,0,3190,6380,0
8051,42164.5,97771.5,46134,186070,42164.5,97771.5,46134,186070,372140,8162.0601
9023,8523,5517,3445,17485,8523,5517,3445,17485,34970,0
6812,201692,275937,337606,815235,201692,275937,337606,815235,1630470,312246.7911
6958,47214,87468,130656,265338,47214,87468,130656,265338,530676,0
7289,16144,20212,10090,46446,16144,20212,10090,46446,92892,435.2393
7006,2010,2225,1032,5267,2010,2225,1032,5267,10534,0
8807,40001,20833,18958,79792,40001,20833,18958,79792,159584,0
3623,150128,126363,138187,414678,150128,126363,138187,414678,829356,0
5702,4374,9163,2507,16044,4374,9163,2507,16044,32088,0
2222,21746,48789,12025,82560,21746,48789,12025,82560,165120,0
7290,13,26,1,40,13,26,1,40,80,0
2422,22168,1801,1303,25272,22168,1801,1303,25272,50544,0
4182,1424,379,1100,2903,1424,379,1100,2903,5806,0
7501,55801,34570,46557,136928,55801,34570,46557,136928,273856,0
3502,23,3196,186,3405,23,3196,186,3405,6810,0
4317,2759,1411,0,4170,2759,1411,0,4170,8340,0
1865,11028,5135,7133,23296,11028,5135,7133,23296,46592,0
7085,5876,8205,16005,30086,5876,8205,16005,30086,60172,0
5483,109769,300111,468283,878163,109769,300111,468283,878163,1756326,0
8500,117840,139094,35922,292856,117840,139094,35922,292856,585712,0
8565,64545,84752,67736,217033,64545,84752,67736,217033,434066,0
2945,22797,52949,30827,106573,22797,52949,30827,106573,213146,0
1975,4320,2277,1401,7998,4320,2277,1401,7998,15996,0
3176,132681,193535,287050,613266,132681,193535,287050,613266,1226532,0
6873,30006,40113,76819,146938,30006,40113,76819,146938,293876,0
2743,8240,1586,2560,12386,8240,1586,2560,12386,24772,0
2550,49279,13109,12506,74894,49279,13109,12506,74894,149788,8.8837
2549,73208,25948,23118,122274,73208,25948,23118,122274,244548,20206.869
9767,38318,54233,42823,135374,38318,54233,42823,135374,270748,0
9107,23700,50041,29288,103029,23700,50041,29288,103029,206058,0
2279,27750,60354,21691,109795,27750,60354,21691,109795,219590,0
2280,7059,9830,2018,18907,7059,9830,2018,18907,37814,0
5927,11743,11276,9584,32603,11743,11276,9584,32603,65206,0
6200,1212,998,441,2651,1212,998,441,2651,5302,0
1658,106867,183258,65115,355240,106867,183258,65115,355240,710480,6046.9445
7008,87113.5,148683,53207,289003.5,87113.5,148683,53207,289003.5,578007,309.6314
9791,22038,27432,22964,72434,22038,27432,22964,72434,144868,0
6913,93408,123246,176167,392821,93408,123246,176167,392821,785642,0
1395,208680,245597,113982,568259,208680,245597,113982,568259,1136518,0
1179,23999,32978,44454,101431,23999,32978,44454,101431,202862,0
4409,956,682,0,1638,956,682,0,1638,3276,0
5324,15216,25282.5,40390,80888.5,15216,25282.5,40390,80888.5,161777,0
2946,27523,99006,18714,145243,27523,99006,18714,145243,290486,0
5689,66067,46861,90077,203005,66067,46861,90077,203005,406010,0
4124,618,213,0,831,618,213,0,831,1662,0
3811,86090,9225,43823,139138,86090,9225,43823,139138,278276,0
2536,9990,839,1390,12219,9990,839,1390,12219,24438,0
3812,202047,20869,126243,349159,202047,20869,126243,349159,698318,0
4412,12803,9848,299,22950,12803,9848,299,22950,45900,0
992,14502,21434,15027,50963,14502,21434,15027,50963,101926,0
3680,31238,5414,9882,46534,31238,5414,9882,46534,93068,0
