NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0910 Entries & Exits,0910 interchanges
1440,57691,80015,459252,596958,57691,80015,459252,596958,1193916,7027
9878,16755,16055,13219,46029,16755,16055,13219,46029,92058,0
1129,18089,33177,41605,92871,18089,33177,41605,92871,185742,0
1016,34192,55751,11925,101868,34192,55751,11925,101868,203736,0
5142,802121,901367,8431560,10114588,802119,901354,8431637,10114651,20229239,193023
1441,23106,31943,180956,236005,23106,31943,180956,236005,472010,0
5164,131440,324896,209207,665543,131426,324841,209107,665374,1330917,10000
5007,149849,381867,200472,732188,149863,381922,200572,732357,1464545,37853
7292,2946,3917,1168,8031,2946,3917,1168,8031,16062,0
2186,44021,11225,5850,61096,44021,11225,5850,61096,122192,0
3542,210,3444,336,3990,210,3444,336,3990,7980,0
9112,10611,14734,3139,28484,10611,14734,3139,28484,56968,0
3815,122223,107422,113159,342804,122223,107422,113159,342804,685608,0
3899,1346227,2916865,1108181,5371273,1346227,2916865,1108181,5371273,10742546,1132759
3900,431366,376237,411216,1218819,431366,376237,411216,1218819,2437638,543432
9624,28801,18086,31944,78831,28801,18086,31944,78831,157662,0
9969,27392,21848,64219,113459,27392,21848,64219,113459,226918,0
9877,13230,12421,15098,40749,13230,12421,15098,40749,81498,0
1964,13311,8642,2736,24689,13311,8642,2736,24689,49378,0
2118,269226,495014,44335,808575,269226,495014,44335,808575,1617150,255644
6201,4477,2332,1863,8672,4477,2332,1863,8672,17344,0
9702,48310,38888,54093,141291,48310,38888,54093,141291,282582,0
4068,110898,50861,21879,183638,110898,50861,21879,183638,367276,8361
9769,23914,16461,21756,62131,23914,16461,21756,62131,124262,0
2640,47403,29131,13267,89801,47403,29131,13267,89801,179602,11901
9028,21814,12218,11722,45754,21814,12218,11722,45754,91508,0
9897,39212,30074,27150,96436,39212,30074,27150,96436,192872,0
1442,65872,51902,53926,171700,65872,51902,53926,171700,343400,0
8621,1332,861,57,2250,1332,861,57,2250,4500,0
5405,102472,132777,337542,572791,102472,132777,337542,572791,1145582,0
5406,69305,88811,222101,380217,69305,88811,222101,380217,760434,0
9704,2658,755,2136,5549,2658,755,2136,5549,11098,2893
9680,18864,14642,15637,49143,18864,14642,15637,49143,98286,0
3098,5851,10231,26352,42434,5851,10231,26352,42434,84868,0
5703,12856,81883,22761,117500,12856,81883,22761,117500,235000,15005
8359,58356,86321,35028,179705,58356,86321,35028,179705,359410,9132
2919,11444,32491,16256,60191,11444,32491,16256,60191,120382,0
7914,2278,379,115,2772,2278,379,115,2772,5544,0
5351,76184,100806,277929,454919,76184,100806,277929,454919,909838,0
5077,68079,72709,311625,452413,68101,72753,312266,453120,905533,42023
5047,110644,142509,573545,826698,110622,142466,572918,826006,1652704,27875
3820,136525,84968,115860,337353,136525,84968,115860,337353,674706,0
9795,77218,54499,104069,235786,77218,54499,104069,235786,471572,1572
8232,9179,8728,5710,23617,9179,8728,5710,23617,47234,0
3568,42,1593,191,1826,42,1593,191,1826,3652,0
2425,3805,349,92,4246,3805,349,92,4246,8492,0
6874,149610,168247,670951,988808,149610,168247,670951,988808,1977616,0
7447,289718,378761,280933,949412,289718,378761,280933,949412,1898824,0
539,52193,78149,68983,199325,52193,78149,68983,199325,398650,0
7469,155847,122380,414119,692346,155847,122380,414119,692346,1384692,0
5836,38253,34863,36204,109320,38253,34863,36204,109320,218640,0
2762,5111,14469,3186,22766,5111,14469,3186,22766,45532,0
5820,24,57,0,81,24,57,0,81,162,0
6664,50588,34938,49987,135513,50588,34938,49987,135513,271026,0
7051,2095,7264,6478,15837,2095,7264,6478,15837,31674,0
5097,8776,12908,17085,38769,8776,12908,17085,38769,77538,0
5143,2501726,5213233,10520496,18229841,2501740,5213259,10520720,18230104,36459945,1016250
9911,267736,162126,409597,839459,267736,162126,409597,839459,1678918,0
3004,24309,52361,39121,115791,24309,52361,39121,115791,231582,0
5144,109294,170301,506804,786399,109294,170301,506804,786399,1572798,271574
5008,8343,12923,11633,32899,8343,12923,11633,32899,65798,0
2947,4706,3976,8018,16700,4706,3976,8018,16700,33400,0
9707,8490,7849,8576,24915,8490,7849,8576,24915,49830,0
5199,254700,474838,730376,1459914,254700,474838,730376,1459914,2919828,390
7792,646,66,594,1306,646,66,594,1306,2612,0
2870,71600,124546,80045,276191,71600,124546,80045,276191,552382,1999
5352,89687,120482,316291,526460,89687,120482,316291,526460,1052920,0
1372,7078,11495,16293,34866,7078,11495,16293,34866,69732,0
2764,5679,6359,2350,14388,5679,6359,2350,14388,28776,0
6836,658907,779637,2028941,3467485,658907,779637,2028941,3467485,6934970,27873
5098,49243,40512,335350,425105,49243,40512,335350,425105,850210,0
4731,237410,469880,91979,799269,237410,469880,91979,799269,1598538,137492
3774,39057,38461,10972,88490,39057,38461,10972,88490,176980,0
2573,10890,2196,1192,14278,10890,2196,1192,14278,28556,0
5553,81321,54448,166635,302404,81321,54448,166635,302404,604808,0
6814,176787,197344,403554,777685,176787,197344,403554,777685,1555370,130809
5582,40547,65914,139797,246258,40547,65914,139797,246258,492516,0
5554,37791,87869,127080,252740,37791,87869,127080,252740,505480,0
2412,404719,933295,156838,1494852,404719,933295,156838,1494852,2989704,644343
1130,69856,101386,110598,281840,69856,101386,110598,281840,563680,0
7736,38710,24739,35250,98699,38710,24739,35250,98699,197398,0
6615,230748,328188,105497,664433,230748,328188,105497,664433,1328866,101554
5200,9503,15019,51548,76070,9503,15019,51548,76070,152140,0
5840,556,500,10,1066,556,500,10,1066,2132,0
5255,313506,599332,579409,1492247,313506,599332,579409,1492247,2984494,16274
5009,3559,7638,7233,18430,3559,7638,7233,18430,36860,0
5296,3193,2786,3895,9874,3193,2786,3895,9874,19748,0
6914,109926,136136,366759,612821,109926,136136,366759,612821,1225642,0
2823,16094,13955,15668,45717,16094,13955,15668,45717,91434,2640
3267,151463,384288,222612,758363,151463,384288,222612,758363,1516726,6984
5353,14986,18115,43900,77001,14986,18115,43900,77001,154002,0
4449,17446,8249,2460,28155,17446,8249,2460,28155,56310,0
5099,89020,108204,343077,540301,89020,108204,343077,540301,1080602,0
5583,112118,88021,185115,385254,112118,88021,185115,385254,770508,0
3031,15591,40701,36693,92985,15591,40701,36693,92985,185970,0
2745,167983,99823,101176,368982,167983,99823,101176,368982,737964,0
546,25639,71746,103959,201344,25639,71746,103959,201344,402688,0
5319,11181,21113,31750,64044,11181,21113,31750,64044,128088,0
5879,60806,88163,47075,196044,60806,88163,47075,196044,392088,0
2556,11443,2488,2463,16394,11443,2488,2463,16394,32788,0
8233,18111,2783,12861,33755,18111,2783,12861,33755,67510,1318
4365,20450,24112,14344,58906,20450,24112,14344,58906,117812,0
3785,611,234,0,845,611,234,0,845,1690,0
5121,307338,484120,1651440,2440519,307347,484144,1651551,2440662,4881181,1788
6850,58687,144170,127625,330482,58687,144170,127625,330482,660964,0
5555,21104,20245,47602,88951,21104,20245,47602,88951,177902,0
2653,2762,531,67,3360,2762,531,67,3360,6720,0
5301,24168,18801,76150,119119,24168,18801,76150,119119,238238,0
5595,2190573,2233965,4454866,8879404,2190573,2233965,4454866,8879404,17758808,20520598
6926,57964,87539,186299,331802,57964,87539,186299,331802,663604,2
4069,1685,849,0,2534,1685,849,0,2534,5068,0
9792,88539,67428,96308,252275,88539,67428,96308,252275,504550,0
4593,513,215,275,1003,513,215,275,1003,2006,0
5556,62859,65402,163483,291744,62859,65402,163483,291744,583488,0
6274,32511,68377,1537,102425,32511,68377,1537,102425,204850,0
9718,14169,11995,10029,36193,14169,11995,10029,36193,72386,0
2795,61,78,0,139,61,78,0,139,278,0
3202,93009,17201,70704,180914,93009,17201,70704,180914,361828,0
2574,68033,38902,10994,117929,68033,38902,10994,117929,235858,0
5048,77269,112188,365893,555350,77269,112188,365893,555350,1110700,0
4070,7712,2528,31,10271,7712,2528,31,10271,20542,0
9855,73058,60253,59947,193258,73058,60253,59947,193258,386516,0
9747,11517,8689,6511,26717,11517,8689,6511,26717,53434,0
9752,75420,71060,102130,248610,75420,71060,102130,248610,497220,0
9762,50377,44831,67270,162478,50377,44831,67270,162478,324956,0
5557,75449,81091,124692,281232,75449,81091,124692,281232,562464,0
4616,13744,16084,19742,49570,13744,16084,19742,49570,99140,0
3828,44976,28839,23131,96946,44976,28839,23131,96946,193892,0
6861,295488,678521,1135779,2109788,295402,678295,1135137,2108834,4218622,390171
6853,39025,68198,89741,196964,39111,68424,90383,197918,394882,0
9882,30376,12404,22540,65320,30376,12404,22540,65320,130640,0
6349,15084,3263,4927,23274,15084,3263,4927,23274,46548,0
5457,13317,22995,29811,66123,13317,22995,29811,66123,132246,0
2562,29427,7411,3179,40017,29427,7411,3179,40017,80034,0
4876,11083,10579,9869,31531,11083,10579,9869,31531,63062,20
2451,46037,77569,14010,137616,46037,77569,14010,137616,275232,3554
3005,107,525,286,918,107,525,286,918,1836,0
7515,898,91,440,1429,898,91,440,1429,2858,0
1227,37924,44056,24845,106825,37924,44056,24845,106825,213650,0
6488,11329,14401,13734,39464,11329,14401,13734,39464,78928,0
8708,1348,696,0,2044,1348,696,0,2044,4088,0
8470,27254,8821,29281,65356,27254,8821,29281,65356,130712,0
3624,293696,385141,164640,843477,293696,385141,164640,843477,1686954,0
2486,3933,7654,1997,13584,3933,7654,1997,13584,27168,0
5458,9125,30967,12914,53006,9125,30967,12914,53006,106012,0
3019,19612,31281,44226,95119,19612,31281,44226,95119,190238,0
5336,2383,2331,13385,18099,2383,2331,13385,18099,36198,0
3570,5,16,0,21,5,16,0,21,42,0
5821,370,3596,116,4082,370,3596,116,4082,8164,0
7504,10159,24967,3226,38352,10159,24967,3226,38352,76704,0
1847,13048,31656,12982,57686,13048,31656,12982,57686,115372,0
9627,40514,22806,32868,96188,40514,22806,32868,96188,192376,0
2049,6672,221,5250,12143,6672,221,5250,12143,24286,0
8824,673,466,0,1139,673,466,0,1139,2278,0
8825,4605,1535,0,6140,4605,1535,0,6140,12280,0
3905,54331,37249,48281,139861,54331,37249,48281,139861,279722,0
1143,26727,47689,58542,132958,26727,47689,58542,132958,265916,0
4617,14207,24097,4190,42494,14207,24097,4190,42494,84988,0
5896,157754,172041,80981,410776,157754,172041,80981,410776,821552,0
8056,24199,31215,44236,99650,24199,31215,44236,99650,199300,0
8505,15042,6992,16747,38781,15042,6992,16747,38781,77562,0
5408,115635,190246,404454,710335,115635,190246,404454,710335,1420670,0
1030,514085,1068221,821450,2403756,514085,1068221,821450,2403756,4807512,153496
5409,3416,4850,9366,17632,3416,4850,9366,17632,35264,0
9185,22256,37040,16650,75946,22256,37040,16650,75946,151892,0
4639,62397,101727,166089,330213,62397,101727,166089,330213,660426,0
9970,20971,21815,54573,97359,20971,21815,54573,97359,194718,0
7579,16591,10754,16342,43687,16591,10754,16342,43687,87374,0
3634,18425,21104,8425,47954,18425,21104,8425,47954,95908,4719
5484,185513,384504,339843,909860,185513,384504,339843,909860,1819720,5298
5100,87610,112250,433202,633062,87610,112250,433202,633062,1266124,0
5754,3035,14400,957,18392,3035,14400,957,18392,36784,0
6837,2658,2310,10779,15747,2658,2310,10779,15747,31494,0
2225,67881,86726,57480,212087,67881,86726,57480,212087,424174,0
1874,6932,15023,1364,23319,6932,15023,1364,23319,46638,0
1243,321686,539556,156031,1017273,321686,539556,156031,1017273,2034546,902413
5832,8913,38378,2591,49882,8913,38378,2591,49882,99764,0
6007,9326,46656,13393,69375,9326,46656,13393,69375,138750,0
8826,3440,2470,0,5910,3440,2470,0,5910,11820,2567
4312,7218,1660,2352,11230,7218,1660,2352,11230,22460,0
1519,70807,112642,281126,464575,70807,112642,281126,464575,929150,0
9778,26088,22851,35629,84568,26088,22851,35629,84568,169136,0
5078,47744,45398,182968,276110,47744,45398,182968,276110,552220,0
7295,31987,49205,4426,85618,31987,49205,4426,85618,171236,0
1822,5327,6016,644,11987,5327,6016,644,11987,23974,0
9628,23006,17108,17428,57542,23006,17108,17428,57542,115084,0
8473,73145,60652,74501,208298,73145,60652,74501,208298,416596,0
8554,51506,47541,53832,152879,51506,47541,53832,152879,305758,0
9814,44022,32797,89582,166401,44022,32797,89582,166401,332802,0
9902,14236,25722,11909,51867,14236,25722,11909,51867,103734,0
9796,81037,56902,80123,218062,81037,56902,80123,218062,436124,0
2313,8285,10208,1431,19924,8285,10208,1431,19924,39848,0
7406,13041,15657,57101,85799,13041,15657,57101,85799,171598,0
5325,28434,44300,90169,162903,28434,44300,90169,162903,325806,0
5233,3216,6855,12062,22133,3216,6855,12062,22133,44266,0
6524,2544,7073,1631,11248,2544,7073,1631,11248,22496,0
5628,30542,51139,52402,134083,30542,51139,52402,134083,268166,0
9943,136828,237980,161356,536164,136828,237980,161356,536164,1072328,0
5356,143434,167363,502926,813723,143434,167363,502926,813723,1627446,202810
2305,11729,12966,1989,26684,11729,12966,1989,26684,53368,0
6008,74242,68346,159502,302090,74242,68346,159502,302090,604180,0
3107,5292,3748,18573,27613,5292,3748,18573,27613,55226,0
8625,531,330,0,861,531,330,0,861,1722,0
9721,38464,44659,28108,111231,38464,44659,28108,111231,222462,651
9121,41122,53637,19069,113828,41122,53637,19069,113828,227656,0
9218,10815,7259,5370,23444,10815,7259,5370,23444,46888,0
5201,7093,7229,4841,19163,7093,7229,4841,19163,38326,0
3981,6729,3922,695,11346,6729,3922,695,11346,22692,0
3738,59058,69365,26203,154626,59058,69365,26203,154626,309252,0
4147,550,148,0,698,550,148,0,698,1396,0
7440,18797,21981,104494,145272,18797,21981,104494,145272,290544,0
2777,16945,37982,53181,108108,16945,37982,53181,108108,216216,0
9135,38862,41223,43804,123889,38862,41223,43804,123889,247778,0
8711,1596,427,0,2023,1596,427,0,2023,4046,0
9790,14332,13877,10436,38645,14332,13877,10436,38645,77290,0
9415,52129,56155,83847,192131,52129,56155,83847,192131,384262,0
9992,133721,88961,135276,357958,133721,88961,135276,357958,715916,59050
9864,35546,34159,88233,157938,35546,34159,88233,157938,315876,0
9483,27159,24636,28677,80472,27159,24636,28677,80472,160944,0
2077,7678,891,1687,10256,7678,891,1687,10256,20512,0
1429,75406,133365,668885,877656,75406,133365,668885,877656,1755312,0
1957,9801,7750,1695,19246,9801,7750,1695,19246,38492,0
8628,598,477,29,1104,598,477,29,1104,2208,0
7915,3273,905,1507,5685,3273,905,1507,5685,11370,0
3797,15003,6658,10603,32264,15003,6658,10603,32264,64528,0
4519,1183,1279,1370,3832,1183,1279,1370,3832,7664,0
7877,331091,618503,132620,1082214,331091,618503,132620,1082214,2164428,278293
6729,1663,881,2200,4744,1663,881,2200,4744,9488,0
7211,5068,14492,312,19872,5068,14492,312,19872,39744,0
5101,275734,410290,830811,1516835,275734,410290,830811,1516835,3033670,307271
8420,21774,27902,23572,73248,21774,27902,23572,73248,146496,0
2576,57962,47612,22825,128399,57962,47612,22825,128399,256798,0
5668,51291,51772,52668,155731,51291,51772,52668,155731,311462,0
2770,22148,40400,38516,101064,22148,40400,38516,101064,202128,0
3408,23904,146856,29701,200461,23904,146856,29701,200461,400922,0
3409,3060,52796,1332,57188,3060,52796,1332,57188,114376,0
5011,40043,97066,104618,241727,40043,97066,104618,241727,483454,0
5942,3418,4479,3459,11356,3418,4479,3459,11356,22712,0
2877,1837,6233,7801,15871,1837,6233,7801,15871,31742,0
2963,29810,86672,33681,150163,29810,86685,33697,150192,300355,0
5412,51545,86917,67990,206452,50823,85341,66141,202305,408757,76972
2480,3205,1232,799,5236,3205,1232,799,5236,10472,0
8441,10844,7479,5729,24052,10844,7479,5729,24052,48104,0
2306,4169,12671,410,17250,4169,12671,410,17250,34500,0
8432,24036,24984,14023,63043,24036,24984,14023,63043,126086,0
3052,43384,40554,59562,143500,43384,40554,59562,143500,287000,0
3060,3271,1589,5422,10282,3271,1589,5422,10282,20564,0
5421,296135,367757,944066,1607958,296135,367757,944066,1607958,3215916,70384
2103,3543,819,0,4362,3543,819,0,4362,8724,0
2855,11,26,211,248,11,26,211,248,496,0
5145,73074,112852,199929,385855,73074,112852,199929,385855,771710,0
1823,460893,867040,237996,1565929,460893,867040,237996,1565929,3131858,409261
7212,6722,9669,1543,17934,6722,9669,1543,17934,35868,0
2652,2046,5238,4980,12264,2046,5238,4980,12264,24528,0
3579,1722,3867,5248,10837,1722,3867,5248,10837,21674,0
8326,163733,262791,209048,635572,163733,262791,209048,635572,1271144,0
3030,226703,526020,509407,1262130,226703,526020,509407,1262130,2524260,162078
5753,34875,66710,34073,135658,34875,66710,34073,135658,271316,0
5502,1535,1791,1768,5094,1535,1791,1768,5094,10188,0
3901,14823,11570,4111,30504,14823,11570,4111,30504,61008,0
3830,19686,12583,8079,40348,19686,12583,8079,40348,80696,0
3861,6408,3405,1661,11474,6408,3405,1661,11474,22948,0
8632,21462,15379,3321,40162,21462,15379,3321,40162,80324,8172
7897,5931,785,2537,9253,5931,785,2537,9253,18506,0
2893,9955,21096,19998,51049,9955,21096,19998,51049,102098,0
2765,10383,26256,19989,56628,10383,26256,19989,56628,113256,0
7348,64306,135266,70045,269617,64306,135266,70045,269617,539234,0
3588,357,1021,1384,2762,357,1021,1384,2762,5524,0
6781,6437,5185,3469,15091,6437,5185,3469,15091,30182,0
4188,455,295,282,1032,455,295,282,1032,2064,0
5036,42,31,241,314,42,31,241,314,628,0
2538,146,45,0,191,146,45,0,191,382,0
2452,1443,664,-2,2105,1443,664,-2,2105,4210,0
6417,498763,852342,486971,1838076,498763,852342,486971,1838076,3676152,712359
5961,75732,138085,19321,233138,75732,138085,19321,233138,466276,224
5962,14000,21074,3226,38300,14000,21074,3226,38300,76600,2
6690,20737,12434,9642,42813,20737,12434,9642,42813,85626,0
5357,101592,182844,249487,533923,102315,184420,251320,538055,1071978,63088
5297,73,236,596,905,73,236,596,905,1810,0
5413,8025,11396,35579,55000,8025,11396,35579,55000,110000,0
4525,56491,111120,134004,301615,56491,111120,134004,301615,603230,0
2766,592,2031,0,2623,592,2031,0,2623,5246,0
5033,106119,208275,102633,417027,106119,208275,102633,417027,834054,118409
6901,12427,21861,30522,64810,12427,21861,30522,64810,129620,0
4436,769,115,0,884,769,115,0,884,1768,722
7055,43992,87326,48698,180016,43992,87326,48698,180016,360032,0
3099,5168,8759,19849,33776,5168,8759,19849,33776,67552,0
6000,27043,21971,120109,169123,27043,21971,120109,169123,338246,0
9317,19587,15006,19329,53922,19587,15006,19329,53922,107844,0
8057,27806,50759,32275,110840,27806,50759,32275,110840,221680,0
1994,4226,269,1942,6437,4226,269,1942,6437,12874,0
4878,141360,39566,54965,235891,141360,39566,54965,235891,471782,54380
6616,30266,17829,9181,57276,30266,17829,9181,57276,114552,0
9994,68964,50862,58244,178070,68964,50862,58244,178070,356140,0
9967,10981,10646,7919,29546,10981,10646,7919,29546,59092,0
9757,30332,27500,27638,85470,30332,27500,27638,85470,170940,0
9993,40245,37291,35296,112832,40245,37291,35296,112832,225664,0
1040,19770,15001,34258,69029,19770,15001,34258,69029,138058,0
1212,34133,59901,54525,148559,34133,59901,54525,148559,297118,0
1691,9369,6065,4761,20195,9369,6065,4761,20195,40390,0
8681,258,52,0,310,258,52,0,310,620,0
9906,16798,12685,7568,37051,16798,12685,7568,37051,74102,0
7027,3554,2625,5975,12154,3554,2625,5975,12154,24308,0
9866,115172,94540,158181,367893,115172,94540,158181,367893,735786,110463
9868,68352,65304,44296,177952,68352,65304,44296,177952,355904,0
9622,22159,18026,15540,55725,22159,18026,15540,55725,111450,0
9490,26093,143124,4108,173325,26093,143124,4108,173325,346650,47
5034,3901,7723,9221,20845,3901,7723,9221,20845,41690,0
9397,11035,86274,62179,159488,11035,86274,62179,159488,318976,0
8713,72389,133359,42612,248360,72389,133359,42612,248360,496720,0
5944,3278,4459,3071,10808,3278,4459,3071,10808,21616,0
8682,160,37,0,197,160,37,0,197,394,0
9039,252334,477585,102186,832105,252334,477585,102186,832105,1664210,58921
9186,79145,121511,99904,300560,79145,121511,99904,300560,601120,0
9187,30784,35163,36718,102665,30784,35163,36718,102665,205330,0
8763,5677,6829,212,12718,5677,6829,212,12718,25436,0
9492,14060,11635,13458,39153,14060,11635,13458,39153,78306,0
8642,169,75,0,244,169,75,0,244,488,0
7744,52,59,1045,1156,52,59,1045,1156,2312,0
5102,6001,5579,47164,58744,6001,5579,47164,58744,117488,0
7745,265599,612647,147470,1025716,265599,612647,147470,1025716,2051432,3203
5282,68439,125790,134166,328395,68439,125790,134166,328395,656790,0
8905,154155,47400,56207,257762,154155,47400,56207,257762,515524,0
4455,6688,1408,2348,10444,6688,1408,2348,10444,20888,0
7916,28845,15828,10087,54760,28845,15828,10087,54760,109520,0
3190,332522,468844,808935,1610301,332522,468844,808935,1610301,3220602,63426
2292,50694,105186,41307,197187,50694,105186,41307,197187,394374,30949
5694,75895,83806,82868,242569,75895,83806,82868,242569,485138,0
5584,431819,483151,1520575,2435545,431819,483151,1520575,2435545,4871090,0
5414,25829,23014,136118,184961,25829,23014,136118,184961,369922,0
4520,3672,10971,3146,17789,3672,10971,3146,17789,35578,0
5355,1650446,2685560,5605864,9941870,1649918,2684986,5604469,9939373,19881243,7120189
2949,33535,60456,42337,136328,33535,60456,42337,136328,272656,0
5358,144598,170498,467909,783005,144598,170498,467909,783005,1566010,0
5234,3223,3097,4079,10399,3223,3097,4079,10399,20798,0
8472,28963,30773,59945,119681,28963,30773,59945,119681,239362,0
5486,103559,188819,354081,646459,103559,188819,354081,646459,1292918,0
9793,147199,107830,172946,427975,147199,107830,172946,427975,855950,0
5134,7237,10366,37235,54838,7237,10366,37235,54838,109676,0
1901,31038,54847,5321,91206,31038,54847,5321,91206,182412,44414
7471,49501,47037,56117,152655,49501,47037,56117,152655,305310,0
5283,26963,37471,98670,163104,26963,37471,98670,163104,326208,0
5448,197050,789542,699399,1685991,197050,789542,699399,1685991,3371982,52415
3795,35621,26640,23623,85884,35621,26640,23623,85884,171768,0
9894,60768,44265,99070,204103,60768,44265,99070,204103,408206,0
2128,60389,125813,48295,234497,60389,125813,48295,234497,468994,0
5899,208362,249574,260044,717980,208362,249574,260044,717980,1435960,105225
8114,250,90,350,690,250,90,350,690,1380,0
5566,35615,48867,57689,142171,35615,48867,57689,142171,284342,25036
9915,21886,82128,12959,116973,21886,82128,12959,116973,233946,0
2950,13435,25176,17533,56144,13435,25176,17533,56144,112288,0
7370,616,85,197,898,616,85,197,898,1796,0
2227,12195,51016,12477,75688,12195,51016,12477,75688,151376,0
2824,11443,19628,806,31877,11443,19628,806,31877,63754,0
5056,44171,55669,146105,245945,44171,55669,146105,245945,491890,0
5473,16405,33804,45256,95465,16870,35107,47537,99514,194979,6868
5359,20200,39169,79823,139192,19735,37866,77543,135144,274336,2891
2169,14460,29877,6963,51300,14460,29877,6963,51300,102600,24213
9328,1999731,5981965,1674533,9656229,1999731,5981965,1674533,9656229,19312458,688941
9395,99694,51222,74979,225895,99694,51222,74979,225895,451790,0
6941,96779,218434,591576,906789,96779,218434,591576,906789,1813578,15014
5642,34155,39308,64557,138020,34155,39308,64557,138020,276040,14608
5822,996,9828,605,11429,996,9828,605,11429,22858,0
5669,285743,357901,392829,1036473,285743,357901,392829,1036473,2072946,0
7918,1481,384,3690,5555,1481,384,3690,5555,11110,0
5246,213238,306292,1037303,1555668,213238,306293,1037287,1555655,3111323,22815
8977,47695,74665,14104,136464,47695,74665,14104,136464,272928,0
2121,80642,38038,14458,133138,80642,38038,14458,133138,266276,285
5049,66337,79931,331710,477978,66337,79931,331710,477978,955956,0
5135,91503,112377,363896,567776,91503,112377,363896,567776,1135552,0
7349,14410,10641,5363,30414,14410,10641,5363,30414,60828,0
6667,22079,22129,19106,63314,22079,22129,19106,63314,126628,0
6832,18464,14529,49478,82471,18464,14529,49478,82471,164942,0
1542,238814,475588,798192,1512594,238814,475588,798192,1512594,3025188,0
5103,186169,220446,626152,1032767,186169,220446,626152,1032767,2065534,0
6238,75,3,5,83,75,3,5,83,166,0
7068,183569,288018,318387,789974,183569,288018,318387,789974,1579948,203566
7473,8487,5005,22066,35558,8487,5005,22066,35558,71116,0
5257,44771,78195,66245,189211,44771,78195,66245,189211,378422,0
6010,97000,118013,395779,610792,96996,117988,395533,610517,1221309,7113
6815,72048,94096,211002,377146,72048,94096,211002,377146,754292,0
6959,110009,167749,423274,701032,110013,167773,423520,701306,1402338,0
2747,1389,1773,697,3859,1389,1773,697,3859,7718,0
5360,464640,507326,804742,1776708,464640,507326,804742,1776708,3553416,190239
5361,8721,8244,16993,33958,8721,8244,16993,33958,67916,0
1041,77015,108531,102268,287814,77015,108531,102268,287814,575628,0
5459,9926,13153,33131,56210,9926,13153,33131,56210,112420,0
5104,55075,77365,201543,333983,55075,77365,201543,333983,667966,0
5558,119931,121317,270306,511554,119931,121317,270306,511554,1023108,0
6004,37405,27643,135811,200859,37405,27643,135811,200859,401718,0
5217,13195,30330,67718,111243,13195,30330,67718,111243,222486,0
1444,1944108,8691666,4376359,15036371,1943248,8689877,4374363,15031721,30068092,1409826
2080,15375,6017,2960,24352,15375,6017,2960,24352,48704,0
4740,21918,64694,15177,101789,21918,64694,15177,101789,203578,109
5415,58998,40096,115128,214222,58998,40096,115128,214222,428444,0
5586,111791,127351,305274,544416,111791,127351,305274,544416,1088832,0
5755,116028,525334,114781,756143,116028,525334,114781,756143,1512286,37824
3410,161420,845256,69717,1076393,161420,845256,69717,1076393,2152786,593759
3414,9334,34698,7712,51744,9334,34698,7712,51744,103488,0
9914,169658,200674,156786,527118,169658,200674,156786,527118,1054236,0
5756,45842,279967,35652,361461,45842,279967,35652,361461,722922,0
5760,1793,5186,938,7917,1793,5186,938,7917,15834,0
5065,11552,15269,47050,73871,11552,15269,47050,73871,147742,0
2951,3468,14585,9266,27319,3468,14585,9266,27319,54638,0
4416,15201,4408,1180,20789,15201,4408,1180,20789,41578,0
2780,1338,2734,1344,5416,1338,2734,1344,5416,10832,0
9452,7721,5674,4714,18109,7721,5674,4714,18109,36218,0
3873,6651,2697,5147,14495,6651,2697,5147,14495,28990,0
5137,83647,72108,309103,464858,83647,72108,309103,464858,929716,0
9930,78894,113397,66966,259257,78894,113397,66966,259257,518514,22305
9931,128752,214595,153225,496572,128752,214595,153225,496572,993144,3722
8726,68,34,0,102,68,34,0,102,204,0
5337,111496,296147,109053,516696,111496,296147,109053,516696,1033392,0
3508,2787,37731,5427,45945,2787,37731,5427,45945,91890,0
3591,6580,53781,10038,70399,6580,53781,10038,70399,140798,0
6875,6800,5021,31583,43404,6800,5021,31583,43404,86808,0
5900,254707,286504,214335,755546,254707,286504,214335,755546,1511092,121186
5521,368421,409419,590780,1368620,368421,409419,590780,1368620,2737240,5291
5688,34417,44199,98051,176667,34417,44199,98051,176667,353334,0
5643,99642,102242,181955,383839,99642,102242,181955,383839,767678,0
5545,191968,226716,354544,773228,191968,226716,354544,773228,1546456,326
5105,16556,23754,61125,101435,16556,23754,61125,101435,202870,0
2811,2898,9413,5971,18282,2898,9413,5971,18282,36564,0
577,64121,54172,632350,746063,64121,54172,632403,746116,1492179,80371
9245,10655,8611,3533,22799,10655,8611,3533,22799,45598,0
5167,102580,234064,396054,732698,102580,234064,396054,732698,1465396,34643
5493,1019,377,1780,3176,1019,377,1780,3176,6352,0
2126,141632,161236,113369,416237,141632,161236,113369,416237,832474,0
8637,1144,1507,744,3395,1144,1507,744,3395,6790,0
8544,15875,18744,2444,37063,15875,18744,2444,37063,74126,0
7214,28223,56278,10567,95068,28223,56278,10567,95068,190136,0
5559,385654,442401,737266,1565321,385654,442401,737266,1565321,3130642,0
7490,1385601,1222347,4945224,7546853,1385601,1222347,4945172,7546802,15093655,194400
5808,7632,18451,3941,30024,7632,18451,3941,30024,60048,0
1377,1518,4098,2174,7790,1518,4098,2174,7790,15580,0
