NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,Interchanges
1016,39280,71305,16360,126945,39280,71305,16360,126945,253890,
5142,937090,983908,8190356,10111354,937090,983908,8190356,10111354,20222708,440052.6619
1441,194970,308040,389311,892321,194970,308040,389311,892321,1784642,72866.7198
5164,126189,270318,191038,587545,126189,270318,191038,587545,1175090,22550.0585
5007,188878,571104,306033,1066015,188878,571104,306033,1066015,2132030,102762.1028
7292,3465,3397,1225,8087,3465,3397,1225,8087,16174,
2186,47747,2382,6528,56657,47747,2382,6528,56657,113314,
3542,684,102210,475,103369,684,102210,475,103369,206738,
9112,11173,15113,4599,30885,11173,15113,4599,30885,61770,
3815,213278,33956,149457,396691,213278,33956,149457,396691,793382,
3899,2283783,2168482,1301534,5753799,2283783,2168482,1301534,5753799,11507598,1447924.4145
3900,723843,72445,448172,1244460,723843,72445,448172,1244460,2488920,657148.3899
9624,26085,19764,30132,75981,26085,19764,30132,75981,151962,
9969,27695,22806,64751,115252,27695,22806,64751,115252,230504,
9877,14667,16117,15583,46367,14667,16117,15583,46367,92734,
1964,14718,8052,3075,25845,14718,8052,3075,25845,51690,
2118,278562,561074,55063,894699,278562,561074,55063,894699,1789398,325849.5242
6201,4926,3499,2761,11186,4926,3499,2761,11186,22372,
9702,54820,49230,60084,164134,54820,49230,60084,164134,328268,
4068,112643,66279,31792,210714,112643,66279,31792,210714,421428,8223.8796
9769,27286,19487,20923,67696,27286,19487,20923,67696,135392,
2640,49793,31444,14416,95653,49793,31444,14416,95653,191306,9919.6925
9028,23939,16519,9891,50349,23939,16519,9891,50349,100698,
9897,46446,40191,37563,124200,46446,40191,37563,124200,248400,
1442,129240,187098,59119,375457,129240,187098,59119,375457,750914,
8621,1797,895,126,2818,1797,895,126,2818,5636,
5405,140042,143545,336405,619992,140042,143545,336405,619992,1239984,
5406,101053,100002,223495,424550,101053,100002,223495,424550,849100,
9704,3221,975,2577,6773,3221,975,2577,6773,13546,3113.1601
9680,21167,18343,16533,56043,21167,18343,16533,56043,112086,
3098,15201,17225,29755,62181,15201,17225,29755,62181,124362,
5703,13302,96568,28286,138156,13302,96568,28286,138156,276312,29768.8794
8359,62714,87942,57720,208376,62714,87942,57720,208376,416752,11101.3762
2919,14112,42608,19785,76505,14112,42608,19785,76505,153010,
7914,2130,385,0,2515,2130,385,0,2515,5030,
5351,105198,101945,304843,511986,105198,101945,304843,511986,1023972,
5077,85836,75420,317056,478312,85836,75420,317056,478312,956624,65977.9151
5047,150344,192679,564779,907802,150344,192679,564779,907802,1815604,38403.286
3820,212355,40819,124530,377704,212355,40819,124530,377704,755408,
9795,85256,66339,111668,263263,85256,66339,111668,263263,526526,1490.9283
8232,9735,11010,5531,26276,9735,11010,5531,26276,52552,
3568,215,1440,28,1683,215,1440,28,1683,3366,
2425,4045,317,87,4449,4045,317,87,4449,8898,
6874,212005,253376,648950,1114331,212005,253376,648950,1114331,2228662,
7447,331137,468751,241383,1041271,331137,468751,241383,1041271,2082542,
539,145870,150273,62995,359138,145870,150273,62995,359138,718276,
7469,189384,129988,451523,770895,189384,129988,451523,770895,1541790,
5836,41524,34879,44354,120757,41524,34879,44354,120757,241514,
2762,4913,15193,1907,22013,4913,15193,1907,22013,44026,
5820,31,64,0,95,31,64,0,95,190,
6664,55066,38760,61273,155099,55066,38760,61273,155099,310198,
7051,2237,8079,8772,19088,2237,8079,8772,19088,38176,
5097,8517,10965,20228,39710,8517,10965,20228,39710,79420,
5143,2842713,5434878,10779182,19056773,2842713,5434878,10779182,19056773,38113546,1959288.7683
9911,327256,228667,467421,1023344,327256,228667,467421,1023344,2046688,
3004,26258,60757,39586,126601,26258,60757,39586,126601,253202,
5144,143001,197966,501857,842824,143001,197966,501857,842824,1685648,254427.225
5008,10281,13084,8998,32363,10281,13084,8998,32363,64726,
2947,4558,3733,11179,19470,4558,3733,11179,19470,38940,
9707,10019,8534,11213,29766,10019,8534,11213,29766,59532,
5199,261619,464953,704091,1430663,261619,464953,704091,1430663,2861326,711.0197
7792,624,90,1911,2625,624,90,1911,2625,5250,
2870,85502,144999,118730,349231,85502,144999,118730,349231,698462,3721.3262
5352,120978,118622,297186,536786,120978,118622,297186,536786,1073572,
1372,7998,10436,15016,33450,7998,10436,15016,33450,66900,
2764,6149,7630,1865,15644,6149,7630,1865,15644,31288,
6836,715287,835564,2387492,3938343,715287,835564,2387492,3938343,7876686,53886.101
5098,63369,40851,347901,452121,63369,40851,347901,452121,904242,
4731,249067,548669,110274,908010,249067,548669,110274,908010,1816020,211535.2015
3774,51295,35931,14512,101738,51295,35931,14512,101738,203476,
2573,14854,3361,2158,20373,14854,3361,2158,20373,40746,
5553,94683,61961,141892,298536,94683,61961,141892,298536,597072,
6814,211545,203526,443401,858472,211545,203526,443401,858472,1716944,146874.4575
5582,53304,71756,158177,283237,53304,71756,158177,283237,566474,
5554,68905,54565,135848,259318,68905,54565,135848,259318,518636,
2412,603743,700121,174859,1478723,603743,700121,174859,1478723,2957446,817924.557899999
1130,74605,114046,186406,375057,74605,114046,186406,375057,750114,
6615,210357,409926,125025,745308,210357,409926,125025,745308,1490616,183777.9578
7736,22144,38543,34043,94730,22144,38543,34043,94730,189460,
5200,9590,16170,50010,75770,9590,16170,50010,75770,151540,
5840,460,643,0,1103,460,643,0,1103,2206,
5255,326462,684691,583961,1595114,326462,684691,583961,1595114,3190228,29790.0721
5009,3788,8789,7697,20274,3788,8789,7697,20274,40548,
5296,3174,2983,3494,9651,3174,2983,3494,9651,19302,
6914,146156,180352,369380,695888,146156,180352,369380,695888,1391776,
2823,18764,15249,17564,51577,18764,15249,17564,51577,103154,1564.628
3267,150949,467344,259511,877804,150949,467344,259511,877804,1755608,2124.3102
5353,19687,19268,37670,76625,19687,19268,37670,76625,153250,
4449,19513,9804,3682,32999,19513,9804,3682,32999,65998,
5099,120202,128351,309498,558051,120202,128351,309498,558051,1116102,
5583,145017,123604,193790,462411,145017,123604,193790,462411,924822,
3031,16781,44448,40575,101804,16781,44448,40575,101804,203608,
2745,180698,119722,117827,418247,180698,119722,117827,418247,836494,
546,94073,112460,100109,306642,94073,112460,100109,306642,613284,
5879,68464,99281,54727,222472,68464,99281,54727,222472,444944,
5319,11802,27506,38460,77768,11802,27506,38460,77768,155536,
2556,15002,2629,3349,20980,15002,2629,3349,20980,41960,
8233,21997,1526,12930,36453,21997,1526,12930,36453,72906,753.167
4365,30823,13791,15013,59627,30823,13791,15013,59627,119254,
3785,578,337,0,915,578,337,0,915,1830,
5121,459520,555956,1787540,2803016,459520,555956,1787540,2803016,5606032,70.4091
6850,66154,159016,151163,376333,66154,159016,151163,376333,752666,
5555,26166,22319,44780,93265,26166,22319,44780,93265,186530,
2653,3031,663,0,3694,3031,663,0,3694,7388,
5301,40515,33274,84447,158236,40515,33274,84447,158236,316472,
5595,2728312,3192517,5037734,10958563,2728312,3192517,5037734,10958563,21917126,21539544.9243999
6926,107494,180935,292133,580562,107494,180935,292133,580562,1161124,2.2319
4069,2996,1225,10,4231,2996,1225,10,4231,8462,
9792,91821,73438,110164,275423,91821,73438,110164,275423,550846,
4593,696,516,73,1285,696,516,73,1285,2570,
5556,69113,73090,170302,312505,69113,73090,170302,312505,625010,
6274,37926,91562,2855,132343,37926,91562,2855,132343,264686,
9718,15455,16100,11850,43405,15455,16100,11850,43405,86810,
2795,19,76,153,248,19,76,153,248,496,
3202,118555,27990,88945,235490,118555,27990,88945,235490,470980,
2574,76505,43225,49632,169362,76505,43225,49632,169362,338724,
5048,116061,117556,318017,551634,116061,117556,318017,551634,1103268,
4070,8612,3779,0,12391,8612,3779,0,12391,24782,
9855,70763,64741,62644,198148,70763,64741,62644,198148,396296,
9747,11946,8903,6389,27238,11946,8903,6389,27238,54476,
9752,99510,95200,126579,321289,99510,95200,126579,321289,642578,
9762,52095,50145,69446,171686,52095,50145,69446,171686,343372,
5557,84283,90858,120415,295556,84283,90858,120415,295556,591112,
4616,17011,18845,24859,60715,17011,18845,24859,60715,121430,
3828,80750,3136,34775,118661,80750,3136,34775,118661,237322,
6861,317456,721792,1252807,2292055,317456,721792,1252807,2292055,4584110,379006.677
6853,44861,80171,107167,232199,44861,80171,107167,232199,464398,
9882,47080,7710,30386,85176,47080,7710,30386,85176,170352,
6349,21118,1972,6779,29869,21118,1972,6779,29869,59738,
5457,18442,28379,43671,90492,18442,28379,43671,90492,180984,
2562,34917,8789,5305,49011,34917,8789,5305,49011,98022,
4876,10528,10858,11669,33055,10528,10858,11669,33055,66110,80.4323
2451,68410,67693,18594,154697,68410,67693,18594,154697,309394,4462.226
3005,876,129,414,1419,876,129,414,1419,2838,
7515,1604,235,661,2500,1604,235,661,2500,5000,
1227,43723,55925,32075,131723,43723,55925,32075,131723,263446,
6488,12916,15292,15606,43814,12916,15292,15606,43814,87628,
8708,1385,773,0,2158,1385,773,0,2158,4316,
8470,28034,11069,36848,75951,28034,11069,36848,75951,151902,
3624,278115,402076,178706,858897,278115,402076,178706,858897,1717794,
2486,8382,6745,3938,19065,8382,6745,3938,19065,38130,
5458,8726,33576,18482,60784,8726,33576,18482,60784,121568,
3019,22544,35003,45978,103525,22544,35003,45978,103525,207050,
5336,2972,2538,14089,19599,2972,2538,14089,19599,39198,
3570,8,22,0,30,8,22,0,30,60,
5821,880,5027,434,6341,880,5027,434,6341,12682,
7504,9162,25028,3285,37475,9162,25028,3285,37475,74950,
1847,20242,63427,24823,108492,20242,63427,24823,108492,216984,710.2719
9627,48347,28439,41493,118279,48347,28439,41493,118279,236558,
2049,9901,312,4434,14647,9901,312,4434,14647,29294,
8824,892,438,0,1330,892,438,0,1330,2660,
8825,4473,1638,0,6111,4473,1638,0,6111,12222,
3905,84056,2894,52565,139515,84056,2894,52565,139515,279030,
1143,30784,68076,85064,183924,30784,68076,85064,183924,367848,
4617,9973,15606,5110,30689,9973,15606,5110,30689,61378,
5896,171375,193018,90254,454647,171375,193018,90254,454647,909294,
8056,22237,37814,40441,100492,22237,37814,40441,100492,200984,
8505,17247,8634,22767,48648,17247,8634,22767,48648,97296,
5408,166972,186292,428695,781959,166972,186292,428695,781959,1563918,
5382,24261,34349,91876,150486,24261,34349,91876,150486,300972,
1030,637340,1359830,730660,2727830,637340,1359830,730660,2727830,5455660,275514.2057
5409,3964,6833,12081,22878,3964,6833,12081,22878,45756,
9185,22846,38888,13942,75676,22846,38888,13942,75676,151352,
4639,71644,138712,125715,336071,71644,138712,125715,336071,672142,
9970,21635,22158,53968,97761,21635,22158,53968,97761,195522,
7579,16299,9126,15441,40866,16299,9126,15441,40866,81732,
3634,26268,14690,9211,50169,26268,14690,9211,50169,100338,4755.7822
5484,207103,423722,397399,1028224,207103,423722,397399,1028224,2056448,5386.3331
5100,118231,136539,457215,711985,118231,136539,457215,711985,1423970,
5754,3715,18932,1842,24489,3715,18932,1842,24489,48978,
6837,2540,2320,8637,13497,2540,2320,8637,13497,26994,
2225,62778,88924,62038,213740,62778,88924,62038,213740,427480,
1874,8847,11313,2270,22430,8847,11313,2270,22430,44860,
1243,397926,594067,189838,1181831,397926,594067,189838,1181831,2363662,1197148.6237
5832,10449,48665,3247,62361,10449,48665,3247,62361,124722,
6007,11733,74165,14305,100203,11733,74165,14305,100203,200406,
8826,3831,4502,0,8333,3831,4502,0,8333,16666,1319.3135
4312,7046,3457,1787,12290,7046,3457,1787,12290,24580,
1519,96623,116165,320868,533656,96623,116165,320868,533656,1067312,
9778,28759,30225,35610,94594,28759,30225,35610,94594,189188,
5078,64732,58938,161716,285386,64732,58938,161716,285386,570772,
7295,32835,53756,6048,92639,32835,53756,6048,92639,185278,
1822,6699,9174,1331,17204,6699,9174,1331,17204,34408,
9628,24224,19078,19985,63287,24224,19078,19985,63287,126574,
8473,75684,70527,103524,249735,75684,70527,103524,249735,499470,
8554,55408,46133,75182,176723,55408,46133,75182,176723,353446,
9814,48479,39645,61110,149234,48479,39645,61110,149234,298468,
9902,37760,4456,16465,58681,37760,4456,16465,58681,117362,
9796,93589,73653,98053,265295,93589,73653,98053,265295,530590,
2313,8997,11880,1524,22401,8997,11880,1524,22401,44802,
7406,64198,86248,98539,248985,64198,86248,98539,248985,497970,
5325,32365,48453,120336,201154,32365,48453,120336,201154,402308,
5233,3466,8091,5127,16684,3466,8091,5127,16684,33368,
6524,3963,10039,2930,16932,3963,10039,2930,16932,33864,
5628,33288,55021,52307,140616,33288,55021,52307,140616,281232,
9943,148006,261192,180349,589547,148006,261192,180349,589547,1179094,
5356,253731,350374,459276,1063381,253731,350374,459276,1063381,2126762,574886.6984
2305,11361,16348,1779,29488,11361,16348,1779,29488,58976,
6008,80958,75150,173074,329182,80958,75150,173074,329182,658364,
3107,5163,3918,15293,24374,5163,3918,15293,24374,48748,
8625,214,49,0,263,214,49,0,263,526,
9721,39258,45798,27789,112845,39258,45798,27789,112845,225690,2442.8213
9121,34530,46405,17418,98353,34530,46405,17418,98353,196706,
9218,11697,8441,6312,26450,11697,8441,6312,26450,52900,
5201,7596,7190,6958,21744,7596,7190,6958,21744,43488,
3981,7725,493,845,9063,7725,493,845,9063,18126,
3738,104037,28191,31623,163851,104037,28191,31623,163851,327702,
4147,433,150,0,583,433,150,0,583,1166,
7440,31083,29826,114809,175718,31083,29826,114809,175718,351436,
2777,19369,44036,66349,129754,19369,44036,66349,129754,259508,
9135,40591,43058,48434,132083,40591,43058,48434,132083,264166,
8711,1475,328,-1,1802,1475,328,-1,1802,3604,
9790,13991,14405,11383,39779,13991,14405,11383,39779,79558,
9415,43743,57141,76922,177806,43743,57141,76922,177806,355612,
9992,131335,97165,172475,400975,131335,97165,172475,400975,801950,69026.4978999999
9864,38243,36081,86791,161115,38243,36081,86791,161115,322230,
9483,27847,25780,29750,83377,27847,25780,29750,83377,166754,
2077,8169,1098,5115,14382,8169,1098,5115,14382,28764,
1429,342911,662240,1003116,2008267,342911,662240,1003116,2008267,4016534,
1443,270014,563812,313726,1147552,270014,563812,313726,1147552,2295104,0.907
1957,9887,7469,2514,19870,9887,7469,2514,19870,39740,
8628,519,473,0,992,519,473,0,992,1984,
7915,3663,837,1311,5811,3663,837,1311,5811,11622,
3797,21352,838,10762,32952,21352,838,10762,32952,65904,
4519,1457,1218,780,3455,1457,1218,780,3455,6910,
7877,292089,693872,144934,1130895,292089,693872,144934,1130895,2261790,354549.122799999
6729,2592,1168,2395,6155,2592,1168,2395,6155,12310,
7211,5193,16520,548,22261,5193,16520,548,22261,44522,
5101,276184,424746,832523,1533453,276184,424746,832523,1533453,3066906,382296.0015
8420,21499,24804,30006,76309,21499,24804,30006,76309,152618,
2576,60941,52562,29805,143308,60941,52562,29805,143308,286616,
5668,54895,52702,54445,162042,54895,52702,54445,162042,324084,
2770,23085,42716,42382,108183,23085,42716,42382,108183,216366,
3408,30645,169211,40389,240245,30645,169211,40389,240245,480490,
3409,3685,62642,4195,70522,3685,62642,4195,70522,141044,
5011,38931,99450,128501,266882,38931,99450,128501,266882,533764,
5942,2947,5434,5016,13397,2947,5434,5016,13397,26794,
2963,31085.5920921484,99077.0895638117,43357.4468782472,173520.128534207,31085.5920921484,99077.0895638117,43357.4468782472,173520.128534207,347040.257068414,
5412,50010,77177,42041,169228,50010,77177,42041,169228,338456,161855.4608
2480,4222,1690,995,6907,4222,1690,995,6907,13814,
8441,10810,7214,9063,27087,10810,7214,9063,27087,54174,
2306,4577,14003,478,19058,4577,14003,478,19058,38116,
8432,27612,26051,16636,70299,27612,26051,16636,70299,140598,
3052,46788,35726,62697,145211,46788,35726,62697,145211,290422,
3060,3005,1389,5096,9490,3005,1389,5096,9490,18980,
5421,388847,403173,1066387,1858407,388847,403173,1066387,1858407,3716814,73084.7285
2103,4368,1058,0,5426,4368,1058,0,5426,10852,
2855,5,10,0,15,5,10,0,15,30,
5145,91666,154517,239811,485994,91666,154517,239811,485994,971988,
1823,494737,923570,260358,1678665,494737,923570,260358,1678665,3357330,550143.0877
7212,8607,10120,2881,21608,8607,10120,2881,21608,43216,
3579,2255,4915,6706,13876,2255,4915,6706,13876,27752,
8326,161451,267585,312674,741710,161451,267585,312674,741710,1483420,
3030,242327,567302,582690,1392319,242327,567302,582690,1392319,2784638,497977.862299999
5753,43629,91144,52471,187244,43629,91144,52471,187244,374488,
5502,2531,2135,3667,8333,2531,2135,3667,8333,16666,
3901,25156,1058,2472,28686,25156,1058,2472,28686,57372,
3830,29786,2375,8934,41095,29786,2375,8934,41095,82190,
3861,10134,543,2215,12892,10134,543,2215,12892,25784,
8632,30922,15194,4749,50865,30922,15194,4749,50865,101730,660.3286
7897,9438,1562,3188,14188,9438,1562,3188,14188,28376,
2893,9926,24692,25224,59842,9926,24692,25224,59842,119684,
2765,11567,30752,25405,67724,11567,30752,25405,67724,135448,
7348,64783,153922,92159,310864,64783,153922,92159,310864,621728,
3588,536,1843,1479,3858,536,1843,1479,3858,7716,
6781,6769,5631,4378,16778,6769,5631,4378,16778,33556,
4188,408,310,111,829,408,310,111,829,1658,
5036,245,92,18996,19333,245,92,18996,19333,38666,
2538,203,103,0,306,203,103,0,306,612,
2452,1499,1164,0,2663,1499,1164,0,2663,5326,
6417,515044,907787,525350,1948181,515044,907787,525350,1948181,3896362,1283634.6618
5961,78403,162320,26085,266808,78403,162320,26085,266808,533616,304.2467
5962,10788,18991,2681,32460,10788,18991,2681,32460,64920,
6690,25757,16091,11262,53110,25757,16091,11262,53110,106220,
5357,136461,213383,302784,652628,136461,213383,302784,652628,1305256,104879.5453
5297,2,6,0,8,2,6,0,8,16,
5413,9838,12279,35827,57944,9838,12279,35827,57944,115888,
4525,58587,131702,98376,288665,58587,131702,98376,288665,577330,
2766,764,2354,5,3123,764,2354,5,3123,6246,
5033,114950,227309,115198,457457,114950,227309,115198,457457,914914,195316.9013
6901,15232,23979,29383,68594,15232,23979,29383,68594,137188,
4436,421,223,0,644,421,223,0,644,1288,1217.689
7055,54509,98901,62597,216007,54509,98901,62597,216007,432014,
3099,15347,14025,24063,53435,15347,14025,24063,53435,106870,
6000,69126,38114,145376,252616,69126,38114,145376,252616,505232,
9317,20129,15041,17655,52825,20129,15041,17655,52825,105650,
8057,30122,56901,39813,126836,30122,56901,39813,126836,253672,
1994,3972,274,1795,6041,3972,274,1795,6041,12082,
4878,143775,44247,56663,244685,143775,44247,56663,244685,489370,52012.8462
6616,37092,24660,14644,76396,37092,24660,14644,76396,152792,
9994,69517,58490,65507,193514,69517,58490,65507,193514,387028,
9967,9642,10546,7441,27629,9642,10546,7441,27629,55258,
9757,42725,40583,51277,134585,42725,40583,51277,134585,269170,
9993,43408,42135,36444,121987,43408,42135,36444,121987,243974,
1040,21107,17052,51893,90052,21107,17052,51893,90052,180104,
1212,31725,65238,94468,191431,31725,65238,94468,191431,382862,
1691,12371,8432,5869,26672,12371,8432,5869,26672,53344,
8681,331,20,0,351,331,20,0,351,702,
9906,17789,14784,10200,42773,17789,14784,10200,42773,85546,
7027,3233,2398,8101,13732,3233,2398,8101,13732,27464,
9866,110640,95779,161582,368001,110640,95779,161582,368001,736002,132560.163
9868,65383,68581,47128,181092,65383,68581,47128,181092,362184,
9622,23011,19482,14598,57091,23011,19482,14598,57091,114182,
9490,26797,156958,3266,187021,26797,156958,3266,187021,374042,81.8102
5034,2967,4651,9133,16751,2967,4651,9133,16751,33502,
9397,12079,101287,68060,181426,12079,101287,68060,181426,362852,
8713,70366,130209,46877,247452,70366,130209,46877,247452,494904,
5944,4242,5394,3787,13423,4242,5394,3787,13423,26846,
8682,329,32,0,361,329,32,0,361,722,
9039,245845,502889,112775,861509,245845,502889,112775,861509,1723018,59228.5565
9186,77514,125527,100711,303752,77514,125527,100711,303752,607504,
9187,31195,36854,37193,105242,31195,36854,37193,105242,210484,
8763,5903,7156,194,13253,5903,7156,194,13253,26506,
9492,19413,15127,14683,49223,19413,15127,14683,49223,98446,
8642,246,68,0,314,246,68,0,314,628,
7744,95,111,1126,1332,95,111,1126,1332,2664,
5102,6229,5712,54616,66557,6229,5712,54616,66557,133114,
7745,203215,786338,152692,1142245,203215,786338,152692,1142245,2284490,3827.7308
5282,70830,138262,140567,349659,70830,138262,140567,349659,699318,
8905,204344,62295,72291,338930,204344,62295,72291,338930,677860,
4455,6364,2655,1371,10390,6364,2655,1371,10390,20780,
7916,33194,25133,9616,67943,33194,25133,9616,67943,135886,
3190,622957,933612,979076,2535645,622957,933612,979076,2535645,5071290,81145.9764
2292,56477,115904,49897,222278,56477,115904,49897,222278,444556,16533.1489
5694,84621,87540,96435,268596,84621,87540,96435,268596,537192,
5584,541598,573486,1671958,2787042,541598,573486,1671958,2787042,5574084,
5414,31955,28686,161095,221736,31955,28686,161095,221736,443472,
4520,3655,12685,2006,18346,3655,12685,2006,18346,36692,
5355,1966974,2790697,5520191,10277862,1966974,2790697,5520191,10277862,20555724,6317256.91050001
2949,40405,72655,58444,171504,40405,72655,58444,171504,343008,
5358,210269,246926,585749,1042944,210269,246926,585749,1042944,2085888,
5234,3938,3893,6144,13975,3938,3893,6144,13975,27950,
8472,28764,31007,78343,138114,28764,31007,78343,138114,276228,
5486,116312,198970,381415,696697,116312,198970,381415,696697,1393394,
9793,156797,129867,206063,492727,156797,129867,206063,492727,985454,
5134,6721,9568,34319,50608,6721,9568,34319,50608,101216,
1901,38682,79840,13789,132311,38682,79840,13789,132311,264622,24895.7385
7471,53985,45928,54047,153960,53985,45928,54047,153960,307920,
5283,30113,47371,88299,165783,30113,47371,88299,165783,331566,
5448,198686,861788,736804,1797278,198686,861788,736804,1797278,3594556,38613.637
3795,56005,1510,24995,82510,56005,1510,24995,82510,165020,
9894,64154,52788,106456,223398,64154,52788,106456,223398,446796,
2128,92957,103676,51949,248582,92957,103676,51949,248582,497164,
5899,207915,257308,283298,748521,207915,257308,283298,748521,1497042,131968.5502
8114,159,84,359,602,159,84,359,602,1204,
5566,125120,179650,155198,459968,125120,179650,155198,459968,919936,47247.9675
9915,84342,21200,17509,123051,84342,21200,17509,123051,246102,
2950,18305,32025,24350,74680,18305,32025,24350,74680,149360,
7370,246,91,284,621,246,91,284,621,1242,
2227,14015,54679,13345,82039,14015,54679,13345,82039,164078,
2824,12806,22811,763,36380,12806,22811,763,36380,72760,
5056,60818,65096,133989,259903,60818,65096,133989,259903,519806,
5473,15877,32845,47540,96262,15877,32845,47540,96262,192524,22169.2035
5359,24712,45387,100891,170990,24712,45387,100891,170990,341980,7286.1996
2169,23704,38908,8444,71056,23704,38908,8444,71056,142112,12456.5445
9328,2195805,5081207,1719158,8996170,2195805,5081207,1719158,8996170,17992340,1143730.6164
9395,138394,76729,107886,323009,138394,76729,107886,323009,646018,
6941,140707,265532,640994,1047233,140707,265532,640994,1047233,2094466,18998.6318
5642,40893,41031,60773,142697,40893,41031,60773,142697,285394,16328.3062
5822,708,11587,1156,13451,708,11587,1156,13451,26902,
5669,338081,384196,348614,1070891,338081,384196,348614,1070891,2141782,
7918,1402,406,3473,5281,1402,406,3473,5281,10562,
5246,165856,262013,864766,1292635,165856,262013,864766,1292635,2585270,23908.1006
8977,53129,85716,14637,153482,53129,85716,14637,153482,306964,
2121,110403,8205,18790,137398,110403,8205,18790,137398,274796,1628.9641
5049,98134,92444,333970,524548,98134,92444,333970,524548,1049096,
5135,113703,97274,388929,599906,113703,97274,388929,599906,1199812,
7349,15220,12456,6729,34405,15220,12456,6729,34405,68810,
6667,22519,22694,20310,65523,22519,22694,20310,65523,131046,
6832,20151,15790,52170,88111,20151,15790,52170,88111,176222,
1542,304784,465316,786313,1556413,304784,465316,786313,1556413,3112826,
5103,252845,240221,587957,1081023,252845,240221,587957,1081023,2162046,
6238,25,11,0,36,25,11,0,36,72,
7068,190334,336716,384968,912018,190334,336716,384968,912018,1824036,323639.6581
7473,19253,9874,18245,47372,19253,9874,18245,47372,94744,
5257,48327,86902,66268,201497,48327,86902,66268,201497,402994,6182.9608
6010,125188,134866,364735,624789,125188,134866,364735,624789,1249578,11444.6858
6815,85253,124222,217989,427464,85253,124222,217989,427464,854928,
6959,137353,195267,450009,782629,137353,195267,450009,782629,1565258,
2747,2135,4161,1433,7729,2135,4161,1433,7729,15458,
5360,495583,502403,818535,1816521,495583,502403,818535,1816521,3633042,190727.9312
5361,16299,8267,15161,39727,16299,8267,15161,39727,79454,
1041,76538,124641,207187,408366,76538,124641,207187,408366,816732,
5459,11492,16522,40853,68867,11492,16522,40853,68867,137734,
5104,71832,104829,202171,378832,71832,104829,202171,378832,757664,
5558,127820,127039,288952,543811,127820,127039,288952,543811,1087622,
6004,70966,39183,131232,241381,70966,39183,131232,241381,482762,
5217,14744,32902,64970,112616,14744,32902,64970,112616,225232,
1444,2700253,9803405,5756614,18260272,2700253,9803405,5756614,18260272,36520544,3734263.4076
2080,16841,8217,5613,30671,16841,8217,5613,30671,61342,
4740,21950,73073,15013,110036,21950,73073,15013,110036,220072,121.3701
5415,78766,47944,97950,224660,78766,47944,97950,224660,449320,
5586,152466,158380,271227,582073,152466,158380,271227,582073,1164146,
5755,132199,635363,144660,912222,132199,635363,144660,912222,1824444,58089.0246
3410,171006,943379,85312,1199697,171006,943379,85312,1199697,2399394,785336.107599998
3414,11928,44089,12652,68669,11928,44089,12652,68669,137338,
9914,203901,269956,185027,658884,203901,269956,185027,658884,1317768,
5756,49058,317169,46643,412870,49058,317169,46643,412870,825740,
5760,2125,6907,1056,10088,2125,6907,1056,10088,20176,
5065,13407,15693,47552,76652,13407,15693,47552,76652,153304,
4416,15131,7139,1327,23597,15131,7139,1327,23597,47194,
2780,2233,4872,3512,10617,2233,4872,3512,10617,21234,
9452,8218,6624,5433,20275,8218,6624,5433,20275,40550,
3873,10133,366,5051,15550,10133,366,5051,15550,31100,
5137,119237,90373,301186,510796,119237,90373,301186,510796,1021592,
9930,75315,109275,66598,251188,75315,109275,66598,251188,502376,27110.4127
9931,129227,207829,159041,496097,129227,207829,159041,496097,992194,4102.9904
8726,83,46,0,129,83,46,0,129,258,
5337,128643,385271,111055,624969,128643,385271,111055,624969,1249938,
3508,2316,42075,7813,52204,2316,42075,7813,52204,104408,
3591,8318,67378,21226,96922,8318,67378,21226,96922,193844,
6875,6653,5552,25816,38021,6653,5552,25816,38021,76042,
5900,254715,317827,231507,804049,254715,317827,231507,804049,1608098,156675.6233
5521,404356,448619,657350,1510325,404356,448619,657350,1510325,3020650,3557.0457
5688,31972,44751,87221,163944,31972,44751,87221,163944,327888,
5643,111258,104923,197129,413310,111258,104923,197129,413310,826620,
5545,213822,233418,340291,787531,213822,233418,340291,787531,1575062,261.6443
5105,13983,23374,62772,100129,13983,23374,62772,100129,200258,
2811,3882,12008,6466,22356,3882,12008,6466,22356,44712,
577,295882,222195,1953967,2472044,295882,222195,1953967,2472044,4944088,150504.037
9245,9861,8804,3447,22112,9861,8804,3447,22112,44224,
5167,108417,230295,397324,736036,108417,230295,397324,736036,1472072,32103.867
5493,1176,401,2275,3852,1176,401,2275,3852,7704,
2126,142642,165263,122622,430527,142642,165263,122622,430527,861054,
8637,1752,1345,812,3909,1752,1345,812,3909,7818,
8544,17615,18762,4192,40569,17615,18762,4192,40569,81138,
7214,27976,59480,10810,98266,27976,59480,10810,98266,196532,
5559,503042,512875,833606,1849523,503042,512875,833606,1849523,3699046,
7490,1921342,1525164,5021770,8468276,1921342,1525164,5021770,8468276,16936552,344775.829
5808,9113,19702,5419,34234,9113,19702,5419,34234,68468,
1377,1883,4431,4340,10654,1883,4431,4340,10654,21308,
3862,8989,442,557,9988,8989,442,557,9988,19976,
8061,13136,3022,8475,24633,13136,3022,8475,24633,49266,
4074,4946,2250,2722,9918,4946,2250,2722,9918,19836,
4066,814,431,0,1245,814,431,0,1245,2490,
