NLC,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,0607        Entries & Exits," 0607 Interchanges"
5027,15803,24155,35568,75526,18620,24263,35568,78451,153977,0
5258,9684,17740,12980,40404,10214,17621,12980,40815,81219,74035
6876,76853,177990,694111,948954,70837,177973,694111,942921,1891875,0
5362,209224,276176,1033722,1519122,185760,276298,1033722,1495780,3014902,0
2354,121943,143383,1656,266982,113623,143580,1656,258859,525841,0
8638,15723,25908,5886,47517,16598,25750,5886,48234,95751,0
8639,374,156,0,530,424,144,0,568,1098,0
9675,18755,16960,13675,49390,18471,16974,13675,49120,98510,0
8827,25651,35468,0,61119,19539,34852,0,54391,115510,192
1042,55866,69878,2585,128329,50163,69878,2585,122626,250955,0
2046,2804,4282,580,7666,3496,4672,580,8748,16414,0
7029,6644,8588,15694,30926,8951,9114,15694,33759,64685,0
5218,5129,9150,34716,48995,5729,9434,34716,49879,98874,0
5509,243770,311399,137046,692215,224129,315530,137046,676705,1368920,47320
2355,66929,71086,955,138970,66843,71165,955,138963,277933,0
3344,5605,3864,2076,11545,5988,3839,2076,11903,23448,0
5683,42933,32635,24065,99633,38393,35972,24065,98430,198063,0
6854,14252,35172,43937,93361,13891,35642,43937,93470,186831,0
8556,61826,38694,35962,136482,56663,38616,35962,131241,267723,0
2284,15265,16137,5573,36975,19364,16206,5573,41143,78118,0
5707,15567,24091,9779,49437,16629,24222,9779,50630,100067,0
5587,31609,41176,138804,211589,29337,41280,138804,209421,421010,0
2952,1760,3681,918,6359,2020,3681,918,6619,12978,0
3144,16098,14912,44327,75337,17138,17361,44327,78826,154163,0
6465,6869,6856,2689,16414,7256,6858,2689,16803,33217,49
6424,21915,21858,8736,52509,23518,21871,8736,54125,106634,791
9971,1383,826,392,2601,1450,826,392,2668,5269,0
8474,117206,66292,59247,242745,114842,66089,59247,240178,482923,0
2654,15975,577,267,16819,16624,601,267,17492,34311,0
9904,65846,51215,159989,277050,70389,51215,159989,281593,558643,0
9979,37319,26685,26456,90460,37095,26683,26456,90234,180694,0
2104,3410,1588,113,5111,4241,1595,113,5949,11060,0
1559,10133,12049,20159,42341,9558,13980,20159,43697,86038,0
2228,10549,9857,123,20529,12356,9878,123,22357,42886,0
2335,38452,28781,4037,71270,37214,28800,4037,70051,141321,0
9723,17531,14868,16781,49180,18742,14882,16781,50405,99585,0
3961,2728,4205,309,7242,2477,4205,309,6991,14233,0
4148,212,301,0,513,200,332,0,532,1045,0
8640,2507,4274,0,6781,2006,903,0,2909,9690,0
2397,5803,12631,7088,25522,6134,11881,7088,25103,50625,0
2953,25275,32276,19415,76966,18544,37126,19415,75085,152051,0
5416,3292794,2219873,556366,6069033,3250830,2012619,556366,5819815,11888848,963561
8641,362,156,0,518,315,156,0,471,989,0
3051,114299,178587,205144,498030,118186,178805,205144,502135,1000165,11487
6877,164312,207736,988132,1360180,147516,207776,988132,1343424,2703604,7715
9794,46766,38877,40810,126453,59878,38915,40810,139603,266056,0
2655,4827,907,0,5734,5212,910,0,6122,11856,0
8117,11173,10805,7604,29582,11747,10832,7604,30183,59765,251
4022,482,407,180,1069,629,406,180,1215,2284,0
5796,42845,99264,41384,183493,38732,105357,41384,185473,368966,0
5169,215070,359832,523071,1097973,228719,351079,523071,1102869,2200842,425700
9956,8210,8482,19435,36127,10007,8482,19435,37924,74051,0
5363,124975,144152,538042,807169,105832,144131,538042,788005,1595174,0
9501,28313,17491,6822,52626,27201,17479,6822,51502,104128,0
7921,790,722,11576,13088,975,716,11576,13267,26355,0
2454,1294,17,0,1311,1400,18,0,1418,2729,0
9813,3796997,3639324,3234594,10670915,3431320,3665467,3234594,10331381,21002296,1428472
9950,2058355,3208021,1724281,6990657,1990888,3346978,1724281,7062147,14052804,1142960
8360,17478,23532,1477,42487,15374,23573,1477,40424,82911,0
2301,4261,5041,7064,16366,4431,5517,7064,17012,33378,0
8715,3845,6352,2212,12409,5396,6530,2212,14138,26547,0
8828,1238,1194,0,2432,1815,1173,0,2988,5420,0
9503,43438,36172,49030,128640,51376,36160,49030,136566,265206,0
9301,9601,11570,5067,26238,11313,11941,5067,28321,54559,0
2895,58057,138217,39314,235588,53618,136759,39314,229691,465279,0
4760,151376,269012,54708,475096,145711,267177,54708,467596,942692,90304
5338,5356,12394,10690,28440,5990,12683,10690,29363,57803,0
4457,20882,55218,5558,81658,22122,55528,5558,83208,164866,0
5629,145201,133258,284478,562937,149733,133599,284478,567810,1130747,0
2948,6391,12789,6432,25612,5230,14566,6432,26228,51840,0
5474,9296,12117,14592,36005,10607,12393,14592,37592,73597,0
8284,8412,11033,2830,22275,9792,11053,2830,23675,45950,0
9096,10,4,0,14,20,4,0,24,38,0
8643,1055,1198,36,2289,1487,3144,36,4667,6956,0
5298,3229,7358,3454,14041,3437,8067,3454,14958,28999,0
6878,100911,167573,709998,978482,105210,168000,709998,983208,1961690,0
8025,47885,60462,22361,130708,47214,60384,22361,129959,260667,1430
1220,4673,3681,1769,10123,5204,3670,1769,10643,20766,0
6028,62758,70917,329732,463407,58692,70738,329732,459162,922569,0
3033,33770,62703,75733,172206,34829,65283,75733,175845,348051,0
5272,33701,75973,100447,210121,34098,75547,100447,210092,420213,0
2962,12921,20990,6220,40131,8111,20990,6220,35321,75452,0
1409,82675,107919,573851,764445,65723,107590,573851,747164,1511609,182675
9635,95642,58828,62820,217290,92740,58850,62820,214410,431700,0
4131,2211,2768,1810,6789,2379,2790,1810,6979,13768,0
6206,6813,2613,979,10405,6872,2615,979,10466,20871,0
6029,25517,23492,82069,131078,22881,23577,82069,128527,259605,0
1965,30940,34310,10571,75821,27174,34540,10571,72285,148106,0
3839,29118,17768,12997,59883,24455,17773,12997,55225,115108,0
6469,115958,229648,154387,499993,113713,231093,154387,499193,999186,162961
5514,14033,15330,45601,74964,12828,18649,45601,77078,152042,0
1132,43222,53680,3260,100162,42875,53582,3260,99717,199879,0
5172,191446,328362,716646,1236454,195988,333187,716646,1245821,2482275,15429
7443,294389,272422,736322,1303133,287960,272780,736322,1297062,2600195,64001
7922,1015,1260,0,2275,1199,1264,0,2463,4738,0
6855,5353,11018,21241,37612,6316,11097,21241,38654,76266,0
7032,7596,7694,28695,43985,9551,7512,28695,45758,89743,0
6275,4095,70,509,4674,3492,72,509,4073,8747,0
4892,90027,64573,46249,200849,93348,64925,46249,204522,405371,0
1463,67944,79304,116013,263261,68112,79414,116013,263539,526800,0
7328,48290,77878,16171,142339,49043,74978,16171,140192,282531,106
2218,67436,46380,1721,115537,64454,46374,1721,112549,228086,0
1996,1104,701,1968,3773,1069,817,1968,3854,7627,0
2325,19983,16359,4952,41294,18050,16371,4952,39373,80667,0
9725,17142,17336,11025,45503,14874,22329,11025,48228,93731,0
2900,21858,49585,13822,85265,17986,52758,13822,84566,169831,0
3136,9861,11282,20231,41374,10045,13584,20231,43860,85234,0
5138,57748,73103,297026,427877,61823,73248,297026,432097,859974,0
9681,64786,58849,46998,170633,65133,58848,46998,170979,341612,535
9682,89646,71244,76910,237800,89184,71216,76910,237310,475110,0
5146,174141,283635,761604,1219380,181941,283323,761604,1226868,2446248,0
9610,2063,10081,620,12764,3502,10140,620,14262,27026,0
6276,1465,254,786,2505,1890,277,786,2953,5458,0
6280,61658,128128,11239,201025,62953,128067,11239,202259,403284,6432
2825,7871,9466,332,17669,9639,9551,332,19522,37191,0
8155,2692,2619,3990,9301,2357,2616,3990,8963,18264,0
5139,139794,173744,658702,972240,117797,173680,658702,950179,1922419,903243
2955,18555,30200,22941,71696,18426,34312,22941,75679,147375,2159
5631,882881,1470208,1224039,3577128,950349,1434534,1224039,3608922,7186050,769584
8567,164730,159599,43307,367636,158005,161162,43307,362474,730110,0
5588,83431,81289,418255,582975,86107,80259,418255,584621,1167596,0
3563,2493,17270,1830,21593,2605,17648,1830,22083,43676,0
7299,3712,1174,543,5429,4240,1162,543,5945,11374,0
4300,9959,942,434,11335,9733,931,434,11098,22433,0
7930,5259,406,170,5835,5611,404,170,6185,12020,0
6281,5481,7013,2165,14659,5828,7139,2165,15132,29791,195
5364,56752,68047,270553,395352,52022,67972,270553,390547,785899,0
6977,120828,147690,695890,964408,88026,147655,695890,931571,1895979,0
6867,83765,109116,349259,542140,76024,109201,349259,534484,1076624,84818
6978,16123,31593,135975,183691,15208,31712,135975,182895,366586,0
3053,49965,76347,106416,232728,52292,76686,106416,235394,468122,0
7300,2015,563,517,3095,2299,779,517,3595,6690,0
2896,29830,64962,16053,110845,20098,66025,16053,102176,213021,0
6075,26441,34895,105329,166665,36507,36488,105329,178324,344989,0
2585,4743,9191,2594,16528,3728,10155,2594,16477,33005,0
4577,33827,17994,82617,134438,32312,17759,82617,132688,267126,0
9810,78071,50927,58330,187328,76836,50934,58330,186100,373428,0
2845,13129,17136,8994,39259,12540,18615,8994,40149,79408,0
7266,13715,11741,1768,27224,14839,11806,1768,28413,55637,0
2295,9741,10505,1965,22211,9344,11698,1965,23007,45218,0
8411,192599,286744,45699,525042,195917,282427,45699,524043,1049085,41589
4521,31762,38150,806,70718,33456,38552,806,72814,143532,0
2572,7301,7939,6876,22116,5683,8989,6876,21548,43664,0
2229,17693,25870,36,43599,18860,25860,36,44756,88355,0
5173,7463,7765,5857,21085,9238,7797,5857,22892,43977,0
7568,8331,22048,3064,33443,8851,22037,3064,33952,67395,0
5037,4992,11076,17892,33960,5015,12864,17892,35771,69731,0
5947,10270,6601,10779,27650,11107,6863,10779,28749,56399,0
9726,145530,101110,101704,348344,154028,101013,101704,356745,705089,205
2219,321442,246304,3702,571448,312275,246199,3702,562176,1133624,80884
9727,114777,77244,98323,290344,109302,77257,98323,284882,575226,0
8241,5021,4159,2132,11312,5730,4481,2132,12343,23655,0
5450,52732,121045,101143,274920,52123,120225,101143,273491,548411,45237
1413,86527,87367,376567,550461,88176,86838,376567,551581,1102042,0
5560,74286,123067,370185,567538,66500,122951,370185,559636,1127174,0
5561,113425,326824,571237,1011486,102153,326436,571237,999826,2011312,0
5589,69034,88500,230433,387967,68228,88516,230433,387177,775144,0
1033,12412,14799,541,27752,11774,14783,541,27098,54850,0
1145,15123,17404,511,33038,16218,17353,511,34082,67120,0
5940,21179,17913,17313,56405,22058,18729,17313,58100,114505,0
3007,11248,12922,13650,37820,11494,13616,13650,38760,76580,0
2767,21801,15560,9976,47337,30651,15571,9976,56198,103535,0
3191,24958,38216,98442,161616,26415,38384,98442,163241,324857,0
2557,4441,763,1239,6443,4847,757,1239,6843,13286,0
4458,6491,9148,34161,49800,6545,9150,34161,49856,99656,0
1521,25142,34957,101583,161682,20933,35149,101583,157665,319347,0
7374,795,108,996,1899,796,385,996,2177,4076,0
1533,25599,51163,82281,159043,25821,52132,82281,160234,319277,0
6804,14578,13060,33302,60940,16988,13234,33302,63524,124464,0
6827,209743,271531,335523,816797,230022,270159,335523,835704,1652501,0
6879,181541,275526,1047567,1504634,187199,275436,1047567,1510202,3014836,0
1543,149252,419388,824216,1392856,161096,427977,824216,1413289,2806145,1926
5140,6195,7688,20008,33891,7342,7802,20008,35152,69043,0
6012,43545,74889,272026,390460,37413,75151,272026,384590,775050,0
7401,6163,20642,131382,158187,8827,20854,131382,161063,319250,0
2027,3289,1810,1188,6287,3621,1805,1188,6614,12901,0
8213,195239,275076,102023,572338,200799,266552,102023,569374,1141712,501
1397,154494,225075,641225,1020794,125452,228397,641225,995074,2015868,174749
0598,20544,34433,48362,103339,21032,34434,48362,103828,207167,0
2230,20862,26583,4919,52364,22393,26593,4919,53905,106269,0
4579,1148,140,3791,5079,1619,148,3791,5558,10637,0
8009,71208,86622,27719,185549,72855,86664,27719,187238,372787,0
9246,3482,2968,2445,8895,3449,2969,2445,8863,17758,0
6902,12521,18772,18444,49737,14960,16060,18444,49464,99201,30
6905,11399,18908,25725,56032,11626,18779,25725,56130,112162,0
5633,125047,238953,405780,769780,127390,249329,405780,782499,1552279,95081
5489,61876,137498,239161,438535,57889,140727,239161,437777,876312,0
5219,143538,405674,377916,927128,144320,402524,377916,924760,1851888,16037
1398,38307,66523,132743,237573,41142,78135,132743,252020,489593,0
6070,246202,302436,269825,818463,255690,298113,269825,823628,1642091,0
6528,9389,17939,3171,30499,12675,17945,3171,33791,64290,12989
6845,19777,30244,156671,206692,21781,30939,156671,209391,416083,0
2826,9427,9948,539,19914,9324,10037,539,19900,39814,0
2604,3818,9623,2411,15852,3213,10977,2411,16601,32453,0
4594,4366,1410,974,6750,7785,1449,974,10208,16958,0
5532,268798,378215,315133,962146,259878,381229,315133,956240,1918386,213669
6260,106,11,287,404,180,13,287,480,884,0
4079,19167,37639,1482,58288,19793,37397,1482,58672,116960,0
2428,12461,1448,902,14811,13817,1457,902,16176,30987,0
2146,1534,12,205,1751,1689,7,205,1901,3652,0
9634,19145,16384,17165,52694,23216,16384,17165,56765,109459,0
7569,3387,3948,716,8051,3856,3941,716,8513,16564,0
5289,29684,51658,252671,334013,28812,51967,252671,333450,667463,0
3186,183411,324693,470851,978955,175291,323521,470851,969663,1948618,116187
5050,59223,93433,392541,545197,49402,101220,392541,543163,1088360,0
3513,7240,19656,3019,29915,9505,21154,3019,33678,63593,0
9419,395723,298884,207237,901844,252476,258545,207237,718258,1620102,367326
5490,243766,586633,897303,1727702,248441,589633,897303,1735377,3463079,610412
2768,55538,89614,42173,187325,43648,90371,42173,176192,363517,951
5220,34493,81489,194062,310044,38607,79163,194062,311832,621876,0
8498,44799,40580,20655,106034,54089,41871,20655,116615,222649,0
1434,12466,22062,117179,151707,13058,24080,117179,154317,306024,0
2860,42449,69212,29894,141555,34853,72868,29894,137615,279170,1101
6283,4053,344,74,4471,3587,341,74,4002,8473,0
3845,51058,45394,40894,137346,51978,45364,40894,138236,275582,0
3908,7304,8784,3974,20062,6358,8775,3974,19107,39169,0
2861,58509,70593,51106,180208,42150,80854,51106,174110,354318,0
8524,92131,88078,19786,199995,93597,87507,19786,200890,400885,7387
6220,12540,5795,7242,25577,14553,5893,7242,27688,53265,0
5893,40571,37628,76209,154408,41265,39118,76209,156592,311000,0
1148,19578,32546,1854,53978,18673,33197,1854,53724,107702,0
7887,2886,680,1425,4991,3352,682,1425,5459,10450,0
9981,156329,151570,160931,468830,147434,151618,160931,459983,928813,49
9982,213,44,0,257,298,45,0,343,600,0
2656,8892,939,46,9877,9197,937,46,10180,20057,192
8647,1189,387,664,2240,1020,532,664,2216,4456,0
2149,12559,11074,4960,28593,12871,10988,4960,28819,57412,3527
1391,178589,336787,262660,778036,177120,359450,262660,799230,1577266,29207
1522,55770,132597,403713,592080,57294,139532,403713,600539,1192619,0
4028,11372,18974,16711,47057,13915,18993,16711,49619,96676,0
4524,13769,9597,6561,29927,19434,9631,6561,35626,65553,0
3146,52843,118040,100152,271035,52195,128388,100152,280735,551770,0
8129,194,1,0,195,131,1,0,132,327,0
3607,80435,242359,106436,429230,77478,241331,106436,425245,854475,53512
5174,50179,99112,230685,379976,53059,98389,230685,382133,762109,0
5066,207696,233710,744317,1185723,188050,235800,744317,1168167,2353890,1183785
5590,63910,53448,145726,263084,67416,53428,145726,266570,529654,0
6818,64187,73421,176358,313966,62328,73592,176358,312278,626244,0
6085,110976,131312,291294,533582,117281,131862,291294,540437,1074019,9612
8067,9424,1939,6044,17407,11846,2006,6044,19896,37303,0
2138,8508,1987,844,11339,9217,2009,844,12070,23409,0
5417,1746,4265,4464,10475,2537,4097,4464,11098,21573,0
7766,3266,1964,1901,7131,4372,1975,1901,8248,15379,5725
7506,55754,92050,26029,173833,59521,91993,26029,177543,351376,2509
3194,4367,2808,4669,11844,4787,3086,4669,12542,24386,0
2691,1727,1777,0,3504,1584,1836,0,3420,6924,0
5235,74789,112242,220159,407190,74175,115331,220159,409665,816855,0
9909,74461,41253,31049,146763,56726,41241,31049,129016,275779,0
3054,211522,399930,344376,955828,226658,400508,344376,971542,1927370,25795
5202,14252,17568,67634,99454,18932,18558,67634,105124,204578,0
6919,104522,147443,588880,840845,94539,147376,588880,830795,1671640,0
3314,23219,28971,6974,59164,24560,29791,6974,61325,120489,0
6009,135223,458271,1751100,2344594,253550,459854,1751100,2464504,4809098,79370
2356,29362,41116,269,70747,29520,41150,269,70939,141686,0
5236,32723,40341,194530,267594,37038,39305,194530,270873,538467,0
9983,43955,33580,28598,106133,50417,33585,28598,112600,218733,0
9676,29220,19433,33483,82136,32500,19433,33483,85416,167552,0
9630,47338,18232,25685,91255,45582,18227,25685,89494,180749,0
2231,52720,36589,275,89584,51236,36583,275,88094,177678,0
5539,52559,17957,40202,110718,58686,18352,40202,117240,227958,31034
5591,30049,27874,84937,142860,28647,27867,84937,141451,284311,0
1870,21916,74014,16675,112605,23133,78554,16675,118362,230967,0
2398,19381,37109,10489,66979,14707,43175,10489,68371,135350,12479
5880,17982,21437,32432,71851,18787,22769,32432,73988,145839,0
6086,276035,374602,526574,1177211,290400,373936,526574,1190910,2368121,63013
5107,181033,231611,977506,1390150,153355,231861,977506,1362722,2752872,536136
6880,66654,113583,115574,295811,65249,115123,115574,295946,591757,0
5141,2684,5095,7852,15631,4207,4991,7852,17050,32681,0
2901,4204,13835,5283,23322,4569,15615,5283,25467,48789,0
1221,19013,12376,5689,37078,21161,12440,5689,39290,76368,0
5308,3680,3969,9076,16725,5547,3964,9076,18587,35312,0
5941,7191,1896,2742,11829,7104,1800,2742,11646,23475,0
2437,32664,75077,6769,114510,26386,64601,6769,97756,212266,913
9738,13099,13346,9312,35757,14726,13354,9312,37392,73149,14738
6979,79196,149645,734287,963128,47098,149666,734287,931051,1894179,0
4794,4105,8703,3840,16648,4578,9215,3840,17633,34281,0
5717,22215,90236,17580,130031,22158,93858,17580,133596,263627,3102
8436,9546,4500,2259,16305,11634,4500,2259,18393,34698,0
5418,115799,155866,528504,800169,97838,155794,528504,782136,1582305,0
5523,74397,94851,124387,293635,72735,101837,124387,298959,592594,0
2193,80614,90189,1006,171809,79286,90144,1006,170436,342245,44915
2828,7813,9653,1600,19066,8369,9779,1600,19748,38814,0
2432,9589,402,63,10054,9624,407,63,10094,20148,0
4189,103,206,0,309,210,207,0,417,726,0
5365,77867,119574,217423,414864,87574,118684,217423,423681,838545,0
8212,44621,31480,30793,106894,45616,34205,30793,110614,217508,0
6015,60982,84405,226088,371475,55132,84674,226088,365894,737369,0
8499,165528,111321,90584,367433,162237,109526,90584,362347,729780,0
5309,194314,359243,541764,1095321,212877,353137,541764,1107778,2203099,95842
5562,32283,40588,75712,148583,35236,40641,75712,151589,300172,0
2105,4876,1654,160,6690,5168,1664,160,6992,13682,0
8720,50620,61266,16802,128688,51372,66112,16802,134286,262974,0
2399,511,379,55,945,410,378,55,843,1788,0
2303,28096,42024,2462,72582,27235,41277,2462,70974,143556,0
5563,78876,95540,298887,473303,83195,96182,298887,478264,951567,80
5273,139340,351335,562687,1053362,128241,352546,562687,1043474,2096836,275048
7327,18665,16948,4474,40087,20340,17004,4474,41818,81905,0
1563,6596,6089,6040,18725,7379,6388,6040,19807,38532,0
8071,9258,9630,15304,34192,10375,9603,15304,35282,69474,0
1734,8537,5671,10186,24394,10005,5668,10186,25859,50253,0
2194,64508,81166,302,145976,64455,81140,302,145897,291873,0
6221,126,38,50,214,108,39,50,197,411,0
1862,47005,26449,9227,82681,37215,26432,9227,72874,155555,0
8437,553760,603518,106932,1264210,533277,606653,106932,1246862,2511072,260613
8126,256682,565753,213607,1036042,237238,563658,213607,1014503,2050545,132690
2937,3421,2312,3148,8881,2287,3516,3148,8951,17832,0
2558,4357,651,464,5472,4300,653,464,5417,10889,0
3072,24486,38344,42039,104869,26633,41960,42039,110632,215501,0
8098,3326,4152,1635,9113,4081,4147,1635,9863,18976,0
6108,113598,281262,324617,719477,114778,289466,324617,728861,1448338,0
8921,19705,11961,5931,37597,19980,12200,5931,38111,75708,0
2235,131858,92412,7578,231848,132543,92398,7578,232519,464367,491897
5463,35041,49279,179413,263733,28608,50424,179413,258445,522178,75981
8099,4806,6616,5029,16451,5178,6630,5029,16837,33288,0
2160,82139,125137,2648,209924,85777,127208,2648,215633,425557,26271
2829,5880,10974,4407,21261,4404,12319,4407,21130,42391,0
2959,3120,4445,4279,11844,2290,5241,4279,11810,23654,0
6310,5089,2209,1156,8454,5720,2234,1156,9110,17564,0
9845,231861,171291,139505,542657,224018,171289,139505,534812,1077469,733845
6851,4833,5106,14641,24580,8464,5044,14641,28149,52729,0
9618,8514,2422,36715,47651,7175,2413,36715,46303,93954,0
5495,21556,35010,76702,133268,21908,35371,76702,133981,267249,0
6881,326916,537861,1690308,2555085,293187,536758,1690308,2520253,5075338,16809
8568,206636,198671,66690,471997,181277,198250,66690,446217,918214,0
2236,1946,2250,1355,5551,1680,2157,1355,5192,10743,0
2122,505,45,25,575,200,45,25,270,845,0
6882,63456,53264,195845,312565,68246,53706,195845,317797,630362,0
8922,18166,6471,8285,32922,17460,7156,8285,32901,65823,0
8648,3813,442,667,4922,3512,3848,667,8027,12949,0
8778,660,68,75,803,698,68,75,841,1644,0
9136,139361,184539,180629,504529,132804,168030,180629,481463,985992,31748
9646,8339,7516,6375,22230,8182,7524,6375,22081,44311,0
8649,167171,298530,17098,482799,163862,252081,17098,433041,915840,48316
8614,83,20,0,103,72,24,0,96,199,0
8924,45649,22998,20697,89344,42035,23858,20697,86590,175934,0
7217,335344,470937,394088,1200369,344045,463550,394088,1201683,2402052,169388
2817,23018,22032,14759,59809,21258,27668,14759,63685,123494,0
9508,124817,143260,130143,398220,138364,143232,130143,411739,809959,0
5592,50167,62164,216135,328466,69924,62614,216135,348673,677139,0
3110,3532,2241,2719,8492,4494,2234,2719,9447,17939,0
3170,11612,12510,42604,66726,18258,15439,42604,76301,143027,0
3555,6181,14717,6901,27799,6727,17681,6901,31309,59108,0
1097,26099,26019,1541,53659,27397,26068,1541,55006,108665,0
4081,942,1354,36,2332,953,1337,36,2326,4658,0
9648,212378,140632,205434,558444,220499,140605,205434,566538,1124982,0
9995,64032,61156,45010,170198,67680,61159,45010,173849,344047,0
2605,3892,5025,2221,11138,2637,5991,2221,10849,21987,0
5038,6274,8355,4753,19382,7217,8831,4753,20801,40183,0
8468,268467,259390,43975,571832,282022,257642,43975,583639,1155471,632
8925,13846,17476,2204,33526,15699,17534,2204,35437,68963,0
6838,30913,49385,312344,392642,30690,51357,312344,394391,787033,0
1655,11306,9910,26643,47859,10558,9910,26643,47111,94970,0
3325,26065,59326,42887,128278,27709,62601,42887,133197,261475,0
1384,460,637,1082,2179,554,579,1082,2215,4394,0
5678,2436,17209,103,19748,4088,17252,103,21443,41191,0
5079,1917,1332,2912,6161,2045,1239,2912,6196,12357,0
5205,16507,13649,31512,61668,30940,13715,31512,76167,137835,0
1976,26837,32600,17786,77223,27973,33216,17786,78975,156198,0
5419,31249,36809,197011,265069,25975,37321,197011,260307,525376,0
7011,1938,978,4993,7909,2178,976,4993,8147,16056,0
9816,7128,6252,4034,17414,10046,6253,4034,20333,37747,0
1447,27654,46858,120086,194598,22706,49759,120086,192551,387149,0
1448,56292,69424,351324,477040,53718,69539,351324,474581,951621,0
3092,102990,151916,444057,698963,99164,149556,444057,692777,1391740,9152
5080,49054,64397,263098,376549,43935,64395,263098,371428,747977,51
1553,76398,128223,489890,694511,57487,145910,489890,693287,1387798,0
1449,47309,55600,306162,409071,52729,55657,306162,414548,823619,0
1399,19504,44095,85764,149363,20347,45416,85764,151527,300890,0
1966,4242,2655,919,7816,4152,2673,919,7744,15560,0
1857,106104,206445,188727,501276,114459,207547,188727,510733,1012009,4406
5593,42984,61083,221544,325611,61556,61213,221544,344313,669924,0
5594,83336,77490,169034,329860,66973,77252,169034,313259,643119,0
3571,2428,1401,187,4016,2477,1296,187,3960,7976,0
3237,51922,26820,25953,104695,51051,27894,25953,104898,209593,0
5108,69800,67485,327048,464333,60148,67500,327048,454696,919029,0
4581,111038,171924,148465,431427,115572,170681,148465,434718,866145,0
1229,10649,7134,3739,21522,11205,7195,3739,22139,43661,3185
4132,2876,3561,855,7292,3371,3541,855,7767,15059,0
1415,22831,53620,130472,206923,22086,53879,130472,206437,413360,0
7516,575,437,0,1012,715,433,0,1148,2160,0
8652,72,16,5,93,118,15,5,138,231,0
4083,2014,2863,0,4877,1878,2852,0,4730,9607,0
9512,70254,86786,60777,217817,72405,86686,60777,219868,437685,13218
9516,9871,10308,15752,35931,10510,10304,15752,36566,72497,0
9960,14690,11325,7742,33757,18373,11328,7742,37443,71200,0
9517,154992,137192,171096,463280,149330,137143,171096,457569,920849,72190
8653,208,67,0,275,194,68,0,262,537,0
3008,13993,34389,16039,64421,14427,36296,16039,66762,131183,0
9142,13944,19636,17907,51487,12915,18383,17907,49205,100692,0
1427,934435,2079786,2270038,5284259,884893,2137422,2270037,5292352,10576611,707674
1392,60479,70099,122112,252690,62394,72153,122112,256659,509349,0
7115,72590,188609,66989,328188,76249,185198,66989,328436,656624,29
1109,98822,119462,5642,223926,98477,119416,5642,223535,447461,0
5823,156,283,5,444,181,379,5,565,1009,0
9817,22681,18345,17538,58564,26621,18346,17538,62505,121069,0
4508,7639,6267,5031,18937,8587,6535,5031,20153,39090,0
9217,5510,1791,2665,9966,4969,2342,2665,9976,19942,0
5565,436826,794175,1541246,2772247,488763,794353,1541246,2824362,5596609,0
5366,32055,26524,76442,135021,31276,26530,76442,134248,269269,0
8655,9902,5265,549,15716,10440,5430,549,16419,32135,0
3073,9248,9175,9943,28366,8540,9618,9943,28101,56467,0
6862,2757,3815,12342,18914,3925,3968,12342,20235,39149,0
6527,23033,17388,9722,50143,23810,17398,9722,50930,101073,0
2124,153746,163261,1775,318782,155560,163220,1775,320555,639337,163990
1867,31524,33983,10787,76294,28487,34017,10787,73291,149585,0
2057,6910,2894,922,10726,7018,2877,922,10817,21543,0
1959,2178,2050,2949,7177,2321,2242,2949,7512,14689,0
9145,145034,268764,148816,562614,150683,264159,148816,563658,1126272,15929
9518,2680,4938,72,7690,2683,4928,72,7683,15373,0
2245,97935,117114,974,216023,107402,117126,974,225502,441525,32441
2668,66917,20305,17151,104373,72079,20490,17151,109720,214093,26243
9771,19617,15054,12757,47428,22940,15055,12757,50752,98180,0
9230,7814,4543,7474,19831,7981,4722,7474,20177,40008,0
9766,17990,19482,19804,57276,18212,19480,19804,57496,114772,0
6466,83,2,0,85,80,3,0,83,168,0
6401,10691,6843,2423,19957,10069,6856,2423,19348,39305,0
6565,7215,4722,3328,15265,8505,4740,3328,16573,31838,0
8214,40466,54863,25544,120873,45076,57162,25544,127782,248655,0
6088,46185,47607,99088,192880,50371,50070,99088,199529,392409,0
4206,2985,6450,401,9836,2890,6584,401,9875,19711,0
5109,14535,16889,73026,104450,26474,16924,73026,116424,220874,0
8546,29048,27844,2987,59879,28631,28440,2987,60058,119937,0
4228,627,940,0,1567,726,980,0,1706,3273,0
2848,43489,46288,35883,125660,42003,46266,35883,124152,249812,0
8657,12434,6544,0,18978,11771,16000,0,27771,46749,0
9149,10471,8005,3690,22166,10435,7745,3690,21870,44036,1099
5057,59280,81959,299019,440258,52979,81876,299019,433874,874132,0
7445,200450,156395,455279,812124,204547,157132,455279,816958,1629082,0
8658,1314,447,29,1790,1464,441,29,1934,3724,0
5504,28533,3125,4255,35913,28164,3133,4255,35552,71465,0
7201,22,22,0,44,43,25,0,68,112,0
4084,503,906,0,1409,623,904,0,1527,2936,0
9710,59788,45985,41020,146793,55709,46019,41020,142748,289541,0
2685,287924,341717,76754,706395,274241,338442,76754,689437,1395832,496663
5275,74375,176751,128759,379885,71700,177247,128759,377706,757591,0
1017,12609,17889,2247,32745,12543,18069,2247,32859,65604,0
9652,11228,9594,6586,27408,12782,9589,6586,28957,56365,0
2735,4750,5815,1237,11802,5104,5856,1237,12197,23999,0
3171,69328,70958,147360,287646,75799,71288,147360,294447,582093,0
