" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0405",Interchanges
5325,12607,14787,59169.59555,86563.59555,14523,14807,59169.59555,88499.59555,175063,
1562,24363,47692,15910.89,87965.89,22279,48613,15910.89,86802.89,174769,
5838,19933,60744,5694.61,86371.61,19862,62528,5694.61,88084.61,174456,
5427,21689.1939,14493.899,49439.85056,85622.94346,24657.853,14688.91,49439.85056,88786.61356,174410,310
6027,15569.1933,7941,63453.14504,86963.33834,15932.5799,7955,63453.14504,87340.72494,174304,
3850,24393,36628,25382.15,86403.15,25534,36624,25382.15,87540.15,173943,
2048,40795,36614,9019.345,86428.345,41690,36657,9019.345,87366.345,173795,
5387,13941,27236,44730.845,85907.845,15153,27582,44730.845,87465.845,173374,
5386,16614,18267,51802.4,86683.4,15887,18654,51802.4,86343.4,173027,
4715,47238,20515,11096.71,78849.71,61838,21075,11096.71,94009.71,172859,
5156,16901,18600,52451.11,87952.11,12517,19657,52451.11,84625.11,172577,
9304,48963,13306,23083.75,85352.75,49108,13307,23083.75,85498.75,170852,
8552,41708,29747,8048.27,79503.27,53040,30234,8048.27,91322.27,170826,
2240,40596,44400,880.3,85876.3,38288,44484,880.3,83652.3,169529,
3237,43702,19334,21378.74,84414.74,43779,19529,21378.74,84686.74,169101,
2296,36970,44693,4436.17,86099.17,35742,42203,4436.17,82381.17,168480,
1176,42181,32458,9729.97,84368.97,41882,32457,9729.97,84068.97,168438,
3449,33517,41903,8298.35,83718.35,32915,42037,8298.35,83250.35,166969,
8309,45848,20574,16749.48,83171.48,46773,20107,16749.48,83629.48,166801,
9983,35715,21957,22668.39,80340.39,40956,21959,22668.39,85583.39,165924,
5195,11396,18752,52497.935,82645.935,12418,18329,52497.935,83244.935,165891,
1453,25170,23066,39491.81,87727.81,15564,23089,39491.81,78144.81,165873,
9564,30560,27690,21704.955,79954.955,36251,27705,21704.955,85660.955,165616,
1132,38159,40352,3739.015,82250.015,39310,40298,3739.015,83347.015,165597,
9673,45048,21352,15338.775,81738.775,46880,21320,15338.775,83538.775,165278,
2194,42215,38661,245.45,81121.45,44824,38657,245.45,83726.45,164848,
3851,23492,43701,12186.285,79379.285,29518,43697,12186.285,85401.285,164781,
2920,20059,40633,19475.285,80167.285,14988,49889,19475.285,84352.285,164520,
2010,31889,35731,13062.6,80682.6,34632,35915,13062.6,83609.6,164292,
1445,26395.8428,18041.5984,36248.15192,80685.59312,29219.6247,17943.8741,36248.15192,83411.65072,164097,
4526,36308,43539,2059.43,81906.43,35170,44747,2059.43,81976.43,163883,
8498,33636,29045,13981.975,76662.975,42722,30280,13981.975,86983.975,163647,
7680,31978,26622,22838.235,81438.235,32767,26584,22838.235,82189.235,163627,
4577,18252,12985,49312.43,80549.43,20728,12979,49312.43,83019.43,163569,
6853,19253,35109,36192.32,90554.32,4074,32667,36192.32,72933.32,163488,
2546,54382,18977,7604.55,80963.55,54431,19456,7604.55,81491.55,162455,28167
5176,24075,26680,25873.085,76628.085,33045,26688,25873.085,85606.085,162234,
4445,10618,40416,31381.615,82415.615,8072,40350,31381.615,79803.615,162219,
1004,30986,46910,719.275,78615.275,35827,46930,719.275,83476.275,162092,16743
2900,18733,50890,10702.39,80325.39,16025,54505,10702.39,81232.39,161558,
4515,42370,58292,1470.955,102132.955,6315,51268,1470.955,59053.955,161187,382633
5626,21198,22444,36563.67,80205.67,21516,22655,36563.67,80734.67,160940,
5543,42304,7804,29856.115,79964.115,43270,7801,29856.115,80927.115,160891,
9160,25400,38802,14673.515,78875.515,27813,38746,14673.515,81232.515,160108,
8527,36176,38985,4332.56,79493.56,38175,37884,4332.56,80391.56,159885,
5875,27596,26117,24649.685,78362.685,28914,27146,24649.685,80709.685,159072,
2513,25991,40475,12574.02,79040.02,26372,40901,12574.02,79847.02,158887,
6958,18932.4894,17480.4822,42490.86302,78903.83462,19785.0534,17524.4822,42490.86302,79800.39862,158704,
2231,42821,33608,537.12,76966.12,47502,33613,537.12,81652.12,158618,
5289,15028.6967,13115.9688,50811.18543,78955.85093,14266.8525,14526.1116,50811.18543,79604.14953,158560,
9657,38733,23909,14858.615,77500.615,42077,23904,14858.615,80839.615,158340,
3501,21582,54796,2547.64,78925.64,22398,54301,2547.64,79246.64,158172,
3144,17924,16104,43884.35,77912.35,17536,18229,43884.35,79649.35,157562,
7036,17952,21793,37546.39,77291.39,20773,21798,37546.39,80117.39,157409,
8472,36273,26679,18462.885,81414.885,31084,26268,18462.885,75814.885,157230,
5240,9102,18555,50530.15675,78187.15675,10713,17728,50530.15675,78971.15675,157158,
7214,24682,45163,7615.06,77460.06,26181,44933,7615.06,78729.06,156189,
9821,29833,26642,14657.835,71132.835,43666,26644,14657.835,84967.835,156101,
8578,46912,26029,8422.91,81363.91,41366,24468,8422.91,74256.91,155621,
1449,26042.906,13637.4459,34853.64258,74533.99448,32516.3519,13680.5919,34853.64258,81050.58638,155585,
5836,25248,30725,21022.285,76995.285,26665,30794,21022.285,78481.285,155477,
1867,31698,35334,12532.83,79564.83,27940,35377,12532.83,75849.83,155415,
2239,42983,36779,124.375,79886.375,38527,36757,124.375,75408.375,155295,
5835,16594,54369,6629.095,77592.095,15089,55700,6629.095,77418.095,155010,
3191,24111,15192,37860.50582,77163.50582,24043,15361,37860.50582,77264.50582,154428,
3795,25484,33069,18039.505,76592.505,26355,33068,18039.505,77462.505,154055,
5193,14882,25031,34887.43,74800.43,18816,25194,34887.43,78897.43,153698,
9630,41673,15030,20427.53,77130.53,41041,15030,20427.53,76498.53,153629,
2340,32647,37237,7222.725,77106.725,31851,37365,7222.725,76438.725,153545,79
3432,18060,10554,46796.675,75410.675,20466,10541,46796.675,77803.675,153214,
5111,16663,15822,42943.785,75428.785,18864,15740,42943.785,77547.785,152977,
3160,28121,8576,38350.81,75047.81,30817,8184,38350.81,77351.81,152400,5122
1862,42836,29006,8524.92,80366.92,34107,29036,8524.92,71667.92,152035,
2953,23121,33617,19066.43,75804.43,17835,38975,19066.43,75876.43,151681,
1805,31636,33834,8755.765,74225.765,33764,34253,8755.765,76772.765,150999,
9979,32905,22891,19038.48,74834.48,33890,22894,19038.48,75822.48,150657,
3219,32523,8408,33843.14,74774.14,33185,8423,33843.14,75451.14,150225,
2640,42228,22380,10249.135,74857.135,41977,22566,10249.135,74792.135,149649,13080
5555,17694,17444,39398.695,74536.695,18154,17467,39398.695,75019.695,149556,
3151,21610,20903,30582.735,73095.735,23887,21626,30582.735,76095.735,149191,
4529,37530,37872,465.025,75867.025,34927,37842,465.025,73234.025,149101,
9970,15842,16681,41114.745,73637.745,17073,16683,41114.745,74870.745,148508,
4011,14013,43783,16509.53,74305.53,13819,43814,16509.53,74142.53,148448,
4537,37085,36938,960.525,74983.525,34745,37206,960.525,72911.525,147895,
2339,28917,38822,7181.05,74920.05,28434,36625,7181.05,72240.05,147160,
6929,12968.7817,3831.7184,40928.80706,57729.30716,44335.189,3914.7562,40928.80706,89178.75226,146908,
5334,11687,15565,45024.715,72276.715,13678,15744,45024.715,74446.715,146723,3102
3504,34039,37968,1004.05,73011.05,34548,38032,1004.05,73584.05,146595,
5189,22326,26018,20697.415,69041.415,30404,26325,20697.415,77426.415,146468,
2396,11304,43956,16939.915,72199.915,11507,45503,16939.915,73949.915,146150,
8539,20980,42629,8011.06,71620.06,23903,42612,8011.06,74526.06,146146,
2862,19946,41795,11667.415,73408.415,13953,46914,11667.415,72534.415,145943,
5887,22862,40829,10811.745,74502.745,18808,41350,10811.745,70969.745,145472,
1881,20319,26002,25461.535,71782.535,20664,26806,25461.535,72931.535,144714,
9107,16397,32732,22259.265,71388.265,18028,32719,22259.265,73006.265,144395,
7509,17675,38713,12866.325,69254.325,22966,38716,12866.325,74548.325,143803,
6074,17643,12848,39518.515,70009.515,21120,12889,39518.515,73527.515,143537,
3620,20903,32936,16325.84,70164.84,24063,32746,16325.84,73134.84,143300,
2549,24680,35715,9515.315,69910.315,28080,35675,9515.315,73270.315,143181,20
6688,22341,41116,4680.53,68137.53,29121,41049,4680.53,74850.53,142988,
1010,28000,44621,231.75,72852.75,25093,44529,231.75,69853.75,142707,
5200,9052,11054,50310.5,70416.5,11059,10908,50310.5,72277.5,142694,
5109,10627,9852,45817.59165,66296.59165,20483,9923,45817.59165,76223.59165,142520,
8191,22691,30513,17138.51,70342.51,24611,30267,17138.51,72016.51,142359,
3062,9631,25619,34966.165,70216.165,10549,26353,34966.165,71868.165,142084,
3202,34884,5063,28861.85,68808.85,39135,5032,28861.85,73028.85,141838,
5514,11687,12756,45807.76,70250.76,10773,14921,45807.76,71501.76,141753,
1133,29351,40752,299.625,70402.625,30103,40500,299.625,70902.625,141305,
4457,18236,47325,4015.425,69576.425,19635,47741,4015.425,71391.425,140968,
5076,16745.4609,11045.1438,44743.8385,72534.4432,12526.017,11095.1438,44743.8385,68364.9993,140899,
2303,27112,39118,4797.825,71027.825,26415,37569,4797.825,68781.825,139810,
5960,24486,34396,9674.41,68556.41,26368,34563,9674.41,70605.41,139162,
1067,13401,28048,25523.66,66972.66,13917,32364,25523.66,71804.66,138777,
5613,11456,10339,47419.11,69214.11,11416,10351,47419.11,69186.11,138400,
5686,11974,6237,49969.325,68180.325,13595,6258,49969.325,69822.325,138003,
8808,21218,22682,20685.76,64585.76,29434,22683,20685.76,72802.76,137389,
2279,23954,33625,10716.205,68295.205,24003,33952,10716.205,68671.205,136966,
9676,24614,17580,24854.095,67048.095,27428,17582,24854.095,69864.095,136912,
8496,36308,23025,9772.615,69105.615,35521,22337,9772.615,67630.615,136736,
7974,25113,31064,11835.95,68012.95,25724,31098,11835.95,68657.95,136671,
3963,19521,42465,6709.865,68695.865,18803,42460,6709.865,67972.865,136669,
9185,22494,32902,13105.17,68501.17,21702,32845,13105.17,67652.17,136153,
6890,8680,17781,41527.2,67988.2,7641,18916,41527.2,68084.2,136072,
3847,22013,20827,22796.745,65636.745,26543,20824,22796.745,70163.745,135800,
7308,27180,27010,7451.04,61641.04,26801,39682,7451.04,73934.04,135575,
6857,8010,19264,39097.285,66371.285,10143,19346,39097.285,68586.285,134958,255153
7787,13779,37325,15093.78,66197.78,16363,37247,15093.78,68703.78,134902,354
5753,30387,14950,22870.36,68207.36,28779,14947,22870.36,66596.36,134804,
8518,33029,29150,3779.68,65958.68,36489,28055,3779.68,68323.68,134282,4423
8420,21697,36159,8972.76,66828.76,22190,36268,8972.76,67430.76,134260,
3813,17075,16067,33527.925,66669.925,17924,16069,33527.925,67520.925,134191,
9739,21785,26576,18468.325,66829.325,21880,26577,18468.325,66925.325,133755,
7295,28579,28975,5550.955,63104.955,29680,35368,5550.955,70598.955,133704,
7367,15570,34279,15494.255,65343.255,15906,36626,15494.255,68026.255,133370,
8221,31891,24065,10761.605,66717.605,27903,27852,10761.605,66516.605,133234,
5248,12041,8951,38346.095,59338.095,24883,9921,38346.095,73150.095,132488,
8184,6440,23239,36573.62,66252.62,6042,23181,36573.62,65796.62,132049,
1965,28482,28553,9436.805,66471.805,27338,28670,9436.805,65444.805,131917,
2128,30495,34801,433.375,65729.375,30877,34759,433.375,66069.375,131799,
5461,11703,22228,31414.81,65345.81,12621,22387,31414.81,66422.81,131769,
5083,14035.9917,6345.9733,47206.84315,67588.80815,10489.9918,6355.9733,47206.84315,64052.80825,131642,
4528,31010,33677,1927.18,66614.18,29341,33672,1927.18,64940.18,131554,
5065,10093,10903,43533.49,64529.49,12398,10963,43533.49,66894.49,131424,
5025,10954,17842,36518.6119,65314.6119,11906,17287,36518.6119,65711.6119,131026,
9757,24606,20827,20018.245,65451.245,24606,20828,20018.245,65452.245,130903,
9889,25158,22564,15708.73,63430.73,27001,24740,15708.73,67449.73,130880,
5031,13641,21733,28645.065,64019.065,16051,21743,28645.065,66439.065,130458,
4784,18895,33013,12367.74,64275.74,19805,33955,12367.74,66127.74,130403,
7319,37941,28370,839.45,67150.45,32795,29499,839.45,63133.45,130284,
2955,15350,32880,16381.005,64611.005,14217,34964,16381.005,65562.005,130173,2280
6000,22284.1056,7575.0243,39208.728,69067.8579,14048.5448,7524.0243,39208.728,60781.2971,129849,
5882,24663,19855,20163.695,64681.695,24620,20134,20163.695,64917.695,129599,
2612,18658,33172,13065.455,64895.455,16060,35449,13065.455,64574.455,129470,
8589,32542,30758,1730.89,65030.89,33021,29616,1730.89,64367.89,129399,
5175,13139,17815,32298.235,63252.235,15276,17972,32298.235,65546.235,128798,
9618,13398,2930,49394.605,65722.605,10694,2930,49394.605,63018.605,128741,
9823,10098,9136,41378.85,60612.85,17507,9135,41378.85,68020.85,128634,
3380,35368,11417,16911.115,63696.115,36300,11477,16911.115,64688.115,128384,
2191,31219,34391,374.2,65984.2,27529,34379,374.2,62282.2,128266,
5758,18617,35305,8411.13,62333.13,23088,34071,8411.13,65570.13,127903,
8924,30650,18210,15832.695,64692.695,28732,18522,15832.695,63086.695,127779,
1441,27212.7169,14058.2131,24997.97541,66268.90541,22381.1531,14114.6335,24997.97541,61493.76201,127763,
1976,23113,32046,6776.165,61935.165,26383,32644,6776.165,65803.165,127738,
1096,25558,15378,10076.355,51012.355,51091,15543,10076.355,76710.355,127723,12695
6667,21684,35722,4887.165,62293.165,25282,34428,4887.165,64597.165,126890,
9818,22235,18475,16220.265,56930.265,35185,18477,16220.265,69882.265,126813,
3828,21472,25511,13413.9,60396.9,27356,25506,13413.9,66275.9,126673,
8564,26483,33167,2835.765,62485.765,28888,32141,2835.765,63864.765,126351,
1861,23039,24660,14993.045,62692.045,23842,24672,14993.045,63507.045,126199,
9627,28474,17987,15886.05,62347.05,29968,17982,15886.05,63836.05,126183,
2665,29351,19995,13114.505,62460.505,30644,19961,13114.505,63719.505,126180,
6819,18446.2953,15737.9316,27468.27899,61652.50589,21139.4693,15885.9316,27468.27899,64493.67989,126146,
7736,25270,18561,19149.48,62980.48,25410,18493,19149.48,63052.48,126033,
6073,18902,10427,30720.405,60049.405,24619,10380,30720.405,65719.405,125769,
1128,26238,32311,2936.715,61485.715,29239,32092,2936.715,64267.715,125753,
4533,29066,33070,1371.82,63507.82,27703,33007,1371.82,62081.82,125590,
5353,11237,10329,41611.2,63177.2,10280,10391,41611.2,62282.2,125459,
2779,13320,37358,11775.385,62453.385,11422,39522,11775.385,62719.385,125173,
6901,9007,28268,25785.265,63060.265,7307,28405,25785.265,61497.265,124558,
2949,18711,29731,11770.525,60212.525,17717,34811,11770.525,64298.525,124511,
3008,14818,32116,14681.425,61615.425,14247,33918,14681.425,62846.425,124462,
2335,36023,23433,3800.195,63256.195,33819,23444,3800.195,61063.195,124319,
4521,28244,32392,596.675,61232.675,29134,32812,596.675,62542.675,123775,
2326,27829,26450,6341.42,60620.42,30298,26486,6341.42,63125.42,123746,
8477,29998,22627,10055.765,62680.765,27675,22418,10055.765,60148.765,122830,1615
9354,23130,18703,15576.875,57409.875,30988,18703,15576.875,65267.875,122678,
9483,22996,17493,18503.785,58992.785,27570,17491,18503.785,63564.785,122558,
8484,29161,24788,4269.715,58218.715,35266,24617,4269.715,64152.715,122371,
1016,22456,36068,393.715,58917.715,26139,36591,393.715,63123.715,122041,
5646,14947,24117,20212.015,59276.015,16362,25538,20212.015,62112.015,121388,
5541,48724,3360,14760.355,66844.355,36432,3350,14760.355,54542.355,121387,321194
3061,15356,18978,26068.615,60402.615,15691,18988,26068.615,60747.615,121150,
1900,31189,14443,14823.24,60455.24,31419,14447,14823.24,60689.24,121144,
3886,7401,39650,6918.9,53969.9,20376,39656,6918.9,66950.9,120921,
6424,25068,26097,8225.68,59390.68,27130,26145,8225.68,61500.68,120891,51
1728,23215,23934,13613.31,60762.31,22399,23954,13613.31,59966.31,120729,
2040,26582,22600,9710.33,58892.33,29055,22587,9710.33,61352.33,120245,
9778,20994,18450,18413.53,57857.53,25464,18451,18413.53,62328.53,120186,
2225,30529,30725,279.025,61533.025,27480,30742,279.025,58501.025,120034,
3853,18015,23169,17108.355,58292.355,20736,23165,17108.355,61009.355,119302,
7072,13506,13163,31551.195,58220.195,16234,13193,31551.195,60978.195,119198,
2598,21237,25096,14290.885,60623.885,16823,27014,14290.885,58127.885,118752,
9802,27562,16209,11376.75,55147.75,36010,16210,11376.75,63596.75,118745,
5205,14671,11641,27085.56,53397.56,26508,11638,27085.56,65231.56,118629,
2867,19747,35274,6575.885,61596.885,13467,36926,6575.885,56968.885,118566,
5580,18485.5572,17074.6007,19503.22435,55063.38225,26781.8269,17138.6007,19503.22435,63423.65195,118487,
6004,23476.0024,8442.0422,28959.17342,60877.21802,19839.9471,8469.0422,28959.17342,57268.16272,118145,
3679,23609,13998,20537.64,58144.64,25365,14045,20537.64,59947.64,118092,8029
2672,33578,21022,4711.025,59311.025,32684,20968,4711.025,58363.025,117674,
2356,25927,33135,15.45,59077.45,25412,33159,15.45,58586.45,117664,
9623,20564,14155,17185.01,51904.01,34263,14155,17185.01,65603.01,117507,
2107,52249,7448,186.41,59883.41,49240,7424,186.41,56850.41,116734,
2161,28869,31636,1096.225,61601.225,26164,27757,1096.225,55017.225,116618,
2690,42373,3986,9543.33,55902.33,47151,4000,9543.33,60694.33,116597,
2770,16287,23485,18045.535,57817.535,13992,26696,18045.535,58733.535,116551,
1439,16690.8924,7379.174,31358.6071,55428.6735,22249.3646,7467.2792,31358.6071,61075.2509,116504,
5133,9669,9048,38697.915,57414.915,11656,8445,38697.915,58798.915,116214,
6804,15252,12646,28612.59,56510.59,18012,12856,28612.59,59480.59,115991,
1212,24526,31472,900.205,56898.205,26248,31722,900.205,58870.205,115768,
6968,15298.5175,17103.8745,25997.50269,58399.89469,13774.6941,17099.8745,25997.50269,56872.07129,115272,
3000,18984.0693,12874,25439.87203,57297.94133,19499.2872,12972.1802,25439.87203,57911.33943,115209,
5319,9324,18315,29971.49,57610.49,9472,18042,29971.49,57485.49,115096,
1043,28867,28794,82.4,57743.4,28007,28702,82.4,56791.4,114535,
8352,31473,23393,5132.22,59998.22,26194,23095,5132.22,54421.22,114419,
2786,12468,29513,13029.545,55010.545,11593,34662,13029.545,59284.545,114295,
8827,31693.5,31839,0,63532.5,20091.5,30587,0,50678.5,114211,212
4079,14601,41290,1608.205,57499.205,13825,41089,1608.205,56522.205,114021,
1178,17971,6388,28023.28,52382.28,27144,6370,28023.28,61537.28,113920,
8725,21975,36011,0,57986,19861,35983,0,55844,113830,
9968,4977,3519,48333.985,56829.985,5000,3518,48333.985,56851.985,113682,
3774,19430,28658,7682.745,55770.745,21263,28897,7682.745,57842.745,113613,
2398,14460,31244,9725.125,55429.125,11616,36805,9725.125,58146.125,113575,16648
8548,30394,25145,1073.875,56612.875,28464,27188,1073.875,56725.875,113339,470
9451,2315,51953,1663.89,55931.89,2734,52945,1663.89,57342.89,113275,
9090,15453,22430,18969.05,56852.05,15008,22112,18969.05,56089.05,112941,
3803,17423,31239,8993.085,57655.085,14925,31238,8993.085,55156.085,112811,
4458,3852,10959,41516.455,56327.455,3848,10960,41516.455,56324.455,112652,
8528,25883,28207,2082.225,56172.225,25123,29237,2082.225,56442.225,112614,
2253,27429,27926,248.975,55603.975,28749,27917,248.975,56914.975,112519,
6858,7842,33246,15768.205,56856.205,6047,33676,15768.205,55491.205,112347,
5880,18048,17854,18943.275,54845.275,20331,18121,18943.275,57395.275,112241,
3170,11393,10944,29722.415,52059.415,16106,13548,29722.415,59376.415,111436,
1509,13154.2052,28044.704,10087.78506,51286.69426,21754.4664,28125.704,10087.78506,59967.95546,111255,
2171,28467,25615,2913.17,56995.17,26096,25050,2913.17,54059.17,111054,
9365,28088,10569,16027.23,54684.23,29406,10569,16027.23,56002.23,110686,
9189,14096,28611,11206.6,53913.6,16442,28618,11206.6,56266.6,110180,
1438,17397.385,10668.909,27263.29654,55329.59054,17050.4169,10406.9511,27263.29654,54720.66454,110050,
9820,20855,12548,15823.92,49226.92,32429,12549,15823.92,60801.92,110029,
2337,26829,27131,796.815,54756.815,27888,26510,796.815,55194.815,109952,
9897,25294,17155,10970.595,53419.595,27986,17153,10970.595,56109.595,109529,
7419,8389,19228,21742.255,49359.255,19002,19320,21742.255,60064.255,109424,
3859,13922,33134,4686.485,51742.485,19678,33140,4686.485,57504.485,109247,
2944,17166,24502,12200.32,53868.32,14031,28979,12200.32,55210.32,109079,
5892,12317,31951,9056.875,53324.875,14623,31966,9056.875,55645.875,108971,
2767,24393,16646,10290.385,51329.385,30520,16760,10290.385,57570.385,108900,
2294,28034,21983,5765.54,55782.54,23974,23260,5765.54,52999.54,108782,
9366,19953,13636,18529.375,52118.375,24108,13642,18529.375,56279.375,108398,
2550,30756,17544,4304.605,52604.605,33671,17651,4304.605,55626.605,108231,13
2760,24320,19000,9533.24,52853.24,26298,18966,9533.24,54797.24,107650,
7043,15467,14277,23075.14,52819.14,17217,14426,23075.14,54718.14,107537,
1159,22533,30472,719.975,53724.975,22548,30521,719.975,53788.975,107514,
9766,17821,19290,15916.34,53027.34,19194,19291,15916.34,54401.34,107429,
3314,21393,24963,6501.095,52857.095,22954,25082,6501.095,54537.095,107394,
6268,10245,2591,39186.955,52022.955,13422,2678,39186.955,55286.955,107310,
6634,17783,33107,2051.29,52941.29,18860,33005,2051.29,53916.29,106858,
2789,13209,27069,12098.8,52376.8,11988,30269,12098.8,54355.8,106733,
9466,19103,13330,17889.435,50322.435,25117,13324,17889.435,56330.435,106653,
5280,12259,15389,23703.825,51351.825,15116,16356,23703.825,55175.825,106528,
2777,16186,27563,11355.35,55104.35,10651,29146,11355.35,51152.35,106257,
1261,25119,12283,14405.655,51807.655,27288,12550,14405.655,54243.655,106051,
5458,9061,26424,17072.835,52557.835,9355,26498,17072.835,52925.835,105484,
8583,22175,28518,1922.81,52615.81,21776,28901,1922.81,52599.81,105216,104
4433,10135,22095,20256.485,52486.485,10263,22077,20256.485,52596.485,105083,
2769,11334,17851,22635.62,51820.62,11554,18029,22635.62,52218.62,104039,
8504,27538,14633,9989.495,52160.495,27970,13899,9989.495,51858.495,104019,
5330,9208,20190,21263.52,50661.52,11376,20271,21263.52,52910.52,103572,
5359,8185,7705,37623,53513,4484,7678,37623,49785,103298,3304
2817,18963,20892,9900.955,49755.955,18039,25502,9900.955,53441.955,103198,
5492,6792,10863,32548.73,50203.73,8251,11561,32548.73,52360.73,102564,
2131,25649,24056,336.025,50041.025,28075,24073,336.025,52484.025,102525,
2798,17053,17164,16999.075,51216.075,23812,10127,16999.075,50938.075,102154,
6527,21249,20759,7860.79,49868.79,23242,20808,7860.79,51910.79,101780,
6095,12567,9542,27254.805,49363.805,15489,9565,27254.805,52308.805,101673,
1221,24215,13450,12150.425,49815.425,26152,13553,12150.425,51855.425,101671,
1035,20210,29542,1376.755,51128.755,19643,29434,1376.755,50453.755,101583,
8526,21563,22298,5430.1,49291.1,24332,21972,5430.1,51734.1,101025,
4365,13325,23254,12949.085,49528.085,14343,23248,12949.085,50540.085,100068,
9250,21169,13923,14291.455,49383.455,22266,13923,14291.455,50480.455,99864,
8445,18186,21059,7708.02,46953.02,23711,21456,7708.02,52875.02,99828,
2874,18336,22785,7218.36,48339.36,21351,22875,7218.36,51444.36,99784,
5293,15924.3749,12864.8398,20917.30559,49706.52029,16033.3664,13098.8398,20917.30559,50049.51179,99756,182
9501,27699,15882,6333.575,49914.575,27104,15890,6333.575,49327.575,99242,
1045,22269,26599,469.58,49337.58,22634,26630,469.58,49733.58,99071,
1143,19226,28887,1581.595,49694.595,18824,28879,1581.595,49284.595,98979,
8450,24397,18733,5111.795,48241.795,27953,17564,5111.795,50628.795,98871,
6875,4003,5813,39124.735,48940.735,4652,6070,39124.735,49846.735,98787,
5856,13685,32073,3182.035,48940.035,14324,32090,3182.035,49596.035,98536,
6083,8442,6042,33852.945,48336.945,10131,6160,33852.945,50143.945,98481,
7917,24335,18027,4777.305,47139.305,27359,18825,4777.305,50961.305,98101,
1227,21017,14947,12125.285,48089.285,22787,14990,12125.285,49902.285,97992,
4523,20244,29101,856.615,50201.615,18105,28779,856.615,47740.615,97942,
2892,14231,28697,6085.485,49013.485,10469,32175,6085.485,48729.485,97743,
8358,24564,20512,3464.485,48540.485,24156,21167,3464.485,48787.485,97328,
6297,22765,3065,20399.17,46229.17,27408,3087,20399.17,50894.17,97123,
1434,11547.6353,17469.6822,19674.64287,48691.96037,10285.5578,18448.7208,19674.64287,48408.92147,97101,
5832,8104,37024,2961.715,48089.715,7951,38019,2961.715,48931.715,97021,
5457,10844,17020,19373.715,47237.715,11025,18945,19373.715,49343.715,96581,
5538,18064,15161,13757.245,46982.245,20364,15294,13757.245,49415.245,96397,
3059,21204.9136,15932.072,8578.07774,45715.06334,25607.4352,16104.072,8578.07774,50289.58494,96005,253
7383,19540,18745,9032.855,47317.855,20764,18883,9032.855,48679.855,95998,
9624,21125,12516,13845.305,47486.305,22078,12518,13845.305,48441.305,95928,
9817,18240,15312,12306.045,45858.045,22356,15310,12306.045,49972.045,95830,
5940,16840,13768,17227.17,47835.17,16825,13860,17227.17,47912.17,95747,
3524,19596,24045,3223.7,46864.7,21372,24015,3223.7,48610.7,95475,38392
2136,25105,21864,393.92,47362.92,25834,21864,393.92,48091.92,95455,68272
5681,18075,14847,12951.23,45873.23,21119,15414,12951.23,49484.23,95357,
1148,17209,30614,112.55,47935.55,15951,31113,112.55,47176.55,95112,
8638,13014,30268,3940.97,47222.97,14644,29135,3940.97,47719.97,94943,
8479,19599,15223,9192.335,44014.335,20961,20332,9192.335,50485.335,94500,
6905,5264,20408,20885.14,46557.14,5967,21009,20885.14,47861.14,94418,
3390,27618,10719,9109.77,47446.77,26793,10639,9109.77,46541.77,93989,
1150,19152,25318,780.625,45250.625,22242,25284,780.625,48306.625,93557,10
2251,21718,22874,590.325,45182.325,24636,22852,590.325,48078.325,93261,
5348,5981,4189,34769.935,44939.935,9099,4260,34769.935,48128.935,93069,
2945,13534,22035,11191.305,46760.305,10478,24478,11191.305,46147.305,92908,
5476,9679,10936,25072.96,45687.96,10991,10850,25072.96,46913.96,92602,
9990,19301,13238,12116.195,44655.195,22589,13234,12116.195,47939.195,92594,
1581,12712,26432,5795.605,44939.605,14991,26607,5795.605,47393.605,92333,
3801,10210,23661,12335.2,46206.2,10052,23663,12335.2,46050.2,92256,
9658,18727,17039,6773.865,42539.865,25773,17043,6773.865,49589.865,92130,
5707,16656,21275,7464.81,45395.81,17811,21454,7464.81,46729.81,92126,
5284,10900,16762,16445.475,44107.475,13070,18433,16445.475,47948.475,92056,
6829,11153,11891,22075.75,45119.75,12589,12120,22075.75,46784.75,91905,
4426,9394,35185,1206.645,45785.645,9832,35059,1206.645,46097.645,91883,
6902,9206,22670,13382.475,45258.475,9433,23793,13382.475,46608.475,91867,22
5413,7196,7364,30572.25,45132.25,8748,7372,30572.25,46692.25,91825,
2660,12175,28655,4370.01,45200.01,10767,31413,4370.01,46550.01,91750,
7814,12277,27303,5729.92,45309.92,13359,27277,5729.92,46365.92,91676,
1179,22765,23046,1489.87,47300.87,19684,23093,1489.87,44266.87,91568,
8062,15639,26080,3418.27,45137.27,16777,26078,3418.27,46273.27,91411,
2619,10660,26093,8412.095,45165.095,8759,28718,8412.095,45889.095,91054,
1478,11066,12578,22388.315,46032.315,9982,12617,22388.315,44987.315,91020,
2261,19164,26129,515.65,45808.65,19554,25093,515.65,45162.65,90971,
5301,17018.5985,5693.5566,18062.28434,40774.43944,26274.3374,5728.5566,18062.28434,50065.17834,90840,
9142,12579,16303,17031.985,45913.985,11541,16307,17031.985,44879.985,90794,
3537,19004,25832,733.825,45569.825,18538,25699,733.825,44970.825,90541,85652
8807,22988,9188,12434.945,44610.945,23792,9187,12434.945,45413.945,90025,
1135,14265,29744,479.325,44488.325,13445,31290,479.325,45214.325,89703,0
