" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits 0405",Interchanges
9903,78604,60559,141957.015,281120.015,78490,60576,141957.015,281023.015,562143,
2966,79860,203592,50531.145,333983.145,36172,141015,50531.145,227718.145,561701,472971
1658,76569,158147,41518.555,276234.555,79968,161852,41518.555,283338.555,559573,994
6008,57940.9585,56577.7029,162195.8993,276714.5607,59555.9672,57510.7129,162195.8993,279262.5794,555977,
5450,35702.77,168147,69720.145,273569.915,34870.01,170501,69720.145,275091.155,548661,
1216,95413,172917,4742.84,273072.84,96527,173075,4742.84,274344.84,547418,13834
5671,89823.0653,96134.0573,87331.92882,273289.05142,89647.0352,96157.0573,87331.92882,273136.02132,546425,
5220,29725,70173,171172.095,271070.095,33928,67991,171172.095,273091.095,544161,
3146,53528,123728,91233.465,268489.465,51199,130790,91233.465,273222.465,541712,
5149,56668.3692,59056.0939,157079.958,272804.4211,51669.9785,58373.0939,157079.958,267123.0304,539927,
9988,122617,87766,68184.6,278567.6,104111,87771,68184.6,260066.6,538634,
9992,119518,67716,79124.82,266358.82,122840,67711,79124.82,269675.82,536035,6957
5364,46878.0396,48157.9363,172883.0509,267919.0268,46196.1342,48301.9363,172883.0509,267381.1214,535300,
9760,64732,54802,145459.125,264993.125,69483,54804,145459.125,269746.125,534739,
2471,51888,181164,35788.595,268840.595,49276,180280,35788.595,265344.595,534185,931
9998,109127,82590,74143.56,265860.56,111136,82522,74143.56,267801.56,533662,21488
5391,36531.9998,46784,183519.3157,266835.3155,36235.9999,46812,183519.3157,266567.3156,533403,2
9776,105707,67056,90428.245,263191.245,112662,67052,90428.245,270142.245,533333,
9931,63556,99739,116128.96,279423.96,44778,92404,116128.96,253310.96,532735,2583
5239,63213,131920.92,75182.095,270316.015,56743,126964.34,75182.095,258889.435,529205,59404
5096,27057.952,30399.5061,205144.0925,262601.5506,30333.3991,30506.5061,205144.0925,265983.9977,528586,
4558,59459,187677,22842.48,269978.48,51634,182664,22842.48,257140.48,527119,439
5267,42932,128900,90721.43,262553.43,40982,131754,90721.43,263457.43,526011,
5191,85065,82633,95572.7397,263270.7397,83580,81773,95572.7397,260925.7397,524196,230584
6913,57020.481,58459.9905,150833.5396,266314.0111,48350.786,58451.9905,150833.5396,257636.3161,523950,
5692,66244,87708,105495.115,259447.115,69751,88663,105495.115,263909.115,523356,
5590,66167,67759,126375.92,260301.92,67452,67596,126375.92,261423.92,521726,
5552,70369.1867,62532.2718,122410.8543,255312.3128,77498.6198,62518.2891,122410.8543,262427.7632,517740,
2124,118535,131089,995.955,250619.955,133223,131168,995.955,265386.955,516007,42798
5881,73271,120170,64553.45,257994.45,71938,121229,64553.45,257720.45,515715,
3348,91617,109369,54593.525,255579.525,95052,109558,54593.525,259203.525,514783,2768
1044,106004,137426,6770.885,250200.885,117155,137485,6770.885,261410.885,511612,
5523,64488,91442,96908.4,252838.4,64672,95823,96908.4,257403.4,510242,
5080,41638.4034,38896.8611,176872.6729,257407.9374,36611.4034,38969.8611,176872.6729,252453.9374,509862,23
9562,92448,74704,77223.445,244375.445,113020,74699,77223.445,264942.445,509318,3193
1954,69220,135758,52800.66,257778.66,64721,133130,52800.66,250651.66,508430,7929
7455,60213.9868,59032.9842,130634.4224,249881.3934,66358.9945,59247.9842,130634.4224,256241.4011,506123,
9940,74635,100718,65655.4,241008.4,98012,98627,65655.4,262294.4,503303,
5563,59348.3596,55604.3753,134294.0907,249246.8256,61664.5301,56449.0007,134294.0907,252407.6215,501654,165
5151,55113.109,45629.0776,155611.187,256353.3736,43570.109,45777.0776,155611.187,244958.3736,501312,
9914,96883,108192,43873.09,248948.09,98023,108382,43873.09,250278.09,499226,
2220,104728,118031,504.885,223263.885,154183,118042,504.885,272729.885,495994,
9727,93527,60346,94311.935,248184.935,90087,60358,94311.935,244756.935,492942,
1455,60113,107148,75022.775,242283.775,64440,108590,75022.775,248052.775,490337,
5215,32874,88253,122702.11,243829.11,37122,85330,122702.11,245154.11,488983,
5475,32692,48419,163231.28,244342.28,34109,46750,163231.28,244090.28,488433,
1463,65076,77560,102160.06,244796.06,63721,77724,102160.06,243605.06,488401,
9862,71046,83297,90007.445,244350.445,69302,83313,90007.445,242622.445,486973,
1525,48108.0908,55315.3278,161020.3776,264443.7962,18730.066,40031.3276,161020.3776,219781.7712,484226,357036
2461,53555,164057,22272.38,239884.38,56602,164890,22272.38,243764.38,483649,
5557,60384.106,66700.0524,110985.8154,238069.9738,66866.0598,67076.0524,110985.8154,244927.9276,482998,
3820,67747,88908,74398.38,231053.38,88655,88886,74398.38,251939.38,482993,
3171,60923,65571,110625.54,237119.54,69245,65413,110625.54,245283.54,482403,
9768,84942,61062,87003.705,233007.705,100782,61065,87003.705,248850.705,481858,4946
5429,60484.0465,55334.5138,130167.0824,245985.6427,50173.5847,55392.8423,130167.0824,235733.5094,481719,
5544,52672,82081,105712.405,240465.405,50599,84013,105712.405,240324.405,480790,
7451,64184,39639,136129.765,239952.765,65000,39701,136129.765,240830.765,480784,
5278,43366,86094,108815.885,238275.885,41880,87243,108815.885,237938.885,476215,
4216,76681,136640,23286.53,236607.53,76365,136398,23286.53,236049.53,472657,
9674,84161,70252,76210.635,230623.635,95551,70244,76210.635,242005.635,472629,
5610,45021.1978,56108.624,131991.3469,233121.1687,49888.7474,56218.624,131991.3469,238098.7183,471220,
9620,83075,66641,79776.59,229492.59,94606,66645,79776.59,241027.59,470520,
5556,48367,55134,130304.7709,233805.7709,50786,55363,130304.7709,236453.7709,470260,
9714,86579,69864,72623,229066,97150,69878,72623,239651,468717,7406
9961,147124,56562,65220.555,268906.555,76617,56561,65220.555,198398.555,467305,
2970,51413,219306,33955.145,304674.145,21357,107311,33955.145,162623.145,467297,424646
5114,40542,63332,127211.205,231085.205,38961,69336,127211.205,235508.205,466593,
5062,34664.9682,34718.9134,166757.1634,236141.045,26541.1433,34650.9134,166757.1634,227949.2201,464090,
3982,62342,106692,69979.56,239013.56,48294,106739,69979.56,225012.56,464026,
5092,39717.0614,31202,163289.6365,234208.6979,34410.0779,31467,163289.6365,229166.7144,463375,
8469,110450,84983,35962.165,231395.165,111260,84631,35962.165,231853.165,463248,
9512,70618,90331,67828.56,228777.56,75317,90147,67828.56,233292.56,462070,10946
6885,39728,93073,92208.125,225009.125,51209,92987,92208.125,236404.125,461413,
5634,48082,88299,92586.35,228967.35,48902,90692,92586.35,232180.35,461148,
5236,30369,28102,169891.89,228362.89,32904,28113,169891.89,230908.89,459272,
7640,79319,130323,18120.76,227762.76,79034,134249,18120.76,231403.76,459167,837
3055,56188,84332,89646.21,230166.21,54146,84563,89646.21,228355.21,458521,110008
2123,106098,117018,1093.745,224209.745,114921,117122,1093.745,233136.745,457346,
6977,71079.579,50901.5687,114615.7333,236596.881,54545.5504,51014.2268,114615.7333,220175.5105,456772,
3889,48880,132569,55494.9,236943.9,31415,132542,55494.9,219451.9,456396,
6265,57198,123661,47586.14,228445.14,54149,123276,47586.14,225011.14,453456,
5542,121345,69528,31851.145,222724.145,129160,69579,31851.145,230590.145,453314,
2247,99105,117097,2697.535,218899.535,114164,117128,2697.535,233989.535,452889,
3863,62900,90925,71639.845,225464.845,64613,90891,71639.845,227143.845,452609,
1393,61194,58361,103732.555,223287.555,63796,61556,103732.555,229084.555,452372,692
4503,108434,106116,7400.795,221950.795,115192,105862,7400.795,228454.795,450406,
5006,37476,104905,82711.465,225092.465,36499,104831,82711.465,224041.465,449134,
6961,35128.1188,30989.4926,139880.5524,205998.1638,71275.4736,31209.4926,139880.5524,242365.5186,448364,
5463,33479,44394,148624.7676,226497.7676,26687,44957,148624.7676,220268.7676,446767,22364
5068,48980.3471,40303.126,135693.1588,224976.6319,42900.3722,40420.126,135693.1588,219013.657,443990,
2390,100587,102443,43255.62,246285.62,53050,101059,43255.62,197364.62,443650,129477
5589,57320.0406,56607.7691,107520.754,221448.5637,56685.6827,56750.9045,107520.754,220957.3412,442406,
6676,83586,111857,19177.1,214620.1,96778,110431,19177.1,226386.1,441006,236
8474,105029,71462,44379.745,220870.745,104015,70514,44379.745,218908.745,439779,
9773,46130,45477,127218.295,218825.295,45909,45474,127218.295,218601.295,437427,
3152,57910,67755,92058.085,217723.085,57729,69432,92058.085,219219.085,436942,
9752,67540,60517,87410.765,215467.765,70880,60517,87410.765,218807.765,434276,
2188,101606,109498,1040.425,212144.425,111590,109473,1040.425,222103.425,434248,
5369,32396,56780,126893.7568,216069.7568,32722,57029,126893.7568,216644.7568,432715,
3053,49068,73684,93464.965,216216.965,49288,73666,93464.965,216418.965,432636,
2155,129145,80985,3806.88,213936.88,133112,81089,3806.88,218007.88,431945,
5104,45020.1394,38344.629,134844.7848,218209.5532,39374.3464,39078.629,134844.7848,213297.7602,431507,
2895,45292,133032,36668.5,214992.5,40867,137089,36668.5,214624.5,429617,
1454,76741.564,67392.3696,84463.27724,228597.21084,46292.8495,69427.4016,84463.27724,200183.52834,428781,
9876,52230,80742,81139.005,214111.005,53353,79136,81139.005,213628.005,427739,
3153,71999,39244,98364.16,209607.16,79175,40206,98364.16,217745.16,427352,
3805,59893,91585,59660.315,211138.315,62711,91656,59660.315,214027.315,425166,
2354,93134,118686,1391.895,213211.895,91534,118737,1391.895,211662.895,424875,
8506,92581,81792,36434.175,210807.175,96710,80312,36434.175,213456.175,424263,
2341,85969,119907,4355.81,210231.81,87086,122334,4355.81,213775.81,424008,
1829,87525,71714,50603.355,209842.355,90265,72741,50603.355,213609.355,423452,24907
9787,87280,57206,64683.475,209169.475,91695,57204,64683.475,213582.475,422752,
1519,41634,71100,97357.20025,210091.20025,40415,73491,97357.20025,211263.20025,421354,
5341,31143,55322,124267.3045,210732.3045,30164,55913,124267.3045,210344.3045,421077,25738
6845,16186,35990,156277.175,208453.175,16698,36717,156277.175,209692.175,418145,
7355,66693,67479,70169.865,204341.865,69889,73328,70169.865,213386.865,417729,4470
6954,42857.4496,42950.1591,117597.2375,203404.8462,53669.4609,42999.1591,117597.2375,214265.8575,417671,
9682,79760,70256,59924.77,209940.77,77148,70288,59924.77,207360.77,417302,
2195,71969,117816,1667.89,191452.89,104672,117892,1667.89,224231.89,415685,67
2217,84650,129211,1876.24,215737.24,64710,129308,1876.24,195894.24,411631,
2406,36051,170813,18289.205,225153.205,22378,145495,18289.205,186162.205,411315,195187
5430,31655.7382,32576,143705.8176,207937.5558,26248.621,32918,143705.8176,202872.4386,410810,
2245,82555,115714,672.085,198941.085,95445,115750,672.085,211867.085,410808,15288
5164,66619,116552,50950.485,234121.485,29160,95769,50950.485,175879.485,410001,261289
1466,46212,68114,88736.455,203062.455,49471,68346,88736.455,206553.455,409616,
5011,41787,80771,78722.835,201280.835,44579,82447,78722.835,205748.835,407030,
6096,43222,55231,102817.14,201270.14,46767,55416,102817.14,205000.14,406270,
9318,83284,29562,83158.33,196004.33,96357,29759,83158.33,209274.33,405279,
3154,52464,50443,98588.16,201495.16,53236,51630,98588.16,203454.16,404949,
8346,143846,106964,17135.11,267945.11,24970,93527,17135.11,135632.11,403577,23855
3526,59957,142841,2227.375,205025.375,52911,142836,2227.375,197974.375,403000,2132
8713,53306,109611,35029.91,197946.91,63577,102897,35029.91,201503.91,399451,
9635,83548,57219,58607.405,199374.405,82252,57231,58607.405,198090.405,397465,
5676,60015,80305,59318.83,199638.83,58201,79467,59318.83,196986.83,396626,48947
8561,91709,86063,15693.37,193465.37,100504,86534,15693.37,202731.37,396197,
5547,45208,55089,96429.34615,196726.34615,46596,55513,96429.34615,198538.34615,395265,114642
8201,50979,60411,86036.47,197426.47,50685,60411,86036.47,197132.47,394559,33851
2160,77240,118189,1396.23,196825.23,78232,116994,1396.23,196622.23,393447,9147
6806,42714,45083,107391.785,195188.785,44348,45519,107391.785,197258.785,392448,
4487,101563,85046,9350.815,195959.815,101552,84830,9350.815,195732.815,391693,1541
6172,35549,64051,94627.73,194227.73,38705,64113,94627.73,197445.73,391673,
5231,23474,53753,116949.1,194176.1,23007,57233,116949.1,197189.1,391365,
5564,150592,50088,13816.655,214496.655,106740,55880,13816.655,176436.655,390933,
6574,75974,83835,37137.425,196946.425,72454,83900,37137.425,193491.425,390438,12784
2125,92630,101479,2351.715,196460.715,87887,101531,2351.715,191769.715,388230,
5424,55736.1485,40727.9532,103055.0864,199519.1881,44385.6047,40752.9532,103055.0864,188193.6443,387713,
5625,46433,89681,55285.96,191399.96,46979,93345,55285.96,195609.96,387010,
6280,49694,130575,10984.035,191253.035,52063,131232,10984.035,194279.035,385532,6339
3188,36633.6382,44157.1294,110981.9982,191772.7658,38169.4732,43965.9542,110981.9982,193117.4256,384890,297
6863,18725,37934,135155,191814,18191,39177,135155,192523,384337,269572
1522,32146.8115,53036.481,101200.2375,186383.53,38455.1785,57159.4845,101200.2375,196814.9005,383198,
9792,66490,52170,62138.91,180798.91,88005,52169,62138.91,202312.91,383112,
1392,51358,56401,82343.545,190102.545,53366,56948,82343.545,192657.545,382760,
1553,54085.0123,44101.9641,93535.61615,191722.59255,42763.6804,54539.0532,93535.61615,190838.34975,382561,
5602,42023,47473,100546.285,190042.285,44003,47691,100546.285,192240.285,382283,
5130,33161,59647,97400.26,190208.26,31975,61815,97400.26,191190.26,381399,
5081,24252.4228,36804.2471,120297.836,181354.5059,41977.6114,37552.2471,120297.836,199827.6945,381182,
7996,53712,101240,33863.615,188815.615,57612,100331,33863.615,191806.615,380622,
6973,37332.8177,35025.9025,121894.5576,194253.2778,28577.8175,34872.9025,121894.5576,185345.2776,379599,
9667,72542,61350,53458.315,187350.315,77086,61326,53458.315,191870.315,379221,3160
7791,23463,146099,19777.505,189339.505,24100,145510,19777.505,189387.505,378727,482
2189,77663,110367,631.545,188661.545,78059,110354,631.545,189044.545,377706,
3235,89484,14420,85800.995,189704.995,87716,14330,85800.995,187846.995,377552,
6084,41995,56294,86327.865,184616.865,48549,57784,86327.865,192660.865,377278,
6499,55205,68147,75854.13,199206.13,41395,60717,75854.13,177966.13,377172,188371
5920,56333,52682,78118.98,187133.98,58418,53043,78118.98,189579.98,376714,
9521,82487,68416,40900.655,191803.655,75005,68407,40900.655,184312.655,376116,
5961,59240,109099,18535.435,186874.435,60809,109802,18535.435,189146.435,376021,
7725,63609,121687,3704.995,189000.995,61406,121831,3704.995,186941.995,375943,
4021,46910,80066,67021.66,193997.66,34400,80075,67021.66,181496.66,375494,
8049,49183,109123,28049.985,186355.985,51619,109202,28049.985,188870.985,375227,67
1727,63472,94706,25481.985,183659.985,70675,94982,25481.985,191138.985,374799,
5272,31351,60194,95515.97,187060.97,31414,60247,95515.97,187176.97,374238,
5636,51705,72400,63039.565,187144.565,49819,74033,63039.565,186891.565,374036,
4892,81626,57877,42738.86,182241.86,89477,59456,42738.86,191671.86,373914,
5415,45206,30652,105972.63,181830.63,55057,30738,105972.63,191767.63,373598,
9079,64289,87948,33297.97,185534.97,66461,87925,33297.97,187683.97,373219,171
4646,68762,107205,13407.885,189374.885,62801,104925,13407.885,181133.885,370509,266275
8524,77560,89148,17489.575,184197.575,79887,86862,17489.575,184238.575,368436,5247
1442,54164,68163,65518.99,187845.99,42045,71084,65518.99,178647.99,366494,
2304,86566,56360,41122.825,184048.825,84810,56319,41122.825,182251.825,366301,
1109,83896,87703,5413.86,177012.86,95689,88159,5413.86,189261.86,366275,
2201,95219,95521,734.925,191474.925,78139,95378,734.925,174251.925,365727,
8964,50288.5,72889,48721.98,171899.48,70277.5,72952,48721.98,191951.48,363851,
5694,65317,58155,60259.425,183731.425,59530,59007,60259.425,178796.425,362528,
6015,51214.8052,34654.8828,97936.95516,183806.64316,46075.0796,34668.8828,97936.95516,178680.91756,362488,
9358,46719,84615,47190.675,178524.675,51667,84624,47190.675,183481.675,362006,
5553,50862,37426,91421.73,179709.73,52029,37555,91421.73,181005.73,360715,
9795,65771,45244,62613.08,173628.08,78610,45242,62613.08,186465.08,360093,1096
5071,32832,44525,100335.27,177692.27,36610,45127,100335.27,182072.27,359765,31063
5796,44461,90134,43732.455,178327.455,41820,95296,43732.455,180848.455,359176,
3033,38894,67500,71884.085,178278.085,38622,69419,71884.085,179925.085,358203,
1404,55615.1744,45457.6386,80665.80504,181738.61804,50731.1177,45006.7616,80665.80504,176403.68434,358142,
3036,48281,59015,70412.28,177708.28,48588,61022,70412.28,180022.28,357731,
5468,28281,54138,95122.065,177541.065,29192,55654,95122.065,179968.065,357509,
4600,58296,82416,35512.08,176224.08,61587,84082,35512.08,181181.08,357405,
5879,54345,75406,48777.885,178528.885,53480,75850,48777.885,178107.885,356637,
7950,54481,98596,22435.045,175512.045,59967,98501,22435.045,180903.045,356415,
5608,42449.9674,50037.9605,84484.92237,176972.85027,44550.9883,50222.9605,84484.92237,179258.87117,356232,
5464,27315,56889,93548.145,177752.145,26713,58002,93548.145,178263.145,356015,
5056,28527.2,31784.5545,118336.2113,178647.9658,23602.0007,35100.5545,118336.2113,177038.7665,355687,
6926,44467.7616,44503.5792,92185.04515,181156.38595,37674.888,44504.5792,92185.04515,174364.51235,355521,5130
5281,42711,89426,48354.185,180491.185,35062,90340,48354.185,173756.185,354247,
3558,44534,118325,12741.9,175600.9,47682,117555,12741.9,177978.9,353580,
5078,38505.5272,31597.5382,110889.0994,180992.1648,29289.7728,31830.5382,110889.0994,172009.4104,353002,
3623,84948,86227,366.8,171541.8,94644,86301,366.8,181311.8,352854,
5697,49724,53375,73993.135,177092.135,47443,54174,73993.135,175610.135,352702,
6833,40356,47600,85886.025,173842.025,44711,47828,85886.025,178425.025,352267,8097
8530,45248,98318,33091.885,176657.885,43152,99244,33091.885,175487.885,352146,
5632,39444,29810,104191.42,173445.42,43551,29213,104191.42,176955.42,350401,
5392,31159.953,23040.5069,121350.6392,175551.0991,29978.958,23154.5069,121350.6392,174484.1041,350035,
9188,34099,127755,9742.1,171596.1,40836,127513,9742.1,178091.1,349687,
2193,76854,93926,1521.485,172301.485,81169,93921,1521.485,176611.485,348913,14578
3427,36325,111185,26029.54,173539.54,34945,111224,26029.54,172198.54,345738,
9855,46693,45631,73206.375,165530.375,60397,45625,73206.375,179228.375,344759,
6088,44697,42177,81204.58,168078.58,50977,43743,81204.58,175924.58,344003,
2152,72680,97856,374.075,170910.075,74646,97800,374.075,172820.075,343730,
5682,64658,70422,35207.5,170287.5,63029,75110,35207.5,173346.5,343634,
5419,26573,30372,116680.34,173625.34,21378,30714,116680.34,168772.34,342398,
1112,69293,93554,5765.89,168612.89,74471,93306,5765.89,173542.89,342156,
5529,121970,29154,21899.845,173023.845,117722,29180,21899.845,168801.845,341826,
1409,69556.2497,39383.1104,72278.73159,181218.09169,48944.9249,38538.2271,72278.73159,159761.88359,340980,12289
1521,71495.184,49174.7186,65896.10872,186566.01132,39887.9021,48058.731,65896.10872,153842.74182,340409,
7506,45416,96377,20837.79,162630.79,59427,96387,20837.79,176651.79,339283,2402
5943,49303,70674,48126.81,168103.81,51671,71272,48126.81,171069.81,339174,
5605,39945,56929,74071.715,170945.715,36740,57066,74071.715,167877.715,338823,
1413,48675.7276,41792.6774,75953.62259,166422.02759,50459.8884,41293.3928,75953.62259,167706.90379,334129,
9904,59837,49412,56328.19,165577.19,62660,49411,56328.19,168399.19,333976,
9490,15988,149447,2691.335,168126.335,15473,147509,2691.335,165673.335,333800,309
6956,31044.0648,66454.7839,65851.3976,163350.2463,36230.1221,66628.7839,65851.3976,168710.3036,332061,
2237,74234,89059,525.68,163818.68,78672,89040,525.68,168237.68,332056,
1625,85698,45058,34568.02,165324.02,86030,44729,34568.02,165327.02,330651,4306
8574,66745,85737,13616.26,166098.26,64079,86475,13616.26,164170.26,330269,
4690,81923,53637,28355.915,163915.915,81574,56369,28355.915,166298.915,330215,
6810,43496.5947,33797.2388,86143.71285,163437.54635,45550.3207,33522.2388,86143.71285,165216.27235,328654,
6012,42056.9745,35136.6401,89964.52576,167158.14036,35787.2993,35234.6401,89964.52576,160986.46516,328145,
8500,94171,55610,12932.74,162713.74,94948,56665,12932.74,164545.74,327259,
6171,29882,46289,83322.67,159493.67,37549,46741,83322.67,167612.67,327106,
9415,39983,41923,78495.1,160401.1,45989,41884,78495.1,166368.1,326769,
2235,90858,66842,6529.74,164229.74,91027,64472,6529.74,162028.74,326258,60622
1430,40655,56614,65179.31,162448.31,41111,56975,65179.31,163265.31,325714,
2790,32382,99089,29987.645,161458.645,27935,105416,29987.645,163338.645,324797,
9966,73308,42061,44484.755,159853.755,78200,42063,44484.755,164747.755,324602,
7976,59014,72914,28150.515,160078.515,61455,72836,28150.515,162441.515,322520,37310
4893,66494,91395,25978.5,183867.5,25927,84223,25978.5,136128.5,319996,189564
9080,43020.5,87677,26834.37,157531.87,47124.5,87581,26834.37,161539.87,319072,
6860,13956,50878,94248.355,159082.355,13383,51826,94248.355,159457.355,318540,552
3430,39866,74820,42008.105,156694.105,45014,74816,42008.105,161838.105,318532,
1467,28362,39698,90534.705,158594.705,29666,39656,90534.705,159856.705,318451,
1399,48772.7445,57460.7063,54823.62888,161057.07968,44069.9299,58353.7063,54823.62888,157247.26508,318304,
5091,22393,34054,101560.26,158007.26,23912,33680,101560.26,159152.26,317160,
7466,38689,20843,99694.655,159226.655,37373,20853,99694.655,157920.655,317147,
1533,26928,45447,85735.445,158110.445,26880,45622,85735.445,158237.445,316348,
2291,67509,85467,6482.415,159458.415,66508,83568,6482.415,156558.415,316017,1236
6952,32099.7861,38664.6684,87467.73432,158232.18882,31535.7834,38665.6684,87467.73432,157669.18612,315901,
3870,41796,68570,49354.72,159720.72,37751,68576,49354.72,155681.72,315402,
1398,29784.6584,56374.2064,66275.59727,152434.46207,32034.9984,64601.2064,66275.59727,162911.80207,315346,
7348,45755,72810,30660.815,149225.815,49905,84344,30660.815,164909.815,314136,
8875,31452.2768,39064.7615,84929.69571,155446.73401,31347.77,42001.192,84929.69571,158278.65771,313725,
6820,41327,35737,76582.27,153646.27,46160,36347,76582.27,159089.27,312736,
8009,54579,82611,17865.975,155055.975,57200,82597,17865.975,157662.975,312719,1
6362,51312,49715,56214.925,157241.925,49441,49630,56214.925,155285.925,312528,28465
9547,59274,59402,34119.745,152795.745,65233,59377,34119.745,158729.745,311525,
5145,36128.7902,37029.551,76916.21398,150074.55518,47157.6626,37162.551,76916.21398,161236.42758,311311,
5085,31731.0302,38289,86080.9204,156100.9506,29558.0542,38494,86080.9204,154132.9746,310234,
2154,70441,78008,345.325,148794.325,82936,77974,345.325,161255.325,310050,
5582,27076.8079,39910.8387,90196.97588,157184.62248,22527.3406,40041.8387,90196.97588,152766.15518,309951,
2226,176132,49409,2200.485,227741.485,30853,48219,2200.485,81272.485,309014,646774
2830,37195,92712,24820.185,154727.185,32906,95983,24820.185,153709.185,308436,
8565,65586,71502,10184.895,147272.895,76630,74195,10184.895,161009.895,308283,
9864,36183,30077,85139.02,151399.02,37238,30075,85139.02,152452.02,303851,
6818,52127,39627,73914.7,165668.7,24903,38918,73914.7,137735.7,303404,
6821,34028,33997,81186.51,149211.51,38010,34293,81186.51,153489.51,302701,
6949,31036,30301,90510.42,151847.42,30073,30258,90510.42,150841.42,302689,
5283,19465,28052,96582.175,144099.175,32789,29064,96582.175,158435.175,302534,
4525,49483,83379,17460.84,150322.84,50074,84389,17460.84,151923.84,302247,
9681,58948,56492,35376.235,150816.235,59266,56465,35376.235,151107.235,301923,508
5053,23739,28861.2308,97626.11703,150226.34783,21934.0413,32096.9408,97626.11703,151657.09913,301883,
2190,65189,80913,714.325,146816.325,73325,80945,714.325,154984.325,301801,
5082,46649.4606,27431.7004,81078.31951,155159.48051,37360.8184,27584.7004,81078.31951,146023.83831,301183,
2671,77148,55457,18637.915,151242.915,75737,55329,18637.915,149703.915,300947,
9810,65250,39224,43149.215,147623.215,70611,39219,43149.215,152979.215,300602,
2126,68153,78921,754.79,147828.79,73040,78928,754.79,152722.79,300552,
9822,51672,48786,41005.18,141463.18,69038,48791,41005.18,158834.18,300297,
2250,57353,91496,783.745,149632.745,58361,91515,783.745,150659.745,300292,
6979,49615.4782,36674.5741,68732.86422,155022.91652,39687.642,36678.7248,68732.86422,145099.23102,300122,
3855,45847,86082,24763.115,156692.115,32483,86146,24763.115,143392.115,300084,
5689,48053,37532,60611.425,146196.425,55801,37431,60611.425,153843.425,300040,
7471,44249,44022,64361.185,152632.185,37892,44040,64361.185,146293.185,298925,
3434,28083,102121,17981.175,148185.175,29905,102423,17981.175,150309.175,298494,324
6511,58444,63919,26532.54,148895.54,58855,64115,26532.54,149502.54,298398,75268
5562,33193,40173,74073.71,147439.71,35572,40377,74073.71,150022.71,297462,
2677,58152,67578,21344.25,147074.25,60934,68038,21344.25,150316.25,297391,
3874,46353,53921,50256.88,150530.88,41386,53944,50256.88,145586.88,296118,13730
1006,107463,90623,1755.505,199841.505,14016,80324,1755.505,96095.505,295937,216908
9395,72887,15104,59981.285,147972.285,71555,15754,59981.285,147290.285,295263,
1422,48477.6067,42966.5741,61853.31339,153297.49419,37209.1258,42685.5741,61853.31339,141748.01329,295046,
5505,42127,80110,22381.405,144618.405,46901,80567,22381.405,149849.405,294468,15233
6456,47966,81937,15948.565,145851.565,49468,81653,15948.565,147069.565,292921,2954
9775,27428,23271,93288.45,143987.45,32358,23271,93288.45,148917.45,292905,
8359,58104,84066,3008.75,145178.75,58308,86343,3008.75,147659.75,292839,5322
3021,34839,61231,51465.125,147535.125,35442,58074,51465.125,144981.125,292516,
5712,45537,67119,31838.405,144494.405,48255,67827,31838.405,147920.405,292415,158763
1110,68440,74672,5179.305,148291.305,64294,74605,5179.305,144078.305,292370,
7328,50492,76257,19572.66,146321.66,52282,73548,19572.66,145402.66,291724,121
6019,37344,16400,92939.6216,146683.6216,35238,16429,92939.6216,144606.6216,291290,
6947,44117.8654,47014.2034,54611.74805,145743.81685,44471.3133,46417.2034,54611.74805,145500.26475,291244,
8051,42027,53168,49252.13,144447.13,44331,52899,49252.13,146482.13,290929,803
2925,30874,91136,24493.42,146503.42,26393,93081,24493.42,143967.42,290471,
9814,35446,28473,77035.47,140954.47,43492,28471,77035.47,148998.47,289953,
4181,46276,81928,16210.25,144414.25,47365,81650,16210.25,145225.25,289640,
2350,67550,74975,715.73,143240.73,70228,75076,715.73,146019.73,289260,
2248,58400,80950,248.78,139598.78,68371,80964,248.78,149583.78,289183,
4068,39229,91681,14809.565,145719.565,37000,91266,14809.565,143075.565,288795,7065
5116,25657,30805,86567.05,143029.05,26877,31861,86567.05,145305.05,288334,
2870,45675,71144,26022.565,142841.565,40451,78789,26022.565,145262.565,288104,1907
6686,46439,81260,15762.63,143461.63,47388,80140,15762.63,143290.63,286752,2401
5599,22736.7879,28155.0229,93602.5762,144494.387,19073.1138,28150.0229,93602.5762,140825.7129,285320,
4133,34528,72479,33599.715,140606.715,38550,72388,33599.715,144537.715,285144,3947
2907,29822,89050,21545.975,140417.975,28134,94599,21545.975,144278.975,284697,
5285,43083,54050.53,44040.72,141174.25,45528,53568.01,44040.72,143136.73,284311,
6530,45544,74006,22052.405,141602.405,46070,73436,22052.405,141558.405,283161,784
9774,46865,33395,60694.485,140954.485,47869,33394,60694.485,141957.485,282912,22966
5396,25881.0004,28061,88643.99021,142585.99061,23039.0002,28221,88643.99021,139903.99041,282490,
3408,38587,71962,29522.43,140071.43,40173,71892,29522.43,141587.43,281659,
5528,28272,38208,73664.885,140144.885,28719,38904,73664.885,141287.885,281433,
9995,55179,47796,34907.295,137882.295,60442,47799,34907.295,143148.295,281031,
2710,79246,31759,29584.835,140589.835,78866,31901,29584.835,140351.835,280942,
6873,13569,34163,91027.225,138759.225,15331,35597,91027.225,141955.225,280714,
3602,37514,82052,18601.045,138167.045,40222,82090,18601.045,140913.045,279080,
