NLC,Entries_Full,Entries_Reduced,Entries_Season,Entries_Total,Exits_Full,Exits_Reduced,Exits_Season,Exits_Total,1415 Entries & Exits,1415 Interchanges
2536,9418,873,1226,11517,9418,873,1226,11517,23034,0
3812,202058,21375,131077,354510,202058,21375,131077,354510,709020,0
4412,13280,10661,684,24625,13280,10661,684,24625,49250,0
992,14625,23366,16528,54519,14625,23366,16528,54519,109038,0
3680,30437,5184,12541,48162,30437,5184,12541,48162,96324,0
1439,169684,246881,428291,844856,169684,246881,428291,844856,1689712,0
3562,749,13911,2192,16852,749,13911,2192,16852,33704,0
3238,33084,42972,16696,92752,33084,42972,16696,92752,185504,0
5682,86252,93256,50678,230186,86252,93256,50678,230186,460372,0
3504,14684,95887,29655,140226,14684,95887,29655,140226,280452,0
7022,1088909,2549575,1571605,5210089,1088909,2549575,1571605,5210089,10420178,557532.2279
6962,51277,76736,73026,201039,51277,76736,73026,201039,402078,0
9768,105556,145370,124085,375011,105556,145370,124085,375011,750022,207738.2848
1440,479443,780616,1216229,2476288,479443,780616,1216229,2476288,4952576,14861.1096
9878,22894,24395,17950,65239,22894,24395,17950,65239,130478,0
1659,1992575,3171286,1471,5165332,1992575,3171286,1471,5165332,10330664,0
1129,30048,55029,52064,137141,30048,55029,52064,137141,274282,0
1016,36094,57556,16912,110562,36094,57556,16912,110562,221124,0
5142,1191114,1258090,8615598,11064802,1191114,1258090,8615598,11064802,22129604,2350974.2724
1441,297922,517320,649073,1464315,297922,517320,649073,1464315,2928630,359149.7204
5164,98264.1104518302,282193.836707694,121504.720282244,501962.667441767,98264.1104518302,282193.836707694,121504.720282244,501962.667441767,1003925.33488353,21604.0873
5007,228666.88954817,656683.163292307,282749.279717756,1168099.33255823,228666.88954817,656683.163292307,282749.279717756,1168099.33255823,2336198.66511647,96584.3038
7292,3560,4169,2946,10675,3560,4169,2946,10675,21350,0
2186,43812,39891,21107,104810,43812,39891,21107,104810,209620,0
3542,9805,105899,196,115900,9805,105899,196,115900,231800,0
9112,10804,16661,3822,31287,10804,16661,3822,31287,62574,0
3815,261695,66811,243367,571873,261695,66811,243367,571873,1143746,0
3899,2361236,2094437,1514007,5969680,2361236,2094437,1514007,5969680,11939360,1754524.71760001
3900,679141,90050,492466,1261657,679141,90050,492466,1261657,2523314,983232.1684
9624,24630,34664,46392,105686,24630,34664,46392,105686,211372,0
9969,18202,30247,41748,90197,18202,30247,41748,90197,180394,0
9877,14593,22859,18388,55840,14593,22859,18388,55840,111680,0
1964,19119,11896,4475,35490,19119,11896,4475,35490,70980,0
2118,261253,644090,49093,954436,261253,644090,49093,954436,1908872,351107.535199999
6201,5024,3924,3636,12584,5024,3924,3636,12584,25168,0
9702,57401,74018,64987,196406,57401,74018,64987,196406,392812,0
4068,117686,64903,31458,214047,117686,64903,31458,214047,428094,13941.8122
9769,20616,25372,19569,65557,20616,25372,19569,65557,131114,0
2640,52395,32480,17223,102098,52395,32480,17223,102098,204196,9036.2678
9028,28725,21016,12223,61964,28725,21016,12223,61964,123928,0
9897,44057,68642,48022,160721,44057,68642,48022,160721,321442,0
1442,156973,252613,69595,479181,156973,252613,69595,479181,958362,0
8621,1831,1261,36,3128,1831,1261,36,3128,6256,0
5405,176323,217684,318811,712818,176323,217684,318811,712818,1425636,0
5406,126824,167130,216343,510297,126824,167130,216343,510297,1020594,0
9704,8661,7252,5781,21694,8661,7252,5781,21694,43388,10388.5373
9680,16952,24066,18249,59267,16952,24066,18249,59267,118534,0
3098,26925,23819,39508,90252,26925,23819,39508,90252,180504,0
5703,13910,93622,15116,122648,13910,93622,15116,122648,245296,26054.827
8359,80355,102502,100353,283210,80355,102502,100353,283210,566420,7403.4752
2919,15283,36253,22762,74298,15283,36253,22762,74298,148596,0
7914,2024,405,0,2429,2024,405,0,2429,4858,0
5351,111013,124280,297240,532533,111013,124280,297240,532533,1065066,0
5077,108964,106027,363758,578749,108964,106027,363758,578749,1157498,82966.5737
5047,187279,263893,650575,1101747,187279,263893,650575,1101747,2203494,34898.0643
3820,223532,49218,157501,430251,223532,49218,157501,430251,860502,0
9795,72066,96256,118452,286774,72066,96256,118452,286774,573548,1614.5214
8232,10446,14606,4922,29974,10446,14606,4922,29974,59948,0
3568,13,902,132,1047,13,902,132,1047,2094,0
2425,3690,278,491,4459,3690,278,491,4459,8918,0
6874,321579,492434,689484,1503497,321579,492434,689484,1503497,3006994,0
7447,398634,504555,233561,1136750,398634,504555,233561,1136750,2273500,0
539,157448,174713,76525,408686,157448,174713,76525,408686,817372,0
7469,210401,145668,553167,909236,210401,145668,553167,909236,1818472,0
5836,41100,39461,35395,115956,41100,39461,35395,115956,231912,0
2762,5064,14851,3072,22987,5064,14851,3072,22987,45974,0
5820,16,80,0,96,16,80,0,96,192,0
6664,69533,44903,59280,173716,69533,44903,59280,173716,347432,0
7051,2694,8816,9924,21434,2694,8816,9924,21434,42868,0
5097,8173,11181,13954,33308,8173,11181,13954,33308,66616,0
5143,3548433,6560087,11380925,21489445,3548433,6560087,11380925,21489445,42978890,1068171.802
9911,261973,316480,405708,984161,261973,316480,405708,984161,1968322,0
3004,32112,75347,45183,152642,32112,75347,45183,152642,305284,0
5144,159057,245490,495836,900383,159057,245490,495836,900383,1800766,264226.84
5008,10114,12819,6864,29797,10114,12819,6864,29797,59594,0
2947,5701,3223,13281,22205,5701,3223,13281,22205,44410,0
9707,8532,14334,14601,37467,8532,14334,14601,37467,74934,0
5199,248180,424671,675514,1348365,248180,424671,675514,1348365,2696730,1134.7215
7792,556,81,587,1224,556,81,587,1224,2448,0
2870,97796,138578,138907,375281,97796,138578,138907,375281,750562,5755.7933
5352,137313,159512,287198,584023,137313,159512,287198,584023,1168046,0
1372,8046,9994,18111,36151,8046,9994,18111,36151,72302,0
2764,6333,7682,2695,16710,6333,7682,2695,16710,33420,0
6836,728311,960628,2501644,4190583,728311,960628,2501644,4190583,8381166,53102.433
5098,84167,58796,361416,504379,84167,58796,361416,504379,1008758,0
4731,277955,617076,124171,1019202,277955,617076,124171,1019202,2038404,177552.6997
3774,53231,40873,21436,115540,53231,40873,21436,115540,231080,0
2573,14466,2748,4136,21350,14466,2748,4136,21350,42700,0
5553,101385,65557,181012,347954,101385,65557,181012,347954,695908,0
6814,299197,385452,385832,1070481,299197,385452,385832,1070481,2140962,237084.0495
5582,66621,88901,150162,305684,66621,88901,150162,305684,611368,0
5554,69876,83288,122487,275651,69876,83288,122487,275651,551302,0
2412,643846,1351714,266141,2261701,643846,1351714,266141,2261701,4523402,943138.216199997
1130,75459,115542,216819,407820,75459,115542,216819,407820,815640,0
6615,218393,463944,137807,820144,218393,463944,137807,820144,1640288,183342.3713
7736,34244,30559,35619,100422,34244,30559,35619,100422,200844,0
5200,9564,15392,37444,62400,9564,15392,37444,62400,124800,0
5840,294,667,206,1167,294,667,206,1167,2334,0
5255,325965,706242,584120,1616327,325965,706242,584120,1616327,3232654,33107.6661
5009,3620,8532,7189,19341,3620,8532,7189,19341,38682,0
5296,4002,3859,5094,12955,4002,3859,5094,12955,25910,0
6914,198055,298870,386499,883424,198055,298870,386499,883424,1766848,0
2823,18459,16232,19600,54291,18459,16232,19600,54291,108582,1527.4199
3267,177708,494380,275902,947990,177708,494380,275902,947990,1895980,27496.9232
5353,23112,24293,35737,83142,23112,24293,35737,83142,166284,0
4449,20985,11005,3372,35362,20985,11005,3372,35362,70724,0
5099,139790,159851,304752,604393,139790,159851,304752,604393,1208786,0
5583,152060,165485,206101,523646,152060,165485,206101,523646,1047292,0
3031,21739,60363,54113,136215,21739,60363,54113,136215,272430,0
2745,154381,105213,100471,360065,154381,105213,100471,360065,720130,0
546,103330,130280,127360,360970,103330,130280,127360,360970,721940,0
5879,71979,114889,45799,232667,71979,114889,45799,232667,465334,0
5319,14617,35819,41151,91587,14617,35819,41151,91587,183174,0
2556,13802,2048,5056,20906,13802,2048,5056,20906,41812,0
8233,21700,1501,10243,33444,21700,1501,10243,33444,66888,689.7783
4365,31036,15007,19840,65883,31036,15007,19840,65883,131766,0
3785,843,435,0,1278,843,435,0,1278,2556,0
5121,522209,591197,2063658,3177064,522209,591197,2063658,3177064,6354128,3298.6694
6850,62869,187678,146606,397153,62869,187678,146606,397153,794306,0
5555,29930,26156,52215,108301,29930,26156,52215,108301,216602,0
2653,2879,430,0,3309,2879,430,0,3309,6618,0
5301,212596,227003,171320,610919,212596,227003,171320,610919,1221838,0
5595,3264579,4370521,5597820,13232920,3264579,4370521,5597820,13232920,26465840,28425609.155
6926,158158,214424,442351,814933,158158,214424,442351,814933,1629866,2.0447
4069,3966,1479,78,5523,3966,1479,78,5523,11046,0
9792,73301,100063,101451,274815,73301,100063,101451,274815,549630,0
4593,478,383,0,861,478,383,0,861,1722,0
5556,75049,74954,186450,336453,75049,74954,186450,336453,672906,0
6274,39030,94411,1555,134996,39030,94411,1555,134996,269992,0
9718,12327,20888,12027,45242,12327,20888,12027,45242,90484,0
2795,35,25,16,76,35,25,16,76,152,0
3202,158651,38542,112690,309883,158651,38542,112690,309883,619766,0
2574,67288,41561,34902,143751,67288,41561,34902,143751,287502,0
5048,140758,151588,303322,595668,140758,151588,303322,595668,1191336,0
4070,8334,4150,0,12484,8334,4150,0,12484,24968,0
9855,51297,87248,58589,197134,51297,87248,58589,197134,394268,0
9747,9699,12382,3729,25810,9699,12382,3729,25810,51620,0
9752,77043,140221,111868,329132,77043,140221,111868,329132,658264,0
9762,41760,53184,77207,172151,41760,53184,77207,172151,344302,0
5557,94915,97362,128084,320361,94915,97362,128084,320361,640722,0
4616,13708,16619,24097,54424,13708,16619,24097,54424,108848,0
3828,85348,10782,48538,144668,85348,10782,48538,144668,289336,0
6861,283203.85476826,771187.140378549,1174261.77754186,2228652.77268867,283203.85476826,771187.140378549,1174261.77754186,2228652.77268867,4457305.54537734,461563.2755
6853,49038.1452317399,133534.859621451,203329.222458141,385902.227311332,49038.1452317399,133534.859621451,203329.222458141,385902.227311332,771804.454622665,533.039
9882,68397,9408,36388,114193,68397,9408,36388,114193,228386,0
6349,23287,2074,9035,34396,23287,2074,9035,34396,68792,0
5457,21946,34510,56151,112607,21946,34510,56151,112607,225214,0
2562,31354,8672,8389,48415,31354,8672,8389,48415,96830,0
4876,10502,12794,8484,31780,10502,12794,8484,31780,63560,18
2451,63461,68576,15392,147429,63461,68576,15392,147429,294858,3988.6407
3005,570,53,1,624,570,53,1,624,1248,0
7515,1564,269,468,2301,1564,269,468,2301,4602,0
1227,44751,68473,32427,145651,44751,68473,32427,145651,291302,0
6488,14942,14095,12986,42023,14942,14095,12986,42023,84046,0
8708,1545,1645,1092,4282,1545,1645,1092,4282,8564,0
6393,4732,2403,620,7755,4732,2403,620,7755,15510,0
8470,36052,13083,43648,92783,36052,13083,43648,92783,185566,0
3624,275069,208186,159000,642255,275069,208186,159000,642255,1284510,0
2486,9288,8260,3232,20780,9288,8260,3232,20780,41560,0
5458,9257,35797,18185,63239,9257,35797,18185,63239,126478,0
3019,23984,35200,47798,106982,23984,35200,47798,106982,213964,0
5336,3717,2837,16711,23265,3717,2837,16711,23265,46530,0
3570,7,6,0,13,7,6,0,13,26,0
5821,622,5135,981,6738,622,5135,981,6738,13476,0
7504,9650,19734,5046,34430,9650,19734,5046,34430,68860,0
1847,26502,77604,31275,135381,26502,77604,31275,135381,270762,1097.9937
9627,38439,42051,43385,123875,38439,42051,43385,123875,247750,0
2049,10850,785,8626,20261,10850,785,8626,20261,40522,0
8824,692,685,0,1377,692,685,0,1377,2754,0
8825,4220,2208,0,6428,4220,2208,0,6428,12856,0
3905,65074,6170,56217,127461,65074,6170,56217,127461,254922,0
1143,31558,71402,102832,205792,31558,71402,102832,205792,411584,0
4617,11056,22689,5297,39042,11056,22689,5297,39042,78084,0
5896,177889,205375,105121,488385,177889,205375,105121,488385,976770,0
8056,24011,39134,40264,103409,24011,39134,40264,103409,206818,0
8505,15871,11114,16636,43621,15871,11114,16636,43621,87242,0
5408,175879,275157,425679,876715,175879,275157,425679,876715,1753430,0
5382,28151,48792,81522,158465,28151,48792,81522,158465,316930,0
1030,722327,1550347,853770,3126444,722327,1550347,853770,3126444,6252888,339529.573199999
5409,3369,7468,15213,26050,3369,7468,15213,26050,52100,0
9185,25618,46488,13158,85264,25618,46488,13158,85264,170528,0
4639,73585,142696,154140,370421,73585,142696,154140,370421,740842,0
9970,17398,29417,38657,85472,17398,29417,38657,85472,170944,0
7579,22386,8044,14105,44535,22386,8044,14105,44535,89070,0
3634,27782,14648,15951,58381,27782,14648,15951,58381,116762,5483.1858
5484,204951,426678,367015,998644,204951,426678,367015,998644,1997288,5768.4946
5100,163555,213394,514722,891671,163555,213394,514722,891671,1783342,0
5754,3144,21245,1857,26246,3144,21245,1857,26246,52492,0
6837,2922,2698,11720,17340,2922,2698,11720,17340,34680,0
2225,55530,70540,112486,238556,55530,70540,112486,238556,477112,0
1874,8690,9156,1334,19180,8690,9156,1334,19180,38360,0
1243,426119,706515,192633,1325267,426119,706515,192633,1325267,2650534,1315610.77280001
5832,10343,55042,5521,70906,10343,55042,5521,70906,141812,0
6007,13893,65226,10453,89572,13893,65226,10453,89572,179144,0
8826,4000,4376,0,8376,4000,4376,0,8376,16752,1619.2976
4312,4942,2220,628,7790,4942,2220,628,7790,15580,0
1519,109985,177173,459621,746779,109985,177173,459621,746779,1493558,0
9778,21347,45568,36746,103661,21347,45568,36746,103661,207322,0
5078,94469,100634,195159,390262,94469,100634,195159,390262,780524,0
7295,27530,53936,10050,91516,27530,53936,10050,91516,183032,0
1822,6467,10990,2890,20347,6467,10990,2890,20347,40694,0
9628,23459,32421,19028,74908,23459,32421,19028,74908,149816,0
8473,85942,69414,86124,241480,85942,69414,86124,241480,482960,0
8554,75692,64481,115890,256063,75692,64481,115890,256063,512126,0
9814,36571,61348,59020,156939,36571,61348,59020,156939,313878,0
9902,34097,2969,19897,56963,34097,2969,19897,56963,113926,0
9796,79606,126695,99471,305772,79606,126695,99471,305772,611544,0
2313,8386,10394,3834,22614,8386,10394,3834,22614,45228,0
7406,91304,142064,182707,416075,91304,142064,182707,416075,832150,0
5325,31938,48679,119364,199981,31938,48679,119364,199981,399962,0
5233,4594,7322,9892,21808,4594,7322,9892,21808,43616,0
6524,3456,9592,2423,15471,3456,9592,2423,15471,30942,0
5628,41333,56687,53888,151908,41333,56687,53888,151908,303816,0
9943,152259,323375,195321,670955,152259,323375,195321,670955,1341910,0
5356,353283,544594,488507,1386384,353283,544594,488507,1386384,2772768,520436.557100001
2305,11921,16588,4814,33323,11921,16588,4814,33323,66646,0
6008,76381,89241,199754,365376,76381,89241,199754,365376,730752,0
3107,8830,5112,17663,31605,8830,5112,17663,31605,63210,0
8625,206,59,0,265,206,59,0,265,530,0
9721,33602,48632,22157,104391,33602,48632,22157,104391,208782,2982.3383
9121,33904,49908,15868,99680,33904,49908,15868,99680,199360,0
9218,14497,9432,9661,33590,14497,9432,9661,33590,67180,0
5201,7527,6729,6533,20789,7527,6729,6533,20789,41578,0
3981,9449,1516,529,11494,9449,1516,529,11494,22988,0
3738,104276,29855,42665,176796,104276,29855,42665,176796,353592,0
4147,445,198,0,643,445,198,0,643,1286,0
7440,45085,41274,98633,184992,45085,41274,98633,184992,369984,0
2777,21051,40647,71359,133057,21051,40647,71359,133057,266114,0
9135,45362,54166,54378,153906,45362,54166,54378,153906,307812,0
8711,1991,1107,1071,4169,1991,1107,1071,4169,8338,0
9790,29385,63285,15890,108560,29385,63285,15890,108560,217120,0
9415,51474,78112,96333,225919,51474,78112,96333,225919,451838,0
9992,108190,150929,190862,449981,108190,150929,190862,449981,899962,61455.9264
9864,32119,51038,112243,195400,32119,51038,112243,195400,390800,0
9483,25336,43409,29712,98457,25336,43409,29712,98457,196914,0
2077,6544,1161,3898,11603,6544,1161,3898,11603,23206,0
1429,494856,1093628,1605843,3194327,494856,1093628,1605843,3194327,6388654,0
1443,483625,963022,409247,1855894,483625,963022,409247,1855894,3711788,0.476
1957,16059,10570,3982,30611,16059,10570,3982,30611,61222,0
8628,773,457,0,1230,773,457,0,1230,2460,0
7915,3248,744,228,4220,3248,744,228,4220,8440,0
3797,26743,2514,18410,47667,26743,2514,18410,47667,95334,0
4519,1356,1399,580,3335,1356,1399,580,3335,6670,0
7877,296316,691730,140666,1128712,296316,691730,140666,1128712,2257424,395605.3772
6729,2998,1388,2111,6497,2998,1388,2111,6497,12994,0
7211,5621,20170,2581,28372,5621,20170,2581,28372,56744,0
5101,288068,449409,854230,1591707,288068,449409,854230,1591707,3183414,420373.626
8420,28115,37380,44801,110296,28115,37380,44801,110296,220592,0
2576,71947,55438,35949,163334,71947,55438,35949,163334,326668,0
5668,55313,58385,62201,175899,55313,58385,62201,175899,351798,0
2770,29860,43928,63636,137424,29860,43928,63636,137424,274848,0
3408,27562,184148,66688,278398,27562,184148,66688,278398,556796,0
3409,3613,70970,4023,78606,3613,70970,4023,78606,157212,0
5011,38195,110036,99149,247380,38195,110036,99149,247380,494760,0
5942,3682,5261,3961,12904,3682,5261,3961,12904,25808,0
2963,35725.9671521429,100652.505752268,49929.7608450309,186308.233749442,35725.9671521429,100652.505752268,49929.7608450309,186308.233749442,372616.467498884,0
5412,47520.9132590211,81135.5538863684,93287.1307273984,221943.597872788,47520.9132590211,81135.5538863684,93287.1307273984,221943.597872788,443887.195745576,207120.9225
2480,3478,1685,274,5437,3478,1685,274,5437,10874,0
8441,11914,10415,24594,46923,11914,10415,24594,46923,93846,0
2306,4976,15194,1517,21687,4976,15194,1517,21687,43374,0
8432,33751,36744,30099,100594,33751,36744,30099,100594,201188,0
3052,38856,36186,77001,152043,38856,36186,77001,152043,304086,0
3060,3216,1912,6241,11369,3216,1912,6241,11369,22738,0
5421,782616,719210,1313678,2815504,782616,719210,1313678,2815504,5631008,126836.4712
2103,3725,802,0,4527,3725,802,0,4527,9054,0
2855,44,6,10,60,44,6,10,60,120,0
5145,121850,177030,320380,619260,121850,177030,320380,619260,1238520,0
1823,535400,1000996,290850,1827246,535400,1000996,290850,1827246,3654492,771260.149899999
7212,9119,9812,3671,22602,9119,9812,3671,22602,45204,0
3579,2599,4791,9594,16984,2599,4791,9594,16984,33968,0
8326,204823,378041,262514,845378,204823,378041,262514,845378,1690756,0
3030,293907,652067,595655,1541629,293907,652067,595655,1541629,3083258,491568.2883
5753,42339,108831,134585,285755,42339,108831,134585,285755,571510,0
5502,3496,2359,3902,9757,3496,2359,3902,9757,19514,0
3901,22386,2956,4498,29840,22386,2956,4498,29840,59680,0
3830,29963,4299,18005,52267,29963,4299,18005,52267,104534,0
3861,27067,3067,10202,40336,27067,3067,10202,40336,80672,0
8632,26633,13278,3980,43891,26633,13278,3980,43891,87782,583.2712
7897,15434,3220,5652,24306,15434,3220,5652,24306,48612,0
2893,12530,23497,33614,69641,12530,23497,33614,69641,139282,0
2765,15038,32465,37645,85148,15038,32465,37645,85148,170296,0
7348,61410,173442,106219,341071,61410,173442,106219,341071,682142,0
3588,371,1250,1529,3150,371,1250,1529,3150,6300,0
6781,9071,7906,4872,21849,9071,7906,4872,21849,43698,0
4188,477,221,0,698,477,221,0,698,1396,0
5036,152,44,3129,3325,152,44,3129,3325,6650,0
2538,412,87,254,753,412,87,254,753,1506,0
2452,1177,860,140,2177,1177,860,140,2177,4354,0
6417,610868,889089,339031,1838988,610868,889089,339031,1838988,3677976,1320440.2901
5961,63158.5936006059,150949.719032518,21561.6761963364,235669.98882946,63158.5936006059,150949.719032518,21561.6761963364,235669.98882946,471339.97765892,388.5707
5962,17608.4063993941,42084.2809674824,6011.32380366356,65704.0111705401,17608.4063993941,42084.2809674824,6011.32380366356,65704.0111705401,131408.02234108,51.3152
6690,35143,22710,15125,72978,35143,22710,15125,72978,145956,0
5357,138362.571402818,236235.440314875,271616.145419584,646214.157137277,138362.571402818,236235.440314875,271616.145419584,646214.157137277,1292428.31427455,132373.2412
5297,6670.51533816062,11389.0057987561,13094.7238530181,31154.2449899348,6670.51533816062,11389.0057987561,13094.7238530181,31154.2449899348,62308.4899798696,1639.1547
5413,12035,14102,25049,51186,12035,14102,25049,51186,102372,0
4525,60708,144293,122332,327333,60708,144293,122332,327333,654666,0
2766,731,1686,38,2455,731,1686,38,2455,4910,0
5033,106799,252115,121673,480587,106799,252115,121673,480587,961174,138388.5532
6901,12867,28625,42534,84026,12867,28625,42534,84026,168052,0
4436,1000,178,5,1183,1000,178,5,1183,2366,1028.7418
7055,54435,122407,69030,245872,54435,122407,69030,245872,491744,0
3099,26634,18751,30970,76355,26634,18751,30970,76355,152710,0
6000,101362,57656,153700,312718,101362,57656,153700,312718,625436,0
9317,21630,18763,21234,61627,21630,18763,21234,61627,123254,0
8057,30382,56063,36690,123135,30382,56063,36690,123135,246270,0
1994,3363,344,1526,5233,3363,344,1526,5233,10466,0
4878,134733,52124,79777,266634,134733,52124,79777,266634,533268,71300.2279
6616,44674,28238,20054,92966,44674,28238,20054,92966,185932,0
9994,51676,85604,54665,191945,51676,85604,54665,191945,383890,0
9967,9065,14867,12529,36461,9065,14867,12529,36461,72922,0
9757,46304,72914,74416,193634,46304,72914,74416,193634,387268,0
9993,35226,59212,31209,125647,35226,59212,31209,125647,251294,0
1040,18951,13470,61896,94317,18951,13470,61896,94317,188634,0
1212,33118,68602,108965,210685,33118,68602,108965,210685,421370,0
1691,12359,10677,5961,28997,12359,10677,5961,28997,57994,0
8681,406,118,0,524,406,118,0,524,1048,0
9906,20258,25388,14091,59737,20258,25388,14091,59737,119474,0
7027,3939,3030,12795,19764,3939,3030,12795,19764,39528,0
9866,81936,136994,152042,370972,81936,136994,152042,370972,741944,117035.321
9868,52110,89412,72116,213638,52110,89412,72116,213638,427276,0
9622,19875,37399,18010,75284,19875,37399,18010,75284,150568,0
9490,25189,161217,3950,190356,25189,161217,3950,190356,380712,83.1349
5034,2587,3966,5485,12038,2587,3966,5485,12038,24076,0
9397,14239,121420,77317,212976,14239,121420,77317,212976,425952,0
8713,75723,138247,53061,267031,75723,138247,53061,267031,534062,0
5944,4136,5829,3718,13683,4136,5829,3718,13683,27366,0
8682,199,25,0,224,199,25,0,224,448,0
9039,282798,528648,106543,917989,282798,528648,106543,917989,1835978,68511.7242
9186,87179,134058,106868,328105,87179,134058,106868,328105,656210,0
9187,33046,42560,36464,112070,33046,42560,36464,112070,224140,0
8763,6961,8014,550,15525,6961,8014,550,15525,31050,0
9492,13430,25165,11762,50357,13430,25165,11762,50357,100714,0
8642,278,133,0,411,278,133,0,411,822,0
7744,1074,750,628,2452,1074,750,628,2452,4904,0
5102,10764,16193,61810,88767,10764,16193,61810,88767,177534,0
7745,156398,926928,177736,1261062,156398,926928,177736,1261062,2522124,9060.037
5282,63555,136235,124817,324607,63555,136235,124817,324607,649214,0
8905,252914,64987,94032,411933,252914,64987,94032,411933,823866,0
4455,6271,2369,710,9350,6271,2369,710,9350,18700,0
7916,35900,48511,13221,97632,35900,48511,13221,97632,195264,0
3190,716102,1050416,1142448,2908966,716102,1050416,1142448,2908966,5817932,107101.3707
2292,60058,115819,73682,249559,60058,115819,73682,249559,499118,84611.7924
5694,95274,106528,118142,319944,95274,106528,118142,319944,639888,0
5584,664656,786512,1825420,3276588,664656,786512,1825420,3276588,6553176,0
5414,36448,38956,164445,239849,36448,38956,164445,239849,479698,0
4520,2841,12739,2519,18099,2841,12739,2519,18099,36198,0
5355,2325957,3826883,5230658,11383498,2325957,3826883,5230658,11383498,22766996,7516091.82539994
2949,33829,48948,44346,127123,33829,48948,44346,127123,254246,0
5358,221111,211304,564237,996652,221111,211304,564237,996652,1993304,0
5234,4407,4729,5520,14656,4407,4729,5520,14656,29312,0
8472,32569,33426,47563,113558,32569,33426,47563,113558,227116,0
5486,129061,229559,445587,804207,129061,229559,445587,804207,1608414,0
9793,117773,190581,268470,576824,117773,190581,268470,576824,1153648,0
5134,7056,11750,31008,49814,7056,11750,31008,49814,99628,0
1901,37492,98989,15524,152005,37492,98989,15524,152005,304010,24393.3585
7471,58818,49422,62570,170810,58818,49422,62570,170810,341620,0
5283,31543,51554,111182,194279,31543,51554,111182,194279,388558,0
5448,173160,934901,768306,1876367,173160,934901,768306,1876367,3752734,10039.2347
3795,50210,5673,29384,85267,50210,5673,29384,85267,170534,0
9894,58551,79231,77271,215053,58551,79231,77271,215053,430106,0
2128,81884,51425,34445,167754,81884,51425,34445,167754,335508,0
5899,221967,284070,315701,821738,221967,284070,315701,821738,1643476,210120.690499999
8114,408,152,169,729,408,152,169,729,1458,0
5566,198679,319440,218955,737074,198679,319440,218955,737074,1474148,51974.4031
9915,86067,17238,23647,126952,86067,17238,23647,126952,253904,0
2950,19890,25287,23595,68772,19890,25287,23595,68772,137544,0
7370,157,91,301,549,157,91,301,549,1098,0
2227,15646,28401,10870,54917,15646,28401,10870,54917,109834,0
2824,12001,25374,759,38134,12001,25374,759,38134,76268,0
5056,78463,89238,123453,291154,78463,89238,123453,291154,582308,0
5473,19772.9958772332,38421.4727439304,71307.6775080165,129502.14612918,19772.9958772332,38421.4727439304,71307.6775080165,129502.14612918,259004.29225836,182143.6453
5359,20757.0041227668,40333.5272560696,74856.3224919835,135946.85387082,20757.0041227668,40333.5272560696,74856.3224919835,135946.85387082,271893.70774164,153559.5433
2169,31400,18797,28587,78784,31400,18797,28587,78784,157568,11763.5589
9328,2429657,6166128,1957485,10553270,2429657,6166128,1957485,10553270,21106540,1256506.536
9395,188044,113413,145307,446764,188044,113413,145307,446764,893528,0
6941,264050,446455,725865,1436370,264050,446455,725865,1436370,2872740,29084.6073
5642,46767,43676,67945,158388,46767,43676,67945,158388,316776,19755.2968
5822,897,10247,3409,14553,897,10247,3409,14553,29106,0
5669,340502,405543,314797,1060842,340502,405543,314797,1060842,2121684,0
7918,1343,422,3641,5406,1343,422,3641,5406,10812,0
5246,267639,333187,1027478,1628304,267639,333187,1027478,1628304,3256608,117616.3208
8977,58348,93458,19427,171233,58348,93458,19427,171233,342466,0
2121,83471,82679,35386,201536,83471,82679,35386,201536,403072,730.7508
5049,124379,129817,335078,589274,124379,129817,335078,589274,1178548,0
5135,142883,129164,440254,712301,142883,129164,440254,712301,1424602,0
7349,14593,12880,9669,37142,14593,12880,9669,37142,74284,0
6667,28648,25318,31113,85079,28648,25318,31113,85079,170158,0
6832,21489,20897,54983,97369,21489,20897,54983,97369,194738,0
1542,385687,687478,948675,2021840,385687,687478,948675,2021840,4043680,0
5103,313076,348023,599656,1260755,313076,348023,599656,1260755,2521510,0
6238,36,8,0,44,36,8,0,44,88,0
7068,202235,397539,434346,1034120,202235,397539,434346,1034120,2068240,366391.619699999
7473,37713,21737,18792,78242,37713,21737,18792,78242,156484,0
5257,49241,80778,65007,195026,49241,80778,65007,195026,390052,3495.622
375,15843,1119,17733,34695,15843,1119,17733,34695,69390,0
6010,170724,180507,343824,695055,170724,180507,343824,695055,1390110,13027.4977
6815,129593,236478,228051,594122,129593,236478,228051,594122,1188244,0
6959,191333,317081,478105,986519,191333,317081,478105,986519,1973038,49.064
2747,2072,4637,809,7518,2072,4637,809,7518,15036,0
5360,548038,557593,952681,2058312,548038,557593,952681,2058312,4116624,214336.1704
5361,17964,12648,13925,44537,17964,12648,13925,44537,89074,0
1041,66689,106764,239726,413179,66689,106764,239726,413179,826358,0
5459,11033,16036,40489,67558,11033,16036,40489,67558,135116,0
5104,97626,137469,189779,424874,97626,137469,189779,424874,849748,0
5558,130760,132759,330803,594322,130760,132759,330803,594322,1188644,0
6004,103257,61609,148849,313715,103257,61609,148849,313715,627430,0
5217,16279,36748,61472,114499,16279,36748,61472,114499,228998,0
1444,2894599,12062976,6518574,21476149,2894599,12062976,6518574,21476149,42952298,3534660.12569999
2080,17671,10072,4653,32396,17671,10072,4653,32396,64792,0
