NLC,Entries_Full,Entries_Reduced,Entries_Season,Entries_Total,Exits_Full,Exits_Reduced,Exits_Season,Exits_Total,1415 Entries & Exits,1415 Interchanges
4740,24828,80535,18499,123862,24828,80535,18499,123862,247724,351.8889
5415,88537,89662,85947,264146,88537,89662,85947,264146,528292,0
5586,191969,225390,209406,626765,191969,225390,209406,626765,1253530,0
5755,144169,760174,267475,1171818,144169,760174,267475,1171818,2343636,114325.2287
3410,149250,991351,114009,1254610,149250,991351,114009,1254610,2509220,938816.9101
3414,12258,47167,47499,106924,12258,47167,47499,106924,213848,0
9914,188094,470958,160875,819927,188094,470958,160875,819927,1639854,0
5756,51811,334966,76814,463591,51811,334966,76814,463591,927182,0
5760,1558,7589,2392,11539,1558,7589,2392,11539,23078,0
5065,15902,17162,51427,84491,15902,17162,51427,84491,168982,0
4416,16516,5044,509,22069,16516,5044,509,22069,44138,0
2780,2875,3918,5203,11996,2875,3918,5203,11996,23992,0
9452,5563,11095,2866,19524,5563,11095,2866,19524,39048,0
3873,17313,1368,14944,33625,17313,1368,14944,33625,67250,0
5137,148992,137881,289782,576655,148992,137881,289782,576655,1153310,0
9930,95035.0620777798,155508.425871828,105876.648530217,356420.136479825,95035.0620777798,155508.425871828,105876.648530217,356420.136479825,712840.27295965,84777.6050999999
9931,120094.93792222,196514.574128172,133795.351469783,450404.863520175,120094.93792222,196514.574128172,133795.351469783,450404.863520175,900809.727040351,5219.7358
8726,212,115,0,327,212,115,0,327,654,0
5337,149305,415786,103076,668167,149305,415786,103076,668167,1336334,0
3508,3943,58760,5945,68648,3943,58760,5945,68648,137296,0
3591,7977,73079,25864,106920,7977,73079,25864,106920,213840,0
6875,7217,6912,32263,46392,7217,6912,32263,46392,92784,0
5900,276381,354678,261543,892602,276381,354678,261543,892602,1785204,180673.9082
5521,415806.027372806,461349.921600714,663378.956114252,1540534.90508777,415806.027372806,461349.921600714,663378.956114252,1540534.90508777,3081069.81017554,7469.304
5688,89901.9726271943,99749.0783992859,143430.043885748,333081.094912228,89901.9726271943,99749.0783992859,143430.043885748,333081.094912228,666162.189824457,6317.7446
5643,104473,111183,219678,435334,104473,111183,219678,435334,870668,0
5545,220186,244013,352553,816752,220186,244013,352553,816752,1633504,215.6134
5105,14345,24762,58431,97538,14345,24762,58431,97538,195076,0
2811,4438,10047,6028,20513,4438,10047,6028,20513,41026,0
577,392226,327236,2784273,3503735,392226,327236,2784273,3503735,7007470,113232.6111
9245,8000,10251,4499,22750,8000,10251,4499,22750,45500,0
5167,108488,244181,362457,715126,108488,244181,362457,715126,1430252,44121.5161
5493,1617,753,4396,6766,1617,753,4396,6766,13532,0
2126,130082,209326,204693,544101,130082,209326,204693,544101,1088202,0
8637,1692,1080,293,3065,1692,1080,293,3065,6130,0
8544,15484,15986,2158,33628,15484,15986,2158,33628,67256,0
7214,28906,58091,15591,102588,28906,58091,15591,102588,205176,0
5559,579561,714119,853701,2147381,579561,714119,853701,2147381,4294762,0
7490,2246201,1745865,4807055,8799121,2246201,1745865,4807055,8799121,17598242,616232.0056
5808,9330,19024,6913,35267,9330,19024,6913,35267,70534,0
1377,2597,4522,6448,13567,2597,4522,6448,13567,27134,0
3862,9406,1432,1755,12593,9406,1432,1755,12593,25186,0
8061,13285,3092,7300,23677,13285,3092,7300,23677,47354,0
4074,5301,2313,2049,9663,5301,2313,2049,9663,19326,0
4066,926,484,0,1410,926,484,0,1410,2820,0
8062,32916,22716,4976,60608,32916,22716,4976,60608,121216,0
3235,232793,82423,188674,503890,232793,82423,188674,503890,1007780,0
1445,198684,275400,612424,1086508,198684,275400,612424,1086508,2173016,0
6119,488160,899093,1744744,3131997,488160,899093,1744744,3131997,6263994,1045406.8725
3012,576,74,252,902,576,74,252,902,1804,0
5261,10219,12054,14316,36589,10219,12054,14316,36589,73178,0
5284,17280,28281,15501,61062,17280,28281,15501,61062,122124,0
6680,3822,6093,22,9937,3822,6093,22,9937,19874,0
4076,1691,11570,0,13261,1691,11570,0,13261,26522,18.6308
6351,4449,629,1480,6558,4449,629,1480,6558,13116,0
8583,49414,53287,36595,139296,49414,53287,36595,139296,278592,238.4895
4503,172224,189941,364204,726369,172224,189941,364204,726369,1452738,0
5522,190115,259124,457865,907104,190115,259124,457865,907104,1814208,11661.4424
2026,3652,1628,1234,6514,3652,1628,1234,6514,13028,0
2513,64018,49222,19715,132955,64018,49222,19715,132955,265910,0
1532,103873,234759,386853,725485,103873,234759,386853,725485,1450970,0
2935,13915,15433,19957,49305,13915,15433,19957,49305,98610,0
2786,17526,38505,37879,93910,17526,38505,37879,93910,187820,0
5035,79762,222173,216674,518609,79762,222173,216674,518609,1037218,14960.6659
5027,37450,99878,101750,239078,37450,99878,101750,239078,478156,4443.679
5258,14560,26101,21524,62185,14560,26101,21524,62185,124370,95507.8401
6876,206209,434991,752024,1393224,206209,434991,752024,1393224,2786448,0
5362,505288,769260,1056078,2330626,505288,769260,1056078,2330626,4661252,0
2354,144212,338290,173457,655959,144212,338290,173457,655959,1311918,0
8638,21254,37277,7168,65699,21254,37277,7168,65699,131398,0
8639,489,239,0,728,489,239,0,728,1456,0
9675,18006,29516,17787,65309,18006,29516,17787,65309,130618,0
8827,21967,50086,0,72053,21967,50086,0,72053,144106,387.2388
1042,60363,103370,156410,320143,60363,103370,156410,320143,640286,0
2046,11688,364,1297,13349,11688,364,1297,13349,26698,0
7029,9659,14361,23020,47040,9659,14361,23020,47040,94080,0
5218,7231,14084,41020,62335,7231,14084,41020,62335,124670,0
5509,274084,435256,112472,821812,274084,435256,112472,821812,1643624,75761.1720000002
2355,91291,211236,83297,385824,91291,211236,83297,385824,771648,0
3344,10045,8173,3989,22207,10045,8173,3989,22207,44414,0
5683,44637,33721,26693,105051,44637,33721,26693,105051,210102,0
6854,16172,42438,40348,98958,16172,42438,40348,98958,197916,0
8556,87252,54795,64838,206885,87252,54795,64838,206885,413770,0
2284,43775,22716,16867,83358,43775,22716,16867,83358,166716,0
5707,29509,44533,10699,84741,29509,44533,10699,84741,169482,15.4848
5587,68656,70998,108746,248400,68656,70998,108746,248400,496800,0
2952,2207,5404,1069,8680,2207,5404,1069,8680,17360,0
3144,17121,18314,48017,83452,17121,18314,48017,83452,166904,0
6465,641,130,5,776,641,130,5,776,1552,3.2561
6424,32182,28901,9834,70917,32182,28901,9834,70917,141834,187.2188
9971,1123,1637,700,3460,1123,1637,700,3460,6920,0
8474,113273,100917,111936,326126,113273,100917,111936,326126,652252,0
2654,12946,979,663,14588,12946,979,663,14588,29176,0
9904,59977,88221,86471,234669,59977,88221,86471,234669,469338,0
9979,30571,51842,30069,112482,30571,51842,30069,112482,224964,0
2104,6092,1715,0,7807,6092,1715,0,7807,15614,0
1559,7651,5767,19230,32648,7651,5767,19230,32648,65296,0
2335,28255,71523,39403,139181,28255,71523,39403,139181,278362,0
9723,22484,38079,27946,88509,22484,38079,27946,88509,177018,0
3961,6258,587,560,7405,6258,587,560,7405,14810,0
4148,473,277,0,750,473,277,0,750,1500,0
8640,1796,619,123,2538,1796,619,123,2538,5076,0
2397,11448,16419,15158,43025,11448,16419,15158,43025,86050,0
2953,40349,55359,59255,154963,40349,55359,59255,154963,309926,0
5416,5500415,2475323,771424,8747162,5500415,2475323,771424,8747162,17494324,1045981.7284
8641,544,304,0,848,544,304,0,848,1696,0
3051,211634,194176,297894,703704,211634,194176,297894,703704,1407408,42832.5386
6877,268187,374796,829436,1472419,268187,374796,829436,1472419,2944838,7694.0592
9794,48857,66252,48377,163486,48857,66252,48377,163486,326972,0
2655,6042,430,0,6472,6042,430,0,6472,12944,0
8117,8410,11140,6463,26013,8410,11140,6463,26013,52026,307.1924
4022,977,265,561,1803,977,265,561,1803,3606,0
5796,42648,129051,39907,211606,42648,129051,39907,211606,423212,0
5169,261964,438816,569314,1270094,261964,438816,569314,1270094,2540188,355031.8623
9956,11841,23869,15259,50969,11841,23869,15259,50969,101938,0
5363,218700,273827,539446,1031973,218700,273827,539446,1031973,2063946,0
9501,20842,40793,8167,69802,20842,40793,8167,69802,139604,0
7921,1543,384,5596,7523,1543,384,5596,7523,15046,0
2454,1309,775,342,2426,1309,775,342,2426,4852,0
9813,3216085,6550592,4715703,14482380,3216085,6550592,4715703,14482380,28964760,3498668.94250001
9950,1868160,4729293,1882162,8479615,1868160,4729293,1882162,8479615,16959230,1715015.1194
8360,30868,44789,14843,90500,30868,44789,14843,90500,181000,0
2301,5604,6551,12566,24721,5604,6551,12566,24721,49442,0
8715,11915,15689,2071,29675,11915,15689,2071,29675,59350,0
8828,1941,2448,0,4389,1941,2448,0,4389,8778,0
9503,38503,54800,72761,166064,38503,54800,72761,166064,332128,0
9301,11791,17462,4420,33673,11791,17462,4420,33673,67346,0
2895,65005,173717,209150,447872,65005,173717,209150,447872,895744,0
4760,180681,418264,83126,682071,180681,418264,83126,682071,1364142,65213.7044
5338,8052,18038,11181,37271,8052,18038,11181,37271,74542,0
4457,51490,41113,8598,101201,51490,41113,8598,101201,202402,0
5629,182353,167574,344676,694603,182353,167574,344676,694603,1389206,0
2948,7314,18010,10091,35415,7314,18010,10091,35415,70830,0
5474,7122,13054,19667,39843,7122,13054,19667,39843,79686,0
8284,9372,11956,8625,29953,9372,11956,8625,29953,59906,0
9096,43,0,0,43,43,0,0,43,86,0
8643,2053,1332,0,3385,2053,1332,0,3385,6770,0
5298,6238,12126,10876,29240,6238,12126,10876,29240,58480,0
6878,273879,412678,729818,1416375,273879,412678,729818,1416375,2832750,0
8025,47089,73545,27359,147993,47089,73545,27359,147993,295986,774.9323
1220,9447,8889,3170,21506,9447,8889,3170,21506,43012,0
6028,154703,157706,323258,635667,154703,157706,323258,635667,1271334,0
3033,31718,96834,72126,200678,31718,96834,72126,200678,401356,0
5272,57144,112740,119097,288981,57144,112740,119097,288981,577962,0
2962,9176,25548,14990,49714,9176,25548,14990,49714,99428,0
1409,330939,481054,972393,1784386,330939,481054,972393,1784386,3568772,1720505.9692
9635,84660,106861,75780,267301,84660,106861,75780,267301,534602,0
4131,22239,16776,26319,65334,22239,16776,26319,65334,130668,0
6206,6836,628,1170,8634,6836,628,1170,8634,17268,0
6029,56814,58184,87615,202613,56814,58184,87615,202613,405226,0
1965,37387,31620,7781,76788,37387,31620,7781,76788,153576,0
3839,59679,6352,25376,91407,59679,6352,25376,91407,182814,11299.8992
6469,96229,369748,163839,629816,96229,369748,163839,629816,1259632,202691.2654
5514,19360,35382,70678,125420,19360,35382,70678,125420,250840,0
1132,51108,78172,212994,342274,51108,78172,212994,342274,684548,0
5172,233014,492022,661184,1386220,233014,492022,661184,1386220,2772440,71578.0963
7443,560895,563471,610934,1735300,560895,563471,610934,1735300,3470600,83731.0927
7922,3464,424,0,3888,3464,424,0,3888,7776,0
6855,5018,9288,23497,37803,5018,9288,23497,37803,75606,0
7032,12150,12128,31245,55523,12150,12128,31245,55523,111046,0
6275,5037,530,203,5770,5037,530,203,5770,11540,0
4892,92496,91243,87860,271599,92496,91243,87860,271599,543198,73.045
1463,71524,83503,146747,301774,71524,83503,146747,301774,603548,0
7328,41516,157213,19688,218417,41516,157213,19688,218417,436834,171.6761
2218,120068,53674,48695,222437,120068,53674,48695,222437,444874,0
1996,2139,122,1339,3600,2139,122,1339,3600,7200,0
2325,28584,28179,35876,92639,28584,28179,35876,92639,185278,0
9725,18350,27515,22392,68257,18350,27515,22392,68257,136514,0
2900,29005,64379,63872,157256,29005,64379,63872,157256,314512,0
3136,42846,43945,29289,116080,42846,43945,29289,116080,232160,0
5138,91655,140247,366178,598080,91655,140247,366178,598080,1196160,0
9681,48077,80609,67030,195716,48077,80609,67030,195716,391432,1159.0221
9682,69733,96882,109921,276536,69733,96882,109921,276536,553072,0
5146,428048,536492,908436,1872976,428048,536492,908436,1872976,3745952,0
9610,4115,15759,221,20095,4115,15759,221,20095,40190,0
6276,1506,190,770,2466,1506,190,770,2466,4932,0
6280,72092,145223,8514,225829,72092,145223,8514,225829,451658,8724.7061
2825,12759,14211,2073,29043,12759,14211,2073,29043,58086,0
8155,4386,916,2770,8072,4386,916,2770,8072,16144,0
5139,234650,317404,576956,1129010,234650,317404,576956,1129010,2258020,877056.095
2955,30425,51738,58129,140292,30425,51738,58129,140292,280584,7060.9531
5631,1102553,1632724,1310064,4045341,1102553,1632724,1310064,4045341,8090682,1096982.153
8567,200725,191434,227780,619939,200725,191434,227780,619939,1239878,0
5588,357883,281156,648370,1287409,357883,281156,648370,1287409,2574818,0
3563,1393,22471,3314,27178,1393,22471,3314,27178,54356,0
7299,2798,4161,1110,8069,2798,4161,1110,8069,16138,0
4300,17301,1033,1635,19969,17301,1033,1635,19969,39938,0
7930,10663,1057,1479,13199,10663,1057,1479,13199,26398,0
6281,6732,7256,1953,15941,6732,7256,1953,15941,31882,529.447
5364,100760,107048,291654,499462,100760,107048,291654,499462,998924,0
6977,549046,980732,1324237,2854015,549046,980732,1324237,2854015,5708030,584224.684699999
6867,220635,293144,568086,1081865,220635,293144,568086,1081865,2163730,897108.612299999
6978,196378,363607,277224,837209,196378,363607,277224,837209,1674418,418.2762
3053,87040,100086,194214,381340,87040,100086,194214,381340,762680,0
7300,2003,2993,1420,6416,2003,2993,1420,6416,12832,0
2896,30968,73955,80456,185379,30968,73955,80456,185379,370758,0
6075,49092,58005,73537,180634,49092,58005,73537,180634,361268,0
2585,5996,12811,7957,26764,5996,12811,7957,26764,53528,0
1022,361567,585674,235832,1183073,361567,585674,235832,1183073,2366146,0
4577,32639,27583,180006,240228,32639,27583,180006,240228,480456,0
9810,88914,116459,158334,363707,88914,116459,158334,363707,727414,0
2845,20244,36967,25582,82793,20244,36967,25582,82793,165586,0
7266,13296,29783,4272,47351,13296,29783,4272,47351,94702,0
2295,9395,30250,17008,56653,9395,30250,17008,56653,113306,0
8411,270956,404728,292198,967882,270956,404728,292198,967882,1935764,47259.9321
4521,44075,60317,88255,192647,44075,60317,88255,192647,385294,0
2572,20950,25254,23694,69898,20950,25254,23694,69898,139796,0
2229,20698,83505,25666,129869,20698,83505,25666,129869,259738,0
5173,7149,7927,12544,27620,7149,7927,12544,27620,55240,0
7568,10344,21523,5287,37154,10344,21523,5287,37154,74308,0
5037,5756,14439,28387,48582,5756,14439,28387,48582,97164,0
5947,20342,12410,26551,59303,20342,12410,26551,59303,118606,0
9726,103865,208637,111393,423895,103865,208637,111393,423895,847790,7710.2817
9727,121550,185996,165559,473105,121550,185996,165559,473105,946210,0
8241,5022,5523,3064,13609,5022,5523,3064,13609,27218,0
5450,59304,142270,95241,296815,59304,142270,95241,296815,593630,84868.8657
1413,352472,549857,750688,1653017,352472,549857,750688,1653017,3306034,0
5560,150716,177318,305127,633161,150716,177318,305127,633161,1266322,0
5561,249282,508297,534257,1291836,249282,508297,534257,1291836,2583672,0
5589,127320,164845,187471,479636,127320,164845,187471,479636,959272,0
1033,14476,17746,30473,62695,14476,17746,30473,62695,125390,0
1145,23745,33872,70399,128016,23745,33872,70399,128016,256032,0
5940,27708,32978,18284,78970,27708,32978,18284,78970,157940,0
3007,33247,41881,46656,121784,33247,41881,46656,121784,243568,0
2767,51157,41114,44129,136400,51157,41114,44129,136400,272800,0
3191,60583,48097,116065,224745,60583,48097,116065,224745,449490,0
2557,6622,1070,1422,9114,6622,1070,1422,9114,18228,0
4458,21272,4812,26678,52762,21272,4812,26678,52762,105524,0
1521,100483,149654,290045,540182,100483,149654,290045,540182,1080364,0
7374,520,149,977,1646,520,149,977,1646,3292,0
1533,29186,65129,68228,162543,29186,65129,68228,162543,325086,0
6804,27246,22979,50806,101031,27246,22979,50806,101031,202062,0
6827,240457,344706,310563,895726,240457,344706,310563,895726,1791452,0
6879,273142,452051,844843,1570036,273142,452051,844843,1570036,3140072,0
1543,263455,561543,832947,1657945,263455,561543,832947,1657945,3315890,239.6749
5140,8560,9166,19480,37206,8560,9166,19480,37206,74412,0
6012,130880,146647,352617,630144,130880,146647,352617,630144,1260288,0
7401,121601,232693,291973,646267,121601,232693,291973,646267,1292534,0
2027,6602,2398,3757,12757,6602,2398,3757,12757,25514,0
8213,250089,395302,146914,792305,250089,395302,146914,792305,1584610,277.9427
1397,414504,765104,364488,1544096,414504,765104,364488,1544096,3088192,348205.3739
598,425273,449571,88084,962928,425273,449571,88084,962928,1925856,0
2230,39125,68044,13477,120646,39125,68044,13477,120646,241292,0
4579,5917,2147,11611,19675,5917,2147,11611,19675,39350,0
8009,123735,136794,47544,308073,123735,136794,47544,308073,616146,1219.5313
9246,2473,3365,2755,8593,2473,3365,2755,8593,17186,0
6902,13872,26491,9947,50310,13872,26491,9947,50310,100620,0
6905,10533,28271,36525,75329,10533,28271,36525,75329,150658,0
5633,142210,284800,465671,892681,142210,284800,465671,892681,1785362,103349.1156
5489,80658,210182,381351,672191,80658,210182,381351,672191,1344382,0
5219,132317,547885,443584,1123786,132317,547885,443584,1123786,2247572,31276.0688
1398,82531,343342,124574,550447,82531,343342,124574,550447,1100894,0
6070,299632,443569,323841,1067042,299632,443569,323841,1067042,2134084,0
6528,18614,17664,9698,45976,18614,17664,9698,45976,91952,3351.6788
6845,21757,34805,151045,207607,21757,34805,151045,207607,415214,0
2826,13809,15619,1276,30704,13809,15619,1276,30704,61408,0
2604,5618,13764,6609,25991,5618,13764,6609,25991,51982,0
4594,5735,2698,11814,20247,5735,2698,11814,20247,40494,0
5532,290320,476495,409086,1175901,290320,476495,409086,1175901,2351802,328338.2492
6260,74,9,0,83,74,9,0,83,166,0
4079,37973,31802,335,70110,37973,31802,335,70110,140220,0
2428,14922,1569,1720,18211,14922,1569,1720,18211,36422,0
2146,1328,786,322,2436,1328,786,322,2436,4872,0
9634,21218,34983,35720,91921,21218,34983,35720,91921,183842,0
7569,5883,8338,5237,19458,5883,8338,5237,19458,38916,0
5289,52518,45816,182719,281053,52518,45816,182719,281053,562106,0
3186,424249,616424,522303,1562976,424249,616424,522303,1562976,3125952,117104.837
5050,123151,148402,367291,638844,123151,148402,367291,638844,1277688,0
3513,3460,32809,7705,43974,3460,32809,7705,43974,87948,0
9419,464047,513761,246506,1224314,464047,513761,246506,1224314,2448628,567956.050100001
5490,295996,713383,1225920,2235299,295996,713383,1225920,2235299,4470598,706770.117399999
2768,65193,120522,143398,329113,65193,120522,143398,329113,658226,3052.2674
5220,40550,105413,160140,306103,40550,105413,160140,306103,612206,0
8498,78148,66796,37693,182637,78148,66796,37693,182637,365274,2.5138
1434,53735,111312,172474,337521,53735,111312,172474,337521,675042,0
2860,51936,95174,101884,248994,51936,95174,101884,248994,497988,3681.8159
6283,5672,724,122,6518,5672,724,122,6518,13036,0
3845,110514,9703,67290,187507,110514,9703,67290,187507,375014,0
3908,18241,2123,8402,28766,18241,2123,8402,28766,57532,0
2861,79725,137671,130863,348259,79725,137671,130863,348259,696518,0
8524,118172,157196,106809,382177,118172,157196,106809,382177,764354,34191.9802
6220,17463,8260,11679,37402,17463,8260,11679,37402,74804,0
5893,64555,71842,116642,253039,64555,71842,116642,253039,506078,0
1148,21894,37190,22140,81224,21894,37190,22140,81224,162448,0
7887,7483,480,1912,9875,7483,480,1912,9875,19750,0
9981,97032.0558982267,210324.800308404,114314.682151118,421671.538357749,97032.0558982267,210324.800308404,114314.682151118,421671.538357749,843343.076715497,263.8464
9982,1809.94410177332,3923.19969159599,2132.31784888204,7865.46164225135,1809.94410177332,3923.19969159599,2132.31784888204,7865.46164225135,15730.9232845027,0
2656,13642,767,336,14745,13642,767,336,14745,29490,2696.1446
8647,1588,744,216,2548,1588,744,216,2548,5096,0
2149,18819,14519,6880,40218,18819,14519,6880,40218,80436,7670.7591
1391,266722,385714,313904,966340,266722,385714,313904,966340,1932680,32407.1164
1522,112225,143591,399192,655008,112225,143591,399192,655008,1310016,0
4028,36565,3462,24773,64800,36565,3462,24773,64800,129600,0
4524,16213,18236,28155,62604,16213,18236,28155,62604,125208,0
3146,77284,165416,143003,385703,77284,165416,143003,385703,771406,0
8129,91,0,0,91,91,0,0,91,182,0
3607,126530,269151,200775,596456,126530,269151,200775,596456,1192912,48684.9069999999
5174,45620,108755,264787,419162,45620,108755,264787,419162,838324,0
5066,345155,367448,986246,1698849,345155,367448,986246,1698849,3397698,1529437.8143
5590,99500,77242,238689,415431,99500,77242,238689,415431,830862,0
6818,81718.8222558995,122172.955185105,209691.78321426,413583.560655265,81718.8222558995,122172.955185105,209691.78321426,413583.560655265,827167.121310529,0
6085,141190.1777441,211085.044814895,362296.21678574,714571.439344736,141190.1777441,211085.044814895,362296.21678574,714571.439344736,1429142.87868947,3764.82
8067,11277,3646,5108,20031,11277,3646,5108,20031,40062,0
2138,13413,9104,5413,27930,13413,9104,5413,27930,55860,0
5417,2592,9737,6594,18923,2592,9737,6594,18923,37846,0
7766,4109,2124,1483,7716,4109,2124,1483,7716,15432,138.5895
7506,64362,82993,43316,190671,64362,82993,43316,190671,381342,2713.7591
3194,4455,8320,6259,19034,4455,8320,6259,19034,38068,0
2691,2569,2235,0,4804,2569,2235,0,4804,9608,0
5235,109768,181228,285617,576613,109768,181228,285617,576613,1153226,0
9909,107452,126095,104978,338525,107452,126095,104978,338525,677050,0
3054,422203,420545,532076,1374824,422203,420545,532076,1374824,2749648,68042.1488
5202,14906,18370,57813,91089,14906,18370,57813,91089,182178,0
6919,215909,259163,523981,999053,215909,259163,523981,999053,1998106,0
3314,28803,53906,12489,95198,28803,53906,12489,95198,190396,0
6009,2593095,4498801,2895865,9987761,2593095,4498801,2895865,9987761,19975522,2893368.31170001
2356,44657,78619,35163,158439,44657,78619,35163,158439,316878,0
5236,42700,65873,207841,316414,42700,65873,207841,316414,632828,0
9983,48714,69928,44806,163448,48714,69928,44806,163448,326896,0
9676,27392,32245,47630,107267,27392,32245,47630,107267,214534,0
9630,54895,62970,96431,214296,54895,62970,96431,214296,428592,0
2231,67207,116295,87501,271003,67207,116295,87501,271003,542006,0
5539,69357,37682,55588,162627,69357,37682,55588,162627,325254,8184.5444
5591,37602,36214,116372,190188,37602,36214,116372,190188,380376,0
1870,39168,60224,51151,150543,39168,60224,51151,150543,301086,0
2398,32700,79746,53118,165564,32700,79746,53118,165564,331128,17879.9598
5880,26623,31089,30104,87816,26623,31089,30104,87816,175632,0
6086,369018,496980,651848,1517846,369018,496980,651848,1517846,3035692,165748.5371
5107,298018,370650,1121393,1790061,298018,370650,1121393,1790061,3580122,510128.949700001
6880,78266,122932,283147,484345,78266,122932,283147,484345,968690,0
5141,4208,7918,11151,23277,4208,7918,11151,23277,46554,0
1221,35794,30726,16662,83182,35794,30726,16662,83182,166364,0
5308,7361,7074,15997,30432,7361,7074,15997,30432,60864,0
5941,11197,3122,4489,18808,11197,3122,4489,18808,37616,0
2437,31702,81287,4541,117530,31702,81287,4541,117530,235060,628.3536
9738,17550,27541,25287,70378,17550,27541,25287,70378,140756,0.3228
6979,468357,776270,1375474,2620101,468357,776270,1375474,2620101,5240202,0
4794,5639,18213,4237,28089,5639,18213,4237,28089,56178,0
5717,31127,119375,45428,195930,31127,119375,45428,195930,391860,6267.1815
8436,12594,8200,11393,32187,12594,8200,11393,32187,64374,0
5418,313121,438686,519065,1270872,313121,438686,519065,1270872,2541744,0
5523,89347,120399,195039,404785,89347,120399,195039,404785,809570,0
2193,217140,91229,71391,379760,217140,91229,71391,379760,759520,118800.975
2432,11456,1051,1228,13735,11456,1051,1228,13735,27470,0
2828,11669,15661,2042,29372,11669,15661,2042,29372,58744,0
4189,587,120,1276,1983,587,120,1276,1983,3966,0
5365,149041,197116,146309,492466,149041,197116,146309,492466,984932,0
8212,72225,46324,54586,173135,72225,46324,54586,173135,346270,0
6015,160111,164634,351006,675751,160111,164634,351006,675751,1351502,0
8499,179739,171917,174720,526376,179739,171917,174720,526376,1052752,1014.7284
5309,247697,494817,676479,1418993,247697,494817,676479,1418993,2837986,208990.4239
5562,54690,58804,104446,217940,54690,58804,104446,217940,435880,0
2105,6885,943,0,7828,6885,943,0,7828,15656,0
8720,83686,96125,128135,307946,83686,96125,128135,307946,615892,0
2399,173,311,46,530,173,311,46,530,1060,0
2303,42756,61693,36622,141071,42756,61693,36622,141071,282142,0
5563,159177,175044,308287,642508,159177,175044,308287,642508,1285016,2195.1286
5273,200922,521290,504385,1226597,200922,521290,504385,1226597,2453194,491253.1003
7327,18855,35911,10746,65512,18855,35911,10746,65512,131024,0
1563,4500,3589,3855,11944,4500,3589,3855,11944,23888,0
8071,13891,18559,17292,49742,13891,18559,17292,49742,99484,0
1734,10135,12407,37396,59938,10135,12407,37396,59938,119876,0
1023,312716,550136,159079,1021931,312716,550136,159079,1021931,2043862,0
2194,124026,136325,54865,315216,124026,136325,54865,315216,630432,0
6221,79,5,78,162,79,5,78,162,324,0
1862,41433,17585,15699,74717,41433,17585,15699,74717,149434,0
8437,587155,1271547,638470,2497172,587155,1271547,638470,2497172,4994344,378113.229199999
8126,223376,692822,183348,1099546,223376,692822,183348,1099546,2199092,63015.4897
2937,4138,4155,8085,16378,4138,4155,8085,16378,32756,0
2558,6348,835,4346,11529,6348,835,4346,11529,23058,0
3072,31325,68733,72020,172078,31325,68733,72020,172078,344156,0
8098,7141,2971,1540,11652,7141,2971,1540,11652,23304,0
6108,188038,370818,325995,884851,188038,370818,325995,884851,1769702,35.1332
8921,24004,16621,11642,52267,24004,16621,11642,52267,104534,0
2235,127276,357839,197136,682251,127276,357839,197136,682251,1364502,58494.9589
5463,43593,70060,214519,328172,43593,70060,214519,328172,656344,112299.1702
8099,4044,9095,5595,18734,4044,9095,5595,18734,37468,0
2160,98223,216907,161214,476344,98223,216907,161214,476344,952688,19685.0361
2829,9885,18567,14575,43027,9885,18567,14575,43027,86054,0
2959,4696,5909,10469,21074,4696,5909,10469,21074,42148,0
6310,14389,4864,5733,24986,14389,4864,5733,24986,49972,0
9845,218346,353398,285489,857233,218346,353398,285489,857233,1714466,833354.876900001
6851,12710,13334,42676,68720,12710,13334,42676,68720,137440,0
9618,3408,1087,19193,23688,3408,1087,19193,23688,47376,0
5495,32580,44778,99393,176751,32580,44778,99393,176751,353502,0
6881,620580,1199091,2191573,4011244,620580,1199091,2191573,4011244,8022488,23310.7797
8568,173524,295128,181096,649748,173524,295128,181096,649748,1299496,0
9586,379973,425825,185592,991390,379973,425825,185592,991390,1982780,0
2236,2403,5197,2242,9842,2403,5197,2242,9842,19684,0
2122,648,27,102,777,648,27,102,777,1554,0
6882,64864,65667,249282,379813,64864,65667,249282,379813,759626,0
8922,31261,12551,17390,61202,31261,12551,17390,61202,122404,0
8648,11629,2490,1862,15981,11629,2490,1862,15981,31962,0
8778,1388,304,510,2202,1388,304,510,2202,4404,0
9136,164851,334805,137838,637494,164851,334805,137838,637494,1274988,75295.8963
9646,11582,16078,14461,42121,11582,16078,14461,42121,84242,0
8649,228872,401395,21564,651831,228872,401395,21564,651831,1303662,72055.4766
8614,197,46,0,243,197,46,0,243,486,0
8924,106111,78377,82743,267231,106111,78377,82743,267231,534462,0
7217,336362,749161,562176,1647699,336362,749161,562176,1647699,3295398,583965.3589
2817,34881,47030,48310,130221,34881,47030,48310,130221,260442,0
9508,113689,220390,143486,477565,113689,220390,143486,477565,955130,0
5592,166754,161635,286595,614984,166754,161635,286595,614984,1229968,0
3110,135,1014,2280,3429,135,1014,2280,3429,6858,0
3170,26519,23421,62430,112370,26519,23421,62430,112370,224740,0
3555,2832,20720,6135,29687,2832,20720,6135,29687,59374,0
9507,7880,1566,2142,11588,7880,1566,2142,11588,23176,0
1097,47722,56601,91928,196251,47722,56601,91928,196251,392502,0
4081,3197,1278,5,4480,3197,1278,5,4480,8960,0
9648,152896,260648,240795,654339,152896,260648,240795,654339,1308678,0
9995,45845,69886,36334,152065,45845,69886,36334,152065,304130,0
2605,5579,8114,7183,20876,5579,8114,7183,20876,41752,0
